@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature25 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.006989,0.010753,0,0,0.003765,0,0.786538,0.845617,0.983915,2
0,0.003268,0,0,0.009836,0,0.768584,0.823409,0.957562,2
0.026144,0.045752,0,0,0.006579,0,0.058704,0.066532,0.058681,2
0.008905,0.09528,0,0,0.000891,0,0.371373,0.396260,0.456019,2
0.001359,0.004076,0,0,0.00136,0,0.760206,0.816838,0.948785,2
0,0.1,0,0,0,0,0.487840,0.514506,0.593824,2
0.001966,0.010319,0,0,0.00295,0,0.771617,0.829578,0.964459,2
0.016473,0.010659,0,0,0.002908,0,0.676889,0.728283,0.845452,2
0,0.066667,0,0,0.008403,0,0.452181,0.476549,0.551024,2
0,0.041475,0,0,0.023148,0,0.543703,0.576086,0.669173,2
0.030176,0.06119,0,0,0.006711,0,0.363659,0.383002,0.437354,2
0.038647,0.043478,0,0,0.009709,0,0.497581,0.532925,0.615296,2
0,0.08,0,0,0,0,0.424957,0.450915,0.514670,2
0,0.049858,0,0,0.007133,0,0.595659,0.635880,0.735745,2
0,0.078652,0,0,0.017685,0,0.296929,0.304392,0.339407,2
0,0.005833,0,0,0.00417,0,0.814950,0.875719,1.018968,2
0,0.127119,0,0,0.008547,0,0.374949,0.393082,0.454953,2
0,0.13465,0,0,0.017986,0,0.309287,0.317544,0.357681,2
0.00309,0.004326,0,0,0.004329,0,0.761929,0.818942,0.952185,2
0.012163,0.004231,0,0,0.004233,0,0.710945,0.764635,0.888670,2
0,0.051178,0,0,0.006065,0,0.664549,0.710989,0.825421,2
0,0.030318,0,0,0.005382,0,0.737054,0.790237,0.918823,2
0,0.007746,0,0,0.002326,0,0.805281,0.865202,1.006506,2
0,0.128205,0,0,0.020183,0,0.282437,0.292523,0.327561,2
0.003831,0.066411,0,0,0.002558,0,0.534494,0.568684,0.658569,2
0.00252,0.006931,0,0,0.001261,0,0.790307,0.849670,0.988380,2
0,0.041237,0,0,0.013769,0,0.275985,0.291476,0.325884,2
0.026534,0.012438,0,0,0.009129,0,0.550621,0.588319,0.677888,0
0.002577,0.064433,0,0,0.002581,0,0.527172,0.563234,0.650197,0
0,0.127042,0,0,0.005455,0,0.486544,0.516937,0.597356,0
0,0.050696,0,0,0.00597,0,0.601264,0.643112,0.745238,0
0,0.025641,0,0,0.012903,0,0.625200,0.665616,0.769367,0
0.010033,0.128763,0,0,0.01005,0,0.234294,0.245742,0.270087,0
0,0.072654,0,0,0.010101,0,0.546415,0.581202,0.670769,0
0,0.011173,0,0,0.016854,0,0.626141,0.665005,0.770578,0
0,0.036842,0,0,0.005291,0,0.547247,0.582267,0.671226,0
0,0.016667,0,0,0.033613,0,0.448426,0.471461,0.541016,0
0,0.07377,0,0,0.041322,0,0.426347,0.443650,0.510052,0
0.012968,0.100865,0,0,0.012987,0,0.221738,0.232086,0.255529,0
0,0.051429,0,0,0.028736,0,0.627253,0.667326,0.774997,0
0,0.006369,0,0,0.019231,0,0.615892,0.656925,0.761814,0
0,0.005435,0,0,0,0,0.820401,0.883043,1.027077,0
0.007547,0.090566,0,0,0.015123,0,0.176035,0.182154,0.193552,0
0,0.069343,0,0,0.010969,0,0.272865,0.281831,0.314860,0
0.074713,0,0,0,0.046243,0,0.386225,0.401021,0.459451,0
0,0.111702,0,0,0.003552,0,0.428070,0.451396,0.521782,0
0,0.043732,0,0,0.00292,0,0.613591,0.656284,0.759277,0
0.091892,0.005405,0,0,0.021739,0,0.359659,0.381425,0.436042,0
0.00708,0.086726,0,0,0.019504,0,0.233077,0.237954,0.261366,0
0.003448,0,0,0,0.001151,0,0.759325,0.816885,0.949071,0
0,0.056075,0,0,0.028302,0,0.224059,0.227980,0.254138,0
0,0.007009,0,0,0.003509,0,0.804780,0.865019,1.005927,0
0.007042,0.001761,0,0,0.002643,0,0.642006,0.690251,0.801737,1
0.08982,0.02994,0.006024,0,0,0,0.208039,0.220080,0.244201,1
0,0.105882,0,0,0.02381,0,0.234129,0.234997,0.264395,1
0,0.058901,0,0,0.003932,0,0.563371,0.601573,0.693345,1
0.029375,0.0075,0.000625,0,0.001251,0,0.614084,0.661044,0.766123,1
0,0.092883,0,0,0.001208,0,0.426834,0.453647,0.523005,1
0,0.057627,0,0,0.013582,0,0.307823,0.315965,0.354063,1
0,0.043796,0,0,0.014706,0,0.466537,0.493415,0.565571,1
0,0.084871,0,0,0.014787,0,0.271336,0.279786,0.308082,1
0,0.005641,0,0,0.003226,0,0.790271,0.849013,0.987194,1
0,0.011905,0,0,0.011928,0,0.205500,0.209909,0.226886,1
