@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0,0,0.332110,0.341591,0.410187,0
0,0,0,0,0,0.483538,0.508546,0.612526,0
0.003226,0,0.001076,0,0,0.721587,0.756162,0.922685,2
0,0,0,0,0,0.701432,0.731321,0.891070,2
0.00271,0,0,0.002717,0,0.412520,0.425316,0.509948,1
0,0,0,0,0,0.298908,0.308860,0.362719,0
0,0,0.002584,0,0,0.465342,0.485494,0.584327,0
0.007326,0,0.002445,0.003667,0,0.614500,0.642773,0.781670,0
0,0,0,0,0,0.509210,0.529911,0.636515,0
0,0,0,0,0,0.218679,0.218688,0.245220,0
0,0,0,0,0,0.341072,0.353228,0.413198,0
0,0,0.003145,0,0,0.473098,0.492529,0.591488,0
0,0,0.001529,0.004587,0,0.757557,0.794087,0.969041,0
0,0,0.012987,0.012987,0,0.565915,0.589514,0.712655,0
0,0,0,0.003322,0,0.343496,0.353378,0.413314,0
0,0,0,0,0,0.529607,0.553313,0.663913,0
0,0,0.003067,0,0,0.559772,0.582933,0.707446,0
0,0,0.00277,0.00277,0,0.688612,0.720778,0.878384,0
0,0,0,0.009091,0,0.633762,0.656557,0.796190,0
0,0,0.003704,0.007407,0,0.239481,0.240452,0.270743,1
0,0,0,0,0,0.475897,0.491492,0.593153,1
0,0,0.003096,0.003096,0,0.533521,0.556728,0.674440,0
0,0,0,0,0,0.693770,0.727289,0.885607,1
0,0,0.012346,0.012346,0,0.590378,0.608532,0.738020,0
0,0,0.007246,0.01087,0,0.232864,0.229273,0.255736,0
0,0,0,0,0,0.048130,0.056914,0.042903,2
0,0,0,0.001786,0,0.313894,0.328287,0.393445,2
0,0,0,0.001361,0,0.698737,0.731500,0.891599,2
0,0,0,0,0,0.510069,0.524202,0.631857,0
0,0,0.003484,0.003484,0,0.245805,0.242300,0.271167,0
0,0,0,0,0,0.432739,0.447303,0.536647,2
0,0,0.001733,0.003466,0,0.504103,0.526274,0.637011,1
0,0,0,0,0,0.668724,0.700863,0.852664,1
0,0,0,0.015625,0,0.487841,0.496794,0.596184,0
0,0,0.007092,0.003546,0,0.255914,0.251847,0.287366,0
0,0,0,0,0,0.358097,0.366735,0.433989,1
0,0,0.00277,0.00831,0,0.398252,0.412990,0.495440,0
0.008117,0,0,0,0,0.578053,0.604761,0.734412,0
0,0,0,0.011905,0,0.406806,0.414342,0.493325,0
0,0,0,0.004,0,0.271022,0.273621,0.314247,0
0,0,0,0,0,0.548545,0.572707,0.691503,0
0,0,0,0.005747,0,0.508659,0.528392,0.635984,0
0,0,0,0.002252,0,0.772545,0.809442,0.987846,0
0,0,0,0,0,0.621947,0.651681,0.789181,0
0,0,0.003922,0,0,0.244036,0.244496,0.276265,0
0,0,0,0,0,0.319071,0.327312,0.380985,0
0.00409,0,0,0.002049,0,0.354905,0.367619,0.434105,0
