@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature8 numeric
@attribute bi_feature10 numeric
@attribute bi_feature282 numeric
@attribute bi_feature735 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0,0,0,0,0,0,0.333088,0.345532,0.429797,0
0,0,0,0,0,0,0,0,0,0.485395,0.514650,0.637182,0
0.003226,0.001075,0,0,0.001076,0.002153,0,0,0,0.724429,0.766116,0.966094,2
0,0,0,0,0,0.006579,0,0,0,0.703979,0.740913,0.933256,2
0.00271,0,0,0,0,0.005435,0.002717,0,0,0.413764,0.430336,0.533100,1
0,0,0,0,0,0,0,0,0,0.300003,0.312020,0.378229,0
0,0,0,0,0.002584,0,0,0,0,0.467043,0.491328,0.609656,0
0.007326,0,0,0,0.002445,0.001222,0.003667,0,0,0.616833,0.651124,0.817988,0
0,0,0,0,0,0,0,0,0,0.510981,0.536414,0.666251,0
0,0,0,0,0,0.008969,0,0,0,0.218873,0.220427,0.255314,0
0,0,0,0,0,0,0,0,0,0.342214,0.357015,0.431621,0
0,0,0,0,0.003145,0.006289,0,0,0,0.474793,0.498420,0.618654,0
0,0,0,0,0.001529,0.001529,0.004587,0,0,0.760578,0.804497,1.014483,0
0,0,0,0,0.012987,0.025974,0.012987,0,0,0.567898,0.597068,0.746736,0
0,0,0,0,0,0.006645,0.003322,0,0,0.344499,0.356999,0.431626,0
0,0,0,0,0,0,0,0,0,0.531776,0.559850,0.693036,0
0,0,0,0,0.003067,0.009202,0,0,0,0.561843,0.590084,0.740060,0
0,0,0,0,0.00277,0,0.00277,0,0,0.691315,0.730095,0.919799,0
0,0,0,0,0,0.018182,0.009091,0,0,0.635802,0.665034,0.834022,0
0,0,0,0,0.003704,0.003704,0.007407,0,0,0.239792,0.242246,0.280717,1
0,0,0,0,0,0.025974,0,0,0,0.477427,0.497327,0.620410,1
0,0,0,0,0.003096,0.004644,0.003096,0,0,0.535590,0.563418,0.705317,0
0,0,0,0,0,0.001185,0,0,0,0.696532,0.736698,0.926495,1
0,0,0,0,0.012346,0.024691,0.012346,0,0,0.592167,0.616309,0.772836,0
0,0,0,0,0.007246,0.007246,0.01087,0,0,0.233009,0.230986,0.265590,0
0,0.02,0,0,0,0,0,0,0,0.208392,0.214079,0.247985,0
0,0,0,0,0,0.004376,0.002188,0,0,0.564541,0.594622,0.744195,0
0,0,0,0,0,0.003497,0.001166,0.001166,0,0.677312,0.715232,0.898857,1
0,0,0,0,0,0.010204,0,0,0,0.613887,0.644964,0.807620,0
0,0,0,0,0,0.007634,0.003817,0,0,0.288125,0.293788,0.349273,0
0,0,0,0,0,0.017241,0,0,0,0.426502,0.444909,0.555662,0
0,0,0,0,0.006073,0.01417,0.006073,0,0,0.485716,0.508787,0.632349,0
0.002671,0,0,0,0.000891,0.003565,0.001783,0,0,0.735607,0.777821,0.980008,1
0,0,0,0,0,0.02439,0.012195,0,0,0.616625,0.642127,0.805206,0
0,0,0,0,0,0,0,0,0,0.273012,0.276443,0.334542,0
