@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.041,0.342,0.617,0.098,0.294,2
0.069,0.484,0.448,0.062,0.551,1
0.117,0.765,0.118,0.501,0.387,1
0.126,0.647,0.227,0.067,0.545,1
0.022,0.775,0.203,0.223,0.458,1
0.046,0.342,0.612,0.008,0.18,1
0.286,0.363,0.352,0.004,0.317,2
0.059,0.089,0.852,0.016,0.678,2
0.134,0.484,0.382,0.478,0.284,2
0.038,0.498,0.464,0.1,0.673,1
0.063,0.844,0.092,0.735,0.185,1
0.027,0.192,0.781,0.049,0.251,2
0.044,0.583,0.373,0,0.788,1
0.346,0.576,0.078,0.013,0.927,1
0.007,0.801,0.192,0.008,0.341,2
0.124,0.604,0.272,0.144,0.533,1
0.04,0.777,0.183,0.125,0.588,1
0.545,0.401,0.054,0.274,0.708,1
0.002,0.81,0.188,0.028,0.629,1
0.006,0.092,0.902,0,0.237,2
0.054,0.361,0.585,0.054,0.265,2
0.132,0.657,0.211,0.841,0.143,1
0.287,0.519,0.194,0.223,0.747,1
0.457,0.291,0.253,0.32,0.499,1
0.091,0.796,0.112,0.544,0.418,2
0.207,0.557,0.236,0.737,0.213,1
0.018,0.039,0.943,0.085,0.442,2
0.217,0.654,0.129,0.511,0.415,1
0.144,0.662,0.194,0.059,0.837,1
0.122,0.725,0.153,0.256,0.682,1
0.488,0.234,0.278,0.235,0.658,1
0.035,0.701,0.264,0.018,0.396,2
0.101,0.504,0.395,0.095,0.643,1
0.158,0.679,0.163,0.071,0.661,1
0.037,0.813,0.151,0.037,0.737,1
0.126,0.712,0.162,0.024,0.694,1
0.082,0.853,0.065,0.295,0.635,1
0.354,0.622,0.024,0.008,0.834,1
0.355,0.488,0.157,0.485,0.417,2
0.145,0.634,0.221,0.042,0.538,1
0.145,0.801,0.053,0.068,0.824,1
0.409,0.416,0.175,0.044,0.791,1
0.341,0.578,0.081,0.296,0.607,1
0.082,0.052,0.866,0.012,0.231,2
0.043,0.696,0.262,0.147,0.03,2
0.44,0.437,0.124,0.127,0.772,2
0.333,0.52,0.148,0.103,0.675,1
0.48,0.453,0.068,0.132,0.623,1
0.398,0.158,0.443,0.229,0.404,0
0.4,0.379,0.221,0.127,0.746,0
0.138,0.788,0.074,0.786,0.129,0
0.396,0.304,0.3,0.542,0.37,0
0.614,0.214,0.172,0.81,0.178,0
0.056,0.854,0.09,0.174,0.667,0
0.062,0.254,0.684,0.122,0.447,0
0.356,0.442,0.202,0.38,0.508,0
0.824,0.011,0.165,0.721,0.251,0
0.83,0.09,0.08,0.497,0.479,0
0.89,0.055,0.055,0.686,0.248,0
0.913,0.025,0.062,0.787,0.203,0
0.116,0.851,0.033,0.225,0.513,0
0.259,0.707,0.034,0.986,0.013,0
0.445,0.396,0.159,0.066,0.922,0
0.503,0.216,0.281,0.127,0.533,0
0.237,0.704,0.059,0.25,0.511,0
0.808,0.159,0.033,0.459,0.314,0
0.234,0.515,0.251,0.676,0.303,0
0.679,0.019,0.302,0.591,0.292,0
