@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.026,0.321,0.654,0.171,0.372,2
0.116,0.04,0.844,0.213,0.374,2
0.117,0.487,0.396,0.241,0.608,1
0.039,0.765,0.195,0.45,0.31,1
0.124,0.627,0.249,0.321,0.355,1
0.151,0.643,0.205,0.162,0.355,1
0.034,0.773,0.192,0.174,0.351,1
0.035,0.299,0.666,0.166,0.367,1
0.279,0.239,0.482,0.485,0.314,2
0.073,0.043,0.884,0.276,0.341,2
0.2,0.566,0.233,0.155,0.346,2
0.23,0.296,0.473,0.218,0.329,2
0.037,0.487,0.476,0.215,0.341,1
0.042,0.876,0.081,0.155,0.34,1
0.072,0.198,0.731,0.342,0.337,1
0.021,0.18,0.799,0.163,0.355,2
0.052,0.495,0.453,0.358,0.383,1
0.301,0.572,0.126,0.201,0.65,1
0.007,0.796,0.198,0.205,0.388,2
0.124,0.533,0.343,0.006,0.991,1
0.054,0.798,0.148,0.17,0.544,1
0.543,0.388,0.069,0.422,0.329,1
0.487,0.369,0.143,0.307,0.342,2
0.009,0.786,0.205,0.176,0.353,1
0.314,0.053,0.633,0.422,0.349,2
0.008,0.095,0.897,0.366,0.377,2
0.141,0.246,0.613,0.351,0.411,2
0.585,0.272,0.143,0.421,0.318,1
0.258,0.647,0.095,0.238,0.326,2
0.184,0.577,0.239,0.227,0.345,1
0.305,0.614,0.081,0.201,0.362,1
0.144,0.486,0.37,0.206,0.331,1
0.56,0.224,0.216,0.244,0.355,2
0.325,0.661,0.014,0.124,0.335,1
0.496,0.319,0.184,0.471,0.309,2
0.527,0.302,0.171,0.243,0.36,1
0.123,0.785,0.092,0.159,0.355,2
0.609,0.036,0.355,0.444,0.354,1
0.299,0.658,0.044,0.454,0.301,1
0.437,0.143,0.42,0.338,0.332,2
0.254,0.567,0.179,0.247,0.329,1
0.306,0.39,0.304,0.469,0.311,2
0.039,0.019,0.942,0.176,0.363,2
0.303,0.403,0.294,0.222,0.329,1
0.2,0.624,0.177,0.361,0.322,1
0.23,0.598,0.172,0.15,0.504,1
0.262,0.629,0.108,0.48,0.289,1
0.308,0.617,0.074,0.423,0.332,1
0.446,0.287,0.267,0.236,0.339,1
0.035,0.664,0.301,0.2,0.383,2
0.278,0.627,0.096,0.536,0.292,1
0.057,0.492,0.45,0.511,0.326,1
0.075,0.664,0.261,0.381,0.379,1
0.261,0.641,0.098,0.19,0.365,1
0.017,0.114,0.869,0.214,0.357,2
0.241,0.632,0.127,0.158,0.351,1
0.394,0.58,0.026,0.565,0.278,1
0.327,0.599,0.075,0.422,0.319,1
0.094,0.755,0.151,0.126,0.615,1
0.113,0.69,0.197,0.399,0.319,1
0.24,0.717,0.043,0.262,0.427,1
0.278,0.679,0.042,0.514,0.308,1
0.526,0.445,0.029,0.166,0.357,1
0.034,0.825,0.141,0.366,0.345,1
0.002,0.085,0.913,0.187,0.358,2
0.181,0.388,0.431,0.149,0.347,2
0.248,0.565,0.187,0.504,0.301,2
0.081,0.674,0.245,0.192,0.415,1
0.138,0.784,0.078,0.337,0.479,1
0.606,0.303,0.092,0.222,0.655,1
0.385,0.556,0.059,0.187,0.531,1
0.085,0.848,0.067,0.306,0.337,1
0.246,0.068,0.686,0.23,0.348,2
0.039,0.676,0.285,0.148,0.349,2
0.344,0.485,0.171,0.434,0.313,2
0.326,0.598,0.076,0.204,0.385,1
0.513,0.444,0.043,0.446,0.302,1
0.402,0.558,0.041,0.456,0.318,0
0.794,0.048,0.158,0.248,0.35,0
0.295,0.532,0.173,0.528,0.297,0
0.839,0.055,0.105,0.538,0.319,0
0.495,0.34,0.165,0.472,0.3,0
0.067,0.835,0.098,0.334,0.319,0
0.201,0.694,0.105,0.282,0.423,0
0.942,0.012,0.046,0.442,0.349,0
0.31,0.538,0.152,0.542,0.289,0
0.302,0.692,0.006,0.471,0.317,0
0.011,0.906,0.083,0.468,0.318,0
0.784,0.12,0.095,0.292,0.371,0
0.828,0.058,0.113,0.424,0.356,0
0.969,0.009,0.022,0.81,0.173,0
0.875,0.036,0.089,0.325,0.369,0
0.786,0.184,0.03,0.137,0.336,0
0.461,0.307,0.232,0.643,0.257,0
0.563,0.181,0.256,0.23,0.344,0
0.486,0.321,0.194,0.411,0.318,0
0.214,0.282,0.503,0.289,0.355,0
0.49,0.345,0.165,0.314,0.332,0
0.717,0.11,0.173,0.612,0.322,0
0.086,0.848,0.066,0.462,0.305,0
0.677,0.272,0.05,0.396,0.312,0
0.878,0.06,0.063,0.408,0.36,0
0.131,0.837,0.033,0.234,0.413,0
0.618,0.184,0.197,0.267,0.334,0
0.367,0.418,0.215,0.296,0.346,0
0.569,0.055,0.375,0.315,0.378,0
0.096,0.052,0.851,0.257,0.36,0
0.693,0.11,0.197,0.273,0.358,0
0.578,0.168,0.254,0.245,0.347,0
0.454,0.302,0.244,0.412,0.321,0
0.071,0.784,0.145,0.447,0.31,0
0.18,0.281,0.539,0.257,0.352,0
0.655,0.279,0.066,0.527,0.292,0
0.131,0.831,0.038,0.256,0.322,0
0.523,0.354,0.123,0.485,0.31,0
0.442,0.469,0.088,0.575,0.274,0
0.731,0.116,0.152,0.376,0.358,0
