@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.004,0.356,0.639,0.104,0.344,0.226,0.257,2
0.019,0.512,0.469,0.092,0.536,0.151,0.763,1
0.157,0.681,0.163,0.558,0.319,0.32,0.459,1
0.049,0.789,0.162,0.091,0.565,0.199,0.279,1
0.003,0.807,0.19,0.441,0.418,0.197,0.297,1
0.002,0.36,0.638,0.003,0.173,0.216,0.259,1
0.111,0.385,0.504,0.002,0.352,0.392,0.44,2
0.037,0.071,0.892,0.019,0.693,0.237,0.433,2
0.011,0.632,0.357,0.649,0.213,0.183,0.285,2
0.006,0.532,0.462,0.058,0.791,0.203,0.373,1
0.148,0.782,0.07,0.938,0.046,0.176,0.299,1
0.006,0.18,0.814,0.022,0.293,0.198,0.277,2
0.011,0.6,0.388,0.002,0.806,0.436,0.326,1
0.292,0.619,0.089,0.025,0.936,0.247,0.644,1
0.002,0.792,0.206,0.001,0.351,0.277,0.273,2
0.097,0.573,0.33,0.077,0.496,0.111,0.831,1
0.02,0.807,0.173,0.013,0.632,0.274,0.331,1
0.703,0.263,0.034,0.178,0.807,0.345,0.451,1
0.002,0.812,0.186,0.005,0.731,0.202,0.295,1
0.002,0.101,0.898,0,0.213,0.427,0.319,2
0.025,0.365,0.61,0.014,0.309,0.511,0.231,2
0.121,0.763,0.116,0.625,0.342,0.214,0.372,1
0.274,0.527,0.199,0.117,0.797,0.23,0.316,1
0.635,0.21,0.154,0.415,0.447,0.25,0.348,1
0.045,0.835,0.12,0.61,0.362,0.195,0.264,2
0.124,0.62,0.257,0.118,0.738,0.197,0.439,1
0.009,0.035,0.956,0.194,0.37,0.215,0.277,2
0.145,0.678,0.177,0.204,0.642,0.256,0.475,1
0.258,0.637,0.105,0.06,0.859,0.16,0.567,1
0.064,0.649,0.288,0.02,0.801,0.286,0.542,1
0.64,0.17,0.19,0.118,0.778,0.209,0.397,1
0.011,0.731,0.258,0.015,0.386,0.264,0.27,2
0.042,0.499,0.459,0.122,0.81,0.514,0.269,1
0.134,0.677,0.189,0.077,0.73,0.459,0.308,1
0.289,0.667,0.045,0.172,0.775,0.313,0.446,1
0.029,0.819,0.152,0.003,0.792,0.104,0.741,1
0.065,0.736,0.198,0.064,0.708,0.284,0.476,1
0.152,0.798,0.05,0.246,0.588,0.422,0.232,1
0.26,0.723,0.017,0.167,0.764,0.436,0.399,1
0.347,0.5,0.153,0.587,0.315,0.379,0.422,2
0.049,0.703,0.247,0.232,0.473,0.318,0.218,1
0.188,0.763,0.049,0.092,0.845,0.325,0.453,1
0.529,0.385,0.086,0.129,0.755,0.31,0.503,1
0.261,0.659,0.081,0.558,0.384,0.38,0.228,1
0.097,0.055,0.848,0.007,0.257,0.221,0.375,2
0.01,0.732,0.259,0.024,0.035,0.184,0.27,2
0.458,0.42,0.122,0.233,0.717,0.31,0.46,2
0.104,0.738,0.158,0.253,0.646,0.271,0.271,1
0.761,0.216,0.024,0.534,0.351,0.288,0.5,1
0.093,0.459,0.449,0.104,0.478,0.205,0.347,0
0.092,0.77,0.138,0.049,0.344,0.369,0.446,0
0.125,0.78,0.095,0.412,0.516,0.242,0.273,0
0.481,0.366,0.153,0.178,0.199,0.179,0.264,0
0.231,0.743,0.026,0.834,0.12,0.483,0.377,0
0.953,0.019,0.028,0.197,0.791,0.206,0.433,0
0.519,0.422,0.058,0.709,0.278,0.459,0.389,0
0.35,0.365,0.285,0.13,0.532,0.322,0.339,0
0.07,0.092,0.837,0.891,0.094,0.622,0.222,0
0.182,0.807,0.011,0.012,0.982,0.53,0.325,0
0.875,0.038,0.087,0.781,0.198,0.337,0.314,0
0.32,0.457,0.223,0.834,0.152,0.568,0.318,0
0.726,0.093,0.181,0.741,0.228,0.281,0.5,0
0.954,0.01,0.036,0.637,0.344,0.216,0.434,0
0.834,0.147,0.019,0.776,0.186,0.185,0.589,0
0.592,0.335,0.073,0.192,0.729,0.574,0.294,0
0.714,0.197,0.089,0.878,0.113,0.264,0.482,0
0.533,0.22,0.247,0.937,0.062,0.217,0.43,0
