@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0.006989,0,0,0.003765,0,0.790898,0.848776,0.983915,2
9,0,0,0,0.009836,0,0.772729,0.826431,0.957562,2
9,0.026144,0,0,0.006579,0,0.058562,0.067165,0.058681,2
9,0.008905,0,0,0.000891,0,0.373251,0.397418,0.456019,2
9,0.001359,0,0,0.00136,0,0.764371,0.819949,0.948785,2
9,0,0,0,0,0,0.490269,0.515614,0.593824,2
9,0.001966,0,0,0.00295,0,0.775888,0.832695,0.964459,2
9,0.016473,0,0,0.002908,0,0.680616,0.731059,0.845452,2
9,0,0,0,0.008403,0,0.454346,0.477760,0.551024,2
9,0,0,0,0.023148,0,0.546465,0.577589,0.669173,2
9,0.030176,0,0,0.006711,0,0.365315,0.384079,0.437354,2
9,0.038647,0,0,0.009709,0,0.500184,0.534803,0.615296,2
9,0,0,0,0,0,0.427121,0.452274,0.514670,2
9,0,0,0,0.007133,0,0.598815,0.637939,0.735745,2
9,0,0,0,0.017685,0,0.298028,0.304898,0.339407,2
9,0,0,0,0.00417,0,0.819444,0.879005,1.018968,2
9,0,0,0,0.008547,0,0.376763,0.393741,0.454953,2
9,0,0,0,0.017986,0,0.310475,0.318003,0.357681,2
9,0.00309,0,0,0.004329,0,0.766116,0.822025,0.952185,2
9,0.012163,0,0,0.004233,0,0.714851,0.767559,0.888670,2
9,0,0,0,0.006065,0,0.668132,0.713398,0.825421,2
9,0,0,0,0.005382,0,0.741079,0.793025,0.918823,2
9,0,0,0,0.002326,0,0.809725,0.868421,1.006506,2
9,0,0,0,0.020183,0,0.283598,0.292992,0.327561,2
9,0.003831,0,0,0.002558,0,0.537270,0.570377,0.658569,2
9,0.00252,0,0,0.001261,0,0.794681,0.852888,0.988380,2
9,0,0,0,0.013769,0,0.277092,0.292434,0.325884,2
9,0.021292,0,0,0.004261,0,0.661602,0.710862,0.821826,0
9,0,0,0,0.001618,0,0.772071,0.828900,0.958214,0
