@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.027,0.869,0.104,0.239,0.683,0
0.023,0.376,0.601,0.137,0.4,2
0.031,0.488,0.481,0.52,0.282,1
0.073,0.9,0.027,0.755,0.226,0
0.132,0.381,0.487,0.329,0.476,0
0.42,0.156,0.424,0.13,0.535,0
0.504,0.294,0.202,0.775,0.188,0
0.591,0.318,0.091,0.835,0.138,0
0.23,0.297,0.473,0.808,0.165,0
0.522,0.301,0.176,0.1,0.383,0
0.204,0.604,0.192,0.718,0.216,1
0.091,0.701,0.208,0.212,0.551,1
0.9,0.019,0.082,0.236,0.458,0
0.775,0.103,0.122,0.823,0.16,0
0.082,0.481,0.438,0.22,0.519,0
0.019,0.775,0.207,0.299,0.526,1
0.649,0.172,0.179,0.676,0.288,0
0.013,0.357,0.63,0.01,0.201,1
0.051,0.475,0.474,0.064,0.415,2
0.021,0.093,0.886,0.074,0.695,2
0.215,0.478,0.308,0.269,0.531,2
0.344,0.549,0.107,0.492,0.431,0
0.024,0.509,0.467,0.149,0.72,1
0.131,0.761,0.108,0.61,0.293,1
0.667,0.133,0.2,0.523,0.384,0
0.355,0.403,0.243,0.499,0.399,0
0.26,0.381,0.359,0.432,0.42,0
0.599,0.161,0.239,0.468,0.468,0
0.14,0.739,0.121,0.556,0.377,0
0.108,0.068,0.824,0.442,0.356,0
0.629,0.279,0.092,0.519,0.38,0
0.67,0.19,0.14,0.633,0.215,0
0.106,0.584,0.31,0.392,0.426,0
0.139,0.786,0.075,0.297,0.507,0
0.034,0.177,0.789,0.085,0.322,2
0.001,0.656,0.343,0.015,0.798,1
0.366,0.028,0.606,0.604,0.318,0
0.054,0.696,0.25,0.384,0.593,0
0.621,0.218,0.161,0.579,0.258,0
0.018,0.833,0.149,0.169,0.791,1
0.007,0.795,0.197,0.026,0.405,2
0.439,0.33,0.231,0.519,0.404,0
0.189,0.455,0.356,0.165,0.772,0
0.108,0.65,0.242,0.243,0.446,1
0.018,0.945,0.037,0.334,0.625,0
0.046,0.764,0.19,0.095,0.626,1
0.862,0.039,0.099,0.715,0.244,0
0.187,0.7,0.113,0.625,0.344,1
0.007,0.181,0.812,0.003,0.099,0
0.351,0.616,0.034,0.634,0.326,0
0.866,0.009,0.125,0.232,0.531,0
0.233,0.469,0.298,0.662,0.29,0
0.127,0.836,0.037,0.396,0.399,0
0.474,0.437,0.089,0.299,0.451,0
0.902,0.021,0.076,0.724,0.238,0
0.506,0.3,0.194,0.782,0.193,0
0.143,0.813,0.044,0.88,0.11,0
0.81,0.06,0.13,0.815,0.163,0
0.746,0.091,0.164,0.098,0.462,0
0.17,0.664,0.166,0.201,0.741,0
0.003,0.815,0.182,0.043,0.645,1
0.015,0.09,0.895,0.01,0.24,2
0.409,0.544,0.047,0.873,0.114,0
0.897,0.037,0.066,0.215,0.707,0
0.043,0.917,0.04,0.287,0.621,0
0.931,0.022,0.047,0.734,0.129,0
0.184,0.502,0.314,0.391,0.551,0
0.318,0.645,0.037,0.863,0.076,0
0.098,0.535,0.367,0.13,0.571,0
0.051,0.915,0.034,0.132,0.401,0
0.172,0.374,0.454,0.28,0.442,0
0.229,0.648,0.123,0.257,0.557,0
0.631,0.095,0.273,0.349,0.484,0
0.492,0.207,0.301,0.701,0.262,0
0.021,0.415,0.564,0.071,0.305,2
0.627,0.28,0.093,0.675,0.295,0
0.011,0.974,0.015,0.859,0.137,0
0.665,0.03,0.305,0.521,0.388,0
0.42,0.517,0.063,0.34,0.567,0
0.21,0.702,0.088,0.79,0.193,0
0.219,0.691,0.09,0.237,0.641,0
0.952,0.009,0.039,0.622,0.285,0
0.079,0.681,0.241,0.143,0.776,1
0.529,0.358,0.113,0.185,0.755,1
0.901,0.05,0.048,0.263,0.548,0
0.067,0.886,0.047,0.417,0.57,0
0.024,0.919,0.058,0.775,0.192,0
0.033,0.613,0.354,0.27,0.703,0
0.121,0.871,0.008,0.585,0.399,0
0.839,0.107,0.054,0.697,0.263,0
0.712,0.175,0.113,0.326,0.536,0
0.366,0.33,0.304,0.436,0.432,1
0.047,0.83,0.123,0.492,0.463,2
0.135,0.574,0.291,0.218,0.617,1
0.012,0.923,0.065,0.13,0.706,0
0.144,0.815,0.041,0.562,0.213,0
0.372,0.216,0.412,0.074,0.611,0
0.041,0.041,0.918,0.176,0.492,2
0.244,0.624,0.133,0.405,0.514,0
0.379,0.581,0.04,0.331,0.534,0
0.102,0.864,0.033,0.434,0.472,0
0.465,0.413,0.122,0.804,0.169,0
0.91,0.007,0.083,0.513,0.314,0
0.497,0.386,0.116,0.776,0.19,0
0.106,0.093,0.801,0.141,0.669,0
0.193,0.659,0.148,0.464,0.376,1
0.584,0.158,0.258,0.869,0.123,0
0.065,0.737,0.197,0.201,0.728,1
0.634,0.067,0.299,0.763,0.203,0
0.141,0.761,0.098,0.157,0.69,1
0.295,0.588,0.118,0.516,0.459,0
0.021,0.877,0.103,0.096,0.792,0
0.753,0.076,0.171,0.763,0.21,0
0.504,0.143,0.353,0.179,0.422,0
0.049,0.81,0.141,0.305,0.528,0
0.349,0.448,0.203,0.531,0.297,0
0.237,0.51,0.253,0.309,0.498,0
0.392,0.351,0.257,0.719,0.243,0
0.449,0.339,0.212,0.828,0.156,0
0.825,0.011,0.164,0.521,0.422,0
0.331,0.471,0.198,0.578,0.324,0
0.486,0.336,0.178,0.174,0.546,0
0.155,0.749,0.096,0.702,0.227,0
