@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature33 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1281 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.027778,0,0,0,0,0,0,0,0.332525,0.351086,0.410187,0
0,0.00232,0,0,0,0,0,0,0,0.483914,0.523432,0.612526,0
0.003226,0.008602,0,0.001076,0.002153,0,0,0,0,0.722367,0.779931,0.922685,2
0,0.006536,0,0,0.006579,0,0,0,0,0.702157,0.753976,0.891070,2
0.00271,0.02439,0,0,0.005435,0.002717,0.005435,0,0,0.412884,0.437165,0.509948,1
0,0.018182,0,0,0,0,0,0,0,0.299426,0.316637,0.362719,0
0,0.005155,0,0.002584,0,0,0.002584,0,0,0.465818,0.499536,0.584327,0
0.007326,0.014652,0,0.002445,0.001222,0.003667,0.00489,0,0,0.615141,0.662622,0.781670,0
0,0,0,0,0,0,0,0,0,0.509697,0.545307,0.636515,0
0,0.008929,0,0,0.008969,0,0,0,0,0.218779,0.222409,0.245220,0
0,0,0,0,0,0,0,0,0,0.341427,0.362024,0.413198,0
0,0.015674,0,0.003145,0.006289,0,0.006289,0,0,0.473615,0.506735,0.591488,0
0,0.007634,0,0.001529,0.001529,0.004587,0.001529,0,0,0.758418,0.819087,0.969041,0
0,0.051282,0,0.012987,0.025974,0.012987,0.012987,0,0,0.566402,0.607128,0.712655,0
0,0.016556,0,0,0.006645,0.003322,0.003322,0,0,0.343894,0.362103,0.413314,0
0,0,0,0,0,0,0,0,0,0.530387,0.569294,0.663913,0
0,0.01072,0,0.003067,0.009202,0,0.003067,0,0,0.560441,0.600470,0.707446,0
0,0.005525,0,0.00277,0,0.00277,0.00277,0,0,0.689401,0.743248,0.878384,0
0,0.018018,0,0,0.018182,0.009091,0.009091,0,0,0.634353,0.676258,0.796190,0
0,0.02583,0,0.003704,0.003704,0.007407,0.007407,0,0,0.239687,0.244761,0.270743,1
0,0,0,0,0.025974,0,0,0,0,0.476356,0.505593,0.593153,1
0,0.006182,0,0.003096,0.004644,0.003096,0.001548,0,0,0.534226,0.573395,0.674440,0
0,0.001183,0,0,0.001185,0,0,0,0,0.694566,0.749959,0.885607,1
0,0.04878,0,0.012346,0.024691,0.012346,0.024691,0,0,0.590935,0.626598,0.738020,0
0,0.025271,0,0.007246,0.007246,0.01087,0.007246,0,0,0.233127,0.232949,0.255736,0
0,0,0,0,0,0,0,0,0,0.208108,0.216329,0.239108,0
0,0.004367,0,0,0.004376,0.002188,0,0,0,0.563024,0.604895,0.712088,0
0,0.001164,0,0,0.003497,0.001166,0,0.001166,0,0.675436,0.727921,0.858682,1
0,0.020202,0,0,0.010204,0,0,0,0,0.612312,0.655950,0.771008,0
0,0.026616,0,0,0.007634,0.003817,0.01145,0,0,0.287826,0.297313,0.335257,0
0,0.033898,0,0,0.017241,0,0.017241,0,0,0.425478,0.452301,0.531496,0
0,0.026263,0,0.006073,0.01417,0.006073,0.008097,0,0,0.484559,0.517374,0.605220,0
0.002671,0.012467,0,0.000891,0.003565,0.001783,0.004456,0,0,0.733525,0.791823,0.936428,1
0,0.048193,0,0,0.02439,0.012195,0.02439,0,0,0.615336,0.652875,0.768902,0
0,0.003788,0,0,0,0,0,0,0,0.273040,0.280375,0.319775,0
0,0,0,0,0.013333,0,0,0,0,0.047103,0.055097,0.042903,2
0,0.005348,0,0,0.001786,0.001786,0,0,0,0.314194,0.337398,0.393445,2
0,0.001359,0,0,0,0.001361,0,0,0,0.699532,0.754337,0.891599,2
0,0.022989,0,0,0.011628,0,0,0,0,0.510536,0.539198,0.631857,0
0,0.010417,0,0.003484,0.003484,0.003484,0,0,0,0.245980,0.246346,0.271167,0
0,0.014286,0,0,0,0,0,0,0,0.433329,0.459692,0.536647,2
0,0.00692,0,0.001733,0.003466,0.003466,0.001733,0,0,0.504663,0.541835,0.637011,1
0,0,0,0,0,0,0,0,0,0.669558,0.722630,0.852664,1
0,0.030769,0,0,0.03125,0.015625,0.015625,0,0,0.488167,0.510531,0.596184,0
0,0.031802,0,0.007092,0.010638,0.003546,0.014184,0,0,0.256190,0.256540,0.287366,0
0,0,0,0,0.010309,0,0,0,0,0.358367,0.376151,0.433989,1
0,0.019337,0,0.00277,0.01108,0.00831,0,0,0,0.398676,0.424589,0.495440,0
0.008117,0.001623,0,0,0.001626,0,0,0,0,0.578659,0.623354,0.734412,0
0,0.011765,0,0,0.011905,0.011905,0,0,0,0.407034,0.425447,0.493325,0
0,0.015936,0,0,0,0.004,0.004,0,0,0.271289,0.279413,0.314247,0
0,0.020619,0,0,0,0,0,0,0,0.549093,0.589627,0.691503,0
0,0.014327,0,0,0.005747,0.005747,0,0,0,0.509247,0.543739,0.635984,0
0,0.004494,0,0,0,0.002252,0,0,0,0.773389,0.834919,0.987846,0
0,0,0,0,0,0,0,0,0,0.622667,0.671407,0.789181,0
0,0.042969,0,0.003922,0.003922,0,0.019608,0,0,0.244353,0.249090,0.276265,0
0,0,0,0,0,0,0,0,0,0.319093,0.335280,0.380985,0
0.00409,0.01227,0,0,0.006148,0.002049,0.002049,0,0,0.355283,0.377267,0.434105,0
0,0.002336,0,0,0.002342,0.002342,0,0,0,0.747773,0.806575,0.953270,0
0,0,0,0,0.023529,0,0,0,0,0.527817,0.559142,0.655972,0
0,0.020325,0,0,0.004082,0.008163,0,0,0,0.212965,0.212266,0.229920,0
0,0,0,0,0.053571,0,0,0,0,0.294577,0.304620,0.348118,0
0.007538,0.005025,0,0,0.005038,0.002519,0,0,0,0.465904,0.499628,0.587839,0
0,0.006472,0,0.001621,0,0.003241,0,0,0,0.703482,0.759621,0.896968,0
0,0.022222,0,0,0.011236,0.022472,0,0,0,0.598620,0.631338,0.741299,0
0,0.023881,0,0,0.011976,0,0.002994,0,0,0.327010,0.338704,0.388175,0
0,0,0,0,0,0,0,0,0,0.305170,0.322716,0.373502,0
0,0,0,0,0,0,0,0,0,0.462492,0.495342,0.579972,0
0,0.003933,0,0,0.001969,0.000984,0.001969,0,0,0.707670,0.764182,0.903723,2
0,0.011364,0,0.011494,0.022989,0,0,0,0,0.570869,0.604079,0.710228,0
0,0.016064,0,0.004032,0.008065,0,0.004032,0,0,0.251882,0.261783,0.298510,0
0,0,0,0,0.016129,0,0,0,0,0.414253,0.440374,0.507491,0
0,0.012526,0,0.002092,0.006276,0.004184,0.002092,0,0,0.498894,0.534483,0.628786,0
0.017383,0,0,0,0,0,0,0,0,0.251079,0.273959,0.316295,1
0.044944,0,0,0,0,0,0,0,0,0.030555,0.040994,0.031155,0
0.013201,0,0,0,0,0,0,0,0,0.044385,0.059878,0.045722,0
0.123077,0.015385,0,0,0,0,0,0,0,0.058349,0.058828,0.054488,0
0.031088,0.010363,0.002597,0,0.007792,0.005195,0,0,0,0.302562,0.325936,0.376588,1
0.006783,0.003876,0,0,0.00194,0,0.00097,0,0.00097,0.609319,0.657763,0.776145,2
0.02439,0.012195,0,0,0,0,0,0,0,0.410051,0.439680,0.512875,0
0.002994,0.017964,0,0,0.006006,0.006006,0.003003,0,0,0.147650,0.151310,0.158083,0
0.024096,0,0.012195,0,0,0,0,0,0,0.160212,0.170086,0.186228,1
0.035484,0,0,0,0.003236,0,0,0,0,0.241773,0.262853,0.298455,0
0.0125,0.0025,0,0.001252,0,0.001252,0.001252,0,0,0.549078,0.593586,0.699535,1
0,0.033333,0,0.011236,0,0,0,0,0,0.564220,0.604798,0.706353,0
0.008264,0.004132,0,0,0,0,0,0,0,0.117884,0.128956,0.130037,1
0,0,0,0,0.016949,0,0,0,0,0.407083,0.428734,0.495330,0
0,0.008883,0,0,0.006353,0.001271,0.002541,0,0,0.610646,0.656197,0.772853,0
0.002299,0,0,0,0.002304,0,0,0,0,0.690866,0.746319,0.881220,0
0,0,0,0,0.021277,0,0,0,0,0.329332,0.348906,0.405077,0
0,0.018293,0,0,0.009174,0,0.003058,0,0,0.262491,0.269177,0.297174,0
0,0,0,0,0.018519,0,0,0,0,0.303979,0.319196,0.360854,0
0,0.014577,0,0.002924,0.002924,0.002924,0.005848,0,0,0.553382,0.594023,0.697120,0
0.017002,0.001546,0.001548,0,0,0.001548,0,0,0,0.531194,0.573911,0.675580,0
0,0.0125,0,0.012658,0,0,0,0,0,0.504104,0.538924,0.632543,0
0,0.014493,0,0.003636,0.010909,0.003636,0.003636,0,0,0.244122,0.250285,0.280211,0
0,0,0,0,0.016949,0,0,0,0,0.306969,0.309730,0.351261,0
0.00361,0.01444,0,0.007246,0.003623,0,0.007246,0,0,0.363953,0.387506,0.448946,0
0,0.004751,0,0.002381,0,0,0.002381,0,0,0.755089,0.816636,0.966690,0
0,0.012658,0,0,0,0.012821,0,0,0,0.524422,0.555053,0.648899,0
0,0.014599,0,0,0.003663,0.007326,0,0,0,0.241915,0.247035,0.273874,0
0,0,0,0,0.016949,0,0,0,0,0.393512,0.416048,0.487503,2
0,0,0,0,0.002703,0,0,0,0,0.408410,0.440020,0.513429,0
0,0.011895,0,0.003401,0.001701,0.004252,0.004252,0,0,0.675656,0.727865,0.859659,1
0,0.027778,0,0.018692,0.009346,0,0.009346,0,0,0.487044,0.519553,0.610434,2
0.015101,0.005034,0,0,0.003361,0.003361,0,0,0,0.323802,0.342125,0.396430,2
0,0.018182,0,0,0.018519,0,0,0,0,0.220333,0.216965,0.239264,0
0,0.020833,0,0.00597,0.01194,0.008955,0.00597,0,0,0.441536,0.470437,0.550269,0
0.019824,0.002203,0.002208,0,0,0.002208,0,0,0,0.446476,0.482237,0.564713,0
0.045977,0.011494,0,0,0.034884,0.011628,0,0,0,0.349517,0.357386,0.413199,0
0.006061,0.009091,0,0,0.00304,0,0,0,0,0.286805,0.299781,0.338642,0
0,0,0,0,0,0,0,0,0,0.154420,0.157486,0.166718,0
0,0.01002,0,0.002008,0.004016,0.004016,0.004016,0,0,0.583875,0.628919,0.739988,0
0,0,0,0,0,0,0,0,0,0.755860,0.817124,0.966201,0
0,0.024691,0,0,0.025,0.025,0,0,0,0.541517,0.573299,0.673411,0
0,0.030172,0,0.008658,0.004329,0.004329,0.008658,0,0,0.199080,0.197611,0.211385,0
0,0,0,0,0.04,0,0,0,0,0.206183,0.210195,0.228877,0
0.009804,0.007353,0,0.002457,0.007371,0.002457,0.002457,0,0,0.434236,0.465030,0.544716,0
0.008097,0.002024,0,0,0,0,0,0,0,0.652806,0.705296,0.833415,0
0.029126,0.009709,0,0,0,0.009804,0,0,0,0.334556,0.357560,0.412646,0
0.003436,0.013746,0,0,0.017241,0,0.006897,0,0,0.208035,0.205346,0.225019,0
0,0,0,0,0.009804,0,0,0,0,0.440916,0.473386,0.552041,2
0,0.019608,0,0,0.011811,0.011811,0,0,0,0.336259,0.358103,0.414318,0
0,0,0,0,0,0,0,0,0,0.761463,0.823466,0.974497,0
0,0,0,0,0.025974,0,0,0,0,0.452057,0.479137,0.559164,0
0,0.008621,0,0,0.008658,0,0,0,0,0.245405,0.248239,0.271814,0
0,0,0,0,0,0,0,0,0,0.089415,0.088738,0.084309,0
0,0.003704,0,0,0.007435,0,0,0,0,0.490650,0.526852,0.617697,0
0.00159,0,0,0,0,0,0,0,0,0.612947,0.661612,0.780037,0
0,0.011765,0,0,0,0,0,0,0,0.430851,0.450174,0.525362,0
0,0.022222,0,0,0.026786,0.008929,0.004464,0,0,0.191950,0.187174,0.204175,0
0,0.021277,0,0,0,0,0,0,0,0.370251,0.392924,0.454203,0
0,0.027778,0,0.007968,0.007968,0.003984,0.007968,0,0,0.481001,0.514391,0.600402,0
0,0.008571,0,0,0,0,0.002865,0,0,0.803948,0.868518,1.028361,0
0,0,0,0,0.026316,0,0,0,0,0.507949,0.540119,0.633586,0
0,0.010169,0,0.003401,0.006803,0.006803,0.003401,0,0,0.281747,0.285282,0.317710,1
0,0.02,0,0,0,0,0,0,0,0.374040,0.397062,0.455463,2
0,0,0,0,0.002625,0,0,0,0,0.509235,0.543904,0.635598,1
0.003521,0.005282,0.001764,0.001764,0.003527,0,0.001764,0,0,0.574598,0.619576,0.731307,1
0,0.044944,0,0,0.045455,0.011364,0.011364,0,0,0.342965,0.356003,0.414555,0
0.012712,0.004237,0,0,0,0,0,0,0,0.127489,0.138540,0.141316,0
0,0.032787,0,0,0.016667,0,0.016667,0,0,0.202587,0.210477,0.234686,0
0.00339,0.013559,0,0.003401,0,0.003401,0.003401,0,0,0.344561,0.374540,0.435209,0
0,0,0,0,0,0,0,0,0,0.745990,0.806592,0.954247,0
0,0.011494,0,0,0,0.011628,0,0,0,0.359054,0.370383,0.425835,0
0,0.022222,0,0,0.007435,0.011152,0,0,0,0.199373,0.196569,0.213428,0
0,0,0,0,0,0,0,0,0,0.468764,0.500546,0.580831,1
0,0.014245,0,0.005714,0.002857,0.005714,0.005714,0,0,0.534355,0.572734,0.672217,2
0,0.003247,0,0,0,0.003257,0,0,0,0.790124,0.854045,1.010926,1
0,0.038462,0,0,0,0.012987,0,0,0,0.535554,0.565475,0.661069,0
0,0.012862,0,0,0.009677,0,0,0,0,0.276992,0.279278,0.310625,2
0,0.058824,0,0.02,0,0.02,0.02,0,0,0.342999,0.346726,0.396236,0
0,0.013055,0,0,0.007853,0.007853,0,0,0,0.510704,0.547737,0.642765,1
0,0.006667,0,0,0.003339,0.001669,0.001669,0,0,0.752738,0.811825,0.960342,2
0,0.022472,0,0,0,0,0,0,0,0.557802,0.590808,0.692063,1
0,0.02509,0,0.003597,0.010791,0,0.003597,0,0,0.172703,0.171100,0.180615,1
0,0,0,0,0.017241,0,0,0,0,0.323083,0.338481,0.391400,2
0,0.002415,0,0.002421,0.002421,0.002421,0,0,0,0.357137,0.382148,0.447439,1
0.009642,0,0,0,0,0,0,0,0,0.572493,0.618687,0.729441,0
0,0.025641,0,0.025974,0,0.012987,0,0,0,0.575004,0.610328,0.714067,0
0,0.010791,0,0,0,0.01083,0,0,0.00361,0.278003,0.278712,0.313266,2
0.103448,0.034483,0,0,0,0,0.017544,0,0,0.087024,0.086980,0.087669,0
0,0.008282,0,0.004149,0.002075,0.002075,0.004149,0,0,0.533952,0.574761,0.673933,0
0,0.003708,0,0,0.00495,0.001238,0.001238,0,0,0.701881,0.757312,0.895471,2
0,0.022472,0,0,0.011364,0,0,0,0,0.564014,0.597330,0.701722,0
