@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,10,4.479066,1.099001,0
3,12,4.476359,1.525799,2
5,16,5.282326,1.302513,1
1,2,4.185434,0.909162,0
2,8,3.717095,0.989712,0
3,12,3.710519,1.343726,0
4,2,3.489355,0.91351,0
5,8,3.744269,0.792235,0
2,8,3.451455,0.814952,0
3,5,3.226075,1.075539,0
5,7,7.094787,0.958093,1
3,8,2.717923,1.387686,1
5,7,5.802987,0.978914,0
1,2,4.538522,0.827256,0
2,8,3.969727,1.167784,0
3,12,4.502463,1.409338,1
5,7,4.498704,0.930215,0
3,8,4.198062,1.843687,1
1,2,4.094864,1.259722,2
2,8,4.251957,1.431198,2
3,7,4.352923,1.208074,2
5,7,4.445478,1.018084,0
2,11,5.38112,1.47476,1
3,9,3.762812,0.995821,1
5,6,4.589115,1.001499,0
2,8,4.05231,0.922712,0
3,6,4.063057,1.011403,0
4,2,4.036506,0.974941,0
1,2,3.901367,1.15652,0
2,14,3.400645,1.247776,0
5,6,3.393658,0.870577,0
1,2,4.657121,0.935372,0
2,8,4.515958,1.014678,0
3,7,3.946242,1.015012,0
3,12,4.301709,1.66916,2
3,9,3.57853,1.794478,1
4,2,4.217083,1.014758,0
5,7,5.32793,1.070312,0
1,2,4.445331,1.076252,0
2,8,5.047678,0.983853,1
3,10,3.350088,1.692944,2
4,2,2.916137,0.944225,0
5,7,4.917948,1.181119,0
1,2,3.406422,1.369477,1
2,8,3.649491,0.79177,0
3,7,4.131687,1.312397,1
4,2,4.009388,1.026134,0
5,7,3.817433,0.856108,1
2,10,3.258206,2.00974,0
3,5,2.917086,0.714183,0
4,2,3.016237,1.083015,0
5,7,4.000689,1.158887,0
1,2,3.670158,0.909162,0
3,7,3.438863,1.062909,0
4,1,3.169606,0.91351,0
5,7,3.850844,0.974326,0
1,2,3.685902,0.991069,0
2,8,3.455159,0.707192,0
3,2,3.377466,0.690891,0
2,8,4.94207,0.945895,0
3,18,4.223454,1.93095,1
5,10,4.426974,2.105688,2
1,2,3.953887,0.909162,0
2,8,3.422389,0.85826,0
3,8,3.185894,0.746004,0
4,2,1.627654,0.992005,0
5,7,3.561084,1.166651,0
1,2,3.706473,0.792855,0
2,8,3.358486,1.273761,0
1,2,3.909108,0.846913,0
2,8,3.368784,1.041682,0
3,3,3.104877,0.81178,0
4,2,3.488715,1.172887,0
5,7,3.58635,1.029024,0
1,2,3.784312,1.703655,2
2,8,4.840624,0.651147,0
3,5,2.41161,0.882969,0
4,2,3.247011,0.893032,0
1,2,3.647504,0.704396,0
2,8,3.439014,0.690378,0
3,7,3.92146,1.031907,0
4,2,2.781845,0.971528,0
2,9,4.623354,0.973918,1
3,5,4.459865,0.932341,1
4,2,1.857721,1.023859,0
5,7,4.915703,0.835641,0
1,2,4.892608,1.005812,0
2,8,5.179627,0.753047,0
3,2,1.596783,0.567049,0
4,2,2.224549,0.993143,0
5,8,4.657423,0.953859,0
2,8,4.360455,0.976465,1
3,6,5.654631,0.984995,2
2,10,3.864322,1.057222,1
3,7,3.093536,1.192327,0
1,2,3.066823,0.966497,0
