@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature3 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

1,4,-0.046057,4.007411,0.598103,0
2,10,-0.440688,4.479066,1.098755,0
3,12,0.092127,4.476359,1.530358,2
4,3,0.906286,2.234771,1.748646,2
5,16,0.283345,5.282326,1.280769,1
1,2,-0.032875,4.185434,0.916982,0
2,8,-0.151472,3.717095,0.989491,0
3,12,0.170735,3.710519,1.347742,0
4,2,-0.28529,3.489355,0.914764,0
5,8,0.040973,3.744269,0.77901,0
1,2,-0.142526,3.201368,0.791413,0
2,8,-0.013152,3.451455,0.81477,0
3,5,-0.261522,3.226075,1.078753,0
4,2,0.75245,3.406319,0.896537,0
5,7,0.016583,3.373647,1.051403,0
1,2,-0.453439,4.374485,1.182989,0
2,10,0.063536,4.249956,1.665453,0
3,5,-0.189698,4.079849,0.596711,0
4,2,1.285321,2.899975,1.265633,0
5,7,-0.20941,7.094787,0.942099,1
1,2,0.080034,4.948661,1.293688,1
2,12,-0.160537,4.073898,1.649661,0
3,8,-0.205644,2.717923,1.391833,1
4,2,1.340593,2.743845,0.943244,0
5,7,0.121952,5.802987,0.962572,0
1,2,-0.163256,4.538522,0.834371,0
2,8,-0.006814,3.969727,1.167523,0
3,12,0.109875,4.502463,1.41355,1
4,2,0.89193,2.593907,1.139183,0
5,7,-0.155943,4.498704,0.914686,0
1,2,0.011422,4.491303,0.986375,0
2,12,-0.37783,3.764708,1.263034,0
3,8,0.353406,4.198062,1.849197,1
4,2,1.197869,2.095023,0.951218,0
5,7,0.084986,2.574422,0.917462,0
1,2,-0.232815,4.094864,1.270557,2
2,8,-0.255808,4.251957,1.430878,2
3,7,0.127097,4.352923,1.211684,2
4,2,0.854873,2.638,0.995646,0
5,7,0.009956,4.445478,1.001089,0
1,2,0.03638,4.433939,1.164815,2
2,11,-0.00104,5.38112,1.474431,1
3,9,-0.60243,3.762812,0.998797,1
4,2,1.09728,2.927803,0.750722,0
5,6,0.154677,4.589115,0.98478,0
1,2,0.013547,4.870147,1.610914,0
2,8,-0.056102,4.162634,0.891434,0
3,3,0.307867,3.268091,0.732933,0
4,1,-0.23608,2.913419,1.030961,0
5,7,0.008568,4.193045,0.891784,0
1,2,0.077831,3.901367,1.166467,0
2,14,-0.292841,3.400645,1.247498,0
3,4,0.309557,3.462795,0.704801,0
4,2,0.992999,3.147476,0.987672,0
5,6,0.148549,3.393658,0.856043,0
1,2,0.268802,4.657121,0.943417,0
2,8,0.073706,4.515958,1.014451,0
3,7,-0.551595,3.946242,1.018045,0
4,2,1.116552,2.248583,1.028682,0
5,7,-0.001155,3.992876,1.164871,0
1,2,-0.060947,5.127048,1.126813,0
2,8,-0.104149,3.657304,0.719769,0
3,12,0.103884,4.301709,1.674148,2
4,2,1.256537,2.805388,1.012734,0
5,7,-0.193745,4.546815,0.864718,0
1,2,-0.127271,5.909694,1.05742,0
2,10,0.052281,4.665842,1.222537,0
