@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,1.100783,0
3,1.534172,2
5,1.282415,1
1,0.908836,0
2,0.991317,0
3,1.351101,0
4,0.913709,0
5,0.780011,0
2,0.816274,0
3,1.081441,0
5,0.94331,1
3,1.395302,1
5,0.963809,0
1,0.826959,0
2,1.169678,0
3,1.417072,1
5,0.915862,0
3,1.853805,1
1,1.25927,2
2,1.433519,2
3,1.214704,2
5,1.002375,0
2,1.477152,1
3,1.001286,1
5,0.986045,0
2,0.924209,0
3,1.016954,0
4,0.975154,0
1,1.156105,0
2,1.2498,0
5,0.857144,0
1,0.935037,0
2,1.016324,0
3,1.020582,0
3,1.67832,2
3,1.804326,1
4,1.014979,0
5,1.053797,0
1,1.075865,0
2,0.985449,1
3,1.702235,2
4,0.944431,0
5,1.162894,0
1,1.368985,1
2,0.793054,0
3,1.319599,1
4,1.026358,0
5,0.842898,1
2,2.012999,0
3,0.718102,0
4,1.083252,0
5,1.141005,0
1,0.908836,0
3,1.068742,0
4,0.913709,0
5,0.959292,0
1,0.990713,0
2,0.708339,0
3,0.694682,0
2,0.947429,0
3,1.941547,1
5,2.073196,2
1,0.908836,0
2,0.859652,0
3,0.750098,0
4,0.992222,0
5,1.148649,0
1,0.79257,0
2,1.275827,0
1,0.846609,0
2,1.043371,0
3,0.816235,0
4,1.173143,0
5,1.013146,0
1,1.703044,2
2,0.652203,0
3,0.887814,0
4,0.893227,0
1,0.704143,0
2,0.691498,0
3,1.03757,0
4,0.97174,0
2,0.975497,1
3,0.937458,1
4,1.024082,0
5,0.822747,0
1,1.005451,0
2,0.754269,0
3,0.57016,0
4,0.99336,0
5,0.93914,0
2,0.978049,1
3,0.9904,2
1,0.96615,0
2,1.234745,0
3,1.335102,2
5,0.987087,0
1,0.876085,0
1,0.877723,0
3,0.743171,0
4,1.060494,0
5,0.790434,0
2,1.328901,0
1,1.026739,1
2,0.696857,0
3,1.099254,1
4,1.194763,0
1,1.048027,1
2,0.700429,0
3,1.082596,0
4,0.901192,0
2,0.921402,0
3,1.037075,0
5,0.982918,0
3,0.88567,0
5,0.888413,0
1,0.984163,0
2,0.785144,0
3,1.044167,0
1,1.06604,0
3,0.850045,0
2,0.85608,1
3,1.559736,2
4,1.085527,0
1,1.293658,0
2,0.612652,0
3,0.764117,0
5,0.921073,0
1,1.586779,1
2,0.720842,0
3,0.827945,0
1,0.964512,0
2,1.331708,0
3,0.870662,0
4,1.230037,0
5,1.040246,0
1,1.37226,1
2,1.046178,0
3,0.660872,0
4,1.054805,0
5,0.945047,0
1,0.987438,0
2,0.875983,0
3,0.781765,0
1,0.95305,0
2,0.681547,0
3,0.706887,0
5,1.114947,0
1,0.946499,0
2,0.657306,0
3,1.081441,0
5,0.936361,0
2,0.799688,0
5,0.999943,1
1,0.862985,0
2,1.409533,0
3,1.254122,1
5,1.348429,1
1,0.877723,0
2,0.742021,0
3,0.577252,0
1,0.948137,0
2,0.924464,0
3,0.892597,1
4,0.910295,0
5,0.89432,0
3,1.162751,0
4,1.077562,0
2,1.142886,0
3,0.756695,0
4,0.931915,0
5,0.974579,0
2,0.867817,0
1,0.843334,0
2,0.689712,0
5,0.961724,1
2,0.776213,0
3,0.70062,0
4,0.979705,0
5,1.206672,0
1,0.810583,0
2,1.086749,0
3,0.639926,0
4,1.004739,0
5,0.86305,0
5,0.950258,2
2,1.284758,0
3,1.063959,0
5,1.038509,0
3,0.945045,0
2,0.891037,0
3,1.234166,1
4,0.846575,0
5,0.989867,0
1,0.895736,0
2,0.756055,0
3,0.85186,0
4,0.920536,0
1,0.825321,0
2,0.677719,0
3,0.581376,0
4,0.995636,0
5,1.109388,1
1,0.998901,0
2,0.940539,1
3,0.798258,0
5,2.095433,0
2,1.279399,0
3,0.8987,1
2,0.688946,0
3,0.615516,0
5,0.908218,0
2,1.000248,2
3,1.308879,2
4,1.086665,0
5,1.012103,2
2,0.916044,0
3,0.988256,1
5,0.875905,1
