@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.12,0.831,0.049,0.349,0.537,0
0.034,0.307,0.659,0.112,0.46,2
0.081,0.412,0.507,0.084,0.622,1
0.171,0.803,0.026,0.455,0.526,0
0.337,0.338,0.325,0.353,0.371,0
0.078,0.364,0.558,0.125,0.565,0
0.181,0.452,0.367,0.802,0.179,0
0.612,0.328,0.059,0.837,0.138,0
0.641,0.153,0.206,0.775,0.199,0
0.498,0.378,0.125,0.124,0.34,0
0.22,0.629,0.151,0.519,0.368,1
0.245,0.651,0.104,0.202,0.569,1
0.424,0.214,0.362,0.399,0.315,0
0.746,0.123,0.13,0.705,0.27,0
0.201,0.407,0.392,0.158,0.477,0
0.037,0.751,0.211,0.194,0.667,1
0.537,0.271,0.192,0.74,0.241,0
0.012,0.342,0.645,0.015,0.217,1
0.117,0.373,0.51,0.043,0.367,2
0.066,0.061,0.873,0.081,0.707,2
0.169,0.567,0.264,0.478,0.376,2
0.265,0.65,0.085,0.566,0.37,0
0.081,0.408,0.51,0.121,0.759,1
0.169,0.787,0.044,0.457,0.406,1
0.572,0.196,0.233,0.613,0.309,0
0.764,0.162,0.073,0.594,0.317,0
0.238,0.391,0.371,0.327,0.487,0
0.409,0.226,0.364,0.555,0.397,0
0.173,0.665,0.162,0.419,0.523,0
0.184,0.133,0.683,0.408,0.408,0
0.543,0.368,0.088,0.485,0.434,0
0.578,0.24,0.182,0.479,0.269,0
0.542,0.299,0.16,0.523,0.297,0
0.171,0.794,0.035,0.314,0.467,0
0.04,0.178,0.782,0.043,0.356,2
0.005,0.607,0.388,0.036,0.813,1
0.16,0.012,0.828,0.114,0.746,0
0.153,0.616,0.231,0.351,0.604,0
0.493,0.321,0.186,0.243,0.482,0
0.126,0.746,0.128,0.371,0.552,1
0.016,0.783,0.202,0.017,0.43,2
0.204,0.383,0.413,0.717,0.247,0
0.132,0.525,0.343,0.137,0.791,0
0.144,0.598,0.258,0.09,0.57,1
0.057,0.922,0.021,0.682,0.283,0
0.056,0.784,0.16,0.081,0.662,1
0.73,0.089,0.181,0.551,0.39,0
0.253,0.672,0.075,0.701,0.268,1
0.013,0.167,0.82,0.004,0.095,0
0.414,0.569,0.016,0.655,0.311,0
0.596,0.032,0.372,0.291,0.521,0
0.198,0.535,0.268,0.587,0.362,0
0.276,0.693,0.031,0.636,0.206,0
0.219,0.689,0.093,0.191,0.541,0
0.511,0.113,0.376,0.766,0.215,0
0.54,0.315,0.146,0.677,0.295,0
0.362,0.613,0.025,0.331,0.625,0
0.891,0.043,0.066,0.63,0.331,0
0.303,0.267,0.43,0.568,0.203,0
0.189,0.682,0.129,0.365,0.572,0
0.005,0.8,0.195,0.065,0.736,1
0.003,0.084,0.913,0.005,0.204,2
