@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.04,0.847,0.113,0.132,0.797,0.152,0.407,0
0.026,0.363,0.611,0.059,0.417,0.213,0.278,2
0.021,0.542,0.437,0.139,0.731,0.195,0.7,1
0.091,0.899,0.01,0.912,0.086,0.116,0.511,0
0.264,0.366,0.37,0.167,0.528,0.162,0.412,0
0.02,0.364,0.616,0.078,0.573,0.287,0.292,0
0.775,0.129,0.095,0.858,0.127,0.196,0.376,0
0.712,0.234,0.054,0.958,0.038,0.204,0.513,0
0.107,0.334,0.559,0.898,0.091,0.264,0.357,0
0.27,0.53,0.2,0.014,0.253,0.152,0.285,0
0.07,0.718,0.212,0.222,0.632,0.302,0.437,1
0.013,0.766,0.221,0.081,0.668,0.168,0.307,1
0.736,0.101,0.163,0.332,0.347,0.263,0.466,0
0.958,0.022,0.02,0.795,0.196,0.222,0.496,0
0.065,0.48,0.456,0.232,0.473,0.161,0.368,0
0.001,0.813,0.186,0.112,0.741,0.166,0.314,1
0.877,0.073,0.051,0.651,0.322,0.283,0.431,0
0.009,0.345,0.646,0.002,0.177,0.2,0.281,1
0.248,0.248,0.505,0.013,0.385,0.336,0.483,2
0.042,0.058,0.9,0.038,0.682,0.166,0.485,2
0.002,0.603,0.394,0.127,0.575,0.148,0.311,2
0.343,0.575,0.082,0.561,0.376,0.229,0.486,0
0.004,0.544,0.452,0.156,0.768,0.151,0.398,1
0.079,0.823,0.098,0.485,0.381,0.136,0.325,1
0.634,0.153,0.213,0.329,0.534,0.434,0.347,0
0.386,0.356,0.258,0.329,0.536,0.235,0.405,0
0.032,0.505,0.462,0.173,0.629,0.299,0.305,0
0.795,0.08,0.125,0.383,0.57,0.51,0.251,0
0.196,0.656,0.148,0.269,0.635,0.191,0.477,0
0.004,0.084,0.912,0.584,0.294,0.27,0.407,0
0.76,0.183,0.057,0.262,0.61,0.428,0.365,0
0.678,0.173,0.15,0.145,0.359,0.73,0.16,0
0.007,0.666,0.327,0.639,0.207,0.263,0.362,0
0.304,0.665,0.031,0.154,0.511,0.144,0.308,0
0.013,0.59,0.397,0.007,0.784,0.405,0.378,1
0.787,0.007,0.205,0.067,0.867,0.881,0.097,0
0.262,0.534,0.204,0.037,0.955,0.186,0.604,0
0.849,0.093,0.057,0.177,0.552,0.989,0.01,0
0.029,0.832,0.139,0.144,0.818,0.232,0.684,1
0.004,0.787,0.209,0.005,0.388,0.266,0.303,2
0.736,0.126,0.138,0.735,0.236,0.432,0.301,0
0.199,0.511,0.29,0.067,0.884,0.502,0.335,0
0.242,0.458,0.301,0.029,0.657,0.005,0.994,1
0.19,0.785,0.025,0.351,0.624,0.583,0.267,0
0.004,0.874,0.122,0.035,0.676,0.249,0.464,1
0.947,0.016,0.037,0.556,0.401,0.38,0.268,0
0.466,0.479,0.055,0.627,0.351,0.273,0.509,1
0.002,0.173,0.825,0,0.07,0.263,0.305,0
0.564,0.418,0.018,0.576,0.376,0.157,0.309,0
0.971,0.002,0.028,0.091,0.632,0.334,0.367,0
0.186,0.499,0.315,0.786,0.201,0.341,0.406,0
0.176,0.806,0.018,0.655,0.196,0.383,0.359,0
0.225,0.623,0.151,0.146,0.545,0.365,0.291,0
0.962,0.007,0.031,0.76,0.228,0.196,0.378,0
0.642,0.238,0.119,0.723,0.256,0.21,0.493,0
0.109,0.859,0.032,0.299,0.661,0.702,0.172,0
0.875,0.058,0.067,0.751,0.227,0.22,0.43,0
0.906,0.033,0.061,0.732,0.068,0.152,0.286,0
0.352,0.551,0.097,0.143,0.808,0.14,0.451,0
0.001,0.809,0.189,0.011,0.775,0.172,0.311,1
0,0.086,0.913,0.002,0.286,0.43,0.335,2
0.498,0.468,0.034,0.873,0.122,0.565,0.277,0
0.722,0.137,0.141,0.364,0.575,0.23,0.388,0
0.135,0.822,0.043,0.25,0.646,0.464,0.274,0
0.993,0.001,0.005,0.227,0.378,0.989,0.008,0
0.181,0.493,0.326,0.519,0.45,0.385,0.369,0
0.358,0.615,0.027,0.351,0.468,0.601,0.271,0
0.108,0.518,0.374,0.116,0.559,0.181,0.347,0
0.086,0.884,0.03,0.016,0.161,0.391,0.392,0
0.048,0.406,0.546,0.386,0.418,0.308,0.352,0
0.247,0.666,0.086,0.333,0.422,0.242,0.3,0
0.773,0.06,0.167,0.117,0.744,0.582,0.245,0
0.677,0.138,0.185,0.406,0.539,0.622,0.245,0
0.071,0.276,0.653,0.026,0.365,0.593,0.21,2
0.262,0.682,0.056,0.579,0.375,0.206,0.442,0
0.025,0.953,0.022,0.429,0.545,0.127,0.288,0
0.969,0.002,0.029,0.834,0.148,0.689,0.153,0
0.898,0.09,0.012,0.28,0.651,0.096,0.644,0
0.306,0.619,0.075,0.78,0.206,0.212,0.367,0
0.115,0.81,0.075,0.181,0.704,0.182,0.334,0
0.992,0.001,0.006,0.625,0.315,0.678,0.165,0
0.011,0.775,0.214,0.116,0.795,0.166,0.392,1
0.326,0.6,0.074,0.049,0.9,0.194,0.346,1
0.978,0.008,0.014,0.23,0.563,0.875,0.074,0
0.3,0.684,0.016,0.428,0.56,0.283,0.496,0
0,0.955,0.045,0.557,0.413,0.778,0.15,0
0.174,0.609,0.217,0.243,0.735,0.176,0.46,0
0.771,0.228,0.001,0.53,0.459,0.158,0.29,0
0.957,0.026,0.017,0.298,0.644,0.803,0.113,0
0.843,0.107,0.049,0.315,0.493,0.295,0.458,0
0.581,0.249,0.169,0.299,0.54,0.215,0.368,1
0.044,0.877,0.079,0.337,0.638,0.175,0.279,2
0.041,0.618,0.341,0.32,0.517,0.13,0.474,1
0.063,0.873,0.064,0.085,0.728,0.248,0.326,0
0.264,0.683,0.053,0.385,0.264,0.926,0.059,0
0.197,0.302,0.501,0.084,0.567,0.158,0.382,0
0.002,0.028,0.97,0.061,0.539,0.195,0.293,2
0.228,0.668,0.104,0.43,0.534,0.397,0.404,0
0.862,0.13,0.007,0.157,0.677,0.209,0.478,0
0.083,0.878,0.039,0.424,0.485,0.58,0.27,0
0.104,0.711,0.184,0.876,0.106,0.164,0.31,0
0.984,0.001,0.015,0.134,0.581,0.908,0.053,0
