@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.026,0.363,0.611,0.059,0.417,0.213,0.278,2
0.021,0.542,0.437,0.139,0.731,0.195,0.7,1
0.07,0.718,0.212,0.222,0.632,0.302,0.437,1
0.013,0.766,0.221,0.081,0.668,0.168,0.307,1
0.001,0.813,0.186,0.112,0.741,0.166,0.314,1
0.009,0.345,0.646,0.002,0.177,0.2,0.281,1
0.248,0.248,0.505,0.013,0.385,0.336,0.483,2
0.042,0.058,0.9,0.038,0.682,0.166,0.485,2
0.002,0.603,0.394,0.127,0.575,0.148,0.311,2
0.004,0.544,0.452,0.156,0.768,0.151,0.398,1
0.079,0.823,0.098,0.485,0.381,0.136,0.325,1
0.013,0.59,0.397,0.007,0.784,0.405,0.378,1
0.029,0.832,0.139,0.144,0.818,0.232,0.684,1
0.004,0.787,0.209,0.005,0.388,0.266,0.303,2
0.242,0.458,0.301,0.029,0.657,0.005,0.994,1
0.004,0.874,0.122,0.035,0.676,0.249,0.464,1
0.466,0.479,0.055,0.627,0.351,0.273,0.509,1
0.001,0.809,0.189,0.011,0.775,0.172,0.311,1
0,0.086,0.913,0.002,0.286,0.43,0.335,2
0.071,0.276,0.653,0.026,0.365,0.593,0.21,2
0.011,0.775,0.214,0.116,0.795,0.166,0.392,1
0.326,0.6,0.074,0.049,0.9,0.194,0.346,1
0.581,0.249,0.169,0.299,0.54,0.215,0.368,1
0.044,0.877,0.079,0.337,0.638,0.175,0.279,2
0.041,0.618,0.341,0.32,0.517,0.13,0.474,1
0.002,0.028,0.97,0.061,0.539,0.195,0.293,2
0.119,0.743,0.138,0.35,0.498,0.199,0.491,1
0.135,0.732,0.133,0.084,0.851,0.131,0.599,1
0.091,0.812,0.097,0.016,0.791,0.211,0.58,1
0.73,0.153,0.117,0.186,0.71,0.153,0.423,1
0.011,0.682,0.307,0.015,0.42,0.256,0.292,2
0.092,0.505,0.403,0.243,0.691,0.673,0.154,1
0.178,0.612,0.21,0.111,0.74,0.467,0.324,1
0.168,0.614,0.217,0.666,0.287,0.293,0.427,1
0.008,0.863,0.129,0.052,0.755,0.091,0.759,1
0.03,0.729,0.241,0.113,0.698,0.232,0.491,1
0.135,0.833,0.032,0.155,0.733,0.468,0.248,1
0.077,0.823,0.1,0.194,0.745,0.437,0.39,1
0.146,0.565,0.289,0.186,0.7,0.412,0.361,2
0.119,0.69,0.191,0.128,0.607,0.346,0.244,1
0.031,0.881,0.088,0.199,0.745,0.068,0.862,1
0.284,0.554,0.162,0.324,0.563,0.226,0.683,1
0.438,0.52,0.042,0.495,0.426,0.233,0.541,1
0.012,0.059,0.929,0.051,0.362,0.169,0.406,2
0.008,0.712,0.28,0.056,0.031,0.153,0.297,2
0.271,0.563,0.165,0.558,0.405,0.285,0.444,2
0.091,0.728,0.181,0.21,0.649,0.264,0.294,1
0.389,0.556,0.055,0.81,0.14,0.243,0.501,1
0.693,0.219,0.089,0.556,0.311,0.257,0.401,0
0.628,0.16,0.212,0.319,0.583,0.181,0.437,0
0.018,0.914,0.068,0.033,0.961,0.5,0.336,0
0.988,0.001,0.011,0.711,0.228,0.83,0.096,0
0.843,0.107,0.049,0.315,0.493,0.295,0.458,0
0.042,0.931,0.028,0.825,0.162,0.723,0.19,0
0.736,0.126,0.138,0.735,0.236,0.432,0.301,0
0.304,0.665,0.031,0.154,0.511,0.144,0.308,0
0.95,0.034,0.016,0.579,0.387,0.248,0.438,0
0.378,0.29,0.332,0.197,0.644,0.365,0.332,0
0.063,0.873,0.064,0.085,0.728,0.248,0.326,0
0.115,0.81,0.075,0.181,0.704,0.182,0.334,0
0.108,0.518,0.374,0.116,0.559,0.181,0.347,0
0.001,0.929,0.07,0.18,0.579,0.375,0.407,0
0.186,0.794,0.02,0.632,0.214,0.846,0.113,0
0.025,0.097,0.878,0.111,0.751,0.126,0.374,0
0.978,0.008,0.014,0.23,0.563,0.875,0.074,0
0.386,0.356,0.258,0.329,0.536,0.235,0.405,0
