@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,1.097795,0
3,1.516098,2
5,1.284211,1
1,0.903745,0
2,0.988626,0
3,1.335184,0
4,0.914897,0
5,0.781104,0
2,0.814058,0
3,1.068701,0
5,0.944631,1
3,1.378864,1
5,0.965159,0
1,0.822327,0
2,1.166503,0
3,1.400378,1
5,0.917144,0
3,1.831966,1
1,1.252216,2
2,1.429628,2
3,1.200394,2
5,1.003779,0
2,1.473143,1
3,0.98949,1
5,0.987426,0
2,0.9217,0
3,1.004973,0
4,0.976422,0
1,1.149629,0
2,1.246407,0
5,0.858344,0
1,0.929799,0
2,1.013565,0
3,1.008559,0
3,1.658548,2
3,1.78307,1
4,1.016299,0
5,1.055273,0
1,1.069839,0
2,0.982774,1
3,1.682181,2
4,0.945659,0
5,1.164523,0
1,1.361317,1
2,0.790901,0
3,1.304053,1
4,1.027693,0
5,0.844079,1
2,2.007535,0
3,0.709642,0
4,1.08466,0
5,1.142603,0
1,0.903745,0
3,1.056151,0
4,0.914897,0
5,0.960636,0
1,0.985164,0
2,0.706416,0
3,0.686498,0
2,0.944857,0
3,1.918674,1
5,2.0761,2
1,0.903745,0
2,0.857319,0
3,0.741262,0
4,0.993512,0
5,1.150258,0
1,0.788131,0
2,1.272364,0
1,0.841867,0
2,1.040539,0
3,0.806619,0
4,1.174668,0
5,1.014565,0
1,1.693505,2
2,0.650432,0
3,0.877355,0
4,0.894389,0
1,0.700199,0
2,0.689621,0
3,1.025347,0
4,0.973004,0
2,0.972849,1
3,0.926414,1
4,1.025414,0
5,0.823899,0
1,0.999819,0
2,0.752221,0
3,0.563444,0
4,0.994651,0
5,0.940456,0
2,0.975394,1
3,0.978733,2
2,1.056062,1
3,1.184747,0
1,0.960738,0
2,1.231393,0
3,1.319374,2
5,0.98847,0
1,0.871178,0
1,0.872806,0
3,0.734416,0
4,1.061873,0
5,0.791541,0
2,1.325294,0
1,1.020988,1
2,0.694965,0
3,1.086303,1
4,1.196316,0
1,1.042157,1
2,0.698528,0
3,1.069842,0
4,0.902364,0
2,0.918901,0
3,1.024858,0
5,0.984295,0
3,0.875236,0
5,0.889658,0
1,0.97865,0
2,0.783013,0
3,1.031866,0
1,1.060069,0
3,0.840031,0
2,0.853756,1
3,1.541361,2
4,1.086939,0
1,1.286412,0
2,0.610989,0
3,0.755115,0
5,0.922363,0
1,1.57789,1
2,0.718885,0
3,0.818191,0
1,0.95911,0
2,1.328093,0
3,0.860405,0
4,1.231636,0
5,1.041703,0
1,1.364574,1
2,1.043338,0
3,0.653086,0
4,1.056176,0
5,0.94637,0
1,0.981907,0
2,0.873605,0
3,0.772555,0
1,0.947711,0
2,0.679697,0
3,0.698559,0
5,1.116508,0
1,0.941198,0
2,0.655522,0
3,1.068701,0
5,0.937672,0
2,0.797517,0
5,1.001343,1
1,0.858151,0
2,1.405707,0
3,1.239348,1
5,1.350317,1
1,0.872806,0
2,0.740007,0
3,0.570452,0
1,0.942826,0
2,0.921955,0
3,0.882082,1
4,0.911479,0
5,0.895573,0
3,1.149053,0
4,1.078963,0
2,1.139783,0
3,0.747781,0
4,0.933127,0
5,0.975944,0
2,0.865462,0
1,0.83861,0
2,0.68784,0
5,0.963071,1
5,0.951589,2
2,1.28127,0
3,1.051424,0
5,1.039964,0
3,0.933911,0
2,0.888619,0
3,1.219626,1
4,0.847675,0
5,0.991253,0
1,0.890718,0
2,0.754003,0
3,0.841824,0
4,0.921733,0
1,0.820698,0
2,0.67588,0
3,0.574527,0
4,0.99693,0
5,1.110941,1
1,0.993306,0
2,0.937986,1
3,0.788854,0
5,2.098368,0
2,1.275926,0
3,0.888112,1
2,0.687076,0
3,0.608265,0
5,0.90949,0
2,0.997533,2
3,1.293459,2
4,1.088078,0
5,1.013521,2
2,0.913557,0
3,0.976614,1
5,0.877132,1
