@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.34,0.632,0.029,0.204,0.699,0.154,0.403,0
0.051,0.336,0.612,0.078,0.35,0.072,0.365,2
0.142,0.487,0.371,0.118,0.591,0.226,0.608,1
0.025,0.923,0.053,0.884,0.114,0.267,0.393,0
0.7,0.148,0.152,0.3,0.415,0.182,0.398,0
0.6,0.176,0.224,0.055,0.527,0.097,0.405,0
0.306,0.339,0.356,0.56,0.41,0.21,0.375,0
0.726,0.233,0.042,0.808,0.174,0.504,0.298,0
0.413,0.236,0.352,0.302,0.609,0.248,0.373,0
0.642,0.28,0.078,0.232,0.312,0.073,0.343,0
0.145,0.702,0.153,0.054,0.667,0.573,0.257,1
0.201,0.692,0.107,0.059,0.584,0.078,0.368,1
0.785,0.058,0.156,0.338,0.431,0.547,0.272,0
0.602,0.181,0.217,0.783,0.209,0.512,0.292,0
0.323,0.364,0.313,0.465,0.337,0.152,0.38,0
0.064,0.77,0.166,0.603,0.333,0.104,0.362,1
0.652,0.201,0.147,0.166,0.743,0.506,0.287,0
0.048,0.305,0.647,0.002,0.17,0.073,0.361,1
0.158,0.333,0.509,0.011,0.443,0.407,0.405,2
0.253,0.057,0.691,0.06,0.622,0.222,0.427,2
0.064,0.546,0.389,0.247,0.518,0.081,0.361,2
0.362,0.588,0.051,0.842,0.142,0.505,0.294,0
0.081,0.451,0.467,0.185,0.716,0.174,0.387,1
0.111,0.857,0.032,0.921,0.062,0.09,0.364,1
0.668,0.147,0.185,0.553,0.375,0.656,0.209,0
0.67,0.232,0.098,0.2,0.601,0.256,0.389,0
0.111,0.369,0.52,0.16,0.553,0.072,0.438,0
0.38,0.175,0.445,0.392,0.578,0.536,0.252,0
0.067,0.722,0.211,0.17,0.657,0.384,0.344,0
0.708,0.055,0.238,0.408,0.467,0.29,0.388,0
0.623,0.309,0.068,0.101,0.675,0.665,0.209,0
0.499,0.265,0.236,0.939,0.036,0.794,0.125,0
0.191,0.506,0.303,0.655,0.237,0.156,0.423,0
0.087,0.879,0.034,0.775,0.154,0.083,0.356,0
0.058,0.205,0.737,0.012,0.294,0.084,0.359,2
0.132,0.541,0.327,0.002,0.787,0.124,0.55,1
0.481,0.01,0.509,0.375,0.558,0.025,0.782,0
0.702,0.228,0.07,0.458,0.533,0.356,0.432,0
0.362,0.379,0.259,0.873,0.086,0.001,0.883,0
0.463,0.46,0.076,0.282,0.682,0.037,0.789,1
0.032,0.792,0.176,0.008,0.361,0.077,0.415,2
0.592,0.209,0.2,0.138,0.77,0.123,0.486,0
0.609,0.247,0.144,0.269,0.677,0.72,0.185,0
0.087,0.644,0.269,0.046,0.562,0.001,0.984,1
0.521,0.469,0.01,0.284,0.698,0.071,0.611,0
0.073,0.784,0.142,0.019,0.624,0.052,0.575,1
0.914,0.026,0.06,0.622,0.352,0.304,0.331,0
0.676,0.288,0.036,0.5,0.486,0.34,0.431,1
0.066,0.175,0.76,0.001,0.081,0.164,0.373,0
0.262,0.721,0.017,0.518,0.435,0.076,0.365,0
0.813,0.011,0.177,0.048,0.618,0.302,0.385,0
0.586,0.287,0.126,0.354,0.619,0.54,0.276,0
0.11,0.828,0.062,0.539,0.346,0.563,0.253,0
0.409,0.548,0.043,0.141,0.492,0.059,0.473,0
0.722,0.045,0.234,0.189,0.792,0.212,0.375,0
0.676,0.225,0.099,0.419,0.539,0.472,0.31,0
0.145,0.804,0.051,0.975,0.023,0.761,0.143,0
0.837,0.063,0.1,0.557,0.4,0.252,0.401,0
0.324,0.162,0.514,0.869,0.069,0.063,0.348,0
0.384,0.543,0.073,0.167,0.764,0.211,0.398,0
0.085,0.825,0.09,0.002,0.656,0.105,0.363,1
0.076,0.099,0.825,0.004,0.2,0.175,0.487,2
0.289,0.633,0.078,0.192,0.76,0.77,0.146,0
0.921,0.035,0.045,0.247,0.694,0.288,0.36,0
0.117,0.867,0.016,0.374,0.536,0.052,0.529,0
0.98,0.007,0.013,0.844,0.081,0.356,0.446,0
0.736,0.177,0.087,0.459,0.514,0.473,0.312,0
0.254,0.669,0.077,0.988,0.007,0.247,0.498,0
0.258,0.526,0.216,0.027,0.597,0.121,0.388,0
0.043,0.894,0.063,0.174,0.152,0.68,0.201,0
0.561,0.243,0.196,0.027,0.627,0.19,0.42,0
0.315,0.603,0.082,0.184,0.512,0.059,0.408,0
0.373,0.095,0.531,0.11,0.701,0.157,0.508,0
0.729,0.117,0.155,0.289,0.608,0.639,0.234,0
0.074,0.321,0.606,0.016,0.312,0.107,0.5,2
0.638,0.301,0.061,0.52,0.437,0.346,0.352,0
0.023,0.971,0.006,0.857,0.138,0.061,0.341,0
0.673,0.016,0.311,0.275,0.69,0.634,0.198,0
0.332,0.602,0.067,0.771,0.201,0.477,0.33,0
0.348,0.615,0.038,0.75,0.237,0.221,0.371,0
0.184,0.791,0.025,0.208,0.627,0.091,0.392,0
0.964,0.007,0.029,0.454,0.473,0.374,0.348,0
0.131,0.7,0.169,0.426,0.539,0.188,0.383,1
0.373,0.493,0.134,0.129,0.765,0.112,0.398,1
0.985,0.008,0.006,0.117,0.604,0.514,0.298,0
0.8,0.191,0.009,0.868,0.13,0.323,0.438,0
0.002,0.941,0.058,0.539,0.431,0.244,0.503,0
0.267,0.395,0.337,0.379,0.601,0.21,0.423,0
0.216,0.781,0.003,0.731,0.263,0.067,0.352,0
0.903,0.071,0.027,0.774,0.213,0.666,0.2,0
0.702,0.21,0.088,0.821,0.143,0.616,0.238,0
0.694,0.189,0.117,0.355,0.486,0.172,0.396,1
0.034,0.832,0.135,0.158,0.808,0.082,0.344,2
0.409,0.461,0.13,0.097,0.689,0.243,0.392,1
0.084,0.88,0.035,0.134,0.604,0.064,0.436,0
0.096,0.84,0.064,0.18,0.423,0.011,0.8,0
0.821,0.084,0.095,0.038,0.563,0.164,0.384,0
0.096,0.018,0.886,0.052,0.493,0.091,0.363,2
0.561,0.391,0.047,0.227,0.727,0.401,0.385,0
0.281,0.695,0.024,0.309,0.545,0.18,0.47,0
0.022,0.891,0.088,0.259,0.634,0.786,0.137,0
0.192,0.588,0.221,0.505,0.411,0.1,0.36,0
0.929,0.005,0.065,0.279,0.438,0.716,0.171,0
0.613,0.32,0.067,0.645,0.336,0.77,0.147,0
0.327,0.087,0.585,0.062,0.708,0.12,0.385,0
0.087,0.69,0.224,0.066,0.742,0.436,0.325,1
0.595,0.157,0.248,0.811,0.184,0.267,0.38,0
0.303,0.618,0.079,0.065,0.77,0.061,0.558,1
0.583,0.061,0.356,0.087,0.699,0.466,0.309,0
0.07,0.705,0.225,0.01,0.759,0.592,0.276,1
0.829,0.146,0.026,0.576,0.417,0.158,0.531,0
0.148,0.752,0.1,0.122,0.707,0.056,0.54,0
0.784,0.064,0.153,0.476,0.497,0.381,0.346,0
0.629,0.123,0.248,0.613,0.198,0.239,0.362,0
0.129,0.784,0.087,0.357,0.483,0.093,0.369,0
0.397,0.461,0.143,0.36,0.521,0.621,0.24,0
0.357,0.383,0.26,0.335,0.464,0.056,0.532,0
0.635,0.227,0.138,0.485,0.498,0.606,0.241,0
0.194,0.41,0.395,0.656,0.339,0.619,0.217,0
0.853,0.009,0.138,0.373,0.607,0.29,0.367,0
0.38,0.487,0.133,0.321,0.514,0.102,0.362,0
0.194,0.471,0.335,0.108,0.817,0.504,0.282,0
0.191,0.756,0.053,0.943,0.043,0.074,0.355,0
0.534,0.216,0.25,0.148,0.732,0.209,0.387,1
0.063,0.702,0.236,0.036,0.399,0.084,0.395,2
0.558,0.163,0.28,0.76,0.181,0.212,0.379,0
0.195,0.417,0.388,0.211,0.572,0.353,0.335,0
0.874,0.058,0.068,0.913,0.081,0.212,0.414,0
0.357,0.614,0.028,0.441,0.519,0.092,0.424,0
0.37,0.587,0.043,0.48,0.499,0.597,0.26,0
0.098,0.497,0.405,0.39,0.564,0.589,0.216,1
0.925,0.019,0.056,0.956,0.041,0.271,0.38,0
0.098,0.828,0.074,0.618,0.33,0.094,0.357,0
0.235,0.625,0.139,0.275,0.688,0.631,0.227,0
0.189,0.514,0.297,0.086,0.788,0.277,0.391,0
0.298,0.64,0.062,0.181,0.682,0.085,0.429,0
0.835,0.004,0.161,0.21,0.742,0.775,0.12,0
0.219,0.661,0.12,0.675,0.289,0.447,0.341,0
0.154,0.687,0.16,0.203,0.694,0.16,0.512,1
0.37,0.582,0.048,0.268,0.723,0.147,0.562,0
0.352,0.565,0.083,0.47,0.519,0.104,0.505,0
0.785,0.09,0.126,0.574,0.35,0.062,0.66,0
0.723,0.095,0.182,0.807,0.172,0.563,0.269,0
0.309,0.547,0.144,0.912,0.085,0.641,0.208,0
0.626,0.252,0.122,0.65,0.271,0.157,0.452,0
0.069,0.859,0.072,0.382,0.58,0.072,0.383,0
0.108,0.766,0.126,0.435,0.534,0.554,0.259,0
0.87,0.054,0.077,0.793,0.168,0.239,0.402,0
0.186,0.766,0.048,0.732,0.241,0.119,0.359,0
