@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1281 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0.000984,0.001969,0,0,0.709447,0.764182,0.903723,2
0,0,0.011494,0,0,0,0,0.572255,0.604079,0.710228,0
0,0,0.004032,0,0.004032,0,0,0.252273,0.261783,0.298510,0
0,0,0,0,0,0,0,0.415085,0.440374,0.507491,0
0,0,0.002092,0.004184,0.002092,0,0,0.500032,0.534483,0.628786,0
0.017383,0,0,0,0,0,0,0.251686,0.273959,0.316295,1
0.044944,0,0,0,0,0,0,0.031078,0.040994,0.031155,0
0.013201,0,0,0,0,0,0,0.045459,0.059878,0.045722,0
0.123077,0,0,0,0,0,0,0.058241,0.058828,0.054488,0
0.031088,0.002597,0,0.005195,0,0,0,0.303429,0.325936,0.376588,1
0.006783,0,0,0,0.00097,0,0.00097,0.610829,0.657763,0.776145,2
0.02439,0,0,0,0,0,0,0.411085,0.439680,0.512875,0
0.002994,0,0,0.006006,0.003003,0,0,0.148230,0.151310,0.158083,0
0.024096,0.012195,0,0,0,0,0,0.160378,0.170086,0.186228,1
0.035484,0,0,0,0,0,0,0.242556,0.262853,0.298455,0
0.0125,0,0.001252,0.001252,0.001252,0,0,0.550448,0.593586,0.699535,1
0,0,0.011236,0,0,0,0,0.565750,0.604798,0.706353,0
0.008264,0,0,0,0,0,0,0.118608,0.128956,0.130037,1
0,0,0,0,0,0,0,0.407884,0.428734,0.495330,0
0,0,0,0.001271,0.002541,0,0,0.612135,0.656197,0.772853,0
0.002299,0,0,0,0,0,0,0.692588,0.746319,0.881220,0
0,0,0,0,0,0,0,0.330012,0.348906,0.405077,0
0,0,0,0,0.003058,0,0,0.262968,0.269177,0.297174,0
0,0,0,0,0,0,0,0.304600,0.319196,0.360854,0
0,0,0.002924,0.002924,0.005848,0,0,0.554682,0.594023,0.697120,0
0.017002,0.001548,0,0.001548,0,0,0,0.532486,0.573911,0.675580,0
0,0,0.012658,0,0,0,0,0.505288,0.538924,0.632543,0
0,0,0.003636,0.003636,0.003636,0,0,0.244572,0.250285,0.280211,0
0,0,0,0,0,0,0,0.307514,0.309730,0.351261,0
0.00361,0,0.007246,0,0.007246,0,0,0.364682,0.387506,0.448946,0
0,0,0.002381,0,0.002381,0,0,0.757004,0.816636,0.966690,0
0,0,0,0.012821,0,0,0,0.525664,0.555053,0.648899,0
0,0,0,0.007326,0,0,0,0.242263,0.247035,0.273874,0
0,0,0,0,0,0,0,0.394378,0.416048,0.487503,2
0,0,0,0,0,0,0,0.409478,0.440020,0.513429,0
0,0,0.003401,0.004252,0.004252,0,0,0.677350,0.727865,0.859659,1
0,0,0.018692,0,0.009346,0,0,0.488180,0.519553,0.610434,2
0.015101,0,0,0.003361,0,0,0,0.324515,0.342125,0.396430,2
0,0,0,0,0,0,0,0.220649,0.216965,0.239264,0
0,0,0.00597,0.008955,0.00597,0,0,0.442556,0.470437,0.550269,0
0.019824,0.002208,0,0.002208,0,0,0,0.447573,0.482237,0.564713,0
0.045977,0,0,0.011628,0,0,0,0.350271,0.357386,0.413199,0
0.006061,0,0,0,0,0,0,0.287462,0.299781,0.338642,0
0,0,0,0,0,0,0,0.154547,0.157486,0.166718,0
0,0,0.002008,0.004016,0.004016,0,0,0.585283,0.628919,0.739988,0
0,0,0,0,0,0,0,0.757763,0.817124,0.966201,0
0,0,0,0.025,0,0,0,0.542807,0.573299,0.673411,0
0,0,0.008658,0.004329,0.008658,0,0,0.199277,0.197611,0.211385,0
0,0,0,0,0,0,0,0.206517,0.210195,0.228877,0
0.009804,0,0.002457,0.002457,0.002457,0,0,0.435223,0.465030,0.544716,0
0.008097,0,0,0,0,0,0,0.654437,0.705296,0.833415,0
0.029126,0,0,0.009804,0,0,0,0.335351,0.357560,0.412646,0
0.003436,0,0,0,0.006897,0,0,0.208341,0.205346,0.225019,0
0,0,0,0,0,0,0,0.442021,0.473386,0.552041,2
0,0,0,0.011811,0,0,0,0.337012,0.358103,0.414318,0
0,0,0,0,0,0,0,0.763389,0.823466,0.974497,0
0,0,0,0,0,0,0,0.453125,0.479137,0.559164,0
0,0,0,0,0,0,0,0.245740,0.248239,0.271814,0
0,0,0,0,0,0,0,0.089295,0.088738,0.084309,0
0,0,0,0,0,0,0,0.491854,0.526852,0.617697,0
0.00159,0,0,0,0,0,0,0.614468,0.661612,0.780037,0
0,0,0,0,0,0,0,0.431867,0.450174,0.525362,0
0,0,0,0.008929,0.004464,0,0,0.192113,0.187174,0.204175,0
0,0,0,0,0,0,0,0.371024,0.392924,0.454203,0
0,0,0.007968,0.003984,0.007968,0,0,0.482085,0.514391,0.600402,0
0,0,0,0,0.002865,0,0,0.805990,0.868518,1.028361,0
0,0,0,0,0,0,0,0.509115,0.540119,0.633586,0
0,0,0.003401,0.006803,0.003401,0,0,0.282183,0.285282,0.317710,1
0,0,0,0,0,0,0,0.374775,0.397062,0.455463,2
0,0,0,0,0,0,0,0.510408,0.543904,0.635598,1
0.003521,0.001764,0.001764,0,0.001764,0,0,0.576017,0.619576,0.731307,1
0,0,0,0.011364,0.011364,0,0,0.343683,0.356003,0.414555,0
0.012712,0,0,0,0,0,0,0.128260,0.138540,0.141316,0
0,0,0,0,0.016667,0,0,0.202848,0.210477,0.234686,0
0.00339,0,0.003401,0.003401,0.003401,0,0,0.345669,0.374540,0.435209,0
0,0,0,0,0,0,0,0.747880,0.806592,0.954247,0
0,0,0,0.011628,0,0,0,0.359806,0.370383,0.425835,0
0,0,0,0.011152,0,0,0,0.199623,0.196569,0.213428,0
0,0,0,0,0,0,0,0.469800,0.500546,0.580831,1
0,0,0.005714,0.005714,0.005714,0,0,0.535616,0.572734,0.672217,2
0,0,0,0.003257,0,0,0,0.792125,0.854045,1.010926,1
0,0,0,0.012987,0,0,0,0.536823,0.565475,0.661069,0
0,0,0,0,0,0,0,0.277416,0.279278,0.310625,2
0,0,0.02,0.02,0.02,0,0,0.343726,0.346726,0.396236,0
0,0,0,0.007853,0,0,0,0.511930,0.547737,0.642765,1
0,0,0,0.001669,0.001669,0,0,0.754653,0.811825,0.960342,2
0,0,0,0,0,0,0,0.559143,0.590808,0.692063,1
0,0,0.003597,0,0.003597,0,0,0.172829,0.171100,0.180615,1
0,0,0,0,0,0,0,0.323739,0.338481,0.391400,2
0,0,0.002421,0.002421,0,0,0,0.357906,0.382148,0.447439,1
0.009642,0,0,0,0,0,0,0.573934,0.618687,0.729441,0
0,0,0.025974,0.012987,0,0,0,0.576374,0.610328,0.714067,0
0,0,0,0.01083,0,0,0.00361,0.278477,0.278712,0.313266,2
0.103448,0,0,0,0.017544,0,0,0.087030,0.086980,0.087669,0
0,0,0.004149,0.002075,0.004149,0,0,0.535316,0.574761,0.673933,0
0,0,0,0.001238,0.001238,0,0,0.703649,0.757312,0.895471,2
0,0,0,0,0,0,0,0.565386,0.597330,0.701722,0
0.003521,0,0,0.003534,0,0,0,0.176284,0.180549,0.192187,0
0,0,0,0,0,0,0,0.267290,0.282703,0.316910,0
0,0,0,0.002976,0,0,0,0.517551,0.554314,0.650944,0
0,0,0,0.00157,0,0,0,0.768348,0.828106,0.979847,0
0,0,0,0.027778,0,0,0,0.510297,0.537211,0.627924,0
0,0,0,0.004082,0.004082,0,0,0.204933,0.201305,0.215394,0
0,0,0.019231,0.019231,0,0,0,0.171269,0.169900,0.186024,0
0,0,0,0,0.003236,0,0,0.487201,0.517283,0.604971,0
0,0,0.002227,0.002227,0,0,0,0.680500,0.732192,0.864103,0
0,0,0,0.01087,0,0,0,0.407806,0.426709,0.497352,0
0,0,0,0,0.004425,0,0,0.192230,0.192416,0.206826,0
0,0,0,0,0,0,0,0.414528,0.442473,0.512994,1
0,0,0,0,0,0,0,0.572833,0.615589,0.726220,0
0,0,0,0,0,0,0,0.761706,0.821444,0.971961,0
0,0,0,0.011628,0,0,0,0.565954,0.599348,0.704096,0
0,0,0,0.00365,0,0,0,0.260229,0.257953,0.286153,0
0,0,0,0,0,0,0,0.248679,0.268117,0.301032,1
0,0,0,0,0,0,0,0.365447,0.389191,0.455354,0
0.007508,0,0,0,0.001504,0,0,0.579444,0.623701,0.734340,1
0,0,0.019417,0.009709,0.019417,0,0,0.312591,0.327218,0.377879,0
0,0,0,0,0,0,0,0.252417,0.256646,0.282224,0
0,0,0,0,0,0,0,0.050127,0.049559,0.038808,1
0.025547,0,0,0,0,0,0,0.208996,0.226971,0.252203,0
0.022866,0,0,0,0,0,0,0.418614,0.451695,0.529320,0
0,0,0,0,0,0,0,0.357762,0.380074,0.436569,0
0,0,0.003745,0.007491,0.003745,0,0,0.264431,0.266358,0.295922,0
0,0,0,0,0.015625,0,0,0.472152,0.496521,0.576969,0
0,0,0.002778,0.002778,0.002778,0,0,0.522569,0.557503,0.654931,0
0,0,0.001595,0.001595,0.007974,0,0,0.671043,0.720441,0.850777,0
0,0,0,0.012346,0,0,0,0.560034,0.591645,0.693866,0
0.003546,0,0,0.003559,0,0,0,0.205428,0.206093,0.225088,0
0,0,0,0,0,0,0,0.369395,0.382989,0.441386,1
0,0,0,0.003876,0,0,0,0.325863,0.341210,0.387417,0
0,0,0.001869,0,0.001869,0,0,0.714019,0.767977,0.907788,0
0,0,0.013514,0.027027,0,0,0,0.477879,0.501454,0.584108,0
0,0,0.003937,0,0.007874,0,0,0.235092,0.237666,0.263195,0
0,0,0,0,0,0,0,0.336018,0.355171,0.408029,0
0,0,0,0,0,0,0,0.381425,0.405569,0.475394,0
0,0,0,0.001582,0,0,0,0.691255,0.743583,0.878984,0
0,0,0,0,0,0,0,0.576584,0.611953,0.719557,0
0,0,0,0,0.003236,0,0,0.265765,0.274798,0.305017,0
0,0,0,0,0,0,0,0.305135,0.321303,0.365791,0
0,0,0,0.014085,0.003521,0,0,0.399517,0.422992,0.495150,0
0.001942,0,0,0.001946,0,0,0,0.738278,0.794362,0.939194,0
0,0,0,0.010989,0,0,0,0.551290,0.585643,0.688456,0
0,0,0,0.003021,0.003021,0,0,0.253366,0.260200,0.291168,0
0,0,0,0,0,0,0,0.316404,0.329249,0.368049,0
0,0,0,0.005988,0,0,0,0.441904,0.472430,0.552612,1
0.004233,0.001059,0,0,0.001059,0,0,0.648175,0.697753,0.824627,2
0,0,0,0,0,0,0,0.492216,0.522313,0.608987,0
0,0,0,0,0.003546,0,0,0.247988,0.251531,0.279536,1
0,0,0,0,0,0,0,0.435971,0.459333,0.532350,0
0,0,0.004184,0,0.004184,0,0,0.351220,0.373522,0.435365,0
0.00432,0,0.004329,0.002165,0.002165,0,0,0.541273,0.581167,0.684392,0
0,0,0,0,0,0,0,0.492211,0.520825,0.608796,0
0.003774,0,0.003788,0.003788,0.007576,0,0,0.152800,0.155974,0.161618,0
0,0,0,0,0,0,0,0.491832,0.512096,0.595565,1
0,0,0.007117,0.003559,0.007117,0,0,0.363137,0.385409,0.450343,0
0,0,0,0,0,0,0,0.709354,0.763541,0.901894,0
0,0,0.010309,0.010309,0.010309,0,0,0.567988,0.600536,0.706328,0
0,0,0,0,0,0,0,0.243362,0.250795,0.278647,0
0,0,0,0,0.017544,0,0,0.205415,0.209061,0.229868,0
0,0,0,0.003846,0.005769,0,0,0.339807,0.362200,0.420802,0
0.009488,0,0,0,0,0,0,0.569876,0.613180,0.721685,0
0,0,0,0.018692,0.009346,0,0,0.513668,0.540291,0.634417,0
0.003344,0,0,0.003356,0.003356,0,0,0.203280,0.211711,0.229969,0
0.012048,0,0,0,0,0,0,0.268930,0.282791,0.319546,1
0.02934,0,0,0,0,0,0,0.175341,0.191204,0.210619,0
0.0075,0,0.005013,0.010025,0.007519,0,0,0.389366,0.418030,0.489254,0
0.076087,0,0,0.010989,0,0,0,0.305783,0.321400,0.370812,0
0,0,0,0.007407,0,0,0,0.193045,0.190955,0.204774,0
0,0,0,0,0,0,0,0.336442,0.347141,0.393401,0
0.008746,0,0,0,0,0,0,0.374727,0.399968,0.465375,0
0.004228,0,0,0,0,0,0,0.684450,0.736509,0.870939,0
0,0,0.011236,0.022472,0.011236,0,0,0.536097,0.567243,0.667722,0
0,0,0,0.003413,0.003413,0,0,0.278446,0.288043,0.323108,0
0,0,0,0,0,0,0,0.293993,0.305039,0.344791,0
0.003745,0,0.003759,0.007519,0,0,0,0.378774,0.403269,0.471433,0
0,0,0,0.001534,0,0,0,0.711639,0.764041,0.902167,1
0,0,0,0.022472,0,0,0,0.541360,0.575917,0.677651,0
0,0,0.003289,0.003289,0.009868,0,0,0.291331,0.302170,0.340525,0
0,0,0.016393,0.016393,0.032787,0,0,0.395142,0.406778,0.469405,0
0,0,0,0.013333,0,0,0,0.475302,0.506692,0.594215,0
0,0,0.004684,0.004684,0.002342,0,0,0.680948,0.731174,0.863504,0
0,0,0,0.011364,0,0,0,0.522475,0.548466,0.643870,0
0,0,0,0.003717,0,0,0,0.188001,0.187972,0.201515,0
0,0,0,0,0,0,0,0.292525,0.301598,0.341479,0
0,0,0,0.005398,0,0,0,0.607218,0.650910,0.767613,2
0,0,0,0,0,0,0,0.733382,0.787928,0.931034,1
0,0,0,0.009901,0,0,0,0.572780,0.605490,0.712074,0
0,0,0,0,0,0,0,0.265745,0.275335,0.306079,0
0,0,0,0,0,0,0,0.171712,0.170069,0.188087,1
0.003195,0,0,0,0,0,0,0.328236,0.348779,0.405039,0
0,0,0.002439,0.014634,0.002439,0,0,0.676065,0.722734,0.852885,0
0,0,0,0,0,0,0,0.539150,0.571106,0.670709,0
0,0,0.003497,0.003497,0,0,0,0.289431,0.300048,0.335835,1
0.038462,0,0,0,0,0,0,0.174772,0.183355,0.193008,0
0.009058,0,0.00363,0.005445,0.001815,0,0,0.529040,0.567069,0.665388,0
0.005263,0.002635,0,0,0.001318,0,0,0.562208,0.605405,0.714020,1
0,0,0,0,0,0,0,0.532262,0.561034,0.656736,0
0,0,0,0,0,0,0,0.230809,0.240937,0.264848,1
0,0,0,0.019231,0,0,0,0.243721,0.238335,0.268807,0
0.006897,0,0.00692,0.00692,0.00692,0,0,0.380273,0.402870,0.467541,0
0,0,0,0,0,0,0,0.748654,0.806894,0.955225,0
0,0,0.023529,0.023529,0.011765,0,0,0.551507,0.583819,0.685672,0
0,0,0.003559,0.003559,0.003559,0,0,0.261297,0.269830,0.300979,0
0.070175,0,0,0,0,0,0,0.133128,0.137185,0.140051,0
0.002762,0,0.00554,0,0.00554,0,0,0.206502,0.222881,0.252329,0
0.020333,0,0.001852,0.001852,0.001852,0,0,0.530396,0.570533,0.671505,1
0,0,0,0.012821,0,0,0,0.462759,0.481255,0.560755,0
0.007782,0,0,0,0,0,0,0.148018,0.150124,0.152996,0
0,0,0,0,0,0,0,0.393343,0.404932,0.463634,0
0,0,0,0.004684,0,0,0,0.542405,0.580511,0.682999,0
0.012784,0,0,0.001422,0.001422,0,0,0.592440,0.638102,0.753070,0
0,0,0,0.010753,0,0,0,0.437106,0.458302,0.535250,0
0,0,0,0,0,0,0,0.225741,0.230689,0.252644,0
0,0,0,0,0,0,0,0.273427,0.273471,0.306581,0
0,0,0.002242,0,0.002242,0,0,0.521570,0.560341,0.658393,0
0,0,0,0,0,0,0,0.722574,0.777470,0.918156,0
0,0,0.025,0.0125,0.025,0,0,0.466940,0.496283,0.579932,0
0.025,0,0,0.003584,0,0,0,0.179269,0.180619,0.188432,0
0,0,0,0,0,0,0,0.403162,0.419132,0.479487,0
0,0,0.00295,0,0.00295,0,0,0.392894,0.419181,0.489647,0
0,0,0.001681,0.008403,0,0,0,0.730934,0.784629,0.927590,0
0,0,0,0,0,0,0,0.495844,0.523506,0.613658,0
0,0,0,0,0,0,0,0.272120,0.280687,0.311677,0
0,0,0,0,0,0,0,0.081397,0.085276,0.076358,0
0,0,0,0,0.007435,0,0,0.297207,0.313640,0.362537,0
0,0,0,0.002611,0.002611,0,0,0.699914,0.749674,0.884526,0
0,0,0,0,0,0,0,0.486160,0.509702,0.597219,0
0.01087,0,0,0,0,0,0,0.129149,0.129882,0.131401,1
0,0,0,0,0,0,0,0.330579,0.341922,0.389872,0
0,0,0,0,0,0,0,0.420399,0.448725,0.524906,0
0,0,0,0.006928,0,0,0,0.739454,0.794050,0.938767,1
0,0,0.012195,0.012195,0.012195,0,0,0.566385,0.599079,0.700331,0
0,0,0.003891,0,0,0,0,0.212993,0.214576,0.234642,0
0,0,0.022222,0.022222,0.022222,0,0,0.278400,0.268023,0.301625,0
0.013158,0,0.006601,0.0033,0.006601,0,0,0.399753,0.426641,0.498652,0
0.002358,0,0.004728,0.004728,0.004728,0,0,0.676805,0.728493,0.861590,0
0,0,0.011765,0,0.023529,0,0,0.396710,0.420577,0.487259,0
0.008646,0,0,0.00289,0,0,0,0.192075,0.197911,0.215401,0
0,0,0,0,0,0,0,0.114885,0.111180,0.111161,0
0,0,0,0.004717,0,0,0,0.521044,0.558399,0.655844,0
0,0,0.002591,0.002591,0.002591,0,0,0.692206,0.745138,0.880599,0
0,0,0.011494,0.011494,0.011494,0,0,0.333818,0.350905,0.407745,0
0.004032,0,0,0,0.004049,0,0,0.193157,0.198519,0.215470,0
0,0,0,0,0,0,0,0.422114,0.444958,0.509435,1
0,0,0,0.001959,0.000979,0,0,0.677377,0.727889,0.860241,2
0,0,0,0,0,0,0,0.747370,0.803928,0.950419,2
0,0,0.012346,0.037037,0.012346,0,0,0.465145,0.482911,0.562145,0
0,0,0,0,0,0,0,0.253179,0.260102,0.289754,2
0,0,0,0.018868,0.018868,0,0,0.330640,0.329530,0.378829,0
0,0,0.001992,0.007968,0.003984,0,0,0.539502,0.578719,0.680677,0
0.00155,0.001553,0,0.004658,0,0,0,0.680482,0.730711,0.863585,0
0,0,0,0.025316,0,0,0,0.543317,0.572693,0.670747,0
0,0,0,0,0,0,0,0.214675,0.219360,0.241418,0
0,0,0,0,0,0,0,0.390883,0.401636,0.466565,0
0,0,0,0.002976,0,0,0,0.457988,0.487725,0.569650,0
0,0,0,0.001751,0,0,0,0.671096,0.722362,0.853685,0
0,0,0,0,0,0,0,0.555591,0.583993,0.684125,0
0,0,0,0.004545,0,0,0,0.190508,0.189224,0.205403,0
0,0,0,0,0.017241,0,0,0.353924,0.367113,0.417178,0
0.002865,0,0,0.002874,0.002874,0,0,0.370451,0.394577,0.461203,0
0.020053,0,0,0.001339,0,0,0,0.691654,0.744835,0.881168,1
0.013514,0,0,0,0,0,0,0.205188,0.213892,0.240432,0
0,0,0.003534,0,0,0,0,0.237284,0.242943,0.267295,0
0,0,0,0,0,0,0,0.046336,0.060882,0.046192,0
0.010135,0,0,0,0,0,0,0.038375,0.050797,0.037987,0
0.042636,0,0,0,0,0,0,0.020129,0.025731,0.017352,0
0,0,0,0,0,0,0,0.034170,0.044352,0.033614,0
0,0,0.006601,0.006601,0.0033,0,0,0.225765,0.227636,0.252534,0
0.04,0,0,0,0,0,0,0.062859,0.055187,0.045923,0
0,0,0.011364,0.011364,0.011364,0,0,0.377403,0.394006,0.455884,0
0,0,0,0,0,0,0,0.726757,0.783553,0.927351,0
0.011494,0,0.011628,0.011628,0.023256,0,0,0.410990,0.428974,0.498432,0
0.003135,0,0,0.006289,0,0,0,0.229364,0.242359,0.267316,1
0,0,0,0,0,0,0,0.106294,0.110337,0.112099,0
0.016304,0,0.002725,0.00545,0,0.002725,0,0.220832,0.235700,0.266847,1
0.008282,0,0,0,0.002075,0,0,0.635162,0.685231,0.808664,0
0,0,0,0,0,0,0,0.521351,0.549643,0.645113,0
0.014925,0,0,0,0,0,0,0.501609,0.536547,0.627362,0
0,0,0,0,0,0,0,0.153885,0.148144,0.153836,0
0,0,0.002,0.002,0,0,0,0.491352,0.524198,0.611973,0
0.023897,0,0.001842,0.001842,0.001842,0,0,0.590486,0.636176,0.749662,1
0,0,0.014085,0,0.014085,0,0,0.418623,0.435066,0.505365,0
0,0,0,0,0,0,0,0.210949,0.208895,0.225521,0
0,0,0,0,0,0,0,0.322506,0.331623,0.376514,0
0,0,0,0.007463,0,0,0,0.332512,0.349653,0.402793,0
0.005362,0,0,0.005376,0,0,0,0.679798,0.730380,0.862425,0
0,0,0,0.0125,0,0,0,0.505130,0.531746,0.622332,0
0,0,0,0,0.007692,0,0,0.232688,0.235648,0.257556,0
0,0,0,0,0,0,0,0.375402,0.398928,0.457462,1
0.002558,0,0.002564,0.002564,0.005128,0,0,0.473999,0.506025,0.594152,2
0.001261,0,0.002525,0.002525,0.002525,0,0,0.732530,0.788634,0.932412,2
0,0,0,0,0,0,0,0.273932,0.297203,0.340361,0
0,0,0,0,0,0,0,0.250186,0.263702,0.293581,2
0,0,0,0,0,0,0,0.378927,0.395378,0.453008,0
0,0,0,0,0.002801,0,0,0.402878,0.426627,0.494356,0
0.006678,0.001672,0.001672,0.001672,0,0,0,0.630592,0.677620,0.799807,1
0,0,0,0,0,0,0,0.553781,0.584625,0.685836,0
0,0,0,0,0.003984,0,0,0.173601,0.173871,0.184254,1
