@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0,0,0,0.333844,0.348468,0.410187,0
0,0,0,0,0,0,0.486380,0.519005,0.612526,0
0.003226,0,0.001076,0,0,0,0.725945,0.772881,0.922685,2
0,0,0,0,0,0,0.705546,0.747301,0.891070,2
0.00271,0,0,0.002717,0,0,0.414600,0.433820,0.509948,1
0,0,0,0,0,0,0.300465,0.314561,0.362719,0
0,0,0.002584,0,0,0,0.467950,0.495443,0.584327,0
0.007326,0,0.002445,0.003667,0,0,0.618137,0.656744,0.781670,0
0,0,0,0,0,0,0.511905,0.540902,0.636515,0
0,0,0,0,0,0,0.219178,0.221649,0.245220,0
0,0,0,0,0,0,0.342482,0.359711,0.413198,0
0,0,0.003145,0,0,0,0.475613,0.502674,0.591488,0
0,0,0.001529,0.004587,0,0,0.762193,0.811672,0.969041,0
0,0,0.012987,0.012987,0,0,0.568929,0.602025,0.712655,0
0,0,0,0.003322,0,0,0.344987,0.359812,0.413314,0
0,0,0,0,0,0,0.532694,0.564734,0.663913,0
0,0,0.003067,0,0,0,0.563019,0.595379,0.707446,0
0,0,0.00277,0.00277,0,0,0.692803,0.736624,0.878384,0
0,0,0,0.009091,0,0,0.637239,0.670526,0.796190,0
0,0,0.003704,0.007407,0,0,0.240290,0.243803,0.270743,1
0,0,0,0,0,0,0.478395,0.501588,0.593153,1
0,0,0.003096,0.003096,0,0,0.536689,0.568571,0.674440,0
0,0,0,0,0,0,0.697998,0.743249,0.885607,1
0,0,0.012346,0.012346,0,0,0.593602,0.621364,0.738020,0
0,0,0.007246,0.01087,0,0,0.233492,0.232234,0.255736,0
0,0,0,0,0,0,0.208535,0.215453,0.239108,0
0,0,0,0.002188,0,0,0.565746,0.599714,0.712088,0
