@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute mono_feature25 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature961 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0,0.048641,0,0,0.008596,0.031519,0,0.567325,0.600848,0.694445,0
9,0,0.003371,0,0,0.00225,0.00225,0,0.836667,0.894162,1.042846,0
9,0,0.083333,0,0,0,0.061453,0,0.680580,0.726524,0.845448,0
9,0,0.074074,0,0,0.009766,0.054688,0,0.281990,0.289727,0.322358,0
9,0,0.021277,0,0,0.007143,0.007143,0,0.348481,0.365005,0.417664,0
9,0.008172,0.043922,0,0,0.00818,0.02863,0,0.412053,0.433195,0.494715,0
9,0,0.007009,0,0,0.003509,0.003509,0,0.807839,0.862839,1.005927,0
9,0,0,0,0,0.023256,0,0,0.584752,0.614120,0.714923,0
9,0.002028,0.034483,0,0,0.020325,0.022358,0,0.241213,0.243377,0.268890,0
9,0,0.070175,0,0,0.035398,0.044248,0,0.333721,0.346467,0.398130,0
9,0.012563,0.066583,0,0,0.005031,0.05283,0,0.535832,0.567722,0.659259,0
9,0,0.007276,0,0,0.001618,0.003236,0,0.770774,0.823782,0.958214,0
9,0,0,0,0,0.027933,0,0,0.656908,0.692586,0.805000,0
9,0,0.125186,0,0,0.014925,0.102985,0,0.363052,0.374745,0.426972,0
9,0,0.154412,0,0,0,0.125926,0,0.359755,0.377951,0.435407,0
9,0,0.044248,0,0,0,0.028369,0,0.534070,0.566110,0.654188,0
9,0.001966,0.010319,0,0,0.00295,0.0059,0,0.774556,0.827518,0.964459,2
9,0,0.011299,0,0,0.022727,0.005682,0,0.629094,0.663931,0.772802,0
9,0,0.186747,0,0,0.016097,0.150905,0,0.303406,0.314216,0.357303,0
9,0,0.094488,0,0,0.007937,0.063492,0,0.466175,0.493250,0.564850,0
9,0,0.081335,0,0,0.007307,0.066806,0,0.564369,0.597093,0.693750,0
9,0.040695,0.005487,0,0,0.001372,0.003202,0,0.275278,0.298164,0.337944,1
9,0.106742,0,0,0,0,0,0,0.031205,0.041431,0.030063,0
9,0.021452,0.009901,0,0,0,0.006612,0,0.043416,0.058106,0.043164,0
9,0.175573,0.114504,0,0,0,0.076923,0,0.092991,0.096390,0.100441,0
9,0.047927,0.047927,0,0.001297,0.003891,0.029831,0,0.349245,0.370640,0.424280,1
9,0.016473,0.010659,0,0,0.002908,0.004363,0,0.679463,0.726504,0.845452,2
9,0.030303,0.036364,0,0,0.006098,0.018293,0,0.466918,0.495921,0.573420,0
9,0.005979,0.068759,0,0,0.022455,0.053892,0,0.164682,0.170086,0.179502,0
9,0.08982,0.02994,0.006024,0,0,0.012048,0,0.208675,0.219857,0.244201,1
9,0.057971,0.035427,0,0,0.001613,0.022581,0,0.286530,0.307790,0.347374,0
9,0.029375,0.0075,0.000625,0,0.001251,0.005629,0,0.616404,0.659480,0.766123,1
9,0,0,0,0,0.01676,0,0,0.616159,0.654775,0.758311,0
9,0.02268,0.028866,0,0,0.004132,0.022727,0,0.133309,0.143596,0.145705,1
9,0,0.016667,0,0,0.033613,0.008403,0,0.449802,0.470106,0.541016,0
9,0.003171,0.022828,0,0,0.008883,0.015863,0,0.667250,0.710125,0.825197,0
9,0.003448,0,0,0,0.001151,0,0,0.762228,0.814872,0.949071,0
9,0.010526,0,0,0,0.010582,0,0,0.416521,0.437084,0.504753,0
9,0.003049,0.047256,0,0,0.015267,0.029008,0,0.289658,0.297852,0.332842,0
9,0,0.018182,0,0,0.018349,0.009174,0,0.344594,0.360381,0.409600,0
9,0,0.043732,0,0,0.00292,0.030657,0,0.615811,0.654744,0.759277,0
9,0.03166,0.006178,0,0,0.001546,0.003091,0,0.602497,0.644462,0.747408,0
9,0,0,0,0,0.006289,0,0,0.564841,0.598842,0.695859,0
9,0,0.076087,0,0,0.009074,0.056261,0,0.284205,0.291262,0.327158,0
9,0,0,0,0,0.033613,0,0,0.361819,0.370422,0.425122,0
9,0.007207,0.064865,0,0,0.005415,0.050542,0,0.424948,0.447095,0.513415,0
9,0.002375,0,0,0,0.001189,0,0,0.819544,0.876691,1.023004,0
9,0,0,0,0,0.031847,0,0,0.576732,0.608006,0.703946,0
9,0,0.069343,0,0,0.010969,0.053016,0,0.273602,0.281166,0.314860,0
9,0,0.066667,0,0,0.008403,0.042017,0,0.453565,0.475206,0.551024,2
9,0.001348,0.039084,0,0,0.00135,0.026991,0,0.467178,0.497927,0.574552,0
9,0.000425,0.002124,0,0,0.003825,0.00085,0,0.739873,0.789364,0.919215,1
9,0,0.041475,0,0,0.023148,0.018519,0,0.545443,0.574490,0.669173,2
9,0.030176,0.06119,0,0,0.006711,0.04698,0,0.364767,0.382059,0.437354,2
9,0,0,0,0,0.027523,0,0,0.239470,0.237133,0.267030,0
9,0,0.031204,0,0,0.008929,0.022321,0,0.501605,0.529159,0.611583,0
9,0.044004,0.0044,0,0,0.001101,0,0,0.512491,0.548001,0.633241,0
9,0.074713,0,0,0,0.046243,0,0,0.387257,0.399381,0.459451,0
9,0.007564,0.033283,0,0,0.015152,0.021212,0,0.320510,0.333242,0.375706,0
9,0.041667,0,0,0,0.010526,0,0,0.199619,0.203550,0.222028,0
9,0.004004,0.02002,0,0,0.003006,0.012024,0,0.653927,0.697110,0.808961,0
9,0,0.008539,0,0,0.00095,0.003799,0,0.821699,0.878888,1.024217,0
9,0,0,0,0,0.037037,0,0,0.603359,0.635875,0.739037,0
9,0,0.060345,0,0,0.010799,0.038877,0,0.232279,0.233219,0.255892,0
9,0,0.058252,0,0,0.019608,0.04902,0,0.225907,0.231777,0.256990,0
9,0.013464,0.020808,0,0,0.007353,0.01348,0,0.501021,0.530946,0.613890,0
9,0.017189,0.002022,0,0,0.001012,0,0,0.715339,0.765109,0.890979,0
9,0.038835,0,0,0,0.009756,0,0,0.372222,0.394546,0.451949,0
9,0.013722,0.036021,0,0,0.024055,0.025773,0,0.232901,0.233250,0.255415,0
9,0.038647,0.043478,0,0,0.009709,0.029126,0,0.499332,0.531697,0.615296,2
9,0,0.021526,0,0,0.007843,0.009804,0,0.408569,0.429521,0.490054,0
9,0,0.008364,0,0,0,0.005581,0,0.829097,0.887112,1.033909,0
9,0,0.044872,0,0,0.032258,0.032258,0,0.507085,0.534647,0.619574,0
9,0,0.073276,0,0,0.023758,0.051836,0,0.272661,0.279363,0.307927,0
9,0,0.211765,0,0,0,0.166667,0,0.110963,0.113761,0.117325,0
9,0,0.048059,0,0,0.007407,0.033333,0,0.569646,0.606106,0.702649,0
9,0.007154,0.010334,0,0,0.001591,0.003978,0,0.685065,0.732463,0.851270,0
9,0.017647,0,0,0,0.023669,0,0,0.493995,0.517938,0.600318,0
9,0,0.162222,0,0,0.03118,0.131403,0,0.216288,0.213918,0.237695,0
9,0,0.010526,0,0,0,0,0,0.437948,0.460314,0.527365,0
9,0,0.027778,0,0,0.007952,0.017893,0,0.547047,0.580059,0.669536,0
9,0,0.002853,0,0,0.002857,0.001429,0,0.867167,0.927373,1.082441,0
9,0,0,0,0,0.019608,0,0,0.572150,0.602497,0.700229,0
9,0,0.057627,0,0,0.013582,0.040747,0,0.308617,0.314880,0.354063,1
9,0,0.08,0,0,0,0.060606,0,0.426429,0.450005,0.514670,2
9,0,0.058901,0,0,0.003932,0.044561,0,0.565412,0.600130,0.693345,1
9,0.007042,0.001761,0,0,0.002643,0,0,0.644424,0.688462,0.801737,1
9,0.027933,0,0,0,0.033708,0,0,0.416705,0.433575,0.501872,0
9,0.023256,0.042283,0,0,0.004237,0.023305,0,0.151898,0.162566,0.169146,0
9,0.04918,0.155738,0,0,0.016529,0.115702,0,0.238916,0.249370,0.282750,0
9,0.00846,0.067682,0,0,0.001695,0.054237,0,0.409492,0.439354,0.505351,0
9,0.002894,0.002894,0,0,0.001449,0.001449,0,0.806575,0.863098,1.006107,0
9,0.011494,0.011494,0,0,0.034682,0.00578,0,0.406280,0.423101,0.485637,0
9,0,0.085185,0,0,0.014842,0.055659,0,0.223298,0.224866,0.245795,0
9,0,0.020833,0,0,0,0.006993,0,0.526868,0.558151,0.645264,1
9,0,0.049858,0,0,0.007133,0.034237,0,0.597783,0.634351,0.735745,2
9,0,0.003241,0,0,0,0.001623,0,0.854246,0.913672,1.066118,1
9,0,0,0,0,0.025641,0,0,0.603886,0.637023,0.737745,0
9,0,0.078652,0,0,0.017685,0.05627,0,0.297691,0.303429,0.339407,2
9,0,0,0,0,0.019608,0,0,0.385072,0.395922,0.453195,0
9,0.005222,0.049608,0,0,0.005229,0.035294,0,0.571197,0.606341,0.703240,1
9,0,0.005833,0,0,0.00417,0.003336,0,0.818035,0.873458,1.018968,2
9,0,0.022472,0,0,0.028249,0.00565,0,0.621071,0.656358,0.761372,1
9,0,0.064401,0,0,0.012545,0.046595,0,0.204687,0.206496,0.222837,1
9,0,0.127119,0,0,0.008547,0.08547,0,0.376036,0.392019,0.454953,2
9,0,0.092883,0,0,0.001208,0.074879,0,0.428235,0.452680,0.523005,1
9,0.020647,0.005506,0,0,0,0.004132,0,0.647152,0.692426,0.804365,0
9,0,0.025641,0,0,0.012903,0.006452,0,0.627424,0.663720,0.769367,0
9,0,0.13465,0,0,0.017986,0.111511,0,0.310085,0.316485,0.357681,2
9,0.119658,0.119658,0,0,0,0.086207,0,0.128659,0.132531,0.141527,0
9,0,0.021717,0,0,0.003106,0.014493,0,0.594408,0.633049,0.733143,0
9,0.00309,0.004326,0,0,0.004329,0.003092,0,0.764804,0.816872,0.952185,2
9,0,0.011173,0,0,0.016854,0.005618,0,0.628294,0.662932,0.770578,0
9,0.021127,0.070423,0,0,0.010582,0.051146,0,0.193148,0.199673,0.214187,0
9,0.018868,0.160377,0,0,0,0.104762,0,0.339482,0.360222,0.406584,0
9,0,0.048889,0,0,0.002967,0.031157,0,0.585026,0.620536,0.720060,0
9,0,0.007053,0,0,0,0.003922,0,0.830703,0.888292,1.035801,0
9,0,0.061644,0,0,0.034483,0.048276,0,0.562778,0.591273,0.685945,0
9,0,0.093306,0,0,0.028455,0.069106,0,0.224044,0.224853,0.246165,0
9,0,0.056075,0,0,0.028302,0.028302,0,0.224516,0.227312,0.254138,0
9,0,0.029032,0,0,0.011309,0.017771,0,0.548810,0.579698,0.670234,0
9,0,0.005549,0,0,0.003333,0.001111,0,0.749329,0.799816,0.931125,0
9,0.016129,0,0,0,0.043243,0,0,0.447578,0.468232,0.542108,0
9,0,0.039648,0,0,0.02649,0.02649,0,0.219536,0.220489,0.242726,0
9,0,0.21875,0,0,0,0.181102,0,0.472673,0.502052,0.579573,1
9,0,0.049952,0,0,0,0.0375,0,0.638418,0.679888,0.790510,0
9,0,0.005435,0,0,0,0.003021,0,0.823566,0.880872,1.027077,0
9,0,0.051429,0,0,0.028736,0.045977,0,0.629421,0.665436,0.774997,0
9,0,0.137931,0,0,0.021818,0.110909,0,0.285442,0.289524,0.324943,0
9,0,0.024,0,0,0.008065,0.016129,0,0.301894,0.322136,0.362976,1
9,0,0.104396,0,0,0.00367,0.088073,0,0.436742,0.459684,0.532072,0
9,0.012012,0.005255,0,0.000751,0.001503,0.003005,0,0.642055,0.686252,0.797277,1
9,0.009569,0.028708,0,0,0.019231,0.009615,0,0.381194,0.399520,0.459570,0
9,0,0.171642,0,0,0.022556,0.135338,0,0.269911,0.277485,0.310999,0
9,0.007874,0,0,0,0.007937,0,0,0.046094,0.045907,0.037928,1
9,0.038321,0.012774,0,0,0.003656,0.007313,0,0.261877,0.281120,0.313556,0
9,0.04497,0.004573,0,0,0.000763,0.002288,0,0.478651,0.512796,0.593374,0
9,0.006329,0.006329,0,0,0.012739,0,0,0.391584,0.415669,0.476109,0
9,0,0.044776,0,0,0.026168,0.031776,0,0.288715,0.294268,0.329384,0
9,0,0.015267,0,0,0.023077,0.007692,0,0.518590,0.545278,0.631890,0
9,0,0.042936,0,0,0.009709,0.033287,0,0.583147,0.617756,0.716708,0
9,0.003182,0.005569,0,0,0.003185,0.002389,0,0.742175,0.791465,0.922293,0
9,0,0.012195,0,0,0.01227,0.006135,0,0.612853,0.645444,0.749625,0
9,0.00708,0.086726,0,0,0.019504,0.06383,0,0.233613,0.237431,0.261366,0
9,0,0.027027,0,0,0.018182,0.018182,0,0.420046,0.435591,0.502237,1
9,0,0.032755,0,0,0.005792,0.013514,0,0.371284,0.389691,0.441647,0
9,0.002796,0.00932,0,0.000933,0.003731,0.005597,0,0.771652,0.823848,0.960578,0
9,0,0,0,0,0.020134,0,0,0.524759,0.549992,0.636724,0
9,0.001957,0.048924,0,0,0.017647,0.023529,0,0.266166,0.271074,0.304295,0
9,0,0.108333,0,0,0.02521,0.084034,0,0.399026,0.419341,0.483904,0
9,0,0.118699,0,0,0.006515,0.104235,0,0.455469,0.479482,0.557097,0
9,0.00237,0.004739,0,0,0.005534,0.002372,0,0.758841,0.810543,0.944713,0
9,0,0.005051,0,0,0.030457,0,0,0.633243,0.668878,0.778723,0
9,0,0.099839,0,0,0.004839,0.066129,0,0.291265,0.302830,0.335809,0
9,0,0.076923,0,0,0.015504,0.062016,0,0.360119,0.378495,0.433093,0
9,0,0.108772,0,0,0.010545,0.094903,0,0.468204,0.492469,0.569824,0
9,0.002913,0.009709,0,0,0.002915,0.003887,0,0.800458,0.854985,0.996819,0
9,0,0.038043,0,0,0.027322,0.021858,0,0.611678,0.645685,0.751017,0
9,0,0.171429,0,0,0.013554,0.131024,0,0.284238,0.294050,0.329592,0
9,0,0,0,0,0,0,0,0.358728,0.374822,0.423490,0
9,0,0.09403,0,0,0.00299,0.077728,0,0.512034,0.543120,0.628217,1
9,0.012163,0.004231,0,0,0.004233,0.001587,0,0.713643,0.762692,0.888670,2
9,0,0.036842,0,0,0.005291,0.021164,0,0.549139,0.580680,0.671226,0
9,0,0.149912,0,0,0.022968,0.125442,0,0.278798,0.285495,0.320972,1
9,0,0,0,0,0.012821,0,0,0.486631,0.511986,0.591797,0
9,0.004167,0.120833,0,0,0,0.096033,0,0.418730,0.440364,0.507965,0
9,0.014039,0.00432,0,0,0.001081,0.002162,0,0.616329,0.657628,0.763925,0
9,0,0.064516,0,0,0.019481,0.038961,0,0.562824,0.593478,0.689738,0
9,0.007547,0.090566,0,0,0.015123,0.058601,0,0.176330,0.182096,0.193552,0
9,0,0.008547,0,0,0.017241,0,0,0.244367,0.251513,0.281931,0
9,0.004794,0.078619,0,0,0.004798,0.064299,0,0.398173,0.420709,0.483938,0
9,0.017062,0.011374,0,0,0.001898,0.00759,0,0.628113,0.671115,0.780020,0
9,0,0.00463,0,0,0.046512,0,0,0.565962,0.594186,0.690557,0
9,0.010033,0.128763,0,0,0.01005,0.097152,0,0.234888,0.245575,0.270087,0
9,0.035928,0.005988,0,0,0.006024,0,0,0.326459,0.345046,0.393290,1
9,0.046398,0.021978,0,0,0.003667,0.01467,0,0.203882,0.220905,0.243697,0
9,0.033708,0.003745,0,0,0.00375,0.0025,0,0.447232,0.477979,0.551767,0
9,0.091892,0.005405,0,0,0.021739,0,0,0.360740,0.380333,0.436042,0
9,0,0.101289,0,0,0.01107,0.077491,0,0.216862,0.219935,0.240062,0
9,0,0.025,0,0,0.02521,0.008403,0,0.374390,0.389894,0.446296,0
9,0.017493,0.049563,0,0,0.00292,0.035036,0,0.450679,0.478374,0.551424,0
9,0.01056,0,0,0,0.003171,0,0,0.750951,0.802125,0.935545,0
9,0,0.005525,0,0,0.033333,0,0,0.597069,0.628784,0.731438,0
9,0,0.101868,0,0,0.015306,0.078231,0,0.318573,0.330234,0.372716,0
9,0,0.068966,0,0,0.017391,0.026087,0,0.338991,0.351757,0.400672,0
9,0.007491,0.129213,0,0,0.005629,0.106942,0,0.445384,0.469076,0.542838,0
9,0,0.004594,0,0,0.006897,0.001533,0,0.771941,0.823243,0.959575,1
9,0,0.033149,0,0,0.016667,0.016667,0,0.609645,0.644049,0.749818,0
9,0,0.155738,0,0,0.004926,0.123153,0,0.326502,0.339671,0.383764,0
9,0,0,0,0,0.024194,0,0,0.452316,0.466587,0.535538,0
9,0,0.046434,0,0,0.004983,0.0299,0,0.537196,0.567447,0.657264,0
9,0.001167,0.002334,0,0,0.007009,0.001168,0,0.749256,0.799170,0.931108,0
9,0,0.005587,0,0,0.02809,0,0,0.573548,0.601386,0.699149,0
9,0,0.057301,0,0,0.024074,0.033333,0,0.217071,0.219269,0.238660,0
9,0,0.06,0,0,0.020202,0.030303,0,0.325978,0.336355,0.383080,0
9,0,0.051178,0,0,0.006065,0.039757,0,0.666949,0.709209,0.825421,2
9,0,0.005641,0,0,0.003226,0.001613,0,0.793269,0.846807,0.987194,1
9,0,0,0,0,0.029557,0,0,0.623807,0.657310,0.764608,0
9,0,0.134165,0,0,0.023438,0.095313,0,0.289431,0.301914,0.336572,0
9,0.017391,0.026087,0,0,0.026316,0.008772,0,0.148440,0.146443,0.158576,0
9,0.003883,0.149515,0,0,0.007782,0.128405,0,0.387031,0.405309,0.468338,0
9,0.016018,0.016018,0,0,0.003817,0.008397,0,0.763058,0.815158,0.949986,0
9,0,0.010929,0,0,0.021978,0,0,0.607146,0.639358,0.743174,0
9,0,0.1171,0,0,0.029795,0.07635,0,0.222736,0.225914,0.246829,0
9,0,0.105882,0,0,0.02381,0.083333,0,0.234475,0.234259,0.264395,1
9,0.007987,0.111821,0,0,0.0064,0.096,0,0.382428,0.403066,0.463840,0
9,0,0.00365,0,0,0.01218,0.001218,0,0.736819,0.784121,0.913400,0
9,0,0.011299,0,0,0,0.005682,0,0.598940,0.632649,0.734674,0
9,0,0.123478,0,0,0.013937,0.083624,0,0.312948,0.325475,0.365723,1
9,0.057143,0,0,0,0.009615,0,0,0.217877,0.229007,0.252105,0
9,0.01721,0.039855,0,0,0.00816,0.030825,0,0.594357,0.631935,0.732177,0
9,0.013158,0.003947,0,0.001317,0.003292,0.001317,0,0.637320,0.681111,0.792148,1
9,0,0.00625,0,0,0.025157,0,0,0.585649,0.617213,0.716873,0
9,0.003866,0.060567,0,0,0.009032,0.037419,0,0.252925,0.264121,0.293437,1
9,0.028037,0,0,0,0.037736,0,0,0.309422,0.313955,0.358599,0
9,0.013769,0.010327,0,0,0.008621,0.001724,0,0.443236,0.467200,0.537437,0
9,0.001431,0,0,0,0.001433,0,0,0.810402,0.866413,1.010765,0
9,0,0,0,0,0.035088,0,0,0.612827,0.644608,0.749995,0
9,0,0.026549,0,0,0.014184,0.014184,0,0.298749,0.308426,0.344959,0
9,0.078261,0.017391,0,0,0.008772,0,0,0.185339,0.193476,0.209886,0
9,0.024862,0.012431,0,0,0.002766,0.004149,0,0.254496,0.271814,0.306042,0
9,0.037893,0.012939,0,0,0.0037,0.009251,0,0.590236,0.630025,0.732049,1
9,0,0.018868,0,0,0.037975,0.006329,0,0.499050,0.521714,0.604222,0
9,0.009728,0.083658,0,0,0.017544,0.050682,0,0.159519,0.165367,0.173843,0
9,0,0.07377,0,0,0.041322,0.041322,0,0.427524,0.442128,0.510052,0
9,0,0.095794,0,0,0.007018,0.079532,0,0.604209,0.641783,0.746075,0
9,0.021292,0.003549,0,0,0.004261,0.002131,0,0.660496,0.706393,0.821826,0
9,0.005291,0,0,0,0.037234,0,0,0.495122,0.518361,0.600411,0
9,0,0.105181,0,0,0.014151,0.083333,0,0.257953,0.265592,0.290555,0
9,0,0.048077,0,0,0.019417,0.029126,0,0.312953,0.319164,0.362038,0
9,0,0.07486,0,0,0.005593,0.061521,0,0.577345,0.615075,0.713382,0
9,0,0.008724,0,0,0.002183,0.003275,0,0.782817,0.836304,0.974498,0
9,0,0,0,0,0.012346,0,0,0.529419,0.558288,0.646377,0
9,0.028571,0.078571,0,0,0.019678,0.051878,0,0.192474,0.197879,0.211528,0
9,0,0.048951,0,0,0.021127,0.021127,0,0.443651,0.462759,0.532328,0
9,0.005882,0.086765,0,0,0.002946,0.072165,0,0.457406,0.483258,0.558170,0
9,0,0.006706,0,0,0.005034,0.004195,0,0.793405,0.846176,0.986782,0
9,0,0.012121,0,0,0.02439,0,0,0.564673,0.593594,0.690945,0
9,0,0.071429,0,0,0.007949,0.052464,0,0.298512,0.309384,0.343778,0
9,0.009804,0.039216,0,0,0,0.009901,0,0.103232,0.107178,0.109156,0
9,0.003704,0.087037,0,0,0.009276,0.068646,0,0.359087,0.376832,0.430834,0
9,0,0.00651,0,0,0.007823,0.003911,0,0.763026,0.812538,0.946670,0
9,0,0.050633,0,0,0.038217,0.038217,0,0.544304,0.568989,0.661882,0
9,0.0217,0.084991,0,0,0.012681,0.067029,0,0.138494,0.140734,0.146322,1
9,0,0.06422,0,0,0.018519,0.037037,0,0.373318,0.385477,0.440692,0
9,0,0.127042,0,0,0.005455,0.101818,0,0.488169,0.515824,0.597356,0
9,0,0.009206,0,0,0.004608,0.00576,0,0.801670,0.855580,0.998044,1
9,0,0.024096,0,0,0.006061,0.006061,0,0.614729,0.649200,0.752841,0
9,0,0.108317,0,0,0.011628,0.079457,0,0.245427,0.250959,0.277930,0
9,0,0,0,0,0.032967,0,0,0.302590,0.298595,0.340117,0
9,0.016447,0.095395,0,0,0.004942,0.07743,0,0.465426,0.491137,0.568353,0
9,0.007067,0.005889,0,0,0.004717,0.004717,0,0.744332,0.795588,0.927744,0
9,0,0.005814,0,0,0.017544,0,0,0.437212,0.462374,0.532634,0
9,0.012968,0.100865,0,0,0.012987,0.080808,0,0.222313,0.231817,0.255529,0
9,0,0.010204,0,0,0.020619,0,0,0.142383,0.140003,0.149633,0
9,0.00235,0.052879,0,0,0.005882,0.041176,0,0.583376,0.618937,0.718254,0
9,0,0.00129,0,0,0.002584,0,0,0.762554,0.814606,0.949390,0
9,0.039773,0,0,0,0.022857,0,0,0.368105,0.385870,0.445489,0
9,0.010081,0.032258,0,0,0.022222,0.016162,0,0.233901,0.241112,0.266515,0
9,0,0.043796,0,0,0.014706,0.014706,0,0.468098,0.492146,0.565571,1
9,0,0.030318,0,0,0.005382,0.024951,0,0.739781,0.788245,0.918823,2
9,0,0.007746,0,0,0.002326,0.005426,0,0.808331,0.862983,1.006506,2
9,0,0.006098,0,0,0.04908,0,0,0.518793,0.541217,0.626154,0
9,0,0.128205,0,0,0.020183,0.108257,0,0.283162,0.291867,0.327561,2
9,0,0,0,0,0.056075,0,0,0.370514,0.374213,0.431213,0
9,0,0.050696,0,0,0.00597,0.039801,0,0.603391,0.641535,0.745238,0
9,0.004651,0.002326,0,0,0.006206,0.001552,0,0.745408,0.795369,0.927144,0
9,0,0.00625,0,0,0.018868,0,0,0.591041,0.621212,0.720137,0
9,0,0.149079,0,0,0.015101,0.124161,0,0.249246,0.256474,0.283620,0
9,0,0,0,0,0.048544,0,0,0.433552,0.445552,0.516443,0
