@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.014,0.339,0.647,0.12,0.274,0.227,0.226,2
0.062,0.481,0.457,0.094,0.609,0.139,0.784,1
0.035,0.744,0.221,0.462,0.421,0.257,0.534,1
0.218,0.67,0.112,0.119,0.502,0.218,0.275,1
0.084,0.709,0.207,0.237,0.521,0.213,0.306,1
0.009,0.352,0.639,0.003,0.139,0.218,0.234,1
0.045,0.498,0.457,0.005,0.353,0.436,0.45,2
0.045,0.104,0.85,0.096,0.579,0.127,0.488,2
0.203,0.507,0.29,0.306,0.382,0.205,0.294,2
0.053,0.464,0.482,0.118,0.764,0.12,0.409,1
0.224,0.725,0.051,0.868,0.102,0.2,0.323,1
0.026,0.2,0.774,0.029,0.253,0.205,0.271,2
0.007,0.623,0.37,0,0.788,0.588,0.234,1
0.193,0.748,0.059,0.149,0.818,0.224,0.653,1
0.079,0.673,0.249,0.018,0.335,0.303,0.233,2
0.112,0.661,0.228,0.053,0.475,0.797,0.055,1
0.135,0.757,0.107,0.059,0.584,0.388,0.194,1
0.419,0.53,0.051,0.365,0.626,0.415,0.46,1
0.008,0.808,0.184,0.003,0.688,0.242,0.303,1
0.013,0.087,0.9,0.001,0.198,0.392,0.283,2
0.04,0.401,0.559,0.022,0.272,0.483,0.153,2
0.123,0.712,0.165,0.202,0.711,0.153,0.411,1
0.48,0.401,0.119,0.283,0.667,0.293,0.32,1
0.5,0.336,0.164,0.507,0.39,0.205,0.361,1
0.044,0.838,0.119,0.253,0.704,0.208,0.252,2
0.691,0.228,0.082,0.248,0.624,0.099,0.514,1
0.1,0.038,0.862,0.114,0.385,0.245,0.265,2
0.06,0.76,0.18,0.157,0.57,0.315,0.539,1
0.128,0.75,0.122,0.207,0.718,0.177,0.59,1
0.566,0.377,0.057,0.035,0.796,0.357,0.586,1
0.477,0.278,0.245,0.102,0.739,0.1,0.44,1
0.026,0.71,0.264,0.125,0.291,0.306,0.235,2
0.052,0.535,0.413,0.075,0.791,0.722,0.159,1
0.032,0.789,0.178,0.055,0.671,0.62,0.209,1
0.365,0.57,0.065,0.277,0.678,0.156,0.523,1
0.09,0.826,0.084,0.099,0.721,0.11,0.771,1
0.116,0.722,0.161,0.062,0.651,0.271,0.55,1
0.183,0.769,0.048,0.421,0.481,0.461,0.148,1
0.149,0.818,0.033,0.368,0.585,0.399,0.423,1
0.301,0.501,0.198,0.493,0.414,0.213,0.492,2
0.044,0.697,0.259,0.485,0.297,0.33,0.148,1
0.126,0.829,0.045,0.134,0.808,0.03,0.964,1
0.386,0.527,0.088,0.191,0.674,0.619,0.207,1
0.236,0.679,0.085,0.691,0.277,0.213,0.557,1
0.504,0.05,0.446,0.005,0.284,0.147,0.407,2
0.043,0.681,0.276,0.026,0.016,0.192,0.265,2
0.194,0.64,0.166,0.346,0.619,0.352,0.503,2
0.325,0.567,0.109,0.462,0.458,0.317,0.234,1
0.622,0.346,0.032,0.7,0.239,0.375,0.537,1
0.91,0.07,0.02,0.153,0.615,0.27,0.248,0
0.431,0.519,0.051,0.547,0.375,0.023,0.7,0
0.512,0.482,0.006,0.938,0.061,0.922,0.047,0
0.425,0.553,0.022,0.65,0.207,0.484,0.384,0
0.41,0.2,0.39,0.504,0.45,0.568,0.271,0
0.606,0.36,0.033,0.616,0.382,0.191,0.284,0
0.032,0.181,0.788,0.003,0.056,0.509,0.186,0
0.232,0.389,0.379,0.022,0.829,0.331,0.51,0
0.258,0.25,0.493,0.678,0.291,0.184,0.609,0
0.648,0.304,0.049,0.843,0.144,0.316,0.482,0
0.165,0.823,0.011,0.039,0.951,0.319,0.612,0
0.161,0.746,0.093,0.718,0.274,0.247,0.652,0
0.342,0.461,0.197,0.431,0.521,0.384,0.456,0
0.547,0.446,0.007,0.083,0.914,0.494,0.443,0
0.057,0.578,0.365,0.247,0.655,0.17,0.486,0
0.749,0.147,0.104,0.126,0.521,0.386,0.317,0
0.561,0.399,0.04,0.655,0.235,0.294,0.221,0
0.075,0.608,0.317,0.283,0.709,0.177,0.467,0
