@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.13,0.843,0.027,0.134,0.752,0.162,0.413,0
0.014,0.339,0.647,0.12,0.274,0.227,0.226,2
0.062,0.481,0.457,0.094,0.609,0.139,0.784,1
0.437,0.533,0.029,0.489,0.508,0.102,0.566,0
0.414,0.375,0.211,0.409,0.394,0.147,0.423,0
0.428,0.266,0.306,0.145,0.436,0.343,0.236,0
0.294,0.322,0.384,0.722,0.258,0.223,0.399,0
0.745,0.214,0.041,0.907,0.085,0.132,0.606,0
0.035,0.744,0.221,0.462,0.421,0.257,0.534,1
0.218,0.67,0.112,0.119,0.502,0.218,0.275,1
0.258,0.263,0.479,0.349,0.293,0.195,0.566,0
0.212,0.395,0.393,0.735,0.256,0.12,0.589,0
0.307,0.387,0.306,0.243,0.424,0.131,0.366,0
0.084,0.709,0.207,0.237,0.521,0.213,0.306,1
0.321,0.396,0.284,0.338,0.634,0.108,0.517,0
0.009,0.352,0.639,0.003,0.139,0.218,0.234,1
0.045,0.498,0.457,0.005,0.353,0.436,0.45,2
0.045,0.104,0.85,0.096,0.579,0.127,0.488,2
0.203,0.507,0.29,0.306,0.382,0.205,0.294,2
0.294,0.611,0.095,0.764,0.21,0.262,0.562,0
0.053,0.464,0.482,0.118,0.764,0.12,0.409,1
0.224,0.725,0.051,0.868,0.102,0.2,0.323,1
0.353,0.283,0.364,0.651,0.29,0.351,0.453,0
0.699,0.224,0.077,0.572,0.359,0.217,0.423,0
0.29,0.346,0.364,0.656,0.251,0.363,0.22,0
0.41,0.2,0.39,0.504,0.45,0.568,0.271,0
0.408,0.473,0.12,0.326,0.644,0.31,0.522,0
0.439,0.087,0.474,0.451,0.33,0.313,0.417,0
0.699,0.241,0.06,0.3,0.616,0.486,0.407,0
0.387,0.312,0.301,0.928,0.038,0.616,0.252,0
0.596,0.26,0.144,0.798,0.124,0.204,0.325,0
0.17,0.799,0.031,0.697,0.167,0.192,0.295,0
0.026,0.2,0.774,0.029,0.253,0.205,0.271,2
0.007,0.623,0.37,0,0.788,0.588,0.234,1
0.081,0.034,0.885,0.359,0.582,0.93,0.022,0
0.089,0.733,0.177,0.166,0.828,0.359,0.555,0
0.186,0.498,0.316,0.845,0.098,0.698,0.012,0
0.193,0.748,0.059,0.149,0.818,0.224,0.653,1
0.079,0.673,0.249,0.018,0.335,0.303,0.233,2
0.304,0.282,0.414,0.315,0.64,0.431,0.228,0
0.147,0.574,0.279,0.131,0.812,0.467,0.416,0
0.112,0.661,0.228,0.053,0.475,0.797,0.055,1
0.171,0.82,0.008,0.113,0.873,0.616,0.151,0
0.135,0.757,0.107,0.059,0.584,0.388,0.194,1
0.701,0.114,0.185,0.651,0.323,0.478,0.268,0
0.419,0.53,0.051,0.365,0.626,0.415,0.46,1
0.023,0.203,0.774,0.002,0.057,0.283,0.293,0
0.737,0.254,0.009,0.695,0.283,0.222,0.283,0
0.677,0.036,0.287,0.169,0.578,0.497,0.327,0
0.342,0.461,0.197,0.431,0.521,0.384,0.456,0
0.425,0.553,0.022,0.65,0.207,0.484,0.384,0
0.805,0.176,0.019,0.522,0.296,0.417,0.185,0
0.623,0.063,0.315,0.408,0.533,0.33,0.393,0
0.535,0.333,0.131,0.683,0.297,0.211,0.575,0
0.596,0.387,0.017,0.927,0.07,0.767,0.17,0
0.835,0.069,0.096,0.65,0.335,0.213,0.445,0
0.498,0.136,0.366,0.776,0.075,0.199,0.253,0
0.133,0.774,0.094,0.221,0.74,0.196,0.491,0
0.008,0.808,0.184,0.003,0.688,0.242,0.303,1
0.013,0.087,0.9,0.001,0.198,0.392,0.283,2
0.589,0.383,0.028,0.51,0.475,0.659,0.279,0
0.855,0.065,0.08,0.332,0.623,0.289,0.422,0
0.331,0.656,0.013,0.613,0.339,0.536,0.15,0
0.94,0.021,0.039,0.839,0.087,0.972,0.008,0
0.398,0.425,0.177,0.262,0.721,0.458,0.382,0
0.901,0.094,0.005,0.92,0.053,0.745,0.158,0
0.26,0.522,0.218,0.079,0.458,0.227,0.334,0
0.523,0.441,0.035,0.309,0.379,0.397,0.474,0
0.749,0.147,0.104,0.126,0.521,0.386,0.317,0
0.561,0.399,0.04,0.655,0.235,0.294,0.221,0
0.319,0.137,0.543,0.187,0.589,0.705,0.143,0
0.507,0.236,0.257,0.482,0.494,0.653,0.251,0
0.04,0.401,0.559,0.022,0.272,0.483,0.153,2
0.648,0.304,0.049,0.843,0.144,0.316,0.482,0
0.273,0.704,0.024,0.385,0.614,0.158,0.262,0
0.428,0.071,0.502,0.5,0.414,0.599,0.213,0
0.431,0.519,0.051,0.547,0.375,0.023,0.7,0
0.704,0.27,0.026,0.731,0.259,0.209,0.389,0
0.434,0.539,0.027,0.686,0.248,0.241,0.301,0
0.872,0.028,0.1,0.468,0.483,0.736,0.133,0
0.123,0.712,0.165,0.202,0.711,0.153,0.411,1
0.48,0.401,0.119,0.283,0.667,0.293,0.32,1
0.992,0.005,0.003,0.222,0.667,0.887,0.058,0
0.153,0.834,0.013,0.441,0.557,0.394,0.457,0
0.085,0.781,0.134,0.668,0.305,0.349,0.185,0
0.075,0.608,0.317,0.283,0.709,0.177,0.467,0
0.679,0.32,0.001,0.668,0.326,0.201,0.255,0
0.897,0.074,0.029,0.778,0.203,0.82,0.11,0
0.452,0.398,0.15,0.798,0.141,0.261,0.562,0
0.5,0.336,0.164,0.507,0.39,0.205,0.361,1
0.044,0.838,0.119,0.253,0.704,0.208,0.252,2
0.691,0.228,0.082,0.248,0.624,0.099,0.514,1
0.153,0.82,0.027,0.315,0.533,0.316,0.241,0
0.618,0.357,0.025,0.57,0.186,0.561,0.049,0
0.42,0.322,0.258,0.036,0.516,0.222,0.405,0
0.1,0.038,0.862,0.114,0.385,0.245,0.265,2
0.29,0.648,0.062,0.175,0.784,0.399,0.412,0
0.576,0.405,0.019,0.444,0.401,0.076,0.411,0
0.627,0.341,0.032,0.343,0.607,0.55,0.349,0
0.543,0.343,0.114,0.799,0.188,0.222,0.302,0
0.473,0.062,0.465,0.548,0.282,0.909,0.052,0
0.559,0.356,0.085,0.796,0.18,0.558,0.354,0
0.324,0.103,0.573,0.052,0.675,0.125,0.377,0
0.06,0.76,0.18,0.157,0.57,0.315,0.539,1
0.76,0.097,0.143,0.818,0.178,0.098,0.492,0
0.128,0.75,0.122,0.207,0.718,0.177,0.59,1
0.307,0.122,0.572,0.13,0.863,0.551,0.284,0
0.566,0.377,0.057,0.035,0.796,0.357,0.586,1
0.38,0.571,0.048,0.455,0.541,0.587,0.243,0
0.097,0.823,0.08,0.269,0.641,0.554,0.155,0
0.513,0.189,0.297,0.627,0.355,0.48,0.357,0
0.643,0.147,0.21,0.485,0.153,0.245,0.365,0
0.144,0.732,0.124,0.462,0.392,0.236,0.285,0
0.398,0.436,0.166,0.381,0.424,0.374,0.436,0
0.457,0.393,0.149,0.584,0.264,0.113,0.636,0
0.636,0.233,0.131,0.594,0.383,0.408,0.45,0
0.166,0.5,0.334,0.416,0.577,0.307,0.366,0
0.85,0.016,0.134,0.116,0.875,0.097,0.457,0
0.504,0.362,0.134,0.753,0.179,0.257,0.266,0
0.09,0.566,0.344,0.074,0.543,0.274,0.467,0
0.283,0.661,0.056,0.924,0.056,0.202,0.249,0
0.477,0.278,0.245,0.102,0.739,0.1,0.44,1
0.026,0.71,0.264,0.125,0.291,0.306,0.235,2
0.536,0.199,0.265,0.874,0.101,0.219,0.421,0
0.062,0.488,0.45,0.128,0.524,0.441,0.366,0
0.837,0.079,0.084,0.535,0.455,0.073,0.48,0
0.465,0.505,0.03,0.592,0.379,0.313,0.296,0
0.142,0.779,0.08,0.426,0.559,0.306,0.517,0
0.052,0.535,0.413,0.075,0.791,0.722,0.159,1
0.859,0.04,0.101,0.694,0.29,0.09,0.495,0
