@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.038,0.326,0.636,0.209,0.279,2
0.264,0.484,0.252,0.476,0.33,1
0.049,0.773,0.178,0.371,0.491,1
0.105,0.644,0.251,0.12,0.584,1
0.049,0.77,0.181,0.159,0.645,1
0.066,0.293,0.641,0.036,0.18,1
0.376,0.269,0.355,0.058,0.375,2
0.115,0.073,0.812,0.086,0.712,2
0.119,0.529,0.352,0.306,0.519,2
0.06,0.514,0.426,0.166,0.693,1
0.041,0.848,0.111,0.587,0.314,1
0.06,0.189,0.751,0.13,0.226,2
0.062,0.513,0.425,0.004,0.799,1
0.245,0.664,0.091,0.077,0.903,1
0.024,0.772,0.204,0.024,0.395,2
0.18,0.487,0.333,0.086,0.514,1
0.075,0.739,0.186,0.184,0.58,1
0.524,0.418,0.059,0.429,0.544,1
0.021,0.774,0.205,0.022,0.655,1
0.03,0.094,0.875,0.002,0.239,2
0.148,0.267,0.586,0.177,0.179,2
0.128,0.637,0.235,0.173,0.781,1
0.315,0.564,0.122,0.078,0.879,1
0.6,0.247,0.153,0.438,0.426,1
0.077,0.813,0.109,0.111,0.854,2
0.238,0.581,0.181,0.584,0.305,1
0.055,0.045,0.9,0.201,0.45,2
0.176,0.661,0.163,0.359,0.405,1
0.192,0.648,0.16,0.082,0.87,1
0.26,0.645,0.096,0.182,0.694,1
0.61,0.196,0.194,0.176,0.694,1
0.048,0.661,0.29,0.059,0.476,2
0.103,0.461,0.435,0.093,0.712,1
0.07,0.683,0.247,0.096,0.676,1
0.324,0.584,0.092,0.602,0.336,1
0.075,0.785,0.139,0.209,0.694,1
0.202,0.648,0.15,0.126,0.66,1
0.127,0.828,0.046,0.193,0.694,1
0.229,0.727,0.043,0.115,0.823,1
0.268,0.533,0.199,0.292,0.578,2
0.082,0.653,0.264,0.137,0.559,1
0.154,0.779,0.067,0.158,0.792,1
0.569,0.331,0.1,0.19,0.71,1
0.28,0.646,0.075,0.342,0.588,1
0.333,0.073,0.594,0.437,0.098,2
0.046,0.673,0.282,0.306,0.013,2
0.395,0.467,0.138,0.292,0.655,2
0.246,0.596,0.157,0.2,0.694,1
0.586,0.369,0.045,0.492,0.391,1
0.351,0.479,0.17,0.71,0.173,0
0.68,0.268,0.052,0.812,0.157,0
0.725,0.236,0.039,0.235,0.755,0
0.139,0.804,0.056,0.088,0.894,0
0.688,0.269,0.043,0.597,0.31,0
0.846,0.094,0.06,0.604,0.209,0
0.145,0.108,0.747,0.089,0.713,0
0.148,0.763,0.09,0.371,0.556,0
0.685,0.197,0.118,0.534,0.405,0
0.406,0.223,0.371,0.25,0.435,0
0.401,0.572,0.026,0.883,0.071,0
0.655,0.275,0.07,0.544,0.375,0
0.195,0.605,0.2,0.271,0.466,0
0.459,0.523,0.018,0.979,0.02,0
0.028,0.906,0.065,0.354,0.557,0
0.204,0.694,0.102,0.289,0.644,0
0.376,0.328,0.296,0.15,0.43,0
0.238,0.699,0.063,0.71,0.125,0
0.86,0.074,0.065,0.557,0.364,0
0.069,0.858,0.073,0.789,0.132,0
