@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.028,0.327,0.645,0.071,0.477,0.268,0.215,2
0.038,0.505,0.456,0.133,0.614,0.205,0.713,1
0.168,0.709,0.124,0.371,0.458,0.293,0.498,1
0.093,0.702,0.205,0.079,0.656,0.242,0.226,1
0.032,0.741,0.227,0.215,0.634,0.264,0.238,1
0.025,0.327,0.648,0.009,0.213,0.268,0.212,1
0.144,0.467,0.389,0.06,0.311,0.146,0.637,2
0.046,0.078,0.876,0.066,0.719,0.176,0.431,2
0.123,0.475,0.402,0.192,0.629,0.239,0.224,2
0.021,0.524,0.454,0.113,0.835,0.229,0.323,1
0.153,0.777,0.069,0.377,0.495,0.23,0.235,1
0.014,0.185,0.801,0.025,0.355,0.26,0.221,2
0.006,0.615,0.379,0.058,0.776,0.145,0.501,1
0.038,0.843,0.12,0.156,0.794,0.057,0.824,1
0.015,0.772,0.213,0.012,0.395,0.238,0.264,2
0.12,0.652,0.228,0.192,0.489,0.11,0.561,1
0.051,0.783,0.167,0.068,0.669,0.205,0.294,1
0.338,0.598,0.065,0.836,0.153,0.147,0.592,1
0.004,0.812,0.184,0.07,0.691,0.269,0.238,1
0.01,0.087,0.903,0.013,0.27,0.212,0.453,2
0.027,0.394,0.58,0.066,0.377,0.271,0.371,2
0.15,0.647,0.202,0.186,0.772,0.244,0.327,1
0.607,0.291,0.102,0.145,0.777,0.236,0.281,1
0.436,0.341,0.223,0.365,0.472,0.257,0.325,1
0.069,0.829,0.102,0.233,0.736,0.283,0.204,2
0.174,0.559,0.267,0.199,0.702,0.193,0.398,1
0.056,0.009,0.935,0.095,0.538,0.276,0.227,2
0.157,0.725,0.118,0.576,0.309,0.235,0.483,1
0.148,0.687,0.165,0.119,0.789,0.164,0.541,1
0.074,0.762,0.164,0.344,0.498,0.166,0.64,1
0.571,0.217,0.212,0.196,0.68,0.225,0.354,1
0.029,0.7,0.271,0.024,0.481,0.262,0.249,2
0.097,0.527,0.376,0.247,0.618,0.614,0.261,1
0.071,0.784,0.145,0.212,0.61,0.194,0.476,1
0.22,0.718,0.062,0.219,0.734,0.298,0.474,1
0.021,0.847,0.133,0.043,0.775,0.113,0.719,1
0.091,0.748,0.161,0.136,0.671,0.228,0.517,1
0.111,0.846,0.043,0.221,0.648,0.224,0.314,1
0.093,0.883,0.024,0.169,0.72,0.214,0.587,1
0.362,0.482,0.156,0.369,0.487,0.36,0.47,2
0.112,0.661,0.226,0.06,0.624,0.239,0.226,1
0.097,0.857,0.046,0.393,0.55,0.242,0.544,1
0.409,0.466,0.125,0.225,0.625,0.184,0.515,1
0.332,0.6,0.068,0.366,0.544,0.206,0.295,1
0.274,0.021,0.705,0.165,0.108,0.221,0.341,2
0.046,0.666,0.288,0.012,0.113,0.24,0.211,2
0.24,0.607,0.154,0.521,0.431,0.286,0.495,2
0.178,0.662,0.16,0.129,0.713,0.258,0.255,1
0.539,0.415,0.046,0.191,0.657,0.244,0.545,1
0.487,0.421,0.092,0.2,0.543,0.22,0.243,0
0.479,0.438,0.083,0.588,0.314,0.36,0.489,0
0.577,0.294,0.13,0.595,0.356,0.239,0.499,0
0.081,0.868,0.051,0.451,0.426,0.131,0.56,0
0.05,0.89,0.06,0.14,0.765,0.208,0.329,0
0.096,0.854,0.05,0.387,0.579,0.16,0.514,0
0.447,0.492,0.061,0.708,0.251,0.313,0.236,0
0.744,0.201,0.055,0.473,0.42,0.343,0.497,0
0.894,0.06,0.045,0.241,0.536,0.334,0.424,0
0.434,0.463,0.103,0.328,0.578,0.3,0.528,0
0.563,0.165,0.271,0.276,0.674,0.477,0.343,0
0.214,0.033,0.754,0.442,0.395,0.255,0.421,0
0.356,0.415,0.229,0.562,0.393,0.302,0.486,0
0.546,0.328,0.125,0.225,0.607,0.277,0.529,0
0.174,0.788,0.038,0.341,0.464,0.362,0.439,0
0.784,0.118,0.098,0.534,0.408,0.302,0.235,0
0.773,0.039,0.188,0.627,0.334,0.398,0.408,0
0.585,0.249,0.166,0.814,0.168,0.322,0.492,0
