@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.003171,0,0.008883,0,0.668475,0.714351,0.825197,0
0.003448,0,0.001151,0,0.763610,0.819629,0.949071,0
0.010526,0,0.010582,0,0.417229,0.439882,0.504753,0
0.003049,0,0.015267,0,0.290057,0.299567,0.332842,0
0,0,0.018349,0,0.345125,0.362381,0.409600,0
0,0,0.00292,0,0.617001,0.658538,0.759277,0
0.03166,0,0.001546,0,0.603564,0.648096,0.747408,0
0,0,0.006289,0,0.565819,0.602555,0.695859,0
0,0,0.009074,0,0.284688,0.292925,0.327158,0
0,0,0.033613,0,0.362315,0.373282,0.425122,0
0.007207,0,0.005415,0,0.425811,0.449629,0.513415,0
0.002375,0,0.001189,0,0.821039,0.881874,1.023004,0
0,0,0.031847,0,0.577703,0.611955,0.703946,0
0,0,0.010969,0,0.274097,0.282812,0.314860,0
0,0,0.008403,0,0.454474,0.478285,0.551024,2
0.001348,0,0.00135,0,0.467958,0.500446,0.574552,0
0.000425,0,0.003825,0,0.741193,0.794108,0.919215,1
0,0,0.023148,0,0.546511,0.578185,0.669173,2
0.030176,0,0.006711,0,0.365411,0.384288,0.437354,2
0,0,0.027523,0,0.239692,0.239318,0.267030,0
0,0,0.008929,0,0.502537,0.532332,0.611583,0
0.044004,0,0.001101,0,0.513343,0.550934,0.633241,0
0.074713,0,0.046243,0,0.387796,0.402468,0.459451,0
0.007564,0,0.015152,0,0.320946,0.335014,0.375706,0
0.041667,0,0.010526,0,0.199908,0.204547,0.222028,0
0.004004,0,0.003006,0,0.655127,0.701146,0.808961,0
0,0,0.00095,0,0.823216,0.884024,1.024217,0
0,0,0.037037,0,0.604443,0.640058,0.739037,0
0,0,0.010799,0,0.232658,0.234682,0.255892,0
0,0,0.019608,0,0.226251,0.232895,0.256990,0
0.013464,0,0.007353,0,0.501966,0.534077,0.613890,0
0.017189,0,0.001012,0,0.716620,0.769584,0.890979,0
0.038835,0,0.009756,0,0.372728,0.396669,0.451949,0
0.013722,0,0.024055,0,0.233225,0.234832,0.255415,0
0.038647,0,0.009709,0,0.500179,0.534551,0.615296,2
0,0,0.007843,0,0.409316,0.431834,0.490054,0
0,0,0,0,0.830626,0.892307,1.033909,0
0,0,0.032258,0,0.508028,0.537884,0.619574,0
0,0,0.023758,0,0.273153,0.280873,0.307927,0
0,0,0,0,0.111378,0.113697,0.117325,0
0,0,0.007407,0,0.570698,0.609553,0.702649,0
0.007154,0,0.001591,0,0.686310,0.736677,0.851270,0
0.017647,0,0.023669,0,0.494788,0.521560,0.600318,0
0,0,0.03118,0,0.216853,0.215362,0.237695,0
0,0,0,0,0.438745,0.463004,0.527365,0
0,0,0.007952,0,0.548064,0.583392,0.669536,0
0,0,0.002857,0,0.868758,0.932898,1.082441,0
0,0,0.019608,0,0.573190,0.606399,0.700229,0
0,0,0.013582,0,0.309089,0.317021,0.354063,1
0,0,0,0,0.427275,0.452434,0.514670,2
0,0,0.003932,0,0.566474,0.603592,0.693345,1
0.007042,0,0.002643,0,0.645577,0.692568,0.801737,1
0.027933,0,0.033708,0,0.417413,0.436641,0.501872,0
0.023256,0,0.004237,0,0.151663,0.161865,0.169146,0
0.04918,0,0.016529,0,0.239502,0.250576,0.282750,0
0.00846,0,0.001695,0,0.410070,0.441117,0.505351,0
0.002894,0,0.001449,0,0.808040,0.868158,1.006107,0
0.011494,0,0.034682,0,0.406884,0.426139,0.485637,0
0,0,0.014842,0,0.223687,0.226228,0.245795,0
0,0,0,0,0.527821,0.561418,0.645264,1
0,0,0.007133,0,0.598929,0.638107,0.735745,2
0,0,0,0,0.855813,0.919088,1.066118,1
0,0,0.025641,0,0.604907,0.641135,0.737745,0
0,0,0.017685,0,0.298178,0.305411,0.339407,2
0,0,0.019608,0,0.385556,0.399047,0.453195,0
0.005222,0,0.005229,0,0.572265,0.609845,0.703240,1
0,0,0.00417,0,0.819519,0.878702,1.018968,2
0,0,0.028249,0,0.622153,0.660563,0.761372,1
0,0,0.012545,0,0.205064,0.207530,0.222837,1
0,0,0.008547,0,0.376844,0.394550,0.454953,2
0,0,0.001208,0,0.429156,0.455273,0.523005,1
0.020647,0,0,0,0.648299,0.696355,0.804365,0
0,0,0.012903,0,0.628508,0.667912,0.769367,0
0,0,0.017986,0,0.310655,0.318686,0.357681,2
0.119658,0,0,0,0.128911,0.132871,0.141527,0
0,0,0.003106,0,0.595445,0.636547,0.733143,0
0.00309,0,0.004329,0,0.766195,0.821725,0.952185,2
0,0,0.016854,0,0.629369,0.667337,0.770578,0
0.021127,0,0.010582,0,0.193311,0.200149,0.214187,0
0.018868,0,0,0,0.340293,0.361653,0.406584,0
0,0,0.002967,0,0.586172,0.624200,0.720060,0
0,0,0,0,0.832229,0.893542,1.035801,0
0,0,0.034483,0,0.563794,0.595198,0.685945,0
0,0,0.028455,0,0.224491,0.226177,0.246165,0
0,0,0.028302,0,0.224916,0.228800,0.254138,0
0,0,0.011309,0,0.549843,0.583193,0.670234,0
0,0,0.003333,0,0.750693,0.804559,0.931125,0
0.016129,0,0.043243,0,0.448324,0.471447,0.542108,0
0,0,0.02649,0,0.219919,0.221825,0.242726,0
0,0,0,0,0.473815,0.504606,0.579573,1
0,0,0,0,0.639657,0.683874,0.790510,0
0,0,0,0,0.825078,0.886058,1.027077,0
0,0,0.028736,0,0.630607,0.669691,0.774997,0
0,0,0.021818,0,0.285980,0.291503,0.324943,0
0,0,0.008065,0,0.302112,0.323144,0.362976,1
0,0,0.00367,0,0.437692,0.462401,0.532072,0
0.012012,0,0.001503,0,0.643127,0.690130,0.797277,1
0.009569,0,0.019231,0,0.381808,0.402111,0.459570,0
0,0,0.022556,0,0.270536,0.278954,0.310999,0
0.007874,0,0.007937,0,0.045800,0.045480,0.037928,1
0.038321,0,0.003656,0,0.261933,0.281440,0.313556,0
0.04497,0,0.000763,0,0.479413,0.515524,0.593374,0
0.006329,0,0.012739,0,0.392044,0.417596,0.476109,0
0,0,0.026168,0,0.289166,0.296218,0.329384,0
0,0,0.023077,0,0.519488,0.548841,0.631890,0
0,0,0.009709,0,0.584264,0.621481,0.716708,0
0.003182,0,0.003185,0,0.743506,0.796248,0.922293,0
0,0,0.01227,0,0.613882,0.649726,0.749625,0
0.00708,0,0.019504,0,0.234060,0.238768,0.261366,0
0,0,0.018182,0,0.420718,0.438734,0.502237,1
0,0,0.005792,0,0.371935,0.391801,0.441647,0
0.002796,0,0.003731,0,0.773055,0.828767,0.960578,0
0,0,0.020134,0,0.525619,0.553708,0.636724,0
0.001957,0,0.017647,0,0.266644,0.272784,0.304295,0
0,0,0.02521,0,0.399794,0.421902,0.483904,0
0,0,0.006515,0,0.456478,0.482362,0.557097,0
0.00237,0,0.005534,0,0.760216,0.815387,0.944713,0
0,0,0.030457,0,0.634397,0.673200,0.778723,0
0,0,0.004839,0,0.291862,0.304205,0.335809,0
0,0,0.015504,0,0.360800,0.380619,0.433093,0
0,0,0.010545,0,0.469197,0.495452,0.569824,0
0.002913,0,0.002915,0,0.801916,0.860092,0.996819,0
0,0,0.027322,0,0.612808,0.649843,0.751017,0
0,0,0.013554,0,0.284915,0.295545,0.329592,0
0,0,0,0,0.359258,0.376994,0.423490,0
0,0,0.00299,0,0.513089,0.546171,0.628217,1
0.012163,0,0.004233,0,0.714914,0.767212,0.888670,2
0,0,0.005291,0,0.550060,0.584160,0.671226,0
0,0,0.022968,0,0.279411,0.287147,0.320972,1
0,0,0.012821,0,0.487418,0.515314,0.591797,0
0.004167,0,0,0,0.419688,0.442852,0.507965,0
0.014039,0,0.001081,0,0.617385,0.661485,0.763925,0
0,0,0.019481,0,0.563923,0.597205,0.689738,0
0.007547,0,0.015123,0,0.176430,0.182232,0.193552,0
0,0,0.03125,0,0.544633,0.575046,0.661247,1
0,0,0.003552,0,0.430321,0.453022,0.521782,0
0.000997,0,0.003992,0,0.771051,0.827009,0.956928,0
0,0,0.02551,0,0.619532,0.655636,0.757328,0
0,0,0.014469,0,0.267919,0.277251,0.309748,0
0,0,0.017241,0,0.244669,0.253144,0.281931,0
0.004794,0,0.004798,0,0.398941,0.422932,0.483938,0
0.017062,0,0.001898,0,0.629220,0.674982,0.780020,0
0,0,0.046512,0,0.566978,0.598188,0.690557,0
0.010033,0,0.01005,0,0.235243,0.246168,0.270087,0
0.035928,0,0.006024,0,0.326793,0.346873,0.393290,1
0.046398,0,0.003667,0,0.203810,0.220875,0.243697,0
0.033708,0,0.00375,0,0.447922,0.480595,0.551767,0
0.091892,0,0.021739,0,0.361183,0.382540,0.436042,0
0,0,0.01107,0,0.217295,0.221057,0.240062,0
0,0,0.02521,0,0.374940,0.392525,0.446296,0
0.017493,0,0.00292,0,0.451498,0.481052,0.551424,0
0.01056,0,0.003171,0,0.752305,0.806924,0.935545,0
0,0,0.033333,0,0.598130,0.632961,0.731438,0
0,0,0.015306,0,0.319226,0.332039,0.372716,0
0,0,0.017391,0,0.339521,0.354060,0.400672,0
0.007491,0,0.005629,0,0.446407,0.471746,0.542838,0
0,0,0.006897,0,0.773330,0.828232,0.959575,1
0,0,0.016667,0,0.610805,0.648131,0.749818,0
0,0,0.004926,0,0.327222,0.341454,0.383764,0
0,0,0.024194,0,0.452998,0.470054,0.535538,0
0,0,0.004983,0,0.538255,0.570855,0.657264,0
0.001167,0,0.007009,0,0.750606,0.803992,0.931108,0
0,0,0.02809,0,0.574555,0.605538,0.699149,0
0,0,0.024074,0,0.217476,0.220441,0.238660,0
0,0,0.020202,0,0.326565,0.338604,0.383080,0
0,0,0.006065,0,0.668245,0.713440,0.825421,2
0,0,0.003226,0,0.794709,0.851900,0.987194,1
0,0,0.029557,0,0.624927,0.661653,0.764608,0
0,0,0.023438,0,0.290007,0.303156,0.336572,0
0.017391,0,0.026316,0,0.148600,0.147535,0.158576,0
0.003883,0,0.007782,0,0.387913,0.407639,0.468338,0
0.016018,0,0.003817,0,0.764449,0.819995,0.949986,0
0,0,0.021978,0,0.608200,0.643645,0.743174,0
0,0,0.029795,0,0.223175,0.227044,0.246829,0
0,0,0.02381,0,0.234977,0.236061,0.264395,1
0.007987,0,0.0064,0,0.383173,0.405215,0.463840,0
0,0,0.01218,0,0.738135,0.788975,0.913400,0
0,0,0,0,0.599956,0.636782,0.734674,0
0,0,0.013937,0,0.313602,0.327103,0.365723,1
0.028037,0,0.037736,0,0.309766,0.316642,0.358599,0
0.013769,0,0.008621,0,0.444047,0.469939,0.537437,0
0.001431,0,0.001433,0,0.811877,0.871567,1.010765,0
0,0,0.035088,0,0.613940,0.648872,0.749995,0
0,0,0.014184,0,0.299268,0.310157,0.344959,0
0.078261,0,0.008772,0,0.185365,0.193962,0.209886,0
0.024862,0,0.002766,0,0.254696,0.272612,0.306042,0
0.037893,0,0.0037,0,0.591267,0.633688,0.732049,1
0,0,0.037975,0,0.499878,0.525346,0.604222,0
0.009728,0,0.017544,0,0.159482,0.165206,0.173843,0
0,0,0.041322,0,0.428300,0.445278,0.510052,0
0,0,0.007018,0,0.605445,0.645541,0.746075,0
0.021292,0,0.004261,0,0.661662,0.710489,0.821826,0
0.005291,0,0.037234,0,0.495925,0.521768,0.600411,0
0,0,0.014151,0,0.258504,0.266782,0.290555,0
0,0,0.019417,0,0.313389,0.321604,0.362038,0
0,0,0.005593,0,0.578445,0.618480,0.713382,0
0,0,0.002183,0,0.784233,0.841284,0.974498,0
0,0,0.012346,0,0.530266,0.561558,0.646377,0
0.028571,0,0.019678,0,0.192594,0.198252,0.211528,0
0,0,0.021127,0,0.444396,0.465866,0.532328,0
0.005882,0,0.002946,0,0.458325,0.485924,0.558170,0
0,0,0.005034,0,0.794834,0.851339,0.986782,0
0,0,0.02439,0,0.565706,0.597565,0.690945,0
0,0,0.007949,0,0.299086,0.310929,0.343778,0
0.009804,0,0,0,0.103139,0.106887,0.109156,0
0.003704,0,0.009276,0,0.359846,0.378927,0.430834,0
0,0,0.007823,0,0.764379,0.817539,0.946670,0
0,0,0.038217,0,0.545361,0.572885,0.661882,0
0.0217,0,0.012681,0,0.138483,0.140678,0.146322,1
0,0,0.018519,0,0.374004,0.388058,0.440692,0
0,0,0.005455,0,0.489247,0.518778,0.597356,0
0,0,0.004608,0,0.803123,0.860762,0.998044,1
0,0,0.006061,0,0.615760,0.653410,0.752841,0
0,0,0.011628,0,0.245920,0.252327,0.277930,0
0,0,0.032967,0,0.302965,0.301588,0.340117,0
0.016447,0,0.004942,0,0.466433,0.493934,0.568353,0
0.007067,0,0.004717,0,0.745671,0.800331,0.927744,0
0,0,0.017544,0,0.437763,0.464823,0.532634,0
0.012968,0,0.012987,0,0.222653,0.232592,0.255529,0
0,0,0.020619,0,0.142539,0.140954,0.149633,0
0.00235,0,0.005882,0,0.584528,0.622540,0.718254,0
0,0,0.002584,0,0.763920,0.819461,0.949390,0
0.039773,0,0.022857,0,0.368676,0.388267,0.445489,0
0.010081,0,0.022222,0,0.234196,0.242179,0.266515,0
0,0,0.014706,0,0.468926,0.495082,0.565571,1
0,0,0.005382,0,0.741177,0.792982,0.918823,2
0,0,0.002326,0,0.809809,0.868163,1.006506,2
0,0,0.04908,0,0.519628,0.545077,0.626154,0
0,0,0.020183,0,0.283696,0.293386,0.327561,2
0,0,0.056075,0,0.371119,0.377455,0.431213,0
0,0,0.00597,0,0.604510,0.645235,0.745238,0
0.004651,0,0.006206,0,0.746740,0.800196,0.927144,0
0,0,0.018868,0,0.592037,0.625383,0.720137,0
0,0,0.015101,0,0.249821,0.257669,0.283620,0
0,0,0.048544,0,0.434360,0.448992,0.516443,0
0,0,0.005935,0,0.524844,0.557824,0.640053,0
0,0,0.002622,0,0.739683,0.793193,0.917777,0
0,0,0.02454,0,0.616983,0.652177,0.751429,0
0,0,0.020408,0,0.223341,0.226972,0.247764,0
0,0,0.008547,0,0.381506,0.398713,0.451978,0
0.005731,0,0.007174,0,0.431107,0.456859,0.523289,0
0.02607,0,0.002676,0,0.758636,0.814387,0.944003,1
0.040541,0,0.020408,0,0.240059,0.252539,0.284537,0
0,0,0.017606,0,0.263222,0.271883,0.300787,0
0.009174,0,0,0,0.039997,0.051917,0.040574,0
0.015203,0,0,0,0.035730,0.047202,0.035687,0
0.056202,0,0,0,0.019890,0.025558,0.017526,0
0.024845,0,0,0,0.030515,0.038825,0.030062,0
0,0,0.021382,0,0.258635,0.263838,0.291226,0
0.06,0,0.030303,0,0.079574,0.073427,0.071164,0
0,0,0.020755,0,0.426346,0.447449,0.510856,0
0,0,0,0,0.793308,0.851423,0.987676,0
0.028736,0,0.028902,0,0.445327,0.468105,0.536428,0
0.004702,0,0.012559,0.00157,0.254024,0.268034,0.292516,1
0.016529,0,0,0,0.164212,0.172188,0.187998,0
0.040706,0.001359,0.006793,0,0.267156,0.283821,0.319124,1
0.015512,0,0,0,0.701664,0.753928,0.871927,0
0,0,0.026316,0,0.581335,0.613184,0.707566,0
0.026534,0,0.009129,0,0.553550,0.590278,0.677888,0
0,0,0.025974,0,0.179121,0.175831,0.189368,0
0,0,0.008991,0,0.547592,0.582659,0.669310,0
0.035813,0,0.001838,0.000919,0.645696,0.693201,0.801527,1
0,0,0.041958,0,0.472721,0.492970,0.566552,0
0,0,0.01848,0,0.228621,0.230099,0.251042,0
0,0,0.020202,0,0.359745,0.374262,0.427161,0
0,0,0.01487,0,0.389529,0.408523,0.467442,0
0.008043,0,0.006711,0,0.750545,0.804562,0.931638,0
0,0,0.031056,0,0.562432,0.592672,0.683830,0
0,0,0.023033,0,0.268361,0.274840,0.301246,0
0,0,0.007143,0,0.422675,0.448523,0.509489,1
0.003831,0,0.002558,0,0.537379,0.570677,0.658569,2
0.00252,0,0.001261,0,0.794765,0.852571,0.988380,2
0,0,0.010582,0,0.313257,0.337335,0.381796,0
0,0,0.013769,0,0.276873,0.291894,0.325884,2
0,0,0.023622,0,0.419502,0.438072,0.500054,0
0,0,0.01676,0,0.455603,0.482427,0.552169,0
0.013356,0,0.004177,0,0.703599,0.754115,0.872532,1
0,0,0.03012,0,0.612465,0.648588,0.749935,0
0,0,0.011928,0,0.206040,0.210359,0.226886,1
