@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature879 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0.006989,0,0,0,0.003765,0,0.789494,0.843055,0.993818,2
9,0,0,0,0,0.009836,0,0.771410,0.820734,0.967237,2
9,0.026144,0,0,0,0.006579,0,0.057844,0.068456,0.059824,2
9,0.008905,0,0,0,0.000891,0,0.372647,0.395458,0.460216,2
9,0.001359,0,0,0,0.00136,0,0.763051,0.814325,0.958115,2
9,0,0,0,0,0,0,0.489469,0.513080,0.598964,2
9,0.001966,0,0,0,0.00295,0,0.774520,0.827079,0.973997,2
9,0.016473,0,0,0,0.002908,0,0.679425,0.726123,0.853831,2
9,0,0,0,0,0.008403,0,0.453674,0.475106,0.556012,2
9,0,0,0,0,0.023148,0,0.545489,0.574526,0.675755,2
9,0.030176,0,0,0,0.006711,0,0.364819,0.381877,0.440832,2
9,0.038647,0,0,0,0.009709,0,0.499291,0.531563,0.621288,2
9,0,0,0,0,0.007133,0,0.597846,0.633953,0.742547,2
9,0,0,0,0,0.017685,0,0.297892,0.302793,0.341302,2
9,0,0,0,0,0.00417,0,0.817985,0.873047,1.029258,2
9,0,0,0,0,0.008547,0,0.376265,0.391896,0.458888,2
9,0,0,0,0,0.017986,0,0.310405,0.315892,0.359946,2
9,0.00309,0,0,0.000618,0.004329,0,0.764749,0.816516,0.961744,2
9,0.012163,0,0,0,0.004233,0,0.713594,0.762329,0.897639,2
9,0,0,0,0,0.006065,0,0.667008,0.708848,0.833278,2
9,0,0,0,0,0.005382,0,0.739794,0.787865,0.927876,2
9,0,0,0,0,0.002326,0,0.808298,0.862538,1.016607,2
9,0,0,0,0,0.020183,0,0.283372,0.291427,0.329371,2
9,0.003831,0,0,0,0.002558,0,0.536411,0.566993,0.664645,2
9,0.00252,0,0,0,0.001261,0,0.793283,0.847058,0.998252,2
9,0,0,0,0,0.013769,0,0.276398,0.291382,0.328608,2
9,0,0,0,0,0.029795,0,0.222952,0.225356,0.247300,0
9,0,0,0,0,0.00095,0,0.821654,0.878369,1.034298,0
9,0,0,0,0,0.005455,0,0.488389,0.515463,0.602405,0
9,0,0,0,0,0,0,0.823515,0.880373,1.037256,0
9,0.005291,0,0,0,0.037234,0,0.495055,0.518507,0.606610,0
9,0,0,0,0,0.038462,0,0.537738,0.562143,0.659938,0
