@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.884,0.097,0.02,0.278,0.352,0
0.169,0.798,0.033,0.225,0.36,0
0.038,0.368,0.594,0.13,0.266,2
0.158,0.046,0.796,0.248,0.291,2
0.147,0.533,0.32,0.213,0.692,1
0.122,0.822,0.056,0.322,0.363,0
0.456,0.289,0.255,0.255,0.356,0
0.024,0.277,0.7,0.145,0.386,0
0.411,0.383,0.206,0.302,0.326,0
0.709,0.247,0.044,0.489,0.32,0
0.735,0.223,0.043,0.442,0.317,0
0.482,0.271,0.246,0.32,0.342,0
0.054,0.701,0.245,0.161,0.283,0
0.761,0.134,0.105,0.434,0.279,0
0.448,0.388,0.163,0.391,0.336,0
0.101,0.807,0.093,0.227,0.334,0
0.008,0.048,0.945,0.313,0.313,0
0.075,0.903,0.021,0.177,0.298,0
0.539,0.033,0.428,0.384,0.281,0
0.265,0.681,0.053,0.553,0.286,1
0.086,0.658,0.256,0.397,0.306,1
0.006,0.317,0.677,0.287,0.322,0
0.104,0.719,0.176,0.152,0.316,1
0.821,0.088,0.091,0.484,0.259,0
0.604,0.152,0.245,0.529,0.298,0
0.912,0.045,0.043,0.499,0.314,0
0.135,0.469,0.396,0.246,0.324,0
0.012,0.807,0.181,0.201,0.302,1
0.492,0.1,0.408,0.352,0.291,0
0.775,0.144,0.081,0.51,0.299,0
0.195,0.481,0.324,0.367,0.325,0
0.099,0.425,0.476,0.356,0.316,0
0.015,0.358,0.626,0.146,0.313,1
0.933,0.011,0.056,0.547,0.235,0
0.958,0.017,0.024,0.39,0.351,0
0.262,0.282,0.456,0.237,0.574,2
0.048,0.091,0.861,0.242,0.426,2
0.047,0.622,0.331,0.164,0.302,2
0.54,0.337,0.123,0.363,0.31,0
0.402,0.546,0.051,0.497,0.313,0
0.251,0.284,0.465,0.271,0.351,2
0.021,0.563,0.417,0.263,0.334,1
0.092,0.883,0.025,0.178,0.302,1
0.917,0.053,0.03,0.708,0.185,0
0.748,0.128,0.124,0.627,0.246,0
0.063,0.244,0.693,0.426,0.32,1
0.589,0.312,0.098,0.301,0.375,0
0.195,0.521,0.283,0.095,0.439,0
0.59,0.168,0.242,0.568,0.253,0
0.457,0.511,0.033,0.451,0.329,0
0.051,0.381,0.568,0.273,0.323,0
0.476,0.41,0.114,0.33,0.32,0
0.677,0.122,0.201,0.155,0.279,0
0.611,0.145,0.245,0.192,0.315,0
0.304,0.536,0.16,0.484,0.318,0
0.129,0.647,0.224,0.417,0.334,0
0.017,0.111,0.873,0.309,0.396,0
0.721,0.091,0.188,0.175,0.286,0
0.793,0.013,0.195,0.504,0.262,0
0.725,0.221,0.054,0.614,0.263,0
0.634,0.208,0.158,0.761,0.169,0
0.089,0.669,0.242,0.192,0.416,0
0.122,0.85,0.028,0.173,0.294,0
0.717,0.141,0.142,0.525,0.245,0
0.576,0.227,0.197,0.511,0.292,0
0.122,0.696,0.182,0.327,0.364,0
0.429,0.541,0.029,0.251,0.343,0
0.033,0.274,0.694,0.169,0.303,2
0.75,0.087,0.164,0.473,0.265,0
0.508,0.402,0.091,0.554,0.281,0
0.317,0.637,0.047,0.37,0.328,0
0.184,0.341,0.476,0.316,0.323,0
0.026,0.511,0.462,0.071,0.655,1
0.515,0.008,0.477,0.002,0.928,0
0.681,0.246,0.074,0.228,0.565,0
0.631,0.246,0.123,0,0.979,0
0.269,0.668,0.063,0.016,0.875,1
0.003,0.816,0.181,0.114,0.399,2
0.543,0.22,0.237,0.106,0.547,0
0.449,0.392,0.159,0.625,0.272,0
0.145,0.544,0.31,0.001,0.985,1
0.272,0.713,0.015,0.027,0.744,0
0.011,0.85,0.138,0.063,0.617,1
0.822,0.059,0.119,0.403,0.289,0
0.613,0.341,0.047,0.226,0.553,1
0.407,0.371,0.221,0.696,0.196,0
0.008,0.199,0.794,0.255,0.328,0
0.217,0.765,0.018,0.15,0.311,0
0.656,0.018,0.326,0.308,0.405,0
0.346,0.445,0.209,0.513,0.312,0
0.349,0.591,0.061,0.563,0.271,0
0.428,0.442,0.13,0.246,0.326,0
0.036,0.866,0.098,0.063,0.502,0
0.814,0.032,0.154,0.304,0.326,0
