@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1384 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0,0,0,0,0,0.332902,0.354346,0.405496,0
0,0,0,0,0,0.002326,0,0,0.484590,0.528673,0.604967,0
0.003226,0,0.001076,0.002153,0,0,0,0,0.723257,0.787890,0.910379,2
0,0,0,0.006579,0,0,0,0,0.703049,0.761573,0.879401,2
0.00271,0,0,0.005435,0.002717,0,0,0,0.413363,0.440904,0.504082,1
0,0,0,0,0,0,0,0,0.299629,0.318534,0.359009,0
0,0,0.002584,0,0,0.005168,0,0,0.466372,0.504018,0.577266,0
0.007326,0,0.002445,0.001222,0.003667,0,0,0,0.615892,0.669318,0.771381,0
0,0,0,0,0,0.012658,0,0,0.510212,0.550161,0.628692,0
0,0,0,0.008969,0,0,0,0,0.218906,0.223067,0.243775,0
0,0,0,0,0,0.021739,0,0,0.341572,0.364328,0.409064,0
0,0,0.003145,0.006289,0,0.006289,0,0,0.474078,0.511149,0.584369,0
0,0,0.001529,0.001529,0.004587,0,0,0,0.759361,0.827417,0.956115,0
0,0,0.012987,0.025974,0.012987,0,0,0,0.567005,0.612968,0.703661,0
0,0,0,0.006645,0.003322,0.003322,0,0,0.344125,0.364312,0.409222,0
0,0,0,0,0,0.014286,0,0,0.530916,0.573905,0.655989,0
0,0,0.003067,0.009202,0,0,0,0,0.561117,0.606093,0.698584,0
0,0,0.00277,0,0.00277,0,0,0,0.690260,0.750790,0.866798,0
0,0,0,0.018182,0.009091,0,0,0,0.635144,0.682793,0.786139,0
0,0,0.003704,0.003704,0.007407,0,0,0,0.239900,0.245727,0.269051,1
0,0,0,0.025974,0,0,0,0,0.476925,0.510056,0.586157,1
0,0,0.003096,0.004644,0.003096,0,0,0,0.534849,0.578644,0.666037,0
0,0,0,0.001185,0,0,0,0,0.695421,0.757497,0.873899,1
0,0,0.012346,0.024691,0.012346,0,0,0,0.591726,0.632560,0.728875,0
0,0,0.007246,0.007246,0.01087,0,0,0,0.233282,0.233159,0.254422,0
0,0,0,0,0,0,0,0,0.208120,0.216773,0.237453,0
0,0,0,0.004376,0.002188,0.002188,0,0,0.563759,0.610779,0.703092,0
0,0,0,0.003497,0.001166,0,0.001166,0,0.676244,0.735167,0.847456,1
0,0,0,0.010204,0,0,0,0,0.613015,0.662285,0.761221,0
0,0,0,0.007634,0.003817,0,0,0,0.288055,0.298488,0.332551,0
0,0,0,0.017241,0,0,0,0,0.426015,0.456131,0.525295,0
0,0,0.006073,0.01417,0.006073,0.004049,0,0,0.485085,0.521730,0.598039,0
0.002671,0,0.000891,0.003565,0.001783,0,0,0,0.734444,0.799882,0.923979,1
0,0,0,0.02439,0.012195,0,0,0,0.616156,0.659111,0.759321,0
0,0,0,0,0,0,0,0,0.273302,0.282142,0.316961,0
0,0,0,0.013333,0,0,0,0,0.047557,0.056408,0.044136,2
0,0,0,0.001786,0.001786,0,0,0,0.314592,0.340438,0.388841,2
0,0,0,0,0.001361,0,0,0,0.700400,0.761987,0.879797,2
0,0,0,0.011628,0,0,0,0,0.511146,0.544079,0.624338,0
0,0,0.003484,0.003484,0.003484,0,0,0,0.246128,0.246977,0.269627,0
0,0,0,0,0,0,0,0,0.433800,0.463167,0.530711,2
0,0,0.001733,0.003466,0.003466,0,0,0,0.505283,0.546810,0.629224,1
0,0,0,0,0,0,0,0,0.670361,0.729840,0.841457,1
0,0,0,0.03125,0.015625,0,0,0,0.488782,0.514989,0.589374,0
0,0,0.007092,0.010638,0.003546,0,0,0,0.256459,0.257423,0.285520,0
0,0,0,0.010309,0,0,0,0,0.358702,0.378906,0.429458,1
0,0,0.00277,0.01108,0.00831,0,0,0,0.399121,0.428174,0.489707,0
0.008117,0,0,0.001626,0,0,0,0,0.579344,0.629613,0.724768,0
0,0,0,0.011905,0.011905,0,0,0,0.407518,0.428972,0.487777,0
0,0,0,0,0.004,0,0,0,0.271466,0.280604,0.311687,0
0,0,0,0,0,0,0,0,0.549672,0.594814,0.682927,0
0,0,0,0.005747,0.005747,0.005747,0,0,0.509800,0.548526,0.628276,0
0,0,0,0,0.002252,0,0,0,0.774354,0.843454,0.974664,0
0,0,0,0,0,0,0,0,0.623341,0.677655,0.779134,0
0,0,0.003922,0.003922,0,0,0,0,0.244452,0.249827,0.274411,0
0,0,0,0,0,0,0,0,0.319276,0.337848,0.377036,0
0.00409,0,0,0.006148,0.002049,0.006148,0,0,0.355560,0.380071,0.429439,0
0,0,0,0.002342,0.002342,0,0,0,0.748690,0.814706,0.940654,0
0,0,0,0.023529,0,0,0,0,0.528445,0.564280,0.648080,0
0,0,0,0.004082,0.008163,0,0,0,0.212995,0.212723,0.228777,0
0,0,0,0.053571,0,0,0,0,0.294821,0.306546,0.344804,0
0.007538,0,0,0.005038,0.002519,0,0,0,0.466457,0.504188,0.580534,0
0,0,0.001621,0,0.003241,0,0,0,0.704332,0.767232,0.885106,0
0,0,0,0.011236,0.022472,0,0,0,0.599429,0.637207,0.732300,0
0,0,0,0.011976,0,0,0,0,0.327321,0.340449,0.384654,0
0,0,0,0,0,0,0,0,0.305408,0.324565,0.369750,0
0,0,0,0,0,0,0,0,0.462997,0.499735,0.572920,0
0,0,0,0.001969,0.000984,0.000984,0,0,0.708537,0.771951,0.891704,2
0,0,0.011494,0.022989,0,0,0,0,0.571625,0.609766,0.701544,0
0,0,0.004032,0.008065,0,0,0,0,0.252087,0.262734,0.296092,0
0,0,0,0.016129,0,0,0,0,0.414600,0.443272,0.502040,0
0,0,0.002092,0.006276,0.004184,0,0,0,0.499472,0.539261,0.621061,0
0.017383,0,0,0,0,0,0,0,0.251413,0.277075,0.312029,1
0.044944,0,0,0,0,0,0,0,0.030941,0.042700,0.031991,0
0.013201,0,0,0,0,0,0,0,0.045122,0.062220,0.047193,0
0.123077,0,0,0,0,0,0,0,0.058186,0.058195,0.054848,0
0.031088,0.002597,0,0.007792,0.005195,0.002597,0,0,0.303031,0.329185,0.372489,1
0.006783,0,0,0.00194,0,0,0,0.00097,0.610048,0.664407,0.765839,2
0.02439,0,0,0,0,0,0,0,0.410554,0.443925,0.506651,0
0.002994,0,0,0.006006,0.006006,0,0,0,0.148021,0.152359,0.158017,0
0.024096,0.012195,0,0,0,0,0,0,0.160162,0.170919,0.184656,1
0.035484,0,0,0.003236,0,0,0,0,0.242175,0.265611,0.295429,0
0.0125,0,0.001252,0,0.001252,0,0,0,0.549748,0.599663,0.690261,1
0,0,0.011236,0,0,0,0,0,0.564979,0.610886,0.697763,0
0.008264,0,0,0,0,0,0,0,0.118288,0.130477,0.130215,1
0,0,0,0.016949,0,0,0,0,0.407417,0.432004,0.489971,0
0,0,0,0.006353,0.001271,0,0,0,0.611381,0.662586,0.762914,0
0.002299,0,0,0.002304,0,0.002304,0,0,0.691687,0.753852,0.869503,0
0,0,0,0.021277,0,0.010638,0,0,0.329669,0.351981,0.400290,0
0,0,0,0.009174,0,0,0,0,0.262634,0.270361,0.295115,0
0,0,0,0.018519,0,0,0,0,0.304169,0.321394,0.357492,0
0,0,0.002924,0.002924,0.002924,0.005848,0,0,0.553990,0.599436,0.688433,0
0.017002,0.001548,0,0,0.001548,0,0,0,0.531809,0.579693,0.666639,0
0,0,0.012658,0,0,0,0,0,0.504697,0.544117,0.624559,0
0,0,0.003636,0.010909,0.003636,0,0,0,0.244336,0.251449,0.278284,0
0,0,0,0.016949,0,0.016949,0,0,0.307251,0.311697,0.348202,0
0.00361,0,0.007246,0.003623,0,0.007246,0,0,0.364274,0.390529,0.443923,0
0,0,0.002381,0,0,0,0,0,0.756029,0.825100,0.953665,0
0,0,0,0,0.012821,0,0,0,0.525055,0.560163,0.641048,0
0,0,0,0.003663,0.007326,0.003663,0,0,0.242001,0.247934,0.271973,0
0,0,0,0.016949,0,0,0,0,0.393964,0.419649,0.481934,2
0,0,0,0.002703,0,0,0,0,0.408931,0.444314,0.507203,0
0,0,0.003401,0.001701,0.004252,0.00085,0,0,0.676491,0.735235,0.848352,1
0,0,0.018692,0.009346,0,0,0,0,0.487612,0.524394,0.603066,2
0.015101,0,0,0.003361,0.003361,0,0,0,0.324159,0.344890,0.392217,2
0,0,0,0.018519,0,0,0,0,0.220466,0.217995,0.237777,0
0,0,0.00597,0.01194,0.008955,0,0,0,0.442047,0.474679,0.543728,0
0.019824,0.002208,0,0,0.002208,0,0,0,0.446996,0.487040,0.557425,0
0.045977,0,0,0.034884,0.011628,0,0,0,0.349993,0.360272,0.408929,0
0.006061,0,0,0.00304,0,0,0,0,0.287088,0.302007,0.335689,0
0,0,0,0,0,0,0,0,0.154317,0.157732,0.166013,0
0,0,0.002008,0.004016,0.004016,0,0,0,0.584540,0.635051,0.730412,0
0,0,0,0,0,0,0,0,0.756781,0.825381,0.953324,0
0,0,0,0.025,0.025,0,0,0,0.542218,0.578659,0.665212,0
0,0,0.008658,0.004329,0.004329,0,0,0,0.199065,0.197759,0.210639,0
0,0,0,0.04,0,0,0,0,0.206272,0.210976,0.227513,0
0.009804,0,0.002457,0.007371,0.002457,0.002457,0,0,0.434711,0.469411,0.537982,0
0.008097,0,0,0,0,0,0,0,0.653601,0.712538,0.822267,0
0.029126,0,0,0,0.009804,0,0,0,0.334905,0.361105,0.407733,0
0.003436,0,0,0.017241,0,0,0,0,0.208214,0.205914,0.223914,0
0,0,0,0.009804,0,0,0,0,0.441452,0.477960,0.545333,2
0,0,0,0.011811,0.011811,0.007874,0,0,0.336639,0.361080,0.409818,0
0,0,0,0,0,0,0,0,0.762408,0.831885,0.961430,0
0,0,0,0.025974,0,0,0,0,0.452618,0.483372,0.552638,0
0,0,0,0.008658,0,0.008658,0,0,0.245484,0.248704,0.270226,0
0,0,0,0,0,0,0,0,0.089239,0.087133,0.085050,0
0,0,0,0.007435,0,0.003717,0,0,0.491229,0.531733,0.610035,0
0.00159,0,0,0,0,0,0,0,0.613675,0.668187,0.769734,0
0,0,0,0,0,0,0,0,0.431411,0.454210,0.519285,0
0,0,0,0.026786,0.008929,0.004464,0,0,0.192066,0.186762,0.203694,0
0,0,0,0,0,0,0,0,0.370549,0.395914,0.449229,0
0,0,0.007968,0.007968,0.003984,0,0,0,0.481477,0.518955,0.593120,0
0,0,0,0,0,0.002865,0,0,0.804957,0.877416,1.014577,0
0,0,0,0.026316,0,0,0,0,0.508535,0.545169,0.625882,0
0,0,0.003401,0.006803,0.006803,0,0,0,0.281893,0.286429,0.315404,1
0,0,0,0,0,0,0,0,0.374282,0.399657,0.450712,2
0,0,0,0.002625,0,0,0,0,0.509783,0.548587,0.627923,1
0.003521,0.001764,0.001764,0.003527,0,0,0,0,0.575302,0.625923,0.721591,1
0,0,0,0.045455,0.011364,0,0,0,0.343405,0.359077,0.409908,0
0.012712,0,0,0,0,0,0,0,0.127903,0.140055,0.141428,0
0,0,0,0.016667,0,0.016667,0,0,0.202633,0.211035,0.232868,0
0.00339,0,0.003401,0,0.003401,0.003401,0,0,0.345159,0.378598,0.430068,0
0,0,0,0,0,0,0,0,0.746919,0.814881,0.941458,0
0,0,0,0,0.011628,0,0,0,0.359470,0.373316,0.421426,0
0,0,0,0.007435,0.011152,0,0,0,0.199486,0.196536,0.212673,0
0,0,0,0,0,0,0,0,0.469149,0.504822,0.574049,1
0,0,0.005714,0.002857,0.005714,0,0,0,0.534959,0.578033,0.663842,2
0,0,0,0,0.003257,0.003257,0,0,0.791100,0.862780,0.997387,1
0,0,0,0,0.012987,0,0,0,0.536206,0.570465,0.653230,0
0,0,0,0.009677,0,0,0,0,0.277158,0.280194,0.308498,2
