@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,1.097966,0
3,1.519414,2
5,1.283956,1
1,0.90965,0
2,0.98878,0
3,1.338104,0
4,0.914015,0
5,0.780949,0
2,0.814185,0
3,1.071038,0
5,0.944444,1
3,1.381879,1
5,0.964967,0
1,0.827699,0
2,1.166684,0
3,1.403441,1
5,0.916963,0
3,1.835972,1
1,1.260397,2
2,1.42985,2
3,1.203019,2
5,1.00358,0
2,1.473372,1
3,0.991654,1
5,0.987231,0
2,0.921844,0
3,1.007171,0
4,0.97548,0
1,1.15714,0
2,1.246601,0
5,0.858174,0
1,0.935874,0
2,1.013722,0
3,1.010765,0
3,1.662175,2
3,1.786969,1
4,1.015319,0
5,1.055064,0
1,1.076829,0
2,0.982926,1
3,1.68586,2
4,0.944747,0
5,1.164292,0
1,1.370211,1
2,0.791024,0
3,1.306905,1
4,1.026701,0
5,0.843912,1
2,2.007847,0
3,0.711194,0
4,1.083614,0
5,1.142377,0
1,0.90965,0
3,1.058461,0
4,0.914015,0
5,0.960445,0
1,0.9916,0
2,0.706526,0
3,0.688,0
2,0.945004,0
3,1.92287,1
5,2.075689,2
1,0.90965,0
2,0.857452,0
3,0.742883,0
4,0.992554,0
5,1.15003,0
1,0.79328,0
2,1.272561,0
1,0.847367,0
2,1.040701,0
3,0.808383,0
4,1.173536,0
5,1.014364,0
1,1.704569,2
2,0.650533,0
3,0.879274,0
4,0.893526,0
1,0.704774,0
2,0.689728,0
3,1.027589,0
4,0.972065,0
2,0.973,1
3,0.92844,1
4,1.024425,0
5,0.823736,0
1,1.006351,0
2,0.752338,0
3,0.564676,0
4,0.993692,0
5,0.940269,0
2,1.056226,1
3,1.187338,0
1,0.967015,0
2,1.231585,0
3,1.322259,2
5,0.988274,0
1,0.876869,0
1,0.878509,0
3,0.736022,0
4,1.060849,0
5,0.791385,0
2,1.3255,0
1,1.027658,1
2,0.695073,0
3,1.088679,1
4,1.195162,0
1,1.048965,1
2,0.698636,0
3,1.072182,0
4,0.901494,0
2,0.919044,0
3,1.027099,0
5,0.9841,0
3,0.87715,0
5,0.889482,0
1,0.985044,0
2,0.783134,0
3,1.034123,0
1,1.066994,0
3,0.841868,0
2,0.853889,1
3,1.544732,2
4,1.08589,0
1,1.294817,0
2,0.611084,0
3,0.756767,0
5,0.922181,0
1,1.588199,1
2,0.718997,0
3,0.81998,0
1,0.965376,0
2,1.3283,0
3,0.862286,0
4,1.230448,0
5,1.041497,0
1,1.373489,1
2,1.0435,0
3,0.654514,0
4,1.055158,0
5,0.946183,0
1,0.988322,0
2,0.873741,0
3,0.774244,0
1,0.953903,0
2,0.679802,0
3,0.700087,0
5,1.116287,0
1,0.947347,0
2,0.655624,0
3,1.071038,0
5,0.937486,0
2,0.797642,0
5,1.001145,1
1,0.863757,0
2,1.405926,0
3,1.242058,1
5,1.35005,1
1,0.878509,0
2,0.740122,0
3,0.5717,0
1,0.948986,0
2,0.922098,0
3,0.884011,1
4,0.9106,0
5,0.895395,0
3,1.151566,0
4,1.077923,0
2,1.139961,0
3,0.749416,0
4,0.932227,0
5,0.975751,0
2,0.865596,0
1,0.844089,0
2,0.687947,0
5,0.96288,1
2,0.774226,0
3,0.69388,0
4,0.980033,0
5,1.208123,0
1,0.811309,0
2,1.083968,0
3,0.63377,0
4,1.005075,0
5,0.864088,0
5,0.951401,2
2,1.281469,0
3,1.053724,0
5,1.039758,0
3,0.935954,0
2,0.888757,0
3,1.222294,1
4,0.846858,0
5,0.991057,0
1,0.896538,0
2,0.75412,0
3,0.843665,0
4,0.920844,0
1,0.82606,0
2,0.675985,0
3,0.575783,0
4,0.995969,0
5,1.110721,1
1,0.999795,0
2,0.938132,1
3,0.790579,0
5,2.097952,0
2,1.276125,0
3,0.890054,1
2,0.687183,0
3,0.609595,0
5,0.90931,0
2,0.997688,2
3,1.296288,2
4,1.087029,0
5,1.01332,2
2,0.913699,0
3,0.97875,1
5,0.876959,1
