@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.041,0.348,0.611,0.148,0.379,0.165,0.308,2
0.106,0.539,0.356,0.243,0.501,0.531,0.319,1
0.043,0.705,0.252,0.185,0.69,0.183,0.328,1
0.024,0.28,0.696,0.003,0.107,0.165,0.307,1
0.2,0.331,0.469,0.037,0.383,0.173,0.586,2
0.058,0.046,0.896,0.033,0.75,0.14,0.513,2
0.118,0.506,0.376,0.399,0.268,0.148,0.334,2
0.076,0.435,0.489,0.203,0.731,0.18,0.406,1
0.216,0.719,0.065,0.6,0.318,0.146,0.348,1
0.044,0.232,0.724,0.055,0.229,0.167,0.319,2
0.036,0.467,0.497,0.012,0.837,0.088,0.572,1
0.429,0.486,0.085,0.02,0.95,0.077,0.695,1
0.025,0.651,0.323,0.021,0.378,0.14,0.36,2
0.164,0.544,0.292,0.147,0.502,0.007,0.941,1
0.073,0.703,0.224,0.033,0.659,0.095,0.583,1
0.613,0.346,0.041,0.283,0.674,0.148,0.589,1
0.007,0.796,0.197,0.03,0.622,0.187,0.325,1
0.01,0.063,0.926,0.004,0.232,0.17,0.47,2
0.04,0.244,0.715,0.049,0.357,0.191,0.385,2
0.226,0.577,0.197,0.212,0.689,0.201,0.393,1
0.33,0.503,0.167,0.046,0.9,0.159,0.375,1
0.505,0.296,0.199,0.306,0.504,0.207,0.381,1
0.147,0.731,0.121,0.9,0.088,0.186,0.293,2
0.358,0.421,0.221,0.213,0.666,0.164,0.479,1
0.013,0.019,0.968,0.106,0.397,0.185,0.312,2
0.318,0.543,0.139,0.62,0.286,0.285,0.44,1
0.23,0.62,0.149,0.114,0.766,0.129,0.497,1
0.181,0.658,0.161,0.017,0.822,0.25,0.542,1
0.618,0.203,0.179,0.1,0.834,0.188,0.424,1
0.051,0.631,0.318,0.039,0.393,0.164,0.335,2
0.122,0.484,0.394,0.218,0.732,0.8,0.084,1
0.199,0.659,0.142,0.155,0.726,0.147,0.498,1
0.536,0.416,0.048,0.224,0.738,0.423,0.344,1
0.077,0.752,0.171,0.011,0.833,0.137,0.56,1
0.194,0.631,0.175,0.119,0.654,0.292,0.449,1
0.194,0.746,0.06,0.272,0.569,0.112,0.4,1
0.467,0.512,0.021,0.16,0.766,0.307,0.458,1
0.563,0.333,0.105,0.707,0.149,0.583,0.248,2
0.172,0.604,0.224,0.307,0.465,0.114,0.329,1
0.27,0.674,0.055,0.067,0.869,0.18,0.717,1
0.453,0.42,0.128,0.148,0.749,0.102,0.739,1
0.326,0.598,0.076,0.597,0.328,0.064,0.631,1
0.086,0.029,0.885,0.028,0.311,0.171,0.421,2
0.064,0.645,0.29,0.103,0.102,0.142,0.323,2
0.5,0.397,0.103,0.289,0.638,0.419,0.356,2
0.293,0.592,0.115,0.169,0.732,0.162,0.341,1
0.648,0.313,0.039,0.484,0.437,0.374,0.409,1
0.43,0.402,0.168,0.905,0.074,0.461,0.304,0
0.479,0.047,0.474,0.505,0.437,0.946,0.02,0
0.274,0.662,0.064,0.703,0.09,0.02,0.701,0
0.449,0.164,0.387,0.346,0.483,0.195,0.437,0
0.355,0.127,0.518,0.869,0.101,0.869,0.056,0
0.429,0.36,0.211,0.758,0.221,0.444,0.334,0
0.475,0.453,0.072,0.278,0.683,0.509,0.305,0
0.476,0.445,0.079,0.134,0.818,0.264,0.473,0
0.017,0.11,0.873,0.001,0.044,0.212,0.362,0
0.713,0.238,0.048,0.911,0.083,0.304,0.447,0
0.456,0.496,0.049,0.556,0.415,0.264,0.353,0
0.17,0.722,0.108,0.021,0.928,0.079,0.479,0
0.297,0.546,0.157,0.168,0.554,0.101,0.409,0
0.773,0.11,0.117,0.713,0.257,0.21,0.44,0
0.26,0.685,0.055,0.004,0.99,0.099,0.585,0
0.551,0.309,0.14,0.051,0.907,0.618,0.246,0
0.442,0.324,0.234,0.826,0.17,0.653,0.207,0
0.67,0.219,0.111,0.584,0.334,0.226,0.444,0
