@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature3 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

1,4,-0.046057,4.007411,0.592179,0
2,10,-0.440688,4.479066,1.095461,0
3,12,0.092127,4.476359,1.524121,2
4,3,0.906286,2.234771,1.747992,2
5,16,0.283345,5.282326,1.281177,1
1,2,-0.032875,4.185434,0.907899,0
2,8,-0.151472,3.717095,0.986524,0
3,12,0.170735,3.710519,1.342248,0
4,2,-0.28529,3.489355,0.914422,0
5,8,0.040973,3.744269,0.779258,0
1,2,-0.142526,3.201368,0.783574,0
2,8,-0.013152,3.451455,0.812327,0
3,5,-0.261522,3.226075,1.074356,0
4,2,0.75245,3.406319,0.896202,0
5,7,0.016583,3.373647,1.051738,0
1,2,-0.453439,4.374485,1.171272,0
2,10,0.063536,4.249956,1.660459,0
3,5,-0.189698,4.079849,0.594279,0
4,2,1.285321,2.899975,1.265159,0
5,7,-0.20941,7.094787,0.942399,1
1,2,0.080034,4.948661,1.280874,1
2,12,-0.160537,4.073898,1.644715,0
3,8,-0.205644,2.717923,1.38616,1
4,2,1.340593,2.743845,0.942891,0
5,7,0.121952,5.802987,0.962878,0
1,2,-0.163256,4.538522,0.826106,0
2,8,-0.006814,3.969727,1.164022,0
3,12,0.109875,4.502463,1.407788,1
4,2,0.89193,2.593907,1.138757,0
5,7,-0.155943,4.498704,0.914977,0
1,2,0.011422,4.491303,0.976605,0
2,12,-0.37783,3.764708,1.259247,0
3,8,0.353406,4.198062,1.841659,1
4,2,1.197869,2.095023,0.950862,0
5,7,0.084986,2.574422,0.917754,0
1,2,-0.232815,4.094864,1.257972,2
2,8,-0.255808,4.251957,1.426588,2
3,7,0.127097,4.352923,1.206746,2
4,2,0.854873,2.638,0.995273,0
5,7,0.009956,4.445478,1.001407,0
1,2,0.03638,4.433939,1.153277,2
2,11,-0.00104,5.38112,1.47001,1
3,9,-0.60243,3.762812,0.994725,1
4,2,1.09728,2.927803,0.750441,0
5,6,0.154677,4.589115,0.985093,0
1,3,0.175963,4.827151,1.619496,1
2,8,-0.008638,4.05231,0.91974,0
3,6,0.024367,4.063057,1.010291,0
4,2,0.287437,4.036506,0.975915,0
5,7,-0.123072,3.97339,0.874366,0
1,2,0.013547,4.870147,1.594958,0
2,8,-0.056102,4.162634,0.888761,0
3,3,0.307867,3.268091,0.729946,0
4,1,-0.23608,2.913419,1.030575,0
5,7,0.008568,4.193045,0.892068,0
1,2,0.077831,3.901367,1.154913,0
2,14,-0.292841,3.400645,1.243757,0
3,4,0.309557,3.462795,0.701928,0
4,2,0.992999,3.147476,0.987302,0
5,6,0.148549,3.393658,0.856316,0
1,2,0.268802,4.657121,0.934073,0
2,8,0.073706,4.515958,1.01141,0
3,7,-0.551595,3.946242,1.013896,0
4,2,1.116552,2.248583,1.028297,0
5,7,-0.001155,3.992876,1.165243,0
1,2,-0.060947,5.127048,1.115653,0
2,8,-0.104149,3.657304,0.717611,0
3,12,0.103884,4.301709,1.667324,2
4,2,1.256537,2.805388,1.012355,0
5,7,-0.193745,4.546815,0.864994,0
1,2,-0.127271,5.909694,1.046947,0
2,10,0.052281,4.665842,1.218872,0
3,9,0.065075,3.57853,1.792505,1
4,2,1.726038,4.217083,1.015771,0
5,7,0.349758,5.32793,1.052779,0
1,2,-0.282519,4.445331,1.074756,0
2,8,-0.195382,5.047678,0.980684,1
3,10,-0.149205,3.350088,1.691082,2
4,2,0.32809,2.916137,0.945168,0
5,7,-0.009528,4.917948,1.161771,0
1,2,-0.277818,3.406422,1.367574,1
2,8,-0.36116,3.649491,0.789219,0
3,7,-0.361721,4.131687,1.310953,1
4,2,0.665858,4.009388,1.027159,0
5,7,0.004748,3.817433,0.842085,1
1,2,0.042799,3.68073,0.988056,0
2,10,0.057469,3.258206,2.003266,0
3,5,-0.403206,2.917086,0.713397,0
4,2,0.62472,3.016237,1.084096,0
5,7,-0.019634,4.000689,1.139904,0
1,2,0.071029,3.670158,0.907899,0
2,8,-0.091109,3.442497,0.871239,0
3,7,-0.430852,3.438863,1.06174,0
4,1,1.023533,3.169606,0.914422,0
5,7,0.099571,3.850844,0.958366,0
1,2,0.414888,3.685902,0.989692,0
2,8,-0.031347,3.455159,0.704914,0
3,2,0.016333,3.377466,0.690131,0
4,2,0.442573,3.455691,0.900757,0
5,7,-0.113621,3.414336,0.952118,0
1,2,-0.145349,4.574408,0.984784,2
2,8,-0.053105,4.94207,0.942848,0
3,18,0.234595,4.223454,1.928827,1
4,2,0.607439,3.862416,1.23669,2
5,10,-0.096584,4.426974,2.071195,2
1,2,0.426579,3.953887,0.907899,0
2,8,0.103014,3.422389,0.855496,0
3,8,-0.55713,3.185894,0.745184,0
4,2,1.144368,1.627654,0.992996,0
5,7,-0.10043,3.561084,1.14754,0
1,2,-0.064363,3.706473,0.791754,0
2,8,-0.16526,3.358486,1.269658,0
3,5,-0.508232,2.965272,0.863974,0
4,2,0.615197,3.045249,0.930364,0
5,7,0.168932,4.206562,0.805985,0
1,2,-0.222063,3.909108,0.845737,0
2,8,-0.051539,3.368784,1.038326,0
3,3,-0.24317,3.104877,0.810887,0
4,2,0.38199,3.488715,1.174058,0
5,7,0.063883,3.58635,1.012168,0
1,2,0.07678,3.784312,1.701289,2
2,8,0.115364,4.840624,0.649049,0
3,5,-0.464484,2.41161,0.881998,0
4,2,0.467076,3.247011,0.893924,0
5,7,-0.074416,5.288506,0.805985,0
1,2,-0.664974,3.647504,0.703417,0
2,8,-0.181012,3.439014,0.688155,0
3,7,-0.49615,3.92146,1.030772,0
4,2,1.224945,2.781845,0.972498,0
5,7,0.233234,4.158115,0.782035,0
1,2,-0.17055,3.74833,0.783574,0
2,8,-0.293935,3.763955,0.640415,0
3,2,0.159708,3.395909,0.574945,0
4,2,0.196718,3.314387,0.881398,0
5,7,0.120104,3.773922,1.025011,1
1,2,-0.254526,4.972385,0.826106,2
2,9,-0.38151,4.623354,0.97078,1
3,5,0.518983,4.459865,0.931316,1
4,2,1.161504,1.857721,1.024881,0
5,7,-0.212385,4.915703,0.821952,0
1,2,-0.65602,4.892608,1.004415,0
2,8,-0.176254,5.179627,0.750622,0
3,2,-0.382317,1.596783,0.566425,0
4,2,0.698922,2.224549,0.994135,0
5,8,0.122661,4.657423,0.938234,0
1,2,-0.026514,3.659692,1.185994,1
2,8,-0.187858,3.389889,0.891808,2
3,2,-0.053719,3.511417,0.505801,1
4,2,0.829756,3.68832,0.899618,0
5,7,0.011575,3.691581,1.081937,2
1,2,0.396272,4.929609,0.849008,0
2,8,0.053926,4.360455,0.97332,1
3,6,0.19589,5.654631,0.983911,2
4,2,0.564668,4.000085,1.01691,1
5,7,-0.236352,4.20734,0.971556,1
