@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature3 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

1,4,-0.046057,4.007411,0.594457,0
2,10,-0.440688,4.479066,1.097909,0
3,12,0.092127,4.476359,1.529676,2
4,3,0.906286,2.234771,1.747828,2
5,16,0.283345,5.282326,1.284652,1
1,2,-0.032875,4.185434,0.911392,0
2,8,-0.151472,3.717095,0.988729,0
3,12,0.170735,3.710519,1.347141,0
4,2,-0.28529,3.489355,0.914336,0
5,8,0.040973,3.744269,0.781372,0
1,2,-0.142526,3.201368,0.786588,0
2,8,-0.013152,3.451455,0.814142,0
3,5,-0.261522,3.226075,1.078272,0
4,2,0.75245,3.406319,0.896118,0
5,7,0.016583,3.373647,1.054591,0
1,2,-0.453439,4.374485,1.175777,0
2,10,0.063536,4.249956,1.664169,0
3,5,-0.189698,4.079849,0.596445,0
4,2,1.285321,2.899975,1.26504,0
5,7,-0.20941,7.094787,0.944956,1
1,2,0.080034,4.948661,1.285801,1
2,12,-0.160537,4.073898,1.64839,0
3,8,-0.205644,2.717923,1.391212,1
4,2,1.340593,2.743845,0.942802,0
5,7,0.121952,5.802987,0.965491,0
1,2,-0.163256,4.538522,0.829284,0
2,8,-0.006814,3.969727,1.166624,0
3,12,0.109875,4.502463,1.412919,1
4,2,0.89193,2.593907,1.13865,0
5,7,-0.155943,4.498704,0.91746,0
1,2,0.011422,4.491303,0.980362,0
2,12,-0.37783,3.764708,1.262061,0
3,8,0.353406,4.198062,1.848372,1
4,2,1.197869,2.095023,0.950773,0
5,7,0.084986,2.574422,0.920244,0
1,2,-0.232815,4.094864,1.262811,2
2,8,-0.255808,4.251957,1.429776,2
3,7,0.127097,4.352923,1.211144,2
4,2,0.854873,2.638,0.99518,0
5,7,0.009956,4.445478,1.004124,0
1,2,0.03638,4.433939,1.157714,2
2,11,-0.00104,5.38112,1.473295,1
3,9,-0.60243,3.762812,0.998351,1
4,2,1.09728,2.927803,0.75037,0
5,6,0.154677,4.589115,0.987766,0
1,3,0.175963,4.827151,1.625725,1
2,8,-0.008638,4.05231,0.921796,0
3,6,0.024367,4.063057,1.013973,0
4,2,0.287437,4.036506,0.975823,0
5,7,-0.123072,3.97339,0.876738,0
1,2,0.013547,4.870147,1.601093,0
2,8,-0.056102,4.162634,0.890747,0
3,3,0.307867,3.268091,0.732606,0
4,1,-0.23608,2.913419,1.030478,0
5,7,0.008568,4.193045,0.894488,0
1,2,0.077831,3.901367,1.159356,0
2,14,-0.292841,3.400645,1.246536,0
3,4,0.309557,3.462795,0.704486,0
4,2,0.992999,3.147476,0.98721,0
5,6,0.148549,3.393658,0.858639,0
1,2,0.268802,4.657121,0.937666,0
2,8,0.073706,4.515958,1.01367,0
3,7,-0.551595,3.946242,1.017591,0
4,2,1.116552,2.248583,1.028201,0
5,7,-0.001155,3.992876,1.168404,0
1,2,-0.060947,5.127048,1.119944,0
2,8,-0.104149,3.657304,0.719214,0
3,12,0.103884,4.301709,1.673401,2
4,2,1.256537,2.805388,1.01226,0
5,7,-0.193745,4.546815,0.867341,0
1,2,-0.127271,5.909694,1.050974,0
2,10,0.052281,4.665842,1.221595,0
3,9,0.065075,3.57853,1.799038,1
4,2,1.726038,4.217083,1.015676,0
5,7,0.349758,5.32793,1.055636,0
1,2,-0.282519,4.445331,1.078891,0
2,8,-0.195382,5.047678,0.982875,1
3,10,-0.149205,3.350088,1.697246,2
4,2,0.32809,2.916137,0.94508,0
5,7,-0.009528,4.917948,1.164923,0
1,2,-0.277818,3.406422,1.372835,1
2,8,-0.36116,3.649491,0.790983,0
3,7,-0.361721,4.131687,1.315732,1
4,2,0.665858,4.009388,1.027062,0
5,7,0.004748,3.817433,0.844369,1
1,2,0.042799,3.68073,0.991857,0
2,10,0.057469,3.258206,2.007743,0
3,5,-0.403206,2.917086,0.715997,0
4,2,0.62472,3.016237,1.083995,0
5,7,-0.019634,4.000689,1.142996,0
1,2,0.071029,3.670158,0.911392,0
2,8,-0.091109,3.442497,0.873186,0
3,7,-0.430852,3.438863,1.065609,0
4,1,1.023533,3.169606,0.914336,0
5,7,0.099571,3.850844,0.960966,0
1,2,0.414888,3.685902,0.993499,0
2,8,-0.031347,3.455159,0.706489,0
