@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.232,0.728,0.04,0.204,0.718,0
0.034,0.403,0.562,0.108,0.368,2
0.213,0.55,0.237,0.302,0.474,1
0.074,0.858,0.067,0.258,0.658,0
0.55,0.226,0.224,0.657,0.217,0
0.713,0.078,0.208,0.19,0.497,0
0.223,0.379,0.398,0.773,0.192,0
0.82,0.144,0.036,0.917,0.073,0
0.545,0.215,0.24,0.819,0.161,0
0.86,0.106,0.034,0.371,0.159,0
0.241,0.663,0.096,0.497,0.383,1
0.13,0.698,0.171,0.099,0.6,1
0.799,0.057,0.143,0.744,0.135,0
0.315,0.387,0.298,0.758,0.225,0
0.318,0.398,0.284,0.107,0.452,0
0.133,0.699,0.168,0.201,0.543,1
0.515,0.313,0.172,0.564,0.4,0
0.027,0.355,0.618,0.006,0.166,1
0.064,0.457,0.48,0.007,0.277,2
0.238,0.066,0.696,0.09,0.695,2
0.104,0.508,0.388,0.616,0.234,2
0.471,0.467,0.062,0.829,0.147,0
0.145,0.497,0.358,0.132,0.757,1
0.125,0.804,0.071,0.862,0.103,1
0.603,0.192,0.206,0.765,0.189,0
0.651,0.255,0.094,0.629,0.296,0
0.109,0.454,0.437,0.479,0.397,0
0.312,0.208,0.48,0.56,0.4,0
0.107,0.657,0.236,0.43,0.495,0
0.912,0.007,0.081,0.526,0.3,0
0.728,0.202,0.069,0.608,0.318,0
0.502,0.257,0.241,0.911,0.043,0
0.46,0.394,0.147,0.251,0.435,0
0.066,0.865,0.069,0.552,0.245,0
0.025,0.61,0.365,0.001,0.787,1
0.64,0.015,0.346,0.046,0.869,0
0.316,0.586,0.099,0.022,0.967,0
0.176,0.501,0.323,0.446,0.336,0
0.199,0.733,0.068,0.142,0.827,1
0.064,0.707,0.229,0.01,0.428,2
0.398,0.318,0.284,0.506,0.444,0
0.356,0.455,0.189,0.074,0.867,0
0.048,0.655,0.297,0.067,0.575,1
0.207,0.777,0.016,0.267,0.717,0
0.093,0.736,0.171,0.102,0.643,1
0.776,0.063,0.162,0.607,0.339,0
0.544,0.405,0.051,0.491,0.49,1
0.058,0.142,0.8,0.002,0.069,0
0.47,0.504,0.026,0.743,0.229,0
0.571,0.022,0.407,0.346,0.445,0
0.617,0.234,0.149,0.359,0.568,0
0.118,0.807,0.075,0.823,0.106,0
0.766,0.198,0.035,0.486,0.352,0
0.533,0.072,0.395,0.507,0.442,0
0.683,0.212,0.105,0.667,0.298,0
0.374,0.577,0.049,0.812,0.171,0
0.836,0.077,0.087,0.77,0.208,0
0.205,0.18,0.615,0.128,0.354,0
0.251,0.664,0.085,0.262,0.693,0
0.047,0.791,0.162,0.003,0.776,1
0.103,0.049,0.848,0.001,0.261,2
0.31,0.605,0.085,0.457,0.493,0
0.959,0.014,0.027,0.498,0.451,0
0.104,0.871,0.026,0.424,0.503,0
0.935,0.016,0.05,0.752,0.118,0
0.674,0.194,0.132,0.34,0.613,0
0.605,0.345,0.051,0.906,0.062,0
0.259,0.484,0.257,0.245,0.449,0
0.136,0.773,0.091,0.728,0.072,0
0.809,0.09,0.101,0.242,0.503,0
0.372,0.521,0.107,0.623,0.263,0
0.164,0.122,0.714,0.18,0.646,0
0.625,0.155,0.22,0.528,0.425,0
0.037,0.339,0.623,0.034,0.31,2
0.706,0.254,0.039,0.794,0.185,0
0.024,0.964,0.013,0.671,0.319,0
0.507,0.034,0.459,0.761,0.206,0
0.247,0.68,0.072,0.301,0.549,0
0.476,0.488,0.036,0.883,0.111,0
0.378,0.568,0.054,0.374,0.544,0
0.86,0.025,0.114,0.476,0.404,0
0.193,0.695,0.112,0.645,0.306,1
0.534,0.334,0.132,0.125,0.821,1
0.988,0.005,0.007,0.307,0.517,0
0.561,0.422,0.017,0.409,0.584,0
0.012,0.93,0.058,0.564,0.396,0
0.143,0.619,0.237,0.272,0.714,0
0.223,0.761,0.016,0.626,0.359,0
0.903,0.058,0.038,0.642,0.305,0
0.647,0.263,0.09,0.783,0.151,0
0.674,0.208,0.119,0.555,0.327,1
0.038,0.856,0.106,0.399,0.563,2
0.585,0.32,0.095,0.457,0.43,1
0.047,0.87,0.083,0.181,0.686,0
0.164,0.728,0.108,0.752,0.119,0
0.806,0.065,0.129,0.16,0.507,0
0.127,0.009,0.864,0.177,0.416,2
0.581,0.36,0.058,0.211,0.721,0
0.491,0.468,0.041,0.278,0.527,0
0.079,0.811,0.111,0.685,0.27,0
0.163,0.65,0.186,0.906,0.084,0
0.722,0.02,0.258,0.43,0.332,0
0.655,0.272,0.072,0.859,0.126,0
0.535,0.044,0.421,0.075,0.714,0
0.108,0.734,0.158,0.269,0.558,1
0.726,0.138,0.136,0.9,0.095,0
0.243,0.625,0.132,0.124,0.811,1
0.377,0.074,0.548,0.16,0.717,0
0.094,0.69,0.217,0.084,0.762,1
0.631,0.324,0.045,0.473,0.518,0
0.067,0.823,0.11,0.183,0.763,0
0.609,0.1,0.291,0.515,0.447,0
0.677,0.118,0.204,0.901,0.026,0
0.129,0.76,0.11,0.451,0.409,0
0.653,0.244,0.103,0.621,0.257,0
0.254,0.452,0.294,0.714,0.181,0
0.688,0.179,0.132,0.678,0.287,0
0.147,0.534,0.319,0.492,0.436,0
