@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,10,4.479066,1.095065,0
3,12,4.476359,1.521304,2
5,16,5.282326,1.284885,1
1,2,4.185434,0.907005,0
2,8,3.717095,0.986167,0
3,12,3.710519,1.339768,0
4,2,3.489355,0.915021,0
5,8,3.744269,0.781514,0
2,8,3.451455,0.812033,0
3,5,3.226075,1.07237,0
5,7,7.094787,0.945127,1
3,8,2.717923,1.383598,1
5,7,5.802987,0.965666,0
1,2,4.538522,0.825293,0
2,8,3.969727,1.163601,0
3,12,4.502463,1.405186,1
5,7,4.498704,0.917626,0
3,8,4.198062,1.838255,1
1,2,4.094864,1.256733,2
2,8,4.251957,1.426072,2
3,7,4.352923,1.204515,2
5,7,4.445478,1.004306,0
2,11,5.38112,1.469478,1
3,9,3.762812,0.992887,1
5,6,4.589115,0.987945,0
2,8,4.05231,0.919408,0
3,6,4.063057,1.008424,0
4,2,4.036506,0.976554,0
1,2,3.901367,1.153776,0
2,14,3.400645,1.243307,0
5,6,3.393658,0.858795,0
1,2,4.657121,0.933153,0
2,8,4.515958,1.011044,0
3,7,3.946242,1.012022,0
3,12,4.301709,1.664243,2
3,9,3.57853,1.789192,1
4,2,4.217083,1.016437,0
5,7,5.32793,1.055827,0
1,2,4.445331,1.073698,0
2,8,5.047678,0.980329,1
3,10,3.350088,1.687957,2
4,2,2.916137,0.945788,0
5,7,4.917948,1.165134,0
1,2,3.406422,1.366227,1
2,8,3.649491,0.788934,0
3,7,4.131687,1.30853,1
4,2,4.009388,1.027832,0
5,7,3.817433,0.844522,1
2,10,3.258206,2.002542,0
3,5,2.917086,0.712079,0
4,2,3.016237,1.084807,0
5,7,4.000689,1.143203,0
1,2,3.670158,0.907005,0
3,7,3.438863,1.059777,0
4,1,3.169606,0.915021,0
5,7,3.850844,0.96114,0
1,2,3.685902,0.988717,0
2,8,3.455159,0.704659,0
3,2,3.377466,0.688855,0
2,8,4.94207,0.942507,0
3,18,4.223454,1.925262,1
5,10,4.426974,2.07719,2
1,2,3.953887,0.907005,0
2,8,3.422389,0.855186,0
3,8,3.185894,0.743807,0
4,2,1.627654,0.993647,0
5,7,3.561084,1.150862,0
1,2,3.706473,0.790974,0
2,8,3.358486,1.269199,0
1,2,3.909108,0.844904,0
2,8,3.368784,1.037951,0
3,3,3.104877,0.809388,0
4,2,3.488715,1.174828,0
5,7,3.58635,1.015098,0
1,2,3.784312,1.699613,2
2,8,4.840624,0.648814,0
3,5,2.41161,0.880367,0
4,2,3.247011,0.89451,0
1,2,3.647504,0.702724,0
2,8,3.439014,0.687906,0
3,7,3.92146,1.028867,0
4,2,2.781845,0.973136,0
2,9,4.623354,0.970429,1
3,5,4.459865,0.929595,1
4,2,1.857721,1.025553,0
5,7,4.915703,0.824332,0
1,2,4.892608,1.003425,0
2,8,5.179627,0.75035,0
3,2,1.596783,0.565378,0
4,2,2.224549,0.994786,0
5,8,4.657423,0.94095,0
2,8,4.360455,0.972968,1
3,6,5.654631,0.982093,2
2,10,3.864322,1.053435,1
