@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute bi_feature1301 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0,0,0,0.021818,0,0,0.285767,0.290309,0.320539,0
9,0,0,0,0.008065,0,0,0.302217,0.323152,0.359533,1
9,0,0,0,0.00367,0,0,0.437526,0.461065,0.525387,0
9,0.012012,0,0.000751,0.001503,0,0,0.643059,0.688670,0.787060,1
9,0.009569,0,0,0.019231,0,0,0.381672,0.400900,0.453861,0
9,0,0,0,0.022556,0,0,0.270374,0.277944,0.306611,0
9,0.007874,0,0,0.007937,0,0,0.045899,0.046118,0.038901,1
9,0.038321,0,0,0.003656,0,0,0.262138,0.281847,0.310982,0
9,0.04497,0,0,0.000763,0,0,0.479380,0.514547,0.585991,0
9,0.006329,0,0,0.012739,0,0,0.392065,0.417061,0.470657,0
9,0,0,0,0.026168,0,0,0.288992,0.295054,0.325177,0
9,0,0,0,0.023077,0,0,0.519320,0.547256,0.623777,0
9,0,0,0,0.009709,0,0,0.584097,0.619791,0.707387,0
9,0.003182,0,0,0.003185,0,0,0.743359,0.794247,0.910080,0
9,0,0,0,0.01227,0,0,0.613687,0.647815,0.739843,0
9,0.00708,0,0,0.019504,0,0,0.233893,0.237801,0.258108,0
9,0,0,0,0.018182,0,0,0.420525,0.437334,0.496005,1
9,0,0,0,0.005792,0,0,0.371818,0.390673,0.435702,0
9,0.002796,0,0.000933,0.003731,0,0,0.772909,0.826742,0.947904,0
9,0,0,0,0.020134,0,0,0.525435,0.552000,0.628512,0
9,0.001957,0,0,0.017647,0,0,0.266475,0.271751,0.300662,0
9,0,0,0,0.02521,0,0,0.399659,0.420592,0.477581,0
9,0,0,0,0.006515,0,0,0.456311,0.481034,0.550135,0
9,0.00237,0,0,0.005534,0,0,0.760072,0.813371,0.932160,0
9,0,0,0,0.030457,0,0,0.634198,0.671266,0.768772,0
9,0,0,0,0.004839,0,0,0.291731,0.303250,0.331120,0
9,0,0,0,0.015504,0,0,0.360694,0.379547,0.427510,0
9,0,0,0,0.010545,0,0,0.469019,0.494083,0.562529,0
9,0.002913,0,0,0.002915,0,0,0.801767,0.857958,0.983516,0
9,0,0,0,0.027322,0,0,0.612608,0.647939,0.741313,0
9,0,0,0,0.013554,0,0,0.284749,0.294526,0.325139,0
9,0,0,0,0,0,0,0.359156,0.375751,0.417732,0
9,0,0,0,0.00299,0,0,0.512942,0.544692,0.619969,1
9,0.012163,0,0,0.004233,0,0.000529,0.714793,0.765384,0.876990,2
9,0,0,0,0.005291,0,0,0.549928,0.582620,0.662458,0
9,0,0,0,0.022968,0,0,0.279238,0.286095,0.316591,1
9,0,0,0,0.012821,0,0,0.487273,0.513807,0.584281,0
9,0.004167,0,0,0,0,0,0.419515,0.441545,0.501551,0
9,0.014039,0,0,0.001081,0,0,0.617281,0.659973,0.754089,0
9,0,0,0,0.019481,0,0,0.563727,0.595434,0.680847,0
9,0.007547,0,0,0.015123,0,0,0.176479,0.182254,0.191863,0
9,0,0,0,0.03125,0,0,0.544437,0.573442,0.652802,1
9,0,0,0,0.003552,0,0,0.430138,0.451686,0.515259,0
9,0.000997,0,0,0.003992,0,0,0.770929,0.825042,0.944332,0
9,0,0,0,0.02551,0,0,0.619315,0.653722,0.747589,0
9,0,0,0,0.014469,0,0,0.267766,0.276228,0.305550,0
9,0,0,0,0.017241,0,0,0.244555,0.252295,0.278536,0
9,0.004794,0,0,0.004798,0,0,0.398835,0.421973,0.478015,0
9,0.017062,0,0,0.001898,0,0,0.629122,0.673426,0.769851,0
9,0,0,0,0.046512,0,0,0.566749,0.596408,0.681929,0
9,0.010033,0,0,0.01005,0,0,0.235241,0.245873,0.266953,0
9,0.035928,0,0,0.006024,0,0,0.326795,0.346302,0.388956,1
9,0.046398,0,0,0.003667,0,0,0.204028,0.221603,0.242264,0
9,0.033708,0,0,0.00375,0,0,0.447875,0.479707,0.545077,0
9,0.091892,0,0,0.021739,0,0,0.361145,0.381847,0.431275,0
9,0,0,0,0.01107,0,0,0.217150,0.220332,0.236952,0
9,0,0,0,0.02521,0,0,0.374795,0.391235,0.440468,0
9,0.017493,0,0,0.00292,0,0,0.451398,0.479910,0.544389,0
9,0.01056,0,0,0.003171,0,0,0.752169,0.804956,0.923195,0
9,0,0,0,0.033333,0,0,0.597924,0.631046,0.722136,0
9,0,0,0,0.015306,0,0,0.319079,0.330991,0.367686,0
9,0,0,0,0.017391,0,0,0.339373,0.352827,0.395488,0
9,0.007491,0,0,0.005629,0,0,0.446235,0.470371,0.535926,0
9,0,0,0,0.006897,0,0,0.773179,0.826152,0.946831,1
9,0,0,0,0.016667,0,0,0.610611,0.646238,0.740236,0
9,0,0,0,0.004926,0,0,0.327067,0.340368,0.378473,0
9,0,0,0,0.024194,0,0,0.452751,0.468300,0.528802,0
9,0,0,0,0.004983,0,0,0.538083,0.569264,0.648836,0
9,0.001167,0,0,0.007009,0,0,0.750460,0.801977,0.918777,0
9,0,0,0,0.02809,0,0,0.574326,0.603710,0.690388,0
9,0,0,0,0.024074,0,0,0.217316,0.219450,0.235687,0
9,0,0,0,0.020202,0,0,0.326389,0.337333,0.378304,0
9,0,0,0,0.006065,0,0,0.668080,0.711610,0.814581,2
9,0,0,0,0.003226,0,0,0.794559,0.849810,0.974065,1
9,0,0,0,0.029557,0,0,0.624711,0.659729,0.754829,0
9,0,0,0,0.023438,0,0,0.289907,0.302332,0.332153,0
9,0.017391,0,0,0.026316,0,0,0.148461,0.146873,0.157264,0
9,0.003883,0,0,0.007782,0,0,0.387749,0.406474,0.462476,0
9,0.016018,0,0,0.003817,0,0,0.764314,0.817979,0.937355,0
9,0,0,0,0.021978,0,0,0.607991,0.641750,0.733635,0
9,0,0,0,0.029795,0,0,0.223023,0.226123,0.243579,0
9,0,0,0,0.02381,0,0,0.234748,0.234804,0.261578,1
9,0.007987,0,0,0.0064,0,0,0.383076,0.404275,0.458323,0
9,0,0,0,0.01218,0,0,0.737969,0.786956,0.901371,0
9,0,0,0,0,0,0,0.599790,0.635066,0.725242,0
9,0,0,0,0.013937,0,0,0.313459,0.326089,0.360788,1
9,0.057143,0,0,0.009615,0,0,0.217990,0.229518,0.249752,0
9,0.01721,0,0,0.00816,0,0,0.595323,0.633939,0.722656,0
9,0.013158,0,0.001317,0.003292,0,0,0.638334,0.683491,0.781872,1
9,0,0,0,0.025157,0,0,0.586447,0.619595,0.707580,0
9,0.003866,0,0,0.009032,0,0,0.253217,0.264704,0.290220,1
9,0.028037,0,0,0.037736,0,0,0.309584,0.315604,0.354522,0
9,0.013769,0,0,0.008621,0,0,0.443907,0.468566,0.530686,0
9,0.001431,0,0,0.001433,0,0,0.811731,0.869447,0.997338,0
9,0,0,0,0.035088,0,0,0.613718,0.646883,0.740447,0
9,0,0,0,0.014184,0,0,0.299124,0.309009,0.340598,0
9,0.078261,0,0,0.008772,0,0,0.185446,0.193776,0.207996,0
9,0.024862,0,0,0.002766,0,0,0.254775,0.272697,0.303445,0
9,0.037893,0,0,0.0037,0,0,0.591169,0.632201,0.722598,1
9,0,0,0,0.037975,0,0,0.499676,0.523750,0.596576,0
9,0.009728,0,0,0.017544,0,0,0.159605,0.165616,0.172636,0
9,0,0,0,0.041322,0,0,0.428065,0.443685,0.503643,0
9,0,0,0,0.007018,0,0,0.605282,0.643862,0.736267,0
9,0.021292,0,0,0.004261,0,0,0.661554,0.708860,0.811127,0
9,0.005291,0,0,0.037234,0,0,0.495748,0.520316,0.593169,0
9,0,0,0,0.014151,0,0,0.258344,0.265772,0.286522,0
9,0,0,0,0.019417,0,0,0.313200,0.320289,0.357495,0
9,0,0,0,0.005593,0,0,0.578335,0.617017,0.704122,0
9,0,0,0,0.002183,0,0,0.784090,0.839207,0.961542,0
9,0,0,0,0.012346,0,0,0.530158,0.560280,0.638761,0
9,0.028571,0,0,0.019678,0,0,0.192625,0.198123,0.209308,0
9,0,0,0,0.021127,0,0,0.444215,0.464447,0.525395,0
9,0.005882,0,0,0.002946,0,0,0.458195,0.484751,0.551268,0
9,0,0,0,0.005034,0,0,0.794676,0.849215,0.973690,0
9,0,0,0,0.02439,0,0,0.565500,0.595763,0.682335,0
9,0,0,0,0.007949,0,0,0.298942,0.309839,0.339139,0
9,0.009804,0,0,0,0,0,0.103247,0.107187,0.108781,0
9,0.003704,0,0,0.009276,0,0,0.359688,0.377848,0.425531,0
9,0,0,0,0.007823,0,0,0.764215,0.815431,0.934077,0
9,0,0,0,0.038217,0,0,0.545108,0.571053,0.653652,0
9,0.0217,0,0,0.012681,0,0,0.138548,0.140831,0.145509,1
9,0,0,0,0.018519,0,0,0.373799,0.386604,0.435160,0
9,0,0,0,0.005455,0,0,0.489077,0.517306,0.589614,0
9,0,0,0,0.004608,0,0,0.802968,0.858614,0.984763,1
9,0,0,0,0.006061,0,0,0.615578,0.651526,0.742879,0
9,0,0,0,0.011628,0,0,0.245767,0.251403,0.274228,0
9,0,0,0,0.032967,0,0,0.302662,0.300113,0.336413,0
9,0.016447,0,0,0.004942,0,0,0.466276,0.492552,0.561136,0
9,0.007067,0,0,0.004717,0,0,0.745540,0.798431,0.915558,0
9,0,0,0,0.017544,0,0,0.437749,0.464134,0.526661,0
9,0.012968,0,0,0.012987,0,0,0.222618,0.232196,0.252608,0
9,0,0,0,0.020619,0,0,0.142417,0.140246,0.147970,0
9,0.00235,0,0,0.005882,0,0,0.584371,0.620850,0.708947,0
9,0,0,0,0.002584,0,0,0.763788,0.817468,0.936813,0
9,0.039773,0,0,0.022857,0,0,0.368567,0.387327,0.440335,0
9,0.010081,0,0,0.022222,0,0,0.234139,0.241506,0.263532,0
9,0,0,0,0.056075,0,0,0.370823,0.375922,0.426427,0
9,0,0,0,0.00597,0,0,0.604386,0.643709,0.735648,0
9,0.004651,0,0,0.006206,0,0,0.746593,0.798221,0.914886,0
9,0,0,0,0.018868,0,0,0.591825,0.623529,0.710809,0
9,0,0,0,0.015101,0,0,0.249671,0.256681,0.279748,0
9,0,0,0,0.048544,0,0,0.434074,0.447351,0.510565,0
9,0,0,0,0.005935,0,0,0.524695,0.556261,0.631665,0
9,0,0,0,0.002622,0,0,0.739539,0.791243,0.905680,0
9,0,0,0,0.02454,0,0,0.616768,0.650224,0.741574,0
9,0,0,0,0.020408,0,0,0.223159,0.225966,0.244703,0
9,0,0,0,0.008547,0,0,0.381361,0.397284,0.446168,0
9,0.005731,0,0,0.007174,0,0,0.430957,0.455571,0.516752,0
9,0.02607,0,0,0.002676,0,0,0.758508,0.812431,0.931534,1
9,0.040541,0,0,0.020408,0,0,0.240029,0.252235,0.282049,0
9,0,0,0,0.017606,0,0,0.263116,0.271009,0.296972,0
9,0.009174,0,0,0,0,0,0.040608,0.054703,0.043422,0
9,0.015203,0,0,0,0,0,0.036240,0.049612,0.038370,0
9,0.056202,0,0,0,0,0,0.020043,0.026725,0.019208,0
9,0.024845,0,0,0,0,0,0.030861,0.040782,0.032470,0
9,0,0,0,0.021382,0,0,0.258454,0.262780,0.287625,0
9,0.06,0,0,0.030303,0,0,0.079529,0.073285,0.071397,0
9,0,0,0,0.020755,0,0,0.426182,0.446095,0.504438,0
9,0,0,0,0,0,0,0.793168,0.849360,0.974651,0
9,0.028736,0,0,0.028902,0,0,0.445195,0.466985,0.530257,0
9,0.004702,0,0,0.012559,0.00157,0,0.254095,0.267904,0.289708,1
9,0.016529,0,0,0,0,0,0.164180,0.171750,0.185787,0
9,0.040706,0.001359,0,0.006793,0,0,0.267150,0.283407,0.315690,1
9,0.015512,0,0,0,0,0,0.701563,0.752193,0.860434,0
9,0,0,0,0.026316,0,0,0.581104,0.611291,0.698627,0
9,0.026534,0,0,0.009129,0,0,0.553437,0.588786,0.669206,0
9,0,0,0,0.025974,0,0,0.178960,0.175020,0.187300,0
9,0,0,0,0.008991,0,0,0.547449,0.581103,0.660573,0
9,0.035813,0,0,0.001838,0.000919,0,0.645618,0.691675,0.791158,1
9,0,0,0,0.041958,0,0,0.472483,0.491267,0.559672,0
9,0,0,0,0.01848,0,0,0.228440,0.229025,0.247789,0
9,0,0,0,0.020202,0,0,0.359598,0.373056,0.421871,0
9,0,0,0,0.01487,0,0,0.389365,0.407275,0.461630,0
9,0.008043,0,0,0.006711,0,0,0.750404,0.802585,0.919317,0
9,0,0,0,0.031056,0,0,0.562219,0.590838,0.675165,0
9,0,0,0,0.023033,0,0,0.268202,0.273640,0.297398,0
9,0,0,0,0.007143,0,0,0.422559,0.447266,0.502607,1
9,0.003831,0,0,0.002558,0,0,0.537214,0.569116,0.650128,2
9,0.00252,0,0,0.001261,0,0,0.794624,0.850466,0.975257,2
9,0,0,0,0.010582,0,0,0.313350,0.337343,0.377910,0
9,0,0,0,0.013769,0,0,0.276960,0.291804,0.322743,2
9,0,0,0,0.023622,0,0,0.419327,0.436494,0.493708,0
9,0,0,0,0.01676,0,0,0.455478,0.481174,0.545157,0
9,0.013356,0,0,0.004177,0,0,0.703467,0.752273,0.861035,1
9,0,0,0,0.03012,0,0,0.612263,0.646753,0.740427,0
9,0,0,0,0.011928,0,0,0.206003,0.209822,0.224565,1
