@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.482,0.414,0.104,0.267,0.504,0
0.13,0.843,0.027,0.162,0.413,0
0.014,0.339,0.647,0.227,0.226,2
0.176,0.123,0.701,0.301,0.25,2
0.062,0.481,0.457,0.139,0.784,1
0.437,0.533,0.029,0.102,0.566,0
0.414,0.375,0.211,0.147,0.423,0
0.428,0.266,0.306,0.343,0.236,0
0.294,0.322,0.384,0.223,0.399,0
0.745,0.214,0.041,0.132,0.606,0
0.025,0.873,0.103,0.103,0.402,0
0.103,0.07,0.827,0.219,0.346,0
0.714,0.256,0.03,0.18,0.304,0
0.485,0.059,0.456,0.473,0.231,0
0.035,0.744,0.221,0.257,0.534,1
0.048,0.697,0.256,0.223,0.373,1
0.15,0.198,0.652,0.142,0.366,0
0.218,0.67,0.112,0.218,0.275,1
0.708,0.168,0.124,0.589,0.194,0
0.258,0.263,0.479,0.195,0.566,0
0.212,0.395,0.393,0.12,0.589,0
0.307,0.387,0.306,0.131,0.366,0
0.084,0.709,0.207,0.213,0.306,1
0.723,0.08,0.198,0.392,0.263,0
0.321,0.396,0.284,0.108,0.517,0
0.144,0.477,0.378,0.091,0.418,0
0.044,0.413,0.543,0.186,0.383,0
0.009,0.352,0.639,0.218,0.234,1
0.884,0.03,0.087,0.664,0.15,0
0.786,0.101,0.113,0.272,0.573,0
0.045,0.498,0.457,0.436,0.45,2
0.045,0.104,0.85,0.127,0.488,2
0.203,0.507,0.29,0.205,0.294,2
0.777,0.169,0.054,0.408,0.339,0
0.294,0.611,0.095,0.262,0.562,0
0.187,0.279,0.533,0.079,0.468,2
0.053,0.464,0.482,0.12,0.409,1
0.224,0.725,0.051,0.2,0.323,1
0.861,0.102,0.037,0.807,0.112,0
0.353,0.283,0.364,0.351,0.453,0
0.024,0.247,0.729,0.135,0.477,1
0.699,0.224,0.077,0.217,0.423,0
0.29,0.346,0.364,0.363,0.22,0
0.41,0.2,0.39,0.568,0.271,0
0.475,0.471,0.054,0.162,0.575,0
0.038,0.333,0.629,0.066,0.334,0
0.364,0.51,0.127,0.222,0.384,0
0.946,0.021,0.034,0.188,0.251,0
0.253,0.295,0.452,0.08,0.322,0
0.749,0.171,0.08,0.223,0.57,0
0.408,0.473,0.12,0.31,0.522,0
0.439,0.087,0.474,0.313,0.417,0
0.71,0.098,0.192,0.201,0.262,0
0.692,0.028,0.279,0.594,0.219,0
0.699,0.241,0.06,0.486,0.407,0
0.387,0.312,0.301,0.616,0.252,0
0.596,0.26,0.144,0.204,0.325,0
0.17,0.799,0.031,0.192,0.295,0
0.833,0.105,0.061,0.638,0.167,0
0.253,0.331,0.416,0.157,0.48,0
0.535,0.363,0.102,0.044,0.541,0
0.703,0.276,0.021,0.155,0.461,0
0.026,0.2,0.774,0.205,0.271,2
