@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.015,0.327,0.658,0.097,0.418,2
0.056,0.483,0.461,0.392,0.465,1
0.107,0.728,0.165,0.333,0.444,1
0.35,0.525,0.125,0.141,0.557,1
0.043,0.746,0.211,0.3,0.579,1
0.012,0.34,0.648,0.008,0.162,1
0.164,0.347,0.488,0.131,0.269,2
0.088,0.037,0.875,0.114,0.646,2
0.147,0.636,0.217,0.363,0.405,2
0.046,0.478,0.475,0.269,0.66,1
0.135,0.81,0.055,0.686,0.251,1
0.018,0.208,0.773,0.042,0.312,2
0.021,0.563,0.416,0.03,0.764,1
0.301,0.548,0.151,0.222,0.731,1
0.022,0.761,0.218,0.026,0.33,2
0.123,0.645,0.233,0.209,0.44,1
0.05,0.807,0.143,0.099,0.625,1
0.737,0.226,0.037,0.644,0.339,1
0.007,0.798,0.195,0.018,0.712,1
0.055,0.072,0.874,0.012,0.267,2
0.051,0.35,0.599,0.074,0.348,2
0.191,0.637,0.172,0.361,0.574,1
0.133,0.694,0.173,0.179,0.731,1
0.386,0.324,0.291,0.3,0.534,1
0.016,0.893,0.09,0.554,0.412,2
0.438,0.36,0.201,0.24,0.632,1
0.064,0.017,0.919,0.134,0.468,2
0.065,0.801,0.134,0.378,0.443,1
0.106,0.728,0.167,0.154,0.745,1
0.241,0.649,0.11,0.129,0.682,1
0.447,0.289,0.264,0.141,0.733,1
0.015,0.731,0.254,0.05,0.369,2
0.064,0.589,0.347,0.187,0.718,1
0.056,0.782,0.162,0.257,0.575,1
0.67,0.292,0.038,0.348,0.606,1
0.054,0.807,0.14,0.095,0.761,1
0.319,0.511,0.17,0.164,0.611,1
0.056,0.883,0.061,0.306,0.531,1
0.478,0.392,0.13,0.351,0.46,2
0.023,0.772,0.205,0.172,0.519,1
0.475,0.472,0.053,0.253,0.691,1
0.523,0.37,0.107,0.287,0.571,1
0.193,0.701,0.106,0.526,0.396,1
0.246,0.025,0.73,0.048,0.381,2
0.025,0.718,0.257,0.042,0.114,2
0.472,0.387,0.141,0.447,0.509,2
0.154,0.734,0.112,0.184,0.682,1
0.785,0.191,0.024,0.54,0.362,1
0.432,0.524,0.045,0.794,0.193,0
0.025,0.176,0.799,0.002,0.058,0
0.552,0.293,0.155,0.425,0.392,0
0.869,0.037,0.094,0.559,0.423,0
0.215,0.753,0.032,0.717,0.174,0
0.493,0.448,0.06,0.206,0.77,0
0.419,0.381,0.199,0.234,0.691,0
0.441,0.519,0.04,0.68,0.293,0
0.699,0.174,0.127,0.302,0.669,0
0.856,0.057,0.087,0.492,0.465,0
0.26,0.676,0.064,0.721,0.267,0
0.262,0.677,0.061,0.129,0.37,0
0.228,0.642,0.13,0.453,0.408,0
0.118,0.841,0.041,0.817,0.165,0
0.458,0.506,0.036,0.665,0.292,0
0.628,0.309,0.064,0.635,0.296,0
0.889,0.011,0.101,0.68,0.259,0
0.627,0.136,0.237,0.449,0.431,0
0.095,0.84,0.065,0.804,0.155,0
0.326,0.631,0.042,0.273,0.487,0
