@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute bi_feature12 numeric
@attribute bi_feature327 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1041 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.008333,0,0,0,0,0,0.540637,0.560846,0.650652,0
0.004175,0.010438,0,0,0.000696,0.009053,0,0.581681,0.610444,0.705296,0
0.008065,0.025161,0,0,0.004195,0.005163,0,0.825124,0.865095,1.013849,2
0,0.035225,0,0,0.009804,0,0,0.805043,0.841874,0.986615,2
0.004878,0.134959,0,0,0.017087,0.017087,0,0.527257,0.544554,0.631702,1
0,0.027174,0,0,0,0.054645,0,0.407099,0.422647,0.480640,0
0.004637,0.047913,0,0,0.003094,0.017788,0,0.568562,0.592988,0.687814,0
0.016484,0.020513,0,0,0.004031,0.004764,0,0.719512,0.753962,0.880719,0
0,0.041199,0,0,0.011278,0.015038,0,0.611215,0.637976,0.740183,0
0.001337,0.078877,0,0,0.016064,0.032129,0,0.269358,0.273228,0.303957,0
0,0.09434,0,0,0.006329,0.075949,0,0.424112,0.437632,0.504240,0
0.003752,0.074109,0,0,0.005634,0.037559,0,0.573780,0.596678,0.691584,0
0,0.009153,0,0,0.002289,0.007784,0,0.854250,0.896334,1.049404,0
0,0.080153,0,0,0.019157,0.02682,0,0.652671,0.678959,0.792101,0
0,0.063429,0,0,0.010913,0.046627,0,0.421692,0.435286,0.496376,0
0,0.004202,0,0,0,0.07173,0,0.618634,0.647829,0.751342,0
0,0.109224,0,0,0.005969,0.011019,0,0.653564,0.679056,0.790228,0
0,0.011589,0,0,0.002486,0.004143,0,0.789338,0.827274,0.966338,0
0,0.102703,0,0,0.01626,0.00813,0,0.719457,0.748158,0.875064,0
0,0.089602,0,0,0.023256,0.044297,0,0.298211,0.304392,0.335722,1
0,0.176923,0,0,0.007722,0.007722,0,0.574707,0.592526,0.690287,1
0,0.078777,0,0,0.003709,0.016226,0,0.638604,0.664974,0.772267,0
0.00674,0.00674,0,0,0.001065,0.01171,0,0.793861,0.833126,0.973406,1
0,0.170909,0,0,0.021898,0,0,0.683701,0.707490,0.826962,0
0,0.084416,0,0,0.03467,0.055255,0,0.286600,0.291585,0.323457,0
0.005952,0.029762,0,0,0.005988,0.05988,0,0.279673,0.289819,0.327153,0
0,0.048461,0,0,0.004587,0.005242,0,0.657908,0.686875,0.800654,0
0.001048,0.026895,0,0,0.002795,0.009783,0,0.771773,0.808228,0.944564,1
0,0.066066,0,0,0.01506,0.003012,0,0.711658,0.742006,0.867129,0
0,0.07631,0,0,0.022805,0.036488,0,0.346103,0.355078,0.401708,0
0,0.171717,0,0,0.010152,0.015228,0,0.518884,0.534158,0.621843,0
0,0.108959,0,0,0.007874,0.036947,0,0.582465,0.604439,0.701372,0
0.007475,0.023492,0,0,0.002937,0.008812,0,0.826540,0.866732,1.015345,1
0,0.129496,0,0,0.021661,0,0,0.703105,0.729408,0.852834,0
0,0.014756,0,0,0.009091,0.022727,0,0.355682,0.364365,0.405888,0
0.035156,0.039062,0,0,0.007843,0.015686,0,0.069488,0.078885,0.071678,2
0.020833,0.068376,0,0,0.001069,0.008552,0,0.407411,0.424402,0.489288,2
0.00163,0.012225,0,0,0.002854,0.003261,0,0.796250,0.834508,0.975392,2
0,0.072165,0,0,0.017241,0.010345,0,0.608374,0.630035,0.734769,0
0,0.044745,0,0,0.021875,0.060417,0,0.293684,0.298720,0.332096,0
0,0.175214,0,0,0.004292,0.051502,0,0.524907,0.540268,0.627404,2
0,0.11353,0,0,0.002593,0.01556,0,0.603928,0.627232,0.729020,1
0.001483,0.003955,0,0,0.000495,0.01088,0,0.772446,0.810057,0.943373,1
0,0.191781,0,0,0.027523,0,0,0.580620,0.596431,0.695298,0
0,0.17037,0,0,0.037076,0.026483,0,0.311278,0.313273,0.349683,0
0,0.167173,0,0,0.012195,0.02439,0,0.452164,0.463523,0.534627,1
0.011599,0.104391,0,0,0.007463,0.019071,0,0.496732,0.514345,0.594761,0
0.02871,0.018978,0,0,0.002921,0.00779,0,0.677186,0.709847,0.827817,0
0,0.105263,0,0,0.021127,0.003521,0,0.507596,0.524921,0.608026,0
0,0.036949,0,0,0.02148,0.053699,0,0.328348,0.336322,0.378814,0
0,0.033951,0,0,0.009288,0.01548,0,0.640639,0.668769,0.781461,0
0,0.066895,0,0,0.0103,0.035193,0,0.603420,0.627917,0.727969,0
0,0.013477,0,0,0.002697,0.006069,0,0.869199,0.911715,1.068244,0
0,0.023256,0,0,0,0.016667,0,0.714688,0.748385,0.874741,0
0,0.049065,0,0,0.012865,0.044444,0,0.304820,0.310864,0.346125,0
0,0.110638,0,0,0.017094,0,0,0.383167,0.394854,0.452141,0
0.011029,0.106005,0,0,0.007971,0.042918,0,0.446001,0.460674,0.525658,0
0,0.023826,0,0,0.003506,0.008415,0,0.839358,0.879792,1.030447,0
0,0.208333,0,0,0.010453,0.003484,0,0.614052,0.632414,0.737619,0
0.00365,0.088808,0,0,0.029233,0.062119,0,0.264123,0.266279,0.295966,0
0,0.147368,0,0,0.015873,0.010582,0,0.362605,0.369894,0.426220,0
0.014318,0.10324,0,0,0.004525,0.009804,0,0.576454,0.598751,0.696014,0
0,0.007274,0,0,0.001456,0.010674,0,0.805695,0.845315,0.987038,0
0,0.096667,0,0,0.0301,0,0,0.689006,0.715300,0.836067,0
0,0.152952,0,0,0.023277,0.037601,0,0.388999,0.396419,0.452000,0
0,0.026432,0,0,0.004425,0.039823,0,0.398693,0.410530,0.473711,0
0,0.075452,0,0,0.001064,0.02234,0,0.578387,0.601339,0.695580,0
0.002949,0.018873,0,0,0.00177,0.007965,0,0.811238,0.850463,0.995237,2
0,0.111486,0,0,0.016949,0,0,0.662424,0.686917,0.802930,0
0,0.153012,0,0,0.012063,0.030157,0,0.341130,0.347040,0.393440,0
0,0.051643,0,0,0.004717,0.042453,0,0.507544,0.527744,0.604388,0
0,0.107567,0,0,0.006884,0.01627,0,0.602416,0.625032,0.727450,0
0.050741,0.005211,0,0,0.001372,0.003841,0,0.288491,0.307861,0.348297,1
0.124579,0,0,0,0,0,0,0.033907,0.044828,0.032160,0
0.024752,0.00198,0,0,0.000991,0.003964,0,0.045895,0.060718,0.045851,0
0.197248,0.004587,0.004608,0,0.004608,0.023041,0,0.125317,0.129226,0.135189,0
0.059829,0.095571,0,0,0.003888,0.013219,0,0.379261,0.394410,0.451771,1
0.021802,0.011919,0,0,0.002035,0.00727,0,0.715629,0.751245,0.877709,2
0.036232,0.086957,0,0,0.014545,0.007273,0,0.505360,0.526806,0.611491,0
0.011659,0.087892,0,0,0.024237,0.022442,0,0.184397,0.189780,0.201182,0
0.115108,0.068345,0,0.00361,0,0.032491,0,0.250658,0.260147,0.288687,1
0.07343,0.021256,0,0,0.000967,0.016441,0,0.316593,0.333869,0.376749,0
0.04126,0.009377,0.00075,0,0.001876,0.010507,0,0.647969,0.680718,0.793369,1
0,0.063333,0,0,0.016722,0,0,0.643437,0.672247,0.782844,0
0.030941,0.032178,0,0,0.009913,0.022305,0,0.153390,0.162966,0.165526,1
0,0.149254,0,0,0.02,0.025,0,0.486011,0.499144,0.575178,0
0.004945,0.050209,0,0,0.006469,0.010654,0,0.699216,0.730679,0.852136,0
0.004135,0.012405,0,0,0.002759,0.011724,0,0.796825,0.836130,0.978201,0
0.018927,0.148265,0,0,0.018987,0,0,0.458111,0.473059,0.546764,0
0.005484,0.091408,0,0,0.025618,0.043916,0,0.310463,0.316761,0.355536,0
0,0.097826,0,0,0.010929,0.04918,0,0.376179,0.386665,0.440810,0
0,0.059493,0,0,0.003503,0.028897,0,0.653527,0.681687,0.792638,0
0.041223,0.006948,0,0,0.000927,0.012975,0,0.638832,0.671078,0.780381,0
0.003745,0.074906,0,0,0.011278,0,0,0.606144,0.631438,0.735961,0
0,0.131522,0,0,0.01741,0.044614,0,0.312953,0.317304,0.357067,0
0.00995,0.164179,0,0,0.04,0.015,0,0.389504,0.394963,0.455533,0
0.015135,0.122162,0,0,0.008658,0.029221,0,0.466891,0.482405,0.553726,0
0.003564,0.012117,0,0,0.001427,0,0,0.852041,0.894389,1.048165,0
0,0.098859,0,0,0.026718,0,0,0.618990,0.641999,0.745938,0
0,0.122538,0,0,0.015334,0.046002,0,0.303818,0.308194,0.344847,0
0,0.135,0,0,0.01005,0.01005,0,0.499627,0.513458,0.594608,2
0.003234,0.046079,0,0,0.002427,0.023463,0,0.500276,0.522931,0.604899,0
0.001275,0.01504,0,0,0.005099,0.00357,0,0.774813,0.811599,0.948852,1
0,0.182825,0,0,0.008333,0.002778,0,0.579218,0.597312,0.696958,2
0.037223,0.084507,0,0,0.011072,0.014595,0,0.394320,0.406055,0.463996,2
0,0.152174,0,0,0.027322,0,0,0.260071,0.258561,0.292205,0
0,0.099822,0,0,0.007136,0.015165,0,0.541037,0.560442,0.648240,0
0.056106,0.014521,0,0,0.001321,0.01321,0,0.552227,0.580016,0.672031,0
