@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.052,0.932,0.017,0.196,0.776,0
0.001,0.356,0.643,0.102,0.519,2
0.005,0.515,0.48,0.677,0.285,1
0.391,0.563,0.045,0.898,0.102,0
0.171,0.558,0.271,0.575,0.38,0
0.037,0.372,0.591,0.139,0.516,0
0.3,0.407,0.293,0.927,0.072,0
0.91,0.077,0.013,0.856,0.142,0
0.394,0.339,0.267,0.846,0.148,0
0.232,0.716,0.052,0.34,0.42,0
0.06,0.705,0.235,0.599,0.252,1
0.041,0.723,0.236,0.191,0.472,1
0.153,0.093,0.754,0.397,0.549,0
0.28,0.246,0.474,0.788,0.209,0
0.031,0.6,0.369,0.264,0.656,0
0.003,0.823,0.174,0.362,0.558,1
0.364,0.311,0.325,0.795,0.187,0
0.002,0.348,0.65,0.004,0.109,1
0.019,0.522,0.458,0.127,0.563,2
0.002,0.163,0.835,0.048,0.553,2
0.091,0.458,0.451,0.303,0.176,2
0.73,0.244,0.026,0.626,0.347,0
0.002,0.551,0.448,0.069,0.875,1
0.024,0.842,0.134,0.617,0.309,1
0.707,0.135,0.158,0.699,0.223,0
0.431,0.487,0.082,0.607,0.354,0
0.071,0.393,0.536,0.303,0.445,0
0.316,0.19,0.495,0.452,0.438,0
0.151,0.604,0.245,0.517,0.402,0
0.073,0.195,0.732,0.364,0.548,0
0.946,0.044,0.01,0.845,0.144,0
0.579,0.262,0.159,0.711,0.11,0
0.156,0.736,0.108,0.662,0.218,0
0.017,0.84,0.143,0.382,0.363,0
0.001,0.165,0.834,0.046,0.243,2
0,0.709,0.29,0.012,0.873,1
0.746,0.038,0.216,0.229,0.739,0
0.225,0.731,0.044,0.159,0.824,0
0.125,0.341,0.534,0.401,0.389,0
0.079,0.911,0.01,0.064,0.929,1
0.001,0.803,0.196,0.003,0.134,2
0.421,0.447,0.132,0.585,0.4,0
0.248,0.546,0.206,0.061,0.919,0
0.048,0.614,0.339,0.077,0.383,1
0.049,0.95,0.001,0.248,0.748,0
0.003,0.874,0.123,0.046,0.507,1
0.823,0.073,0.104,0.613,0.364,0
0.673,0.305,0.022,0.292,0.696,1
0.003,0.241,0.757,0.001,0.034,0
0.284,0.71,0.005,0.881,0.114,0
0.5,0.047,0.454,0.379,0.501,0
0.583,0.33,0.088,0.432,0.554,0
0.653,0.327,0.02,0.436,0.488,0
0.125,0.857,0.018,0.302,0.457,0
0.896,0.024,0.081,0.744,0.239,0
0.828,0.122,0.05,0.837,0.145,0
0.779,0.218,0.004,0.88,0.114,0
0.736,0.128,0.135,0.918,0.082,0
0.29,0.256,0.454,0.462,0.424,0
0.06,0.808,0.131,0.151,0.81,0
0.001,0.834,0.165,0.029,0.782,1
0.002,0.106,0.892,0,0.073,2
0.864,0.124,0.012,0.833,0.159,0
0.84,0.088,0.071,0.467,0.519,0
0.136,0.86,0.004,0.376,0.593,0
0.991,0.004,0.006,0.667,0.284,0
0.448,0.472,0.08,0.187,0.804,0
0.749,0.241,0.01,0.854,0.145,0
0.027,0.654,0.32,0.224,0.482,0
0.471,0.52,0.009,0.318,0.657,0
0.419,0.437,0.144,0.437,0.513,0
0.463,0.514,0.023,0.538,0.386,0
0.135,0.107,0.758,0.255,0.571,0
0.759,0.12,0.121,0.658,0.308,0
0.005,0.448,0.547,0.024,0.386,2
0.802,0.172,0.025,0.729,0.237,0
0.205,0.793,0.002,0.928,0.071,0
0.367,0.067,0.566,0.697,0.285,0
0.785,0.188,0.027,0.902,0.096,0
0.334,0.652,0.014,0.893,0.106,0
0.044,0.893,0.063,0.279,0.55,0
0.971,0.006,0.023,0.804,0.194,0
0.035,0.746,0.219,0.539,0.384,1
0.3,0.594,0.106,0.144,0.761,1
0.985,0.01,0.005,0.523,0.459,0
0.172,0.824,0.004,0.118,0.88,0
0.055,0.872,0.073,0.534,0.418,0
0.093,0.769,0.138,0.13,0.865,0
0.84,0.159,0.001,0.821,0.178,0
0.965,0.026,0.009,0.833,0.149,0
0.755,0.161,0.084,0.584,0.274,0
0.177,0.635,0.187,0.602,0.376,1
0.007,0.871,0.122,0.576,0.344,2
0.202,0.728,0.07,0.214,0.737,1
0.005,0.934,0.06,0.1,0.702,0
0.523,0.457,0.02,0.29,0.23,0
0.079,0.471,0.451,0.218,0.663,0
0.012,0.069,0.919,0.255,0.389,2
0.49,0.481,0.029,0.391,0.604,0
0.433,0.554,0.013,0.403,0.512,0
0.384,0.589,0.027,0.706,0.282,0
0.228,0.628,0.143,0.915,0.083,0
0.911,0.009,0.079,0.544,0.264,0
0.884,0.097,0.019,0.891,0.107,0
0.02,0.194,0.785,0.41,0.512,0
0.051,0.697,0.252,0.306,0.595,1
0.49,0.312,0.198,0.921,0.078,0
0.047,0.781,0.171,0.234,0.688,1
0.329,0.079,0.592,0.83,0.16,0
0.163,0.661,0.176,0.073,0.779,1
0.404,0.569,0.027,0.31,0.685,0
0.047,0.911,0.042,0.072,0.881,0
0.806,0.073,0.121,0.693,0.283,0
0.298,0.263,0.439,0.288,0.337,0
0.035,0.81,0.154,0.662,0.293,0
0.669,0.271,0.06,0.592,0.403,0
0.219,0.621,0.16,0.516,0.458,0
0.763,0.172,0.065,0.795,0.203,0
0.087,0.433,0.479,0.934,0.066,0
0.556,0.051,0.393,0.913,0.087,0
0.124,0.674,0.202,0.435,0.286,0
0.072,0.47,0.458,0.348,0.475,0
0.111,0.737,0.151,0.376,0.564,0
0.066,0.341,0.593,0.4,0.598,1
0.005,0.767,0.229,0.003,0.078,2
0.41,0.291,0.299,0.852,0.133,0
0.062,0.396,0.542,0.328,0.56,0
0.837,0.079,0.084,0.909,0.091,0
0.526,0.444,0.03,0.703,0.289,0
0.166,0.825,0.009,0.139,0.849,0
0.038,0.457,0.505,0.45,0.541,1
0.828,0.052,0.121,0.604,0.395,0
0.086,0.842,0.072,0.734,0.237,0
0.414,0.401,0.184,0.772,0.226,0
0.002,0.625,0.373,0.069,0.705,0
0.114,0.809,0.077,0.432,0.547,0
0.693,0.027,0.28,0.321,0.613,0
0.216,0.743,0.041,0.564,0.387,0
0.022,0.748,0.229,0.196,0.706,1
0.036,0.949,0.015,0.035,0.963,0
0.301,0.681,0.019,0.372,0.62,0
0.811,0.091,0.098,0.38,0.511,0
0.402,0.16,0.439,0.485,0.503,0
0.273,0.404,0.322,0.904,0.095,0
0.246,0.535,0.219,0.582,0.307,0
0.317,0.661,0.022,0.656,0.339,0
0.255,0.638,0.107,0.591,0.4,0
0.663,0.181,0.156,0.855,0.14,0
0.583,0.401,0.016,0.926,0.07,0
0.206,0.78,0.013,0.555,0.331,0
0.239,0.436,0.325,0.645,0.31,0
0.403,0.294,0.303,0.899,0.096,0
0.031,0.88,0.089,0.527,0.454,0
0.712,0.275,0.013,0.266,0.453,0
0.392,0.511,0.097,0.694,0.301,0
0.509,0.459,0.032,0.177,0.818,1
0.505,0.476,0.019,0.445,0.522,0
0.006,0.435,0.558,0.148,0.501,0
0.004,0.889,0.107,0.097,0.829,1
0.152,0.752,0.097,0.152,0.726,1
0.927,0.072,0.001,0.957,0.043,0
0.822,0.11,0.067,0.83,0.163,0
0.737,0.253,0.01,0.767,0.213,0
0.345,0.605,0.051,0.39,0.46,0
0.093,0.901,0.005,0.061,0.929,0
0.048,0.874,0.078,0.174,0.676,1
0.988,0.007,0.005,0.722,0.274,0
0.397,0.585,0.018,0.295,0.701,0
0.053,0.643,0.304,0.031,0.501,0
0.095,0.082,0.823,0.869,0.121,0
0.01,0.655,0.334,0.298,0.654,0
0.408,0.551,0.041,0.971,0.028,0
0.974,0.01,0.016,0.709,0.29,0
0.67,0.287,0.043,0.403,0.589,0
0.284,0.322,0.394,0.673,0.3,0
0.426,0.481,0.092,0.823,0.16,0
0.761,0.137,0.102,0.907,0.092,0
0.364,0.625,0.011,0.259,0.727,1
0.668,0.224,0.108,0.895,0.104,0
0.871,0.106,0.023,0.885,0.103,0
0.896,0.04,0.064,0.554,0.41,0
0.006,0.908,0.086,0.162,0.706,0
0.786,0.211,0.003,0.894,0.105,0
0.172,0.484,0.343,0.442,0.489,0
0.839,0.148,0.013,0.982,0.017,0
0.634,0.067,0.3,0.383,0.579,0
0.771,0.197,0.033,0.677,0.307,0
0.491,0.406,0.103,0.607,0.274,2
0.023,0.562,0.415,0.579,0.341,0
0.37,0.516,0.114,0.411,0.421,0
0.348,0.613,0.04,0.719,0.199,0
0.441,0.506,0.053,0.443,0.554,0
0.272,0.351,0.376,0.291,0.602,0
0.019,0.704,0.277,0.236,0.564,1
0.948,0.017,0.036,0.711,0.277,0
0.66,0.311,0.029,0.341,0.35,0
0.409,0.53,0.061,0.228,0.704,0
0.407,0.586,0.007,0.075,0.924,0
0.132,0.864,0.003,0.087,0.907,0
0.971,0.025,0.004,0.312,0.64,0
0.659,0.321,0.019,0.666,0.303,0
0.846,0.132,0.022,0.922,0.078,0
0.68,0.281,0.039,0.97,0.03,0
0.973,0.004,0.023,0.67,0.302,0
0.21,0.781,0.009,0.161,0.81,1
0.289,0.617,0.093,0.327,0.515,0
0.313,0.56,0.128,0.246,0.727,1
0.211,0.752,0.037,0.599,0.382,0
0.003,0.211,0.787,0,0.022,0
0.031,0.734,0.234,0.241,0.725,0
0.138,0.802,0.061,0.412,0.535,1
0.871,0.085,0.043,0.228,0.667,0
0.39,0.328,0.282,0.945,0.055,0
0.68,0.263,0.057,0.68,0.318,0
0.341,0.39,0.269,0.222,0.698,0
0.115,0.661,0.223,0.385,0.602,1
0.88,0.112,0.008,0.424,0.55,1
