@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.006989,0,0,0.003765,0,0.792068,0.832827,0.983915,2
0,0,0,0.009836,0,0.773853,0.811039,0.957562,2
0.026144,0,0,0.006579,0,0.058594,0.067232,0.058681,2
0.008905,0,0,0.000891,0,0.373686,0.391017,0.456019,2
0.001359,0,0,0.00136,0,0.765509,0.804595,0.948785,2
0,0,0,0,0,0.490690,0.507658,0.593824,2
0.001966,0,0,0.00295,0,0.777036,0.817093,0.964459,2
0.016473,0,0,0.002908,0,0.681636,0.717380,0.845452,2
0,0,0,0.008403,0,0.454829,0.470133,0.551024,2
0,0,0,0.023148,0,0.547092,0.567923,0.669173,2
0.030176,0,0,0.006711,0,0.365691,0.378217,0.437354,2
0.038647,0,0,0.009709,0,0.500860,0.525372,0.615296,2
0,0,0,0,0,0.427538,0.445064,0.514670,2
0,0,0,0.007133,0,0.599583,0.626775,0.735745,2
0,0,0,0.017685,0,0.298144,0.301197,0.339407,2
0,0,0,0.00417,0,0.820658,0.862477,1.018968,2
0,0,0,0.008547,0,0.377060,0.387964,0.454953,2
0,0,0,0.017986,0,0.310600,0.314085,0.357681,2
0.00309,0,0,0.004329,0,0.767259,0.806622,0.952185,2
0.012163,0,0,0.004233,0,0.715930,0.753118,0.888670,2
0,0,0,0.006065,0,0.669021,0.700605,0.825421,2
0,0,0,0.005382,0,0.742126,0.778471,0.918823,2
0,0,0,0.002326,0,0.810917,0.852136,1.006506,2
0,0,0,0.020183,0,0.283690,0.289500,0.327561,2
0.003831,0,0,0.002558,0,0.537912,0.560672,0.658569,2
0.00252,0,0,0.001261,0,0.795864,0.836825,0.988380,2
0,0,0,0.013769,0,0.277321,0.288423,0.325884,2
0,0,0,0.041958,0,0.473140,0.484583,0.566552,0
0,0,0,0,0,0.833378,0.877018,1.035801,0
0,0,0,0,0,0.473697,0.492634,0.576972,0
0,0,0,0.023758,0,0.273046,0.277283,0.307927,0
0,0,0,0.048544,0,0.434675,0.441424,0.516443,0
0,0,0,0.002967,0,0.586793,0.613183,0.720060,0
0.007564,0,0,0.015152,0,0.321204,0.330239,0.375706,0
0,0,0,0.004983,0,0.538772,0.560944,0.657264,0
0.005731,0,0,0.007174,0,0.431468,0.449143,0.523289,0
0,0,0,0.014151,0,0.258307,0.263580,0.290555,0
0.015203,0,0,0,0,0.036616,0.049612,0.035687,0
0,0,0,0.012821,0,0.487970,0.506341,0.591797,0
0.039773,0,0,0.022857,0,0.369145,0.381799,0.445489,0
0.044004,0,0,0.001101,0,0.514080,0.541276,0.633241,0
0,0,0,0.016667,0,0.611504,0.636507,0.749818,0
0.011494,0,0,0.034682,0,0.407273,0.419053,0.485637,0
0,0,0,0.017544,0,0.438481,0.457372,0.532634,0
0,0,0,0.019481,0,0.564492,0.586662,0.689738,0
0.024845,0,0,0,0,0.031181,0.040782,0.030062,0
0,0,0,0.003509,0,0.810426,0.851971,1.005927,0
0.003171,0,0,0.008883,0,0.669313,0.701472,0.825197,0
0,0,0,0.009074,0,0.284731,0.289013,0.327158,0
0,0,0,0.041322,0,0.428576,0.437881,0.510052,0
0,0,0,0.033333,0,0.598839,0.621618,0.731438,0
0,0,0,0.019417,0,0.313496,0.316708,0.362038,0
0,0,0,0.000824,0,0.740437,0.778693,0.915680,1
0,0,0,0.008065,0,0.302715,0.318946,0.362976,1
0.037893,0,0,0.0037,0,0.592094,0.622262,0.732049,1
0.005222,0,0,0.005229,0,0.572928,0.599159,0.703240,1
0.013158,0,0.001317,0.003292,0,0.639346,0.672626,0.792148,1
0,0,0,0.001208,0,0.429484,0.447558,0.523005,1
0.035813,0,0,0.001838,0.000919,0.646654,0.680681,0.801527,1
0,0,0,0.013582,0,0.309122,0.312495,0.354063,1
0,0,0,0.003932,0,0.567043,0.593100,0.693345,1
0.02607,0,0,0.002676,0,0.759720,0.799342,0.944003,1
0.035928,0,0,0.006024,0,0.327300,0.341514,0.393290,1
0,0,0,0,0,0.857012,0.902044,1.066118,1
0,0,0,0.003494,0,0.740809,0.778213,0.917163,1
0,0,0,0,0,0.528388,0.551672,0.645264,1
0,0,0,0.02381,0,0.234856,0.232815,0.264395,1
0.007042,0,0,0.002643,0,0.646483,0.679903,0.801737,1
0,0,0,0.012545,0,0.204838,0.205506,0.222837,1
0,0,0,0.002595,0,0.569153,0.594356,0.697924,1
0,0,0,0.014787,0,0.272435,0.277170,0.308082,1
0,0,0,0.03125,0,0.545223,0.565026,0.661247,1
0,0,0,0.014706,0,0.469336,0.486764,0.565571,1
0.013356,0,0,0.004177,0,0.704567,0.740330,0.872532,1
0.047927,0,0.001297,0.003891,0,0.350269,0.366613,0.424280,1
0,0,0,0.018182,0,0.421055,0.431397,0.502237,1
0.007874,0,0,0.007937,0,0.046000,0.046535,0.037928,1
0.012012,0,0.000751,0.001503,0,0.644084,0.677773,0.797277,1
0.00534,0,0,0.003562,0,0.797947,0.839073,0.990842,1
0,0,0,0.010204,0,0.411401,0.423598,0.493710,1
0.040706,0.001359,0,0.006793,0,0.267498,0.279746,0.319124,1
0.004065,0,0.001357,0.020353,0,0.490410,0.508674,0.595052,1
