@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature3 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

1,4,-0.046057,4.007411,0.596053,0
2,10,-0.440688,4.479066,1.100591,0
3,12,0.092127,4.476359,1.522948,2
4,3,0.906286,2.234771,1.750558,2
5,16,0.283345,5.282326,1.281994,1
1,2,-0.032875,4.185434,0.913838,0
2,8,-0.151472,3.717095,0.991144,0
3,12,0.170735,3.710519,1.341216,0
4,2,-0.28529,3.489355,0.915764,0
5,8,0.040973,3.744269,0.779755,0
1,2,-0.142526,3.201368,0.7887,0
2,8,-0.013152,3.451455,0.816131,0
3,5,-0.261522,3.226075,1.073529,0
4,2,0.75245,3.406319,0.897518,0
5,7,0.016583,3.373647,1.052409,0
1,2,-0.453439,4.374485,1.178933,0
2,10,0.063536,4.249956,1.668235,0
3,5,-0.189698,4.079849,0.593822,0
4,2,1.285321,2.899975,1.267017,0
5,7,-0.20941,7.094787,0.943,1
1,2,0.080034,4.948661,1.289252,1
2,12,-0.160537,4.073898,1.652417,0
3,8,-0.205644,2.717923,1.385094,1
4,2,1.340593,2.743845,0.944275,0
5,7,0.121952,5.802987,0.963492,0
1,2,-0.163256,4.538522,0.83151,0
2,8,-0.006814,3.969727,1.169474,0
3,12,0.109875,4.502463,1.406705,1
4,2,0.89193,2.593907,1.140429,0
5,7,-0.155943,4.498704,0.915561,0
1,2,0.011422,4.491303,0.982993,0
2,12,-0.37783,3.764708,1.265144,0
3,8,0.353406,4.198062,1.840243,1
4,2,1.197869,2.095023,0.952258,0
5,7,0.084986,2.574422,0.918339,0
1,2,-0.232815,4.094864,1.266201,2
2,8,-0.255808,4.251957,1.433268,2
3,7,0.127097,4.352923,1.205817,2
4,2,0.854873,2.638,0.996735,0
5,7,0.009956,4.445478,1.002046,0
1,2,0.03638,4.433939,1.160821,2
2,11,-0.00104,5.38112,1.476894,1
3,9,-0.60243,3.762812,0.99396,1
4,2,1.09728,2.927803,0.751543,0
5,6,0.154677,4.589115,0.985721,0
1,3,0.175963,4.827151,1.630089,1
2,8,-0.008638,4.05231,0.924047,0
3,6,0.024367,4.063057,1.009514,0
4,2,0.287437,4.036506,0.977348,0
5,7,-0.123072,3.97339,0.874923,0
1,2,0.013547,4.870147,1.605391,0
2,8,-0.056102,4.162634,0.892923,0
3,3,0.307867,3.268091,0.729384,0
4,1,-0.23608,2.913419,1.032088,0
5,7,0.008568,4.193045,0.892637,0
1,2,0.077831,3.901367,1.162468,0
2,14,-0.292841,3.400645,1.249581,0
3,4,0.309557,3.462795,0.701388,0
4,2,0.992999,3.147476,0.988752,0
5,6,0.148549,3.393658,0.856862,0
1,2,0.268802,4.657121,0.940183,0
2,8,0.073706,4.515958,1.016146,0
3,7,-0.551595,3.946242,1.013116,0
4,2,1.116552,2.248583,1.029807,0
5,7,-0.001155,3.992876,1.165985,0
1,2,-0.060947,5.127048,1.12295,0
2,8,-0.104149,3.657304,0.720971,0
3,12,0.103884,4.301709,1.666042,2
4,2,1.256537,2.805388,1.013841,0
5,7,-0.193745,4.546815,0.865545,0
1,2,-0.127271,5.909694,1.053795,0
2,10,0.052281,4.665842,1.22458,0
3,9,0.065075,3.57853,1.791126,1
4,2,1.726038,4.217083,1.017263,0
5,7,0.349758,5.32793,1.053451,0
1,2,-0.282519,4.445331,1.081786,0
2,8,-0.195382,5.047678,0.985276,1
3,10,-0.149205,3.350088,1.689781,2
4,2,0.32809,2.916137,0.946556,0
5,7,-0.009528,4.917948,1.162512,0
1,2,-0.277818,3.406422,1.37652,1
2,8,-0.36116,3.649491,0.792915,0
3,7,-0.361721,4.131687,1.309945,1
4,2,0.665858,4.009388,1.028667,0
5,7,0.004748,3.817433,0.842622,1
1,2,0.042799,3.68073,0.994519,0
2,10,0.057469,3.258206,2.012648,0
3,5,-0.403206,2.917086,0.712848,0
4,2,0.62472,3.016237,1.085688,0
5,7,-0.019634,4.000689,1.14063,0
1,2,0.071029,3.670158,0.913838,0
2,8,-0.091109,3.442497,0.875319,0
3,7,-0.430852,3.438863,1.060923,0
4,1,1.023533,3.169606,0.915764,0
5,7,0.099571,3.850844,0.958977,0
1,2,0.414888,3.685902,0.996166,0
2,8,-0.031347,3.455159,0.708215,0
3,2,0.016333,3.377466,0.6896,0
4,2,0.442573,3.455691,0.902079,0
5,7,-0.113621,3.414336,0.952725,0
1,2,-0.145349,4.574408,0.991226,2
2,8,-0.053105,4.94207,0.947263,0
3,18,0.234595,4.223454,1.927343,1
4,2,0.607439,3.862416,1.238506,2
5,10,-0.096584,4.426974,2.072516,2
1,2,0.426579,3.953887,0.913838,0
2,8,0.103014,3.422389,0.859502,0
3,8,-0.55713,3.185894,0.744611,0
4,2,1.144368,1.627654,0.994454,0
5,7,-0.10043,3.561084,1.148272,0
1,2,-0.064363,3.706473,0.796932,0
2,8,-0.16526,3.358486,1.275604,0
3,5,-0.508232,2.965272,0.86331,0
4,2,0.615197,3.045249,0.93173,0
5,7,0.168932,4.206562,0.806499,0
1,2,-0.222063,3.909108,0.851269,0
2,8,-0.051539,3.368784,1.043189,0
3,3,-0.24317,3.104877,0.810263,0
4,2,0.38199,3.488715,1.175782,0
5,7,0.063883,3.58635,1.012813,0
1,2,0.07678,3.784312,1.712417,2
2,8,0.115364,4.840624,0.652089,0
3,5,-0.464484,2.41161,0.881319,0
4,2,0.467076,3.247011,0.895237,0
5,7,-0.074416,5.288506,0.806499,0
1,2,-0.664974,3.647504,0.708018,0
2,8,-0.181012,3.439014,0.691377,0
3,7,-0.49615,3.92146,1.029979,0
4,2,1.224945,2.781845,0.973926,0
5,7,0.233234,4.158115,0.782534,0
1,2,-0.17055,3.74833,0.7887,0
2,8,-0.293935,3.763955,0.643415,0
3,2,0.159708,3.395909,0.574503,0
4,2,0.196718,3.314387,0.882692,0
5,7,0.120104,3.773922,1.025664,1
1,2,-0.254526,4.972385,0.83151,2
2,9,-0.38151,4.623354,0.975327,1
3,5,0.518983,4.459865,0.9306,1
4,2,1.161504,1.857721,1.026386,0
5,7,-0.212385,4.915703,0.822477,0
1,2,-0.65602,4.892608,1.010985,0
2,8,-0.176254,5.179627,0.754137,0
3,2,-0.382317,1.596783,0.565989,0
4,2,0.698922,2.224549,0.995595,0
5,8,0.122661,4.657423,0.938832,0
1,2,-0.026514,3.659692,1.193752,1
2,8,-0.187858,3.389889,0.895984,2
3,2,-0.053719,3.511417,0.505412,1
4,2,0.829756,3.68832,0.900939,0
5,7,0.011575,3.691581,1.082626,2
1,2,0.396272,4.929609,0.854562,0
2,8,0.053926,4.360455,0.977878,1
3,6,0.19589,5.654631,0.983155,2
4,2,0.564668,4.000085,1.018403,1
5,7,-0.236352,4.20734,0.972176,1
1,2,0.242624,5.033199,0.978053,2
2,10,-0.114853,3.864322,1.058751,1
3,7,-0.591415,3.093536,1.1901,0
4,2,0.524672,2.796639,0.892956,0
5,7,0.250001,5.78014,0.968702,2
1,2,-0.335751,3.066823,0.971467,0
2,8,-0.150114,3.570451,1.234529,0
3,7,0.34776,3.586543,1.325335,2
4,2,1.101068,3.510934,1.024105,0
5,7,-0.21559,4.149177,0.986763,0
1,2,-0.761086,3.176732,0.880907,0
2,8,0.048259,4.109473,0.861288,0
3,5,-0.356694,3.447432,1.045369,0
4,2,0.459249,2.539034,0.838215,0
5,7,0.117024,4.292822,0.857904,0
1,2,-0.255777,3.995587,0.882553,0
2,8,-0.028734,3.585036,0.791385,0
3,7,-0.189227,3.620939,0.737734,0
4,2,1.219914,3.050896,1.06288,0
5,7,-0.070266,3.83573,0.790175,0
1,2,-0.356086,4.666383,1.057088,1
2,8,-0.106791,3.797649,1.328669,0
3,7,-0.177035,4.185738,1.355951,0
4,2,0.585846,2.846119,0.999016,0
5,7,0.118616,4.594128,0.957935,0
1,2,0.190101,6.251011,1.03239,1
2,9,-0.021415,4.564996,0.696735,0
3,10,0.27467,4.219458,1.091211,1
4,3,0.360173,3.188565,1.19745,0
5,2,-0.449741,3.442915,0.233405,0
1,2,0.229805,4.541616,1.053795,1
2,8,-0.077447,3.995826,0.700306,0
3,6,0.083219,3.931977,1.074675,0
4,2,0.456451,3.601488,0.90322,0
5,7,0.020201,3.859473,0.93258,0
1,2,0.151508,4.552163,1.086726,0
2,8,0.062763,3.765315,0.921241,0
3,9,0.109667,3.667449,1.029488,0
4,2,1.02177,3.85117,0.939713,0
5,7,-0.243181,4.448673,0.982595,0
1,2,0.142336,3.503729,0.920424,1
2,8,-0.299438,3.612764,0.663059,0
3,5,0.194375,3.758382,0.879191,0
4,2,0.70115,3.570433,0.861024,0
5,7,0.031527,3.635125,0.888122,0
1,2,0.07594,5.252722,0.989579,0
2,8,0.242951,3.371703,0.785007,0
3,8,0.152807,3.417787,1.036528,0
4,2,0.78318,2.790591,1.134727,0
5,7,-0.324323,4.188991,1.078806,0
1,2,0.123367,5.794505,1.071907,0
2,8,0.122898,3.788628,0.728115,0
3,7,0.06598,3.754747,0.843827,0
4,2,0.974654,4.479473,1.052616,0
5,7,-0.232274,4.006843,1.155913,0
1,2,-0.001936,5.865826,0.801872,0
2,8,-0.188553,4.783542,0.85593,1
3,8,0.328242,4.19326,1.548325,2
4,3,0.294296,3.476314,1.087969,0
5,7,-0.050644,5.160203,0.985721,1
1,2,0.378178,5.853308,1.300778,0
2,8,0.01649,3.704572,0.612545,0
3,8,0.340019,3.672899,0.758527,0
4,2,0.473565,3.573718,0.889535,0
5,7,-0.246363,5.855324,0.920771,0
1,2,0.453969,5.325631,1.595511,1
2,8,0.323343,3.483463,0.720716,0
3,6,-0.109163,4.185694,0.821888,0
4,2,1.14558,2.64082,1.129025,0
5,7,-0.374895,5.071835,1.083668,0
1,2,0.083163,5.18147,0.969821,0
2,13,0.118453,6.312105,1.331475,0
3,7,0.060183,4.034402,0.864292,0
4,2,1.371678,2.99686,1.232804,0
5,7,-0.172628,5.47714,1.039905,0
1,2,0.190753,4.727714,0.992872,0
2,8,0.035214,4.337568,0.87583,0
3,5,0.27005,4.048899,0.776045,0
4,2,1.07515,4.150497,1.033229,0
5,7,-0.278637,4.068149,1.023233,0
1,2,0.170231,5.945864,0.958295,0
2,8,-0.015544,3.852648,0.681428,0
3,9,0.423311,3.865538,1.069273,1
4,2,0.982788,3.064032,1.03665,0
5,7,-0.372867,4.690851,1.059703,0
1,2,0.168007,3.752881,1.035683,0
2,8,0.13526,3.491962,0.769954,0
3,8,0.164591,3.339058,0.701715,0
4,2,0.993542,3.240395,1.026386,0
5,7,-0.315851,3.358328,0.940569,0
1,2,0.138438,5.387275,0.83151,0
2,12,0.118408,4.290943,1.895292,2
3,7,0.342397,3.750212,1.016063,1
4,2,0.882675,2.968468,1.164378,0
5,7,-0.42141,4.668016,1.114581,0
1,2,0.195893,5.612044,0.951709,0
2,8,0.089418,5.015264,0.657191,0
3,7,-0.026185,3.981518,1.073529,0
4,2,1.076338,4.006695,1.049195,0
5,7,-0.231659,4.225795,0.936053,0
1,2,0.17137,5.412522,0.704725,1
2,8,0.000845,4.533209,0.799548,0
3,7,0.460758,3.042725,0.673555,0
4,2,0.634562,4.254125,1.014982,0
5,7,-0.336765,3.879643,0.999615,1
1,2,-0.124299,4.485791,0.867734,0
2,12,-0.018871,4.290601,1.409287,0
3,10,-0.063721,4.128358,1.244947,1
4,2,0.950341,3.831747,0.918045,0
5,9,-0.076758,4.150492,1.347986,1
1,2,0.444226,3.64003,0.882553,0
2,8,0.029938,3.250854,0.741891,0
3,2,0.07154,3.13997,0.573029,0
4,2,0.874186,3.05365,0.98305,0
5,7,-0.226791,3.752728,0.981901,0
1,2,0.061697,4.984469,0.953355,0
2,8,0.127284,4.892,0.924303,0
3,7,0.166968,4.414368,0.886067,1
4,2,0.883029,2.440765,0.912343,0
5,7,-0.114208,4.977835,0.894026,0
1,2,0.413147,5.77454,1.012631,0
2,8,0.145859,3.853193,1.092427,0
3,5,0.104985,3.006312,1.154245,0
4,2,1.537946,6.408688,1.079986,0
5,7,-0.377724,3.710599,1.107981,0
1,2,0.100312,5.387828,0.861148,0
2,8,-0.176794,5.013164,1.142686,0
3,4,-0.030753,3.506631,0.75116,0
4,2,1.270495,3.513744,0.934011,0
5,7,-0.171456,4.205279,0.97426,0
1,2,0.342217,5.624294,1.183873,0
2,8,0.111768,4.629398,0.867666,0
3,7,0.356222,3.739454,0.977097,0
4,2,0.817149,2.709784,0.943135,0
5,7,-0.37711,5.229867,1.095825,0
1,2,-0.285313,5.306196,0.847976,0
2,8,0.007947,3.733265,0.689591,0
3,7,0.390194,3.624596,0.628859,0
4,2,0.824399,3.336079,0.90322,0
5,7,-0.137315,4.985496,0.961408,1
1,2,0.221265,6.049521,0.902312,0
2,8,-0.045668,4.852233,0.704133,0
3,6,0.499306,3.869079,0.712194,1
4,2,0.302054,2.801379,0.949977,0
5,7,-0.180892,4.620474,0.898194,0
1,2,0.678295,6.480149,0.760708,0
2,8,-0.072206,3.260765,0.776077,0
3,3,0.943991,4.067144,0.695494,0
4,2,1.121968,3.791195,0.981909,0
5,7,-0.29501,6.652536,1.206276,0
1,2,-0.154288,4.096242,0.815045,0
2,8,-0.127578,3.18945,1.086559,0
3,5,0.306951,3.7363,0.635244,0
4,2,0.830764,3.996101,1.006999,0
5,7,-0.041428,3.730318,0.862767,0
1,2,-0.349135,4.819002,1.13283,1
2,14,0.085322,4.238523,2.60912,2
3,6,0.082328,4.220442,1.057485,2
4,3,0.890988,3.351985,0.937433,0
5,7,-0.210431,5.149257,0.949946,2
1,2,0.778319,5.661878,0.895726,0
2,10,0.051495,4.04139,1.284533,0
3,7,0.633367,3.437098,1.056175,0
4,2,0.987282,2.84464,0.914624,0
5,7,-0.461608,5.123771,1.038168,0
1,2,0.408317,4.151927,0.857855,0
2,8,0.019064,4.201903,0.862308,0
3,6,0.073973,3.295283,0.938131,0
4,2,0.86134,3.186567,0.936292,0
5,6,-0.256271,4.554069,0.76864,0
1,2,0.058358,6.101586,0.978053,0
2,8,-0.007119,4.702139,0.890882,0
3,4,0.27426,4.769537,1.225137,1
4,2,1.158726,3.006776,0.848479,0
5,7,-0.253322,3.703772,0.989542,0
1,2,0.332293,4.426246,0.900665,0
2,8,0.344487,3.059064,0.755923,0
3,7,0.486094,3.351255,0.845627,0
4,2,1.276635,3.523456,0.922607,0
5,7,-0.159765,3.757688,1.059355,0
1,2,0.118405,4.660529,0.829864,0
2,8,0.149853,3.968782,0.677601,0
3,3,0.474068,3.815871,0.577122,0
4,2,1.376673,2.739084,0.997875,0
5,7,-0.35679,4.289719,1.109023,1
1,2,-0.386757,2.488381,1.004398,0
2,9,-0.030991,3.687866,0.940375,1
3,5,-0.452523,3.541463,0.792418,0
4,2,0.856731,3.080117,0.87699,0
5,8,-0.00911,3.781682,2.094745,0
1,2,0.19392,4.961143,0.650389,0
2,10,-0.173346,4.093473,1.279176,0
3,5,0.195403,3.879328,0.892125,1
4,2,0.623516,4.229915,0.82339,0
5,7,-0.108896,5.030177,0.847832,0
1,2,0.295721,4.539792,0.829864,0
2,8,0.071456,3.890653,0.688826,0
3,4,0.357891,4.0526,0.611013,0
4,2,0.719939,4.126804,0.924888,0
5,7,-0.290873,4.804256,0.90792,0
1,2,-0.065038,5.269266,1.165761,1
2,8,0.077204,4.543385,1.000073,2
3,8,0.064945,4.473364,1.299303,2
4,2,0.517294,3.152967,1.08911,0
5,7,-0.080641,4.429462,1.011771,2
1,2,0.217747,4.222658,1.060381,0
2,8,-0.035068,3.485899,0.915884,0
3,7,-0.066185,3.585223,0.981026,1
4,2,1.086611,2.988807,0.95796,0
5,7,-0.098004,3.652439,0.875618,1
