@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute bi_feature1301 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0,0,0,0,0,0,0.473836,0.500859,0.579397,0
9,0.00348,0,0,0.001161,0,0,0.550914,0.590041,0.679723,0
9,0.006989,0,0,0.003765,0,0.000538,0.792049,0.848143,0.988595,2
9,0,0,0,0.009836,0,0,0.773882,0.825896,0.962082,2
9,0.004065,0,0.001357,0.020353,0,0,0.490570,0.517213,0.597766,1
9,0,0,0,0,0,0,0.373242,0.393270,0.447533,0
9,0.002577,0,0,0.002581,0,0,0.530679,0.564682,0.652999,0
9,0.013431,0,0,0.005498,0,0,0.683676,0.731343,0.850338,0
9,0,0,0,0.006289,0,0,0.570263,0.606960,0.702046,0
9,0,0,0,0.008949,0,0,0.246032,0.251664,0.280773,0
9,0,0,0,0.010638,0,0,0.389201,0.409980,0.469469,0
9,0.00313,0,0,0.009404,0,0,0.538632,0.571492,0.659753,0
9,0,0,0,0.00229,0,0,0.822816,0.881549,1.026936,0
9,0,0,0,0.019231,0,0,0.620031,0.658806,0.765231,0
9,0,0,0,0.006623,0,0,0.391592,0.410503,0.467790,0
9,0,0,0,0,0,0,0.592831,0.632910,0.731208,0
9,0,0,0,0.009188,0,0,0.618563,0.656636,0.762522,0
9,0,0,0,0.001381,0,0,0.756957,0.809889,0.942019,0
9,0,0,0,0.0181,0,0,0.688594,0.731506,0.850605,0
9,0,0,0,0.014787,0,0,0.272741,0.280002,0.309223,1
9,0,0,0,0.012903,0,0,0.538455,0.567369,0.659242,1
9,0,0,0,0.006182,0,0,0.602070,0.640154,0.742427,0
9,0.00414,0,0,0.001775,0,0,0.760695,0.814959,0.947691,1
9,0,0,0,0.02439,0,0,0.650391,0.687973,0.800130,0
9,0,0,0,0.012658,0,0,0.265987,0.270747,0.299561,0
9,0,0,0,0.010101,0,0,0.254843,0.267013,0.300158,0
9,0,0,0,0.003279,0,0,0.625045,0.666238,0.773464,0
9,0,0,0,0.003494,0,0,0.740826,0.792222,0.921420,1
9,0,0,0,0.015152,0,0,0.680932,0.724864,0.842748,0
9,0,0,0,0.013308,0,0,0.322282,0.334197,0.378052,0
9,0,0,0,0.008475,0,0,0.487571,0.513192,0.596261,0
9,0,0,0,0.010101,0,0,0.550063,0.582651,0.674017,0
9,0.00534,0,0,0.003562,0,0,0.797911,0.854471,0.995523,1
9,0,0,0,0.030303,0,0,0.673222,0.712821,0.828758,0
9,0,0,0,0.003795,0,0,0.322713,0.333211,0.373050,0
9,0.026144,0,0,0.006579,0,0,0.057860,0.067323,0.055470,2
9,0.008905,0,0,0.000891,0,0,0.373657,0.397406,0.458010,2
9,0.001359,0,0,0.00136,0,0,0.765504,0.819158,0.953223,2
9,0,0,0,0.011561,0,0,0.573558,0.605210,0.700896,0
9,0,0,0,0.010435,0,0,0.274712,0.279936,0.309914,0
9,0,0,0,0,0,0,0.490946,0.515840,0.596773,2
9,0,0,0,0.002595,0,0,0.569253,0.604462,0.700994,1
9,0,0,0,0.000824,0,0,0.740462,0.792471,0.919975,1
9,0,0,0,0.038462,0,0,0.539424,0.565806,0.656453,0
9,0,0,0,0.021201,0,0,0.289606,0.293772,0.328595,0
9,0,0,0,0.010204,0,0,0.411672,0.430221,0.496165,1
9,0.005525,0,0,0.006916,0,0,0.461837,0.487857,0.563477,0
9,0.021898,0,0,0.002435,0,0,0.644571,0.689245,0.800492,0
9,0,0,0,0.023529,0,0,0.469468,0.493160,0.567789,0
9,0,0,0,0.007968,0,0,0.302793,0.312913,0.352102,0
9,0,0,0,0.005181,0,0,0.607632,0.647312,0.753716,0
9,0,0,0,0.008596,0,0,0.569129,0.603783,0.697750,0
9,0,0,0,0.00225,0,0,0.839338,0.899063,1.047763,0
9,0,0,0,0,0,0,0.682811,0.730104,0.849470,0
9,0,0,0,0.009766,0,0,0.282820,0.290516,0.323800,0
9,0,0,0,0.007143,0,0,0.349487,0.366824,0.419584,0
9,0.008172,0,0,0.00818,0,0,0.413343,0.434884,0.496997,0
9,0,0,0,0.003509,0,0,0.810422,0.867537,1.010657,0
9,0,0,0,0.023256,0,0,0.586627,0.617948,0.718217,0
9,0.002028,0,0,0.020325,0,0,0.241838,0.244497,0.270098,0
9,0,0,0,0.035398,0,0,0.334746,0.348383,0.399978,0
9,0.012563,0,0,0.005031,0,0,0.537577,0.570639,0.662406,0
9,0,0,0,0.001618,0,0,0.773219,0.828034,0.962756,0
9,0,0,0,0.027933,0,0,0.658943,0.696945,0.808901,0
9,0,0,0,0.014925,0,0,0.364243,0.376386,0.429234,0
9,0,0,0,0,0,0,0.360979,0.379371,0.437143,0
9,0,0,0,0,0,0,0.535780,0.568741,0.657191,0
9,0.001966,0,0,0.00295,0,0,0.777028,0.831976,0.969002,2
9,0,0,0,0.022727,0,0,0.631076,0.668016,0.776408,0
9,0,0,0,0.016097,0,0,0.304481,0.315092,0.359230,0
9,0,0,0,0.007937,0,0,0.467684,0.494915,0.567582,0
9,0,0,0,0.007307,0,0,0.566232,0.600148,0.697039,0
9,0.040695,0,0,0.001372,0,0,0.275681,0.299791,0.339614,1
9,0.106742,0,0,0,0,0,0.030518,0.041846,0.027161,0
9,0.021452,0,0,0,0,0,0.042369,0.058274,0.037477,0
9,0.175573,0,0,0,0,0,0.093234,0.096044,0.101113,0
9,0.047927,0,0.001297,0.003891,0,0.001297,0.350147,0.372468,0.425224,1
9,0.016473,0,0,0.002908,0,0,0.681587,0.730413,0.849548,2
9,0.030303,0,0,0.006098,0,0,0.468266,0.498685,0.575896,0
9,0.005979,0,0,0.022455,0,0,0.164742,0.170650,0.178329,0
9,0.08982,0.006024,0,0,0,0,0.209219,0.220351,0.245574,1
9,0.057971,0,0,0.001613,0,0,0.287098,0.308994,0.347541,0
9,0.029375,0.000625,0,0.001251,0,0,0.618280,0.662994,0.769746,1
9,0,0,0,0.01676,0,0,0.617918,0.658601,0.760907,0
9,0.02268,0,0,0.004132,0,0,0.133093,0.143518,0.143110,1
9,0,0,0,0.033613,0,0,0.451202,0.472614,0.543397,0
9,0.003171,0,0,0.008883,0,0,0.669357,0.713928,0.829105,0
9,0.003448,0,0,0.001151,0,0,0.764631,0.819249,0.953541,0
9,0.010526,0,0,0.010582,0,0,0.417736,0.439797,0.507260,0
9,0.003049,0,0,0.015267,0,0,0.290437,0.299092,0.334058,0
9,0,0,0,0.018349,0,0,0.345567,0.362017,0.410926,0
9,0,0,0,0.00292,0,0,0.617795,0.657963,0.762832,0
9,0.03166,0,0,0.001546,0,0,0.604337,0.647731,0.751075,0
9,0,0,0,0.006289,0,0,0.566567,0.602397,0.699199,0
9,0,0,0,0.009074,0,0,0.285011,0.292496,0.328249,0
9,0,0,0,0.033613,0,0,0.362864,0.373171,0.427145,0
9,0.007207,0,0,0.005415,0,0,0.426310,0.449029,0.515931,0
9,0.002375,0,0,0.001189,0,0,0.822142,0.881517,1.027853,0
