@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,10,4.479066,1.097136,0
3,12,4.476359,1.531708,2
5,16,5.282326,1.283887,1
1,2,4.185434,0.906498,0
2,8,3.717095,0.988033,0
3,12,3.710519,1.348931,0
4,2,3.489355,0.913766,0
5,8,3.744269,0.780907,0
5,7,7.094787,0.944393,1
3,8,2.717923,1.393061,1
5,7,5.802987,0.964916,0
1,2,4.538522,0.824831,0
2,8,3.969727,1.165803,0
3,12,4.502463,1.414796,1
5,7,4.498704,0.916913,0
3,8,4.198062,1.850828,1
1,2,4.094864,1.25603,2
2,8,4.251957,1.42877,2
3,7,4.352923,1.212753,2
5,7,4.445478,1.003526,0
2,11,5.38112,1.472258,1
3,9,3.762812,0.999677,1
5,6,4.589115,0.987177,0
2,8,4.05231,0.921147,0
3,6,4.063057,1.015321,0
4,2,4.036506,0.975215,0
1,2,3.901367,1.15313,0
2,14,3.400645,1.245659,0
5,6,3.393658,0.858128,0
1,2,4.657121,0.932631,0
2,8,4.515958,1.012956,0
3,7,3.946242,1.018943,0
3,12,4.301709,1.675625,2
3,9,3.57853,1.801428,1
4,2,4.217083,1.015043,0
5,7,5.32793,1.055007,0
1,2,4.445331,1.073097,0
2,8,5.047678,0.982184,1
3,10,3.350088,1.699501,2
4,2,2.916137,0.94449,0
5,7,4.917948,1.164229,0
1,2,3.406422,1.365463,1
2,8,3.649491,0.790426,0
3,7,4.131687,1.31748,1
4,2,4.009388,1.026422,0
5,7,3.817433,0.843866,1
2,10,3.258206,2.00633,0
3,5,2.917086,0.716949,0
4,2,3.016237,1.083319,0
5,7,4.000689,1.142315,0
1,2,3.670158,0.906498,0
3,7,3.438863,1.067025,0
4,1,3.169606,0.913766,0
5,7,3.850844,0.960394,0
1,2,3.685902,0.988164,0
2,8,3.455159,0.705992,0
3,2,3.377466,0.693566,0
2,8,4.94207,0.94429,0
3,18,4.223454,1.938429,1
5,10,4.426974,2.075577,2
1,2,3.953887,0.906498,0
2,8,3.422389,0.856804,0
3,8,3.185894,0.748894,0
4,2,1.627654,0.992284,0
5,7,3.561084,1.149968,0
1,2,3.706473,0.790531,0
2,8,3.358486,1.2716,0
1,2,3.909108,0.844431,0
2,8,3.368784,1.039914,0
3,3,3.104877,0.814924,0
4,2,3.488715,1.173216,0
5,7,3.58635,1.014309,0
1,2,3.784312,1.698662,2
2,8,4.840624,0.650042,0
3,5,2.41161,0.886388,0
4,2,3.247011,0.893283,0
1,2,3.647504,0.702331,0
2,8,3.439014,0.689207,0
3,7,3.92146,1.035904,0
4,2,2.781845,0.971801,0
2,9,4.623354,0.972265,1
3,5,4.459865,0.935952,1
4,2,1.857721,1.024146,0
5,7,4.915703,0.823691,0
1,2,4.892608,1.002864,0
2,8,5.179627,0.75177,0
3,2,1.596783,0.569245,0
4,2,2.224549,0.993422,0
5,8,4.657423,0.940219,0
2,8,4.360455,0.974808,1
3,6,5.654631,0.98881,2
2,10,3.864322,1.055428,1
3,7,3.093536,1.196945,0
1,2,3.066823,0.963664,0
2,8,3.570451,1.230654,0
3,7,3.586543,1.332958,2
5,7,4.149177,0.988221,0
1,2,3.176732,0.873831,0
1,2,3.995587,0.875464,0
3,7,3.620939,0.741978,0
4,2,3.050896,1.06056,0
5,7,3.83573,0.791342,0
2,8,3.797649,1.324498,0
1,2,6.251011,1.024097,1
2,9,4.564996,0.694548,0
3,10,4.219458,1.097488,1
4,3,3.188565,1.194837,0
1,2,4.541616,1.04533,1
2,8,3.995826,0.698108,0
3,6,3.931977,1.080857,0
4,2,3.601488,0.901249,0
2,8,3.765315,0.918349,0
3,9,3.667449,1.03541,0
5,7,4.448673,0.984047,0
3,5,3.758382,0.884248,0
5,7,3.635125,0.889434,0
1,2,5.252722,0.981631,0
2,8,3.371703,0.782543,0
3,8,3.417787,1.04249,0
1,2,5.794505,1.063297,0
3,7,3.754747,0.84868,0
2,8,4.783542,0.853243,1
3,8,4.19326,1.557231,2
4,3,3.476314,1.085595,0
