@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1393 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0,0,0,0.331899,0.352241,0.422243,0
0,0,0,0,0,0,0.482958,0.525184,0.635767,0
0.003226,0,0.001076,0.002153,0,0,0.720674,0.782503,0.957993,2
0,0,0,0.006579,0,0,0.700575,0.756548,0.923885,2
0.00271,0,0,0.005435,0.002717,0,0.412134,0.438623,0.526330,1
0,0,0,0,0,0,0.298887,0.317533,0.373820,0
0,0,0.002584,0,0,0,0.464885,0.501135,0.605088,0
0.007326,0,0.002445,0.001222,0.003667,0,0.613729,0.664837,0.811069,0
0,0,0,0,0,0,0.508634,0.547177,0.658878,0
0,0,0,0.008969,0,0,0.218645,0.223267,0.248783,0
0,0,0,0,0,0,0.340879,0.363237,0.425563,0
0,0,0.003145,0.006289,0,0,0.472632,0.508357,0.612320,0
0,0,0.001529,0.001529,0.004587,0,0.756635,0.821760,1.006288,0
0,0,0.012987,0.025974,0.012987,0,0.565187,0.609247,0.738110,0
0,0,0,0.006645,0.003322,0,0.343332,0.363270,0.425441,0
0,0,0,0,0,0,0.529308,0.571024,0.687813,0
0,0,0.003067,0.009202,0,0,0.559219,0.602290,0.732942,0
0,0,0.00277,0,0.00277,0,0.687811,0.745664,0.911505,0
0,0,0,0.018182,0.009091,0,0.633013,0.678648,0.823877,0
0,0,0.003704,0.003704,0.007407,0,0.239520,0.245663,0.275562,1
0,0,0,0.025974,0,0,0.475441,0.507160,0.612674,1
0,0,0.003096,0.004644,0.003096,0,0.533052,0.575075,0.698877,0
0,0,0,0.001185,0,0,0.692951,0.752398,0.919566,1
0,0,0.012346,0.024691,0.012346,0,0.589742,0.628802,0.762800,0
0,0,0.007246,0.007246,0.01087,0,0.233010,0.233804,0.258724,0
0,0,0,0,0,0,0.207867,0.216991,0.244281,0
0,0,0,0.004376,0.002188,0,0.561838,0.606889,0.737943,0
0,0,0,0.003497,0.001166,0.001166,0.673898,0.730329,0.890922,1
0,0,0,0.010204,0,0,0.610999,0.658225,0.798544,0
0,0,0,0.007634,0.003817,0,0.287510,0.298322,0.342552,0
0,0,0,0.017241,0,0,0.424688,0.453599,0.548738,0
0,0,0.006073,0.01417,0.006073,0,0.483575,0.518925,0.626240,0
0.002671,0,0.000891,0.003565,0.001783,0,0.731820,0.794431,0.972285,1
0,0,0,0.02439,0.012195,0,0.614080,0.655198,0.794928,0
0,0,0,0,0,0,0.272605,0.281187,0.326886,0
0,0,0,0.013333,0,0,0.047679,0.055913,0.044445,2
0,0,0,0.001786,0.001786,0,0.313587,0.338352,0.407172,2
0,0,0,0,0.001361,0,0.697904,0.756800,0.925348,2
0,0,0,0.011628,0,0,0.509549,0.541135,0.651901,0
0,0,0.003484,0.003484,0.003484,0,0.245838,0.247382,0.274329,0
0,0,0,0,0,0,0.432528,0.460927,0.554255,2
0,0,0.001733,0.003466,0.003466,0,0.503612,0.543405,0.660059,1
0,0,0,0,0,0,0.667988,0.724916,0.885178,1
0,0,0,0.03125,0.015625,0,0.487312,0.512466,0.613655,0
0,0,0.007092,0.010638,0.003546,0,0.255985,0.257405,0.291538,0
0,0,0,0.010309,0,0,0.357802,0.377429,0.446031,1
0,0,0.00277,0.01108,0.00831,0,0.397907,0.425869,0.512151,0
0.008117,0,0,0.001626,0,0,0.577325,0.625428,0.761924,0
0,0,0,0.011905,0.011905,0,0.406344,0.427080,0.507487,0
0,0,0,0,0.004,0,0.270977,0.280402,0.320914,0
0,0,0,0,0,0,0.547931,0.591560,0.715552,0
0,0,0,0.005747,0.005747,0,0.508190,0.545494,0.658066,0
0,0,0,0,0.002252,0,0.771581,0.837681,1.025648,0
0,0,0,0,0,0,0.621289,0.673569,0.818359,0
0,0,0.003922,0.003922,0,0,0.244112,0.249958,0.281207,0
0,0,0,0,0,0,0.318607,0.336656,0.391262,0
0.00409,0,0,0.006148,0.002049,0,0.354631,0.378423,0.448083,0
0,0,0,0.002342,0.002342,0,0.746045,0.809249,0.989455,0
0,0,0,0.023529,0,0,0.526773,0.561053,0.677711,0
0,0,0,0.004082,0.008163,0,0.212875,0.213294,0.231700,0
0,0,0,0.053571,0,0,0.294175,0.305742,0.356346,0
0.007538,0,0,0.005038,0.002519,0,0.464908,0.501064,0.608958,0
0,0,0.001621,0,0.003241,0,0.701835,0.762069,0.931322,0
0,0,0,0.011236,0.022472,0,0.597472,0.633714,0.764772,0
0,0,0,0.011976,0,0,0.326552,0.339696,0.397812,0
0,0,0,0,0,0,0.304647,0.323528,0.384311,0
0,0,0,0,0,0,0.461521,0.496817,0.600520,0
0,0,0,0.001969,0.000984,0,0.706010,0.766662,0.938304,2
0,0,0.011494,0.022989,0,0,0.569746,0.606247,0.733352,0
0,0,0.004032,0.008065,0,0,0.251562,0.262333,0.305530,0
0,0,0,0.016129,0,0,0.413489,0.441635,0.524233,0
0,0,0.002092,0.006276,0.004184,0,0.497831,0.536024,0.651212,0
0.017383,0,0,0,0,0,0.250534,0.274845,0.328699,1
0.044944,0,0,0,0,0,0.030944,0.041633,0.033648,0
0.013201,0,0,0,0,0,0.045212,0.060959,0.049156,0
0.123077,0,0,0,0,0,0.058343,0.058967,0.054167,0
0.031088,0.002597,0,0.007792,0.005195,0,0.302118,0.327065,0.390087,1
0.006783,0,0,0.00194,0,0,0.607893,0.659913,0.805762,2
0.02439,0,0,0,0,0,0.409294,0.441240,0.530480,0
0.002994,0,0,0.006006,0.006006,0,0.147902,0.152246,0.160195,0
0.024096,0.012195,0,0,0,0,0.159926,0.170658,0.191714,1
0.035484,0,0,0.003236,0,0,0.241503,0.263914,0.309507,0
0.0125,0,0.001252,0,0.001252,0,0.547794,0.595531,0.726449,1
0,0,0.011236,0,0,0,0.563184,0.607147,0.731343,0
0.008264,0,0,0,0,0,0.118228,0.129855,0.133908,1
0,0,0,0.016949,0,0,0.406357,0.430221,0.510491,0
0,0,0,0.006353,0.001271,0,0.609289,0.658351,0.801321,0
0.002299,0,0,0.002304,0,0,0.689255,0.748789,0.914965,0
0,0,0,0.021277,0,0,0.328691,0.350089,0.418330,0
0,0,0,0.009174,0,0,0.262314,0.270375,0.302692,0
0,0,0,0.018519,0,0,0.303581,0.320501,0.370556,0
0,0,0.002924,0.002924,0.002924,0,0.552191,0.595900,0.722442,0
0.017002,0.001548,0,0,0.001548,0,0.529935,0.575763,0.701413,0
0,0,0.012658,0,0,0,0.503023,0.540791,0.654866,0
0,0,0.003636,0.010909,0.003636,0,0.243930,0.251146,0.285817,0
0,0,0,0.016949,0,0,0.306651,0.311218,0.357243,0
0.00361,0,0.007246,0.003623,0,0,0.363243,0.388618,0.463880,0
0,0,0.002381,0,0,0,0.753292,0.819311,1.004138,0
0,0,0,0,0.012821,0,0.523397,0.557107,0.669979,0
0,0,0,0.003663,0.007326,0,0.241695,0.247996,0.278325,0
0,0,0,0.016949,0,0,0.392740,0.417269,0.503032,2
0,0,0,0.002703,0,0,0.407630,0.441471,0.532109,0
0,0,0.003401,0.001701,0.004252,0,0.674107,0.730284,0.891993,1
0,0,0.018692,0.009346,0,0,0.486085,0.521190,0.631144,2
0.015101,0,0,0.003361,0.003361,0,0.323238,0.343168,0.408463,2
0,0,0,0.018519,0,0,0.220229,0.218199,0.240878,0
0,0,0.00597,0.01194,0.008955,0,0.440650,0.471901,0.569102,0
0.019824,0.002208,0,0,0.002208,0,0.445484,0.483839,0.586053,0
0.045977,0,0,0.034884,0.011628,0,0.349013,0.358951,0.422631,0
0.006061,0,0,0.00304,0,0,0.286496,0.300972,0.347297,0
0,0,0,0,0,0,0.154317,0.158143,0.168845,0
0,0,0.002008,0.004016,0.004016,0,0.582545,0.630951,0.767675,0
0,0,0,0,0,0,0.754081,0.819775,1.003526,0
0,0,0,0.025,0.025,0,0.540455,0.575319,0.695547,0
0,0,0.008658,0.004329,0.004329,0,0.199026,0.198470,0.212706,0
0,0,0,0.04,0,0,0.206075,0.211109,0.232599,0
0.009804,0,0.002457,0.007371,0.002457,0,0.433285,0.466458,0.564121,0
0.008097,0,0,0,0,0,0.651258,0.707623,0.865442,0
0.029126,0,0,0,0.009804,0,0.333903,0.358911,0.426660,0
0.003436,0,0,0.017241,0,0,0.207943,0.206178,0.226892,0
0,0,0,0.009804,0,0,0.440037,0.475104,0.571914,2
0,0,0,0.011811,0.011811,0,0.335642,0.359085,0.428444,0
0,0,0,0,0,0,0.759652,0.826125,1.012306,0
0,0,0,0.025974,0,0,0.451234,0.480833,0.577371,0
0,0,0,0.008658,0,0,0.245218,0.249181,0.275985,0
0,0,0,0,0,0,0.089515,0.088755,0.083306,0
0,0,0,0.007435,0,0,0.489634,0.528563,0.639988,0
0.00159,0,0,0,0,0,0.611515,0.663739,0.809836,0
0,0,0,0,0,0,0.430090,0.451975,0.540391,0
0,0,0,0.026786,0.008929,0,0.191957,0.187720,0.204665,0
0,0,0,0,0,0,0.369583,0.394194,0.468646,0
0,0,0.007968,0.007968,0.003984,0,0.479995,0.516091,0.621395,0
0,0,0,0,0,0,0.802055,0.871383,1.068007,0
0,0,0,0.026316,0,0,0.506925,0.541955,0.654898,0
