@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.006,0.36,0.635,0.041,0.347,0.169,0.365,2
0.035,0.521,0.444,0.039,0.563,0.545,0.221,1
0.078,0.717,0.205,0.264,0.355,0.425,0.327,1
0.124,0.685,0.191,0.051,0.538,0.148,0.385,1
0.019,0.779,0.202,0.201,0.574,0.178,0.37,1
0.005,0.339,0.657,0.003,0.182,0.169,0.363,1
0.16,0.4,0.44,0.017,0.308,0.193,0.54,2
0.058,0.079,0.864,0.018,0.659,0.139,0.502,2
0.06,0.554,0.385,0.387,0.314,0.146,0.383,2
0.012,0.546,0.442,0.003,0.786,0.171,0.421,1
0.102,0.797,0.101,0.832,0.135,0.142,0.392,1
0.011,0.18,0.809,0.023,0.28,0.166,0.368,2
0.031,0.63,0.338,0,0.796,0.105,0.578,1
0.256,0.706,0.038,0.023,0.865,0.125,0.544,1
0.017,0.774,0.209,0.001,0.342,0.149,0.415,2
0.184,0.506,0.31,0.084,0.409,0.033,0.845,1
0.066,0.768,0.166,0.041,0.565,0.113,0.536,1
0.506,0.453,0.041,0.573,0.418,0.162,0.55,1
0.004,0.808,0.188,0.004,0.677,0.182,0.368,1
0.018,0.095,0.887,0,0.219,0.188,0.476,2
0.101,0.295,0.604,0.028,0.28,0.222,0.42,2
0.066,0.672,0.262,0.737,0.248,0.191,0.409,1
0.408,0.489,0.103,0.195,0.78,0.159,0.411,1
0.559,0.295,0.146,0.226,0.51,0.203,0.402,1
0.053,0.836,0.11,0.661,0.322,0.184,0.345,2
0.158,0.585,0.257,0.416,0.525,0.155,0.47,1
0.044,0.014,0.942,0.108,0.386,0.184,0.36,2
0.151,0.674,0.175,0.731,0.226,0.272,0.42,1
0.211,0.691,0.098,0.031,0.795,0.138,0.43,1
0.679,0.255,0.066,0.324,0.616,0.254,0.491,1
0.457,0.269,0.274,0.196,0.76,0.178,0.431,1
0.02,0.717,0.263,0.011,0.403,0.172,0.387,2
0.095,0.451,0.454,0.022,0.813,0.786,0.092,1
0.131,0.686,0.183,0.163,0.556,0.169,0.503,1
0.291,0.658,0.05,0.259,0.712,0.403,0.333,1
0.119,0.789,0.091,0.014,0.745,0.16,0.417,1
0.18,0.715,0.105,0.036,0.652,0.284,0.425,1
0.16,0.791,0.049,0.399,0.528,0.134,0.465,1
0.215,0.772,0.013,0.019,0.771,0.324,0.424,1
0.3,0.523,0.177,0.234,0.414,0.561,0.241,2
0.044,0.717,0.239,0.073,0.47,0.133,0.411,1
0.227,0.755,0.018,0.086,0.761,0.232,0.584,1
0.404,0.494,0.102,0.245,0.633,0.157,0.616,1
0.29,0.665,0.046,0.509,0.432,0.083,0.588,1
0.169,0.024,0.806,0.006,0.233,0.165,0.435,2
0.028,0.683,0.289,0.054,0.017,0.142,0.377,2
0.373,0.541,0.086,0.236,0.645,0.4,0.341,2
0.171,0.691,0.138,0.269,0.672,0.17,0.392,1
0.676,0.297,0.028,0.493,0.36,0.358,0.384,1
0.298,0.466,0.236,0.628,0.353,0.178,0.458,0
0.11,0.551,0.34,0.103,0.462,0.168,0.401,0
0.281,0.555,0.165,0.022,0.847,0.606,0.231,0
0.234,0.248,0.518,0.803,0.181,0.285,0.359,0
0.427,0.334,0.238,0.416,0.532,0.467,0.268,0
0.505,0.21,0.285,0.898,0.099,0.19,0.443,0
0.613,0.344,0.044,0.553,0.443,0.134,0.552,0
0.21,0.736,0.053,0.383,0.552,0.144,0.41,0
0.231,0.744,0.025,0.023,0.79,0.147,0.443,0
0.496,0.245,0.259,0.857,0.106,0.214,0.399,0
0.243,0.744,0.013,0.474,0.479,0.101,0.525,0
0.255,0.683,0.062,0.182,0.784,0.154,0.46,0
0.842,0.125,0.032,0.202,0.516,0.185,0.367,0
0.448,0.402,0.151,0.592,0.329,0.527,0.271,0
0.464,0.523,0.014,0.18,0.801,0.163,0.546,0
0.113,0.787,0.099,0.818,0.176,0.434,0.326,0
0.145,0.819,0.036,0.038,0.67,0.112,0.455,0
0.509,0.373,0.119,0.054,0.825,0.413,0.327,0
