@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.015,0.923,0.062,0.237,0.68,0.322,0.268,0
0.011,0.34,0.649,0.084,0.372,0.29,0.241,2
0.028,0.469,0.503,0.116,0.522,0.081,0.85,1
0.779,0.21,0.011,0.709,0.286,0.351,0.285,0
0.112,0.498,0.39,0.301,0.463,0.33,0.274,0
0.007,0.334,0.659,0.141,0.475,0.27,0.319,0
0.571,0.268,0.161,0.869,0.122,0.348,0.267,0
0.724,0.23,0.046,0.793,0.187,0.363,0.365,0
0.7,0.141,0.159,0.564,0.393,0.336,0.312,0
0.759,0.2,0.041,0.299,0.267,0.315,0.191,0
0.014,0.796,0.19,0.265,0.531,0.364,0.39,1
0.205,0.709,0.086,0.201,0.494,0.302,0.224,1
0.013,0.233,0.754,0.332,0.404,0.364,0.38,0
0.434,0.355,0.212,0.858,0.136,0.363,0.368,0
0.128,0.486,0.386,0.099,0.433,0.338,0.239,0
0.022,0.764,0.214,0.557,0.334,0.327,0.214,1
0.338,0.411,0.251,0.724,0.26,0.364,0.368,0
0.008,0.352,0.64,0.013,0.169,0.296,0.23,1
0.081,0.485,0.434,0.03,0.308,0.211,0.605,2
0.006,0.111,0.883,0.068,0.636,0.302,0.349,2
0.074,0.488,0.438,0.666,0.216,0.313,0.206,2
0.39,0.52,0.09,0.781,0.193,0.363,0.366,0
0.015,0.522,0.463,0.077,0.774,0.341,0.249,1
0.318,0.659,0.023,0.782,0.165,0.321,0.203,1
0.282,0.297,0.421,0.735,0.214,0.364,0.417,0
0.637,0.271,0.092,0.361,0.537,0.323,0.336,0
0.298,0.316,0.386,0.248,0.539,0.229,0.369,0
0.501,0.181,0.318,0.682,0.283,0.366,0.382,0
0.56,0.337,0.103,0.444,0.492,0.36,0.328,0
0.024,0.135,0.84,0.377,0.422,0.31,0.376,0
0.859,0.108,0.033,0.538,0.393,0.349,0.442,0
0.368,0.355,0.278,0.751,0.125,0.364,0.459,0
0.453,0.343,0.205,0.373,0.33,0.28,0.353,0
0.425,0.558,0.018,0.524,0.276,0.319,0.199,0
0.02,0.195,0.785,0.044,0.273,0.313,0.213,2
0.001,0.632,0.366,0.009,0.786,0.17,0.594,1
0.015,0.028,0.957,0.084,0.723,0.061,0.87,0
0.003,0.764,0.232,0.158,0.796,0.242,0.529,0
0.364,0.448,0.188,0.384,0.329,0.02,0.952,0
0.004,0.858,0.138,0.156,0.805,0.024,0.951,1
0.144,0.65,0.206,0.014,0.349,0.252,0.325,2
0.444,0.35,0.207,0.431,0.529,0.199,0.508,0
0.014,0.571,0.415,0.115,0.804,0.316,0.506,0
0.399,0.47,0.131,0.112,0.452,0.001,0.997,1
0.011,0.969,0.02,0.369,0.617,0.127,0.681,0
0.081,0.795,0.124,0.108,0.561,0.17,0.556,1
0.421,0.254,0.324,0.607,0.353,0.358,0.309,0
0.162,0.742,0.095,0.401,0.578,0.233,0.542,1
0.01,0.178,0.812,0.005,0.073,0.328,0.275,0
0.843,0.153,0.004,0.706,0.268,0.303,0.216,0
0.527,0.068,0.405,0.271,0.522,0.297,0.407,0
0.107,0.552,0.34,0.408,0.548,0.344,0.412,0
0.732,0.251,0.017,0.509,0.334,0.365,0.388,0
0.499,0.469,0.032,0.236,0.459,0.192,0.439,0
0.518,0.109,0.372,0.776,0.212,0.348,0.268,0
0.584,0.277,0.139,0.738,0.236,0.362,0.356,0
0.712,0.274,0.014,0.83,0.158,0.365,0.448,0
0.865,0.055,0.08,0.468,0.505,0.314,0.349,0
0.611,0.13,0.259,0.622,0.158,0.302,0.198,0
0.038,0.826,0.136,0.252,0.7,0.339,0.276,0
0.002,0.813,0.185,0.066,0.617,0.325,0.217,1
0.001,0.084,0.916,0.003,0.207,0.2,0.545,2
0.747,0.228,0.025,0.606,0.372,0.362,0.456,0
0.256,0.38,0.364,0.56,0.41,0.355,0.297,0
0.397,0.595,0.009,0.36,0.551,0.156,0.539,0
0.934,0.023,0.043,0.332,0.33,0.031,0.931,0
0.044,0.6,0.356,0.258,0.704,0.315,0.439,0
0.893,0.101,0.006,0.301,0.5,0.148,0.695,0
0.426,0.432,0.142,0.283,0.438,0.314,0.254,0
0.683,0.296,0.021,0.133,0.412,0.363,0.425,0
0.753,0.149,0.098,0.199,0.535,0.278,0.384,0
0.8,0.184,0.016,0.456,0.385,0.244,0.308,0
0.192,0.167,0.641,0.225,0.55,0.163,0.623,0
0.338,0.268,0.393,0.392,0.54,0.265,0.563,0
0.046,0.401,0.553,0.036,0.282,0.164,0.583,2
0.628,0.308,0.063,0.62,0.345,0.358,0.316,0
0.682,0.317,0.001,0.722,0.276,0.308,0.18,0
0.443,0.083,0.474,0.786,0.195,0.367,0.409,0
0.896,0.094,0.011,0.826,0.14,0.359,0.352,0
0.634,0.344,0.022,0.655,0.33,0.349,0.272,0
0.336,0.65,0.014,0.28,0.582,0.294,0.258,0
0.773,0.061,0.166,0.471,0.472,0.252,0.519,0
0.205,0.683,0.112,0.882,0.108,0.344,0.256,1
0.25,0.566,0.185,0.244,0.692,0.299,0.273,1
0.984,0.01,0.007,0.318,0.573,0.18,0.67,0
0.001,0.952,0.047,0.379,0.614,0.23,0.542,0
0.145,0.673,0.182,0.438,0.481,0.114,0.764,0
0.006,0.629,0.365,0.208,0.776,0.304,0.34,0
0.94,0.059,0,0.801,0.195,0.302,0.205,0
0.912,0.063,0.024,0.891,0.1,0.283,0.538,0
0.364,0.464,0.172,0.761,0.174,0.364,0.403,0
0.205,0.519,0.275,0.342,0.524,0.318,0.294,1
0.024,0.853,0.123,0.708,0.272,0.32,0.199,2
0.644,0.276,0.08,0.272,0.619,0.349,0.276,1
0.161,0.821,0.018,0.162,0.634,0.232,0.343,0
0.841,0.15,0.01,0.255,0.317,0.052,0.881,0
0.018,0.458,0.524,0.234,0.477,0.34,0.245,0
0.007,0.041,0.952,0.208,0.386,0.311,0.228,2
0.069,0.804,0.127,0.286,0.673,0.234,0.558,0
0.874,0.121,0.005,0.28,0.535,0.253,0.424,0
0.775,0.199,0.026,0.54,0.417,0.361,0.462,0
0.453,0.415,0.132,0.746,0.234,0.325,0.21,0
0.382,0.114,0.504,0.29,0.386,0.251,0.59,0
0.68,0.253,0.067,0.905,0.088,0.361,0.457,0
0.124,0.163,0.713,0.343,0.492,0.33,0.221,0
0.033,0.769,0.198,0.31,0.546,0.361,0.344,1
0.711,0.118,0.171,0.87,0.126,0.352,0.287,0
0.034,0.798,0.169,0.232,0.689,0.163,0.622,1
0.456,0.101,0.443,0.29,0.675,0.302,0.46,0
