@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.011,0.34,0.649,0.084,0.372,0.29,0.241,2
0.028,0.469,0.503,0.116,0.522,0.081,0.85,1
0.014,0.796,0.19,0.265,0.531,0.364,0.39,1
0.205,0.709,0.086,0.201,0.494,0.302,0.224,1
0.022,0.764,0.214,0.557,0.334,0.327,0.214,1
0.008,0.352,0.64,0.013,0.169,0.296,0.23,1
0.081,0.485,0.434,0.03,0.308,0.211,0.605,2
0.006,0.111,0.883,0.068,0.636,0.302,0.349,2
0.074,0.488,0.438,0.666,0.216,0.313,0.206,2
0.015,0.522,0.463,0.077,0.774,0.341,0.249,1
0.318,0.659,0.023,0.782,0.165,0.321,0.203,1
0.02,0.195,0.785,0.044,0.273,0.313,0.213,2
0.001,0.632,0.366,0.009,0.786,0.17,0.594,1
0.004,0.858,0.138,0.156,0.805,0.024,0.951,1
0.144,0.65,0.206,0.014,0.349,0.252,0.325,2
0.399,0.47,0.131,0.112,0.452,0.001,0.997,1
0.081,0.795,0.124,0.108,0.561,0.17,0.556,1
0.162,0.742,0.095,0.401,0.578,0.233,0.542,1
0.002,0.813,0.185,0.066,0.617,0.325,0.217,1
0.001,0.084,0.916,0.003,0.207,0.2,0.545,2
0.046,0.401,0.553,0.036,0.282,0.164,0.583,2
0.205,0.683,0.112,0.882,0.108,0.344,0.256,1
0.25,0.566,0.185,0.244,0.692,0.299,0.273,1
0.205,0.519,0.275,0.342,0.524,0.318,0.294,1
0.024,0.853,0.123,0.708,0.272,0.32,0.199,2
0.644,0.276,0.08,0.272,0.619,0.349,0.276,1
0.007,0.041,0.952,0.208,0.386,0.311,0.228,2
0.033,0.769,0.198,0.31,0.546,0.361,0.344,1
0.034,0.798,0.169,0.232,0.689,0.163,0.622,1
0.216,0.543,0.241,0.099,0.729,0.308,0.478,1
0.479,0.28,0.241,0.298,0.622,0.346,0.264,1
0.028,0.712,0.26,0.035,0.395,0.272,0.295,2
0.031,0.528,0.441,0.388,0.522,0.367,0.397,1
0.014,0.808,0.178,0.415,0.424,0.178,0.589,1
0.451,0.499,0.05,0.263,0.689,0.364,0.374,1
0.009,0.862,0.129,0.143,0.679,0.076,0.832,1
0.037,0.763,0.2,0.143,0.605,0.338,0.393,1
0.182,0.78,0.038,0.221,0.643,0.171,0.499,1
0.036,0.906,0.057,0.218,0.677,0.226,0.593,1
0.214,0.562,0.225,0.268,0.558,0.364,0.413,2
0.094,0.661,0.245,0.154,0.506,0.207,0.362,1
0.018,0.92,0.062,0.289,0.652,0.14,0.768,1
0.262,0.619,0.119,0.286,0.589,0.072,0.861,1
0.159,0.77,0.071,0.401,0.521,0.116,0.679,1
0.05,0.089,0.861,0.251,0.34,0.323,0.281,2
0.061,0.67,0.269,0.018,0.06,0.304,0.205,2
0.026,0.704,0.27,0.368,0.586,0.364,0.382,2
0.509,0.406,0.084,0.281,0.604,0.267,0.305,1
0.442,0.497,0.061,0.671,0.268,0.363,0.392,1
0.015,0.923,0.062,0.237,0.68,0.322,0.268,0
0.01,0.894,0.096,0.373,0.612,0.293,0.516,0
0.587,0.247,0.166,0.771,0.219,0.351,0.422,0
0.013,0.233,0.754,0.332,0.404,0.364,0.38,0
0.368,0.355,0.278,0.751,0.125,0.364,0.459,0
0.055,0.519,0.426,0.174,0.373,0.344,0.257,0
0.501,0.234,0.264,0.608,0.272,0.348,0.267,0
0.055,0.684,0.261,0.326,0.632,0.353,0.286,0
0.038,0.826,0.136,0.252,0.7,0.339,0.276,0
0.003,0.58,0.417,0.132,0.758,0.328,0.335,0
0.453,0.415,0.132,0.746,0.234,0.325,0.21,0
0.896,0.094,0.011,0.826,0.14,0.359,0.352,0
0.107,0.552,0.34,0.408,0.548,0.344,0.412,0
0.128,0.486,0.386,0.099,0.433,0.338,0.239,0
0.421,0.254,0.324,0.607,0.353,0.358,0.309,0
0.501,0.181,0.318,0.682,0.283,0.366,0.382,0
0.628,0.308,0.063,0.62,0.345,0.358,0.316,0
0.014,0.571,0.415,0.115,0.804,0.316,0.506,0
