@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature3 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

1,4,-0.046057,4.007411,0.59202,0
2,10,-0.440688,4.479066,1.096025,0
3,12,0.092127,4.476359,1.521218,2
4,3,0.906286,2.234771,1.748783,2
5,16,0.283345,5.282326,1.282647,1
1,2,-0.032875,4.185434,0.907655,0
2,8,-0.151472,3.717095,0.987032,0
3,12,0.170735,3.710519,1.339693,0
4,2,-0.28529,3.489355,0.914836,0
5,8,0.040973,3.744269,0.780152,0
1,2,-0.142526,3.201368,0.783364,0
2,8,-0.013152,3.451455,0.812746,0
3,5,-0.261522,3.226075,1.07231,0
4,2,0.75245,3.406319,0.896607,0
5,7,0.016583,3.373647,1.052945,0
1,2,-0.453439,4.374485,1.170957,0
2,10,0.063536,4.249956,1.661314,0
3,5,-0.189698,4.079849,0.593148,0
4,2,1.285321,2.899975,1.265731,0
5,7,-0.20941,7.094787,0.94348,1
1,2,0.080034,4.948661,1.28053,1
2,12,-0.160537,4.073898,1.645562,0
3,8,-0.205644,2.717923,1.38352,1
4,2,1.340593,2.743845,0.943317,0
5,7,0.121952,5.802987,0.963983,0
1,2,-0.163256,4.538522,0.825884,0
2,8,-0.006814,3.969727,1.164622,0
3,12,0.109875,4.502463,1.405107,1
4,2,0.89193,2.593907,1.139272,0
5,7,-0.155943,4.498704,0.916027,0
1,2,0.011422,4.491303,0.976342,0
2,12,-0.37783,3.764708,1.259895,0
3,8,0.353406,4.198062,1.838152,1
4,2,1.197869,2.095023,0.951292,0
5,7,0.084986,2.574422,0.918807,0
1,2,-0.232815,4.094864,1.257634,2
2,8,-0.255808,4.251957,1.427322,2
3,7,0.127097,4.352923,1.204448,2
4,2,0.854873,2.638,0.995724,0
5,7,0.009956,4.445478,1.002556,0
1,2,0.03638,4.433939,1.152967,2
2,11,-0.00104,5.38112,1.470767,1
3,9,-0.60243,3.762812,0.992831,1
4,2,1.09728,2.927803,0.75078,0
5,6,0.154677,4.589115,0.986224,0
