@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.174,0.689,0.136,0.151,0.386,0
0.33,0.631,0.039,0.163,0.335,0
0.017,0.359,0.624,0.182,0.207,2
0.713,0.038,0.249,0.295,0.206,2
0.055,0.495,0.45,0.215,0.72,1
0.154,0.788,0.058,0.151,0.452,0
0.438,0.302,0.261,0.184,0.345,0
0.816,0.077,0.106,0.22,0.25,0
0.13,0.534,0.336,0.243,0.314,0
0.793,0.172,0.035,0.279,0.481,0
0.755,0.21,0.035,0.325,0.386,0
0.231,0.331,0.438,0.303,0.314,0
0.962,0.029,0.008,0.157,0.199,0
0.288,0.464,0.248,0.523,0.208,0
0.566,0.311,0.124,0.249,0.415,0
0.021,0.869,0.11,0.147,0.314,0
0.789,0.014,0.197,0.295,0.277,0
0.04,0.926,0.034,0.152,0.228,0
0.825,0.025,0.149,0.492,0.194,0
0.006,0.807,0.187,0.402,0.404,1
0.037,0.702,0.261,0.377,0.293,1
0.474,0.108,0.419,0.239,0.298,0
0.539,0.396,0.065,0.156,0.224,1
0.906,0.062,0.033,0.64,0.158,0
0.112,0.337,0.551,0.355,0.433,0
0.203,0.398,0.398,0.302,0.463,0
0.318,0.355,0.326,0.19,0.292,0
0.058,0.752,0.191,0.152,0.558,1
0.91,0.027,0.062,0.422,0.216,0
0.275,0.467,0.257,0.376,0.396,0
0.017,0.652,0.331,0.285,0.349,0
0.031,0.411,0.558,0.317,0.306,0
0.005,0.35,0.645,0.178,0.206,1
0.98,0.004,0.016,0.756,0.111,0
0.957,0.016,0.027,0.2,0.474,0
0.069,0.419,0.512,0.218,0.584,2
0.125,0.038,0.837,0.162,0.442,2
0.015,0.598,0.388,0.15,0.223,2
0.675,0.27,0.055,0.347,0.286,0
0.181,0.745,0.073,0.311,0.452,0
0.215,0.247,0.538,0.151,0.377,2
0.046,0.475,0.479,0.183,0.325,1
0.169,0.802,0.029,0.146,0.236,1
0.939,0.046,0.015,0.869,0.08,0
0.183,0.399,0.418,0.551,0.311,0
0.011,0.238,0.751,0.317,0.378,1
0.871,0.088,0.04,0.256,0.368,0
0.016,0.466,0.518,0.175,0.27,0
0.144,0.319,0.537,0.62,0.219,0
0.402,0.56,0.038,0.267,0.458,0
0.015,0.293,0.692,0.221,0.297,0
0.286,0.557,0.156,0.286,0.305,0
0.981,0.007,0.012,0.155,0.193,0
0.389,0.195,0.416,0.14,0.264,0
0.507,0.354,0.139,0.299,0.454,0
0.373,0.476,0.151,0.256,0.435,0
0.902,0.013,0.085,0.278,0.387,0
0.258,0.304,0.438,0.176,0.204,0
0.897,0.009,0.094,0.616,0.185,0
0.644,0.288,0.067,0.524,0.341,0
0.277,0.472,0.251,0.151,0.459,0
0.658,0.317,0.025,0.149,0.348,0
0.024,0.205,0.771,0.171,0.217,2
0.972,0.013,0.015,0.604,0.177,0
0.355,0.449,0.196,0.435,0.371,0
0.003,0.895,0.101,0.275,0.363,0
0.132,0.243,0.625,0.261,0.312,0
0.029,0.599,0.372,0.165,0.482,1
0.037,0.019,0.943,0.134,0.597,0
0.033,0.726,0.241,0.131,0.643,0
0.164,0.51,0.326,0.15,0.515,0
0.096,0.753,0.151,0.043,0.881,1
0.38,0.442,0.178,0.179,0.253,2
0.346,0.383,0.271,0.241,0.352,0
0.035,0.575,0.391,0.564,0.333,0
0.227,0.527,0.246,0.029,0.878,1
0.277,0.712,0.01,0.169,0.464,0
0.1,0.758,0.142,0.147,0.322,1
0.694,0.104,0.202,0.464,0.228,0
0.314,0.635,0.052,0.19,0.568,1
0.229,0.477,0.295,0.806,0.125,0
0.066,0.156,0.778,0.285,0.252,0
0.903,0.094,0.003,0.148,0.222,0
0.9,0.007,0.093,0.325,0.365,0
0.343,0.469,0.188,0.415,0.387,0
0.232,0.724,0.044,0.492,0.325,0
0.386,0.477,0.137,0.185,0.297,0
0.959,0.037,0.004,0.165,0.286,0
0.563,0.132,0.306,0.243,0.316,0
0.518,0.345,0.138,0.286,0.459,0
0.872,0.122,0.006,0.801,0.141,0
0.842,0.062,0.096,0.229,0.396,0
0.135,0.367,0.498,0.142,0.198,0
0.751,0.105,0.144,0.783,0.117,0
0.532,0.353,0.116,0.322,0.446,0
0.404,0.366,0.231,0.283,0.367,2
0.108,0.775,0.116,0.169,0.386,0
0.127,0.733,0.14,0.188,0.233,1
0.126,0.041,0.832,0.614,0.198,2
0.036,0.102,0.863,0.25,0.41,2
0.633,0.335,0.032,0.682,0.239,0
0.973,0.011,0.016,0.294,0.338,0
0.465,0.524,0.011,0.164,0.331,0
0.995,0.002,0.004,0.93,0.052,0
0.472,0.388,0.14,0.417,0.371,0
0.966,0.032,0.002,0.309,0.463,0
0.438,0.372,0.19,0.183,0.274,0
0.706,0.239,0.055,0.139,0.198,0
0.913,0.058,0.03,0.854,0.08,0
0.532,0.335,0.134,0.313,0.471,0
0.415,0.534,0.05,0.505,0.357,0
0.825,0.091,0.084,0.263,0.338,0
0.566,0.375,0.059,0.149,0.236,0
0.074,0.265,0.662,0.308,0.377,0
0.413,0.322,0.265,0.612,0.284,0
0.204,0.208,0.589,0.308,0.31,2
0.182,0.707,0.11,0.272,0.396,0
0.297,0.696,0.007,0.127,0.195,0
0.476,0.04,0.484,0.788,0.126,0
0.571,0.24,0.19,0.607,0.281,0
0.471,0.466,0.062,0.137,0.619,0
0.783,0.203,0.014,0.263,0.308,0
0.607,0.377,0.015,0.16,0.257,0
0.965,0.006,0.028,0.624,0.204,0
0.489,0.274,0.237,0.749,0.196,0
0.53,0.415,0.055,0.152,0.41,0
0.827,0.103,0.07,0.274,0.319,0
0.174,0.487,0.339,0.16,0.181,0
0.697,0.062,0.242,0.532,0.222,0
