@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature3 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

1,4,-0.046057,4.007411,0.590994,0
2,10,-0.440688,4.479066,1.094611,0
3,12,0.092127,4.476359,1.525641,2
4,3,0.906286,2.234771,1.746772,2
5,16,0.283345,5.282326,1.276733,1
1,2,-0.032875,4.185434,0.906081,0
2,8,-0.151472,3.717095,0.985759,0
3,12,0.170735,3.710519,1.343587,0
4,2,-0.28529,3.489355,0.913784,0
5,8,0.040973,3.744269,0.776555,0
1,2,-0.142526,3.201368,0.782005,0
2,8,-0.013152,3.451455,0.811697,0
3,5,-0.261522,3.226075,1.075427,0
4,2,0.75245,3.406319,0.895576,0
5,7,0.016583,3.373647,1.04809,0
1,2,-0.453439,4.374485,1.168927,0
2,10,0.063536,4.249956,1.659171,0
3,5,-0.189698,4.079849,0.594872,0
4,2,1.285321,2.899975,1.264276,0
5,7,-0.20941,7.094787,0.93913,1
1,2,0.080034,4.948661,1.278309,1
2,12,-0.160537,4.073898,1.643439,0
3,8,-0.205644,2.717923,1.387542,1
4,2,1.340593,2.743845,0.942233,0
5,7,0.121952,5.802987,0.959539,0
1,2,-0.163256,4.538522,0.824452,0
2,8,-0.006814,3.969727,1.16312,0
3,12,0.109875,4.502463,1.409192,1
4,2,0.89193,2.593907,1.137962,0
5,7,-0.155943,4.498704,0.911804,0
1,2,0.011422,4.491303,0.97465,0
2,12,-0.37783,3.764708,1.25827,0
3,8,0.353406,4.198062,1.843496,1
4,2,1.197869,2.095023,0.950198,0
5,7,0.084986,2.574422,0.914571,0
1,2,-0.232815,4.094864,1.255453,2
2,8,-0.255808,4.251957,1.425481,2
3,7,0.127097,4.352923,1.207949,2
4,2,0.854873,2.638,0.994579,0
5,7,0.009956,4.445478,0.997934,0
1,2,0.03638,4.433939,1.150968,2
2,11,-0.00104,5.38112,1.46887,1
3,9,-0.60243,3.762812,0.995717,1
4,2,1.09728,2.927803,0.749917,0
5,6,0.154677,4.589115,0.981677,0
1,3,0.175963,4.827151,1.616253,1
2,8,-0.008638,4.05231,0.919027,0
3,6,0.024367,4.063057,1.011299,0
4,2,0.287437,4.036506,0.975234,0
5,7,-0.123072,3.97339,0.871333,0
1,2,0.013547,4.870147,1.591765,0
2,8,-0.056102,4.162634,0.888071,0
3,3,0.307867,3.268091,0.730674,0
4,1,-0.23608,2.913419,1.029856,0
5,7,0.008568,4.193045,0.888974,0
1,2,0.077831,3.901367,1.152601,0
2,14,-0.292841,3.400645,1.242792,0
3,4,0.309557,3.462795,0.702628,0
4,2,0.992999,3.147476,0.986613,0
5,6,0.148549,3.393658,0.853346,0
1,2,0.268802,4.657121,0.932203,0
2,8,0.073706,4.515958,1.010625,0
3,7,-0.551595,3.946242,1.014907,0
4,2,1.116552,2.248583,1.02758,0
5,7,-0.001155,3.992876,1.161201,0
1,2,-0.060947,5.127048,1.113419,0
2,8,-0.104149,3.657304,0.717054,0
3,12,0.103884,4.301709,1.668987,2
4,2,1.256537,2.805388,1.011648,0
5,7,-0.193745,4.546815,0.861994,0
1,2,-0.127271,5.909694,1.044851,0
2,10,0.052281,4.665842,1.217926,0
3,9,0.065075,3.57853,1.794292,1
4,2,1.726038,4.217083,1.015062,0
5,7,0.349758,5.32793,1.049128,0
1,2,-0.282519,4.445331,1.072604,0
2,8,-0.195382,5.047678,0.979923,1
3,10,-0.149205,3.350088,1.692769,2
4,2,0.32809,2.916137,0.944509,0
5,7,-0.009528,4.917948,1.157742,0
1,2,-0.277818,3.406422,1.364836,1
2,8,-0.36116,3.649491,0.788607,0
3,7,-0.361721,4.131687,1.312261,1
4,2,0.665858,4.009388,1.026442,0
5,7,0.004748,3.817433,0.839164,1
1,2,0.042799,3.68073,0.986078,0
2,10,0.057469,3.258206,2.001713,0
3,5,-0.403206,2.917086,0.714109,0
4,2,0.62472,3.016237,1.08334,0
5,7,-0.019634,4.000689,1.13595,0
1,2,0.071029,3.670158,0.906081,0
2,8,-0.091109,3.442497,0.870564,0
3,7,-0.430852,3.438863,1.062798,0
4,1,1.023533,3.169606,0.913784,0
5,7,0.099571,3.850844,0.955042,0
1,2,0.414888,3.685902,0.98771,0
2,8,-0.031347,3.455159,0.704367,0
3,2,0.016333,3.377466,0.690819,0
4,2,0.442573,3.455691,0.900128,0
5,7,-0.113621,3.414336,0.948816,0
1,2,-0.145349,4.574408,0.982813,2
2,8,-0.053105,4.94207,0.942117,0
3,18,0.234595,4.223454,1.93075,1
4,2,0.607439,3.862416,1.235827,2
5,10,-0.096584,4.426974,2.064012,2
1,2,0.426579,3.953887,0.906081,0
2,8,0.103014,3.422389,0.854832,0
3,8,-0.55713,3.185894,0.745927,0
4,2,1.144368,1.627654,0.992303,0
5,7,-0.10043,3.561084,1.14356,0
1,2,-0.064363,3.706473,0.790168,0
2,8,-0.16526,3.358486,1.268673,0
3,5,-0.508232,2.965272,0.864836,0
4,2,0.615197,3.045249,0.929715,0
5,7,0.168932,4.206562,0.80319,0
1,2,-0.222063,3.909108,0.844043,0
2,8,-0.051539,3.368784,1.037521,0
3,3,-0.24317,3.104877,0.811696,0
4,2,0.38199,3.488715,1.173239,0
5,7,0.063883,3.58635,1.008657,0
1,2,0.07678,3.784312,1.697882,2
2,8,0.115364,4.840624,0.648546,0
3,5,-0.464484,2.41161,0.882877,0
4,2,0.467076,3.247011,0.8933,0
5,7,-0.074416,5.288506,0.80319,0
1,2,-0.664974,3.647504,0.702009,0
2,8,-0.181012,3.439014,0.687621,0
3,7,-0.49615,3.92146,1.0318,0
4,2,1.224945,2.781845,0.97182,0
5,7,0.233234,4.158115,0.779323,0
1,2,-0.17055,3.74833,0.782005,0
2,8,-0.293935,3.763955,0.639919,0
3,2,0.159708,3.395909,0.575518,0
4,2,0.196718,3.314387,0.880783,0
5,7,0.120104,3.773922,1.021456,1
1,2,-0.254526,4.972385,0.824452,2
2,9,-0.38151,4.623354,0.970028,1
3,5,0.518983,4.459865,0.932245,1
4,2,1.161504,1.857721,1.024166,0
5,7,-0.212385,4.915703,0.819102,0
1,2,-0.65602,4.892608,1.002404,0
2,8,-0.176254,5.179627,0.75004,0
3,2,-0.382317,1.596783,0.56699,0
4,2,0.698922,2.224549,0.993441,0
5,8,0.122661,4.657423,0.93498,0
1,2,-0.026514,3.659692,1.18362,1
2,8,-0.187858,3.389889,0.891116,2
3,2,-0.053719,3.511417,0.506305,1
4,2,0.829756,3.68832,0.89899,0
5,7,0.011575,3.691581,1.078184,2
1,2,0.396272,4.929609,0.847309,0
2,8,0.053926,4.360455,0.972565,1
3,6,0.19589,5.654631,0.984893,2
4,2,0.564668,4.000085,1.0162,1
5,7,-0.236352,4.20734,0.968186,1
1,2,0.242624,5.033199,0.969752,2
2,10,-0.114853,3.864322,1.052999,1
3,7,-0.591415,3.093536,1.192204,0
4,2,0.524672,2.796639,0.891024,0
5,7,0.250001,5.78014,0.964727,2
1,2,-0.335751,3.066823,0.963222,0
2,8,-0.150114,3.570451,1.227822,0
3,7,0.34776,3.586543,1.327678,2
4,2,1.101068,3.510934,1.02189,0
5,7,-0.21559,4.149177,0.982714,0
1,2,-0.356086,4.666383,1.048116,1
2,8,-0.106791,3.797649,1.32145,0
3,7,-0.177035,4.185738,1.358348,0
4,2,0.585846,2.846119,0.996855,0
5,7,0.118616,4.594128,0.954004,0
1,2,0.190101,6.251011,1.023627,1
2,9,-0.021415,4.564996,0.692949,0
3,10,0.27467,4.219458,1.093141,1
4,3,0.360173,3.188565,1.19486,0
5,2,-0.449741,3.442915,0.232448,0
1,2,0.229805,4.541616,1.044851,1
2,8,-0.077447,3.995826,0.696502,0
3,6,0.083219,3.931977,1.076575,0
4,2,0.456451,3.601488,0.901266,0
5,7,0.020201,3.859473,0.928753,0
1,2,0.151508,4.552163,1.077502,0
