@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute bi_feature12 numeric
@attribute bi_feature327 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.008333,0,0,0,0,0.539170,0.554261,0.650652,0
0.004175,0.010438,0,0,0.000696,0,0.580106,0.602997,0.705296,0
0.008065,0.025161,0,0,0.004195,0,0.822861,0.853514,1.013849,2
0,0.035225,0,0,0.009804,0,0.802853,0.830744,0.986615,2
0.004878,0.134959,0,0,0.017087,0,0.525968,0.538084,0.631702,1
0,0.027174,0,0,0,0,0.405991,0.418096,0.480640,0
0.004637,0.047913,0,0,0.003094,0,0.567070,0.585762,0.687814,0
0.016484,0.020513,0,0,0.004031,0,0.717552,0.744062,0.880719,0
0,0.041199,0,0,0.011278,0,0.609556,0.630011,0.740183,0
0.001337,0.078877,0,0,0.016064,0,0.268730,0.271192,0.303957,0
0,0.09434,0,0,0.006329,0,0.423107,0.432793,0.504240,0
0.003752,0.074109,0,0,0.005634,0,0.572294,0.589357,0.691584,0
0,0.009153,0,0,0.002289,0,0.851877,0.884336,1.049404,0
0,0.080153,0,0,0.019157,0,0.650979,0.670347,0.792101,0
0,0.063429,0,0,0.010913,0,0.420611,0.430631,0.496376,0
0,0.004202,0,0,0,0,0.616944,0.639699,0.751342,0
0,0.109224,0,0,0.005969,0,0.651868,0.670620,0.790228,0
0,0.011589,0,0,0.002486,0,0.787139,0.816393,0.966338,0
0,0.102703,0,0,0.01626,0,0.717594,0.738562,0.875064,0
0,0.089602,0,0,0.023256,0,0.297489,0.301959,0.335722,1
0,0.176923,0,0,0.007722,0,0.573333,0.585406,0.690287,1
0,0.078777,0,0,0.003709,0,0.636903,0.656764,0.772267,0
0.00674,0.00674,0,0,0.001065,0,0.791658,0.822080,0.973406,1
0,0.170909,0,0,0.021898,0,0.682005,0.698549,0.826962,0
0,0.084416,0,0,0.03467,0,0.285916,0.289192,0.323457,0
0.035156,0.039062,0,0,0.007843,0,0.069645,0.079280,0.071678,2
0.020833,0.068376,0,0,0.001069,0,0.406426,0.419556,0.489288,2
0.00163,0.012225,0,0,0.002854,0,0.794049,0.823514,0.975392,2
0,0.072165,0,0,0.017241,0,0.606815,0.622361,0.734769,0
0,0.044745,0,0,0.021875,0,0.292957,0.296303,0.332096,0
0,0.175214,0,0,0.004292,0,0.523691,0.533966,0.627404,2
0,0.11353,0,0,0.002593,0,0.602399,0.619601,0.729020,1
0.001483,0.003955,0,0,0.000495,0,0.770273,0.799490,0.943373,1
0,0.191781,0,0,0.027523,0,0.579255,0.589272,0.695298,0
0,0.17037,0,0,0.037076,0,0.310600,0.310709,0.349683,0
0,0.167173,0,0,0.012195,0,0.451110,0.458437,0.534627,1
0.011599,0.104391,0,0,0.007463,0,0.495499,0.508334,0.594761,0
0.02871,0.018978,0,0,0.002921,0,0.675342,0.700557,0.827817,0
0,0.105263,0,0,0.021127,0,0.506334,0.518645,0.608026,0
0,0.036949,0,0,0.02148,0,0.327511,0.333297,0.378814,0
0,0.033951,0,0,0.009288,0,0.638914,0.660347,0.781461,0
0,0.066895,0,0,0.0103,0,0.601821,0.620216,0.727969,0
0,0.013477,0,0,0.002697,0,0.866790,0.899482,1.068244,0
0,0.023256,0,0,0,0,0.712738,0.738696,0.874741,0
0,0.049065,0,0,0.012865,0,0.304041,0.308286,0.346125,0
0,0.110638,0,0,0.017094,0,0.382251,0.390495,0.452141,0
0.011029,0.106005,0,0,0.007971,0,0.444877,0.455576,0.525658,0
0,0.023826,0,0,0.003506,0,0.837049,0.868045,1.030447,0
0,0.208333,0,0,0.010453,0,0.612609,0.624647,0.737619,0
0.00365,0.088808,0,0,0.029233,0,0.263548,0.264146,0.295966,0
0,0.147368,0,0,0.015873,0,0.361846,0.366101,0.426220,0
0.014318,0.10324,0,0,0.004525,0,0.574990,0.591433,0.696014,0
0,0.007274,0,0,0.001456,0,0.803447,0.834122,0.987038,0
0,0.096667,0,0,0.0301,0,0.687219,0.706224,0.836067,0
0,0.152952,0,0,0.023277,0,0.388103,0.392501,0.452000,0
0,0.026432,0,0,0.004425,0,0.397691,0.406446,0.473711,0
0,0.075452,0,0,0.001064,0,0.576858,0.594098,0.695580,0
0.002949,0.018873,0,0,0.00177,0,0.808998,0.839162,0.995237,2
0,0.111486,0,0,0.016949,0,0.660734,0.678296,0.802930,0
0,0.153012,0,0,0.012063,0,0.340353,0.343910,0.393440,0
0,0.051643,0,0,0.004717,0,0.506174,0.521724,0.604388,0
0,0.107567,0,0,0.006884,0,0.600880,0.617401,0.727450,0
0.050741,0.005211,0,0,0.001372,0,0.287894,0.304239,0.348297,1
0.124579,0,0,0,0,0,0.034011,0.045436,0.032160,0
0.024752,0.00198,0,0,0.000991,0,0.046178,0.061583,0.045851,0
0.197248,0.004587,0.004608,0,0.004608,0,0.125029,0.128773,0.135189,0
0.059829,0.095571,0,0,0.003888,0,0.378426,0.390118,0.451771,1
0.021802,0.011919,0,0,0.002035,0,0.713669,0.741288,0.877709,2
0.036232,0.086957,0,0,0.014545,0,0.504141,0.520317,0.611491,0
0.011659,0.087892,0,0,0.024237,0,0.184106,0.188959,0.201182,0
0.115108,0.068345,0,0.00361,0,0,0.250070,0.257608,0.288687,1
0.07343,0.021256,0,0,0.000967,0,0.315880,0.330377,0.376749,0
0.04126,0.009377,0.00075,0,0.001876,0,0.646215,0.671780,0.793369,1
0,0.063333,0,0,0.016722,0,0.641784,0.663738,0.782844,0
0.030941,0.032178,0,0,0.009913,0,0.153198,0.162525,0.165526,1
0,0.149254,0,0,0.02,0,0.484852,0.493503,0.575178,0
0.004945,0.050209,0,0,0.006469,0,0.697335,0.721253,0.852136,0
0.004135,0.012405,0,0,0.002759,0,0.794637,0.824956,0.978201,0
0.018927,0.148265,0,0,0.018987,0,0.457061,0.467424,0.546764,0
0.005484,0.091408,0,0,0.025618,0,0.309748,0.313878,0.355536,0
0,0.097826,0,0,0.010929,0,0.375309,0.382646,0.440810,0
0,0.059493,0,0,0.003503,0,0.651780,0.673098,0.792638,0
0.041223,0.006948,0,0,0.000927,0,0.637089,0.662316,0.780381,0
0.003745,0.074906,0,0,0.011278,0,0.604582,0.623404,0.735961,0
0,0.131522,0,0,0.01741,0,0.312292,0.314586,0.357067,0
0.00995,0.164179,0,0,0.04,0,0.388669,0.390747,0.455533,0
0.015135,0.122162,0,0,0.008658,0,0.465725,0.476928,0.553726,0
0.003564,0.012117,0,0,0.001427,0,0.849689,0.882336,1.048165,0
0,0.098859,0,0,0.026718,0,0.617383,0.634099,0.745938,0
0,0.122538,0,0,0.015334,0,0.303127,0.305555,0.344847,0
0,0.135,0,0,0.01005,0,0.498420,0.507738,0.594608,2
0.003234,0.046079,0,0,0.002427,0,0.499045,0.516657,0.604899,0
0.001275,0.01504,0,0,0.005099,0,0.772678,0.800937,0.948852,1
0,0.182825,0,0,0.008333,0,0.577837,0.590039,0.696958,2
0.037223,0.084507,0,0,0.011072,0,0.393362,0.401876,0.463996,2
0,0.152174,0,0,0.027322,0,0.259563,0.256422,0.292205,0
0,0.099822,0,0,0.007136,0,0.539670,0.553817,0.648240,0
0.056106,0.014521,0,0,0.001321,0,0.550766,0.572617,0.672031,0
0.089655,0.158621,0,0,0.038062,0,0.411873,0.417228,0.487884,0
0.009991,0.112625,0,0,0.021818,0,0.345982,0.351922,0.400508,0
0.074534,0.111801,0,0,0.0125,0,0.248729,0.250693,0.278970,0
0.006002,0.033613,0,0,0.004805,0,0.686353,0.711169,0.838772,0
0,0.005692,0,0,0.001139,0,0.851634,0.884315,1.049107,0
0,0.150735,0,0,0.02583,0,0.640290,0.656023,0.774018,0
0,0.134541,0,0,0.032383,0,0.256071,0.255216,0.282356,0
0,0.098837,0,0,0.017544,0,0.257377,0.259982,0.291608,0
0.020558,0.093979,0,0,0.005878,0,0.536585,0.552519,0.646753,0
0.021831,0.004245,0,0,0.00182,0,0.744397,0.773414,0.916689,0
0.058309,0.037901,0,0,0.01462,0,0.396204,0.409800,0.474978,0
0.021627,0.143151,0,0,0.030928,0,0.255324,0.254731,0.280943,0
0.054913,0.034682,0,0,0.005797,0,0.528769,0.547965,0.644846,2
0.003525,0.121034,0,0,0.004706,0,0.440692,0.451089,0.519336,0
0,0.001672,0,0,0,0,0.862045,0.895585,1.062421,0
0,0.145594,0,0,0.019231,0,0.548251,0.561967,0.661526,0
0,0.09185,0,0,0.031088,0,0.296223,0.299608,0.334759,0
0,0.034965,0,0,0,0,0.156862,0.159694,0.168442,0
0,0.035437,0,0,0.004435,0,0.610615,0.631459,0.743788,0
0.010496,0.005248,0,0,0.001432,0,0.720658,0.748703,0.884720,0
0.028169,0.119718,0,0,0.028269,0,0.535810,0.548292,0.646246,0
0,0.22,0,0,0.026702,0,0.242637,0.237478,0.265787,0
0,0.09434,0,0,0.012658,0,0.479858,0.491204,0.572832,0
0,0.059524,0,0,0.009535,0,0.583488,0.601779,0.704794,0
0,0.011121,0,0,0.002568,0,0.895932,0.930137,1.105772,0
0,0.167315,0,0,0.015625,0,0.604638,0.618151,0.729007,0
0,0.095528,0,0,0.02238,0,0.324552,0.326938,0.372247,1
0,0.041667,0,0,0.011976,0,0.458971,0.472234,0.546910,2
0,0.023548,0,0,0.006284,0,0.601534,0.621731,0.730302,1
0.012672,0.013728,0.000528,0,0.002641,0,0.678605,0.704327,0.834321,1
0.043478,0.187291,0,0,0.02349,0,0.454458,0.461486,0.541094,0
0.029151,0.031686,0,0,0.01269,0,0.172075,0.180968,0.191265,0
0.068627,0.083333,0,0,0.009852,0,0.273829,0.279103,0.320360,0
0.013198,0.026396,0,0,0.002033,0,0.441920,0.460773,0.538097,0
0.002604,0.003472,0,0,0.000869,0,0.837712,0.870355,1.033072,0
0.017241,0.12069,0,0,0.031142,0,0.436479,0.445745,0.520439,0
