@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0.006989,0,0,0.003765,0,0.792618,0.845617,0.983915,2
9,0,0,0,0.009836,0,0.774444,0.823409,0.957562,2
9,0.026144,0,0,0.006579,0,0.058532,0.066532,0.058681,2
9,0.008905,0,0,0.000891,0,0.373860,0.396260,0.456019,2
9,0.001359,0,0,0.00136,0,0.766042,0.816838,0.948785,2
9,0,0,0,0,0,0.491033,0.514506,0.593824,2
9,0.001966,0,0,0.00295,0,0.777569,0.829578,0.964459,2
9,0.016473,0,0,0.002908,0,0.682073,0.728283,0.845452,2
9,0,0,0,0.008403,0,0.455210,0.476549,0.551024,2
9,0,0,0,0.023148,0,0.547534,0.576086,0.669173,2
9,0.030176,0,0,0.006711,0,0.365987,0.383002,0.437354,2
9,0.038647,0,0,0.009709,0,0.501187,0.532925,0.615296,2
9,0,0,0,0,0,0.427812,0.450915,0.514670,2
9,0,0,0,0.007133,0,0.600021,0.635880,0.735745,2
9,0,0,0,0.017685,0,0.298510,0.304392,0.339407,2
9,0,0,0,0.00417,0,0.821243,0.875719,1.018968,2
9,0,0,0,0.008547,0,0.377363,0.393082,0.454953,2
9,0,0,0,0.017986,0,0.310949,0.317544,0.357681,2
9,0.00309,0,0,0.004329,0,0.767785,0.818942,0.952185,2
9,0.012163,0,0,0.004233,0,0.716407,0.764635,0.888670,2
9,0,0,0,0.006065,0,0.669472,0.710989,0.825421,2
9,0,0,0,0.005382,0,0.742646,0.790237,0.918823,2
9,0,0,0,0.002326,0,0.811494,0.865202,1.006506,2
9,0,0,0,0.020183,0,0.283933,0.292523,0.327561,2
9,0.003831,0,0,0.002558,0,0.538292,0.568684,0.658569,2
9,0.00252,0,0,0.001261,0,0.796427,0.849670,0.988380,2
9,0,0,0,0.013769,0,0.277570,0.291476,0.325884,2
9,0.001431,0,0,0.001433,0,0.813587,0.868610,1.010765,0
9,0.106742,0,0,0,0,0.031175,0.041009,0.030063,0
9,0,0,0,0.02551,0,0.620769,0.653308,0.757328,0
9,0,0,0,0.021127,0,0.445169,0.464315,0.532328,0
9,0.028037,0,0,0.037736,0,0.310406,0.315559,0.358599,0
9,0,0,0,0.02439,0,0.566843,0.595407,0.690945,0
9,0,0,0,0,0,0.833946,0.890499,1.035801,0
9,0.074713,0,0,0.046243,0,0.388614,0.401021,0.459451,0
9,0,0,0,0.035398,0,0.334816,0.347533,0.398130,0
9,0,0,0,0.018868,0,0.593240,0.623201,0.720137,0
9,0,0,0,0.027322,0,0.614007,0.647530,0.751017,0
9,0,0,0,0.001618,0,0.773744,0.825755,0.958214,0
9,0.01721,0,0,0.00816,0,0.596578,0.633416,0.732177,0
9,0,0,0,0.00367,0,0.438287,0.460740,0.532072,0
9,0,0,0,0.006182,0,0.602332,0.638532,0.738860,0
9,0,0,0,0.015306,0,0.319462,0.331043,0.372716,0
9,0,0,0,0.014925,0,0.364173,0.375697,0.426972,0
9,0,0,0,0.032967,0,0.303573,0.300376,0.340117,0
9,0.03166,0,0,0.001546,0,0.604763,0.645929,0.747408,0
9,0,0,0,0.007952,0,0.549038,0.581413,0.669536,0
9,0.028571,0,0,0.019678,0,0.192861,0.198112,0.211528,0
9,0,0,0,0.023622,0,0.420332,0.436523,0.500054,0
9,0,0,0,0.025641,0,0.606118,0.638961,0.737745,0
9,0.091892,0,0,0.021739,0,0.362030,0.381425,0.436042,0
9,0,0,0,0.016667,0,0.611990,0.645813,0.749818,0
9,0.004065,0,0.001357,0.020353,0,0.490814,0.515768,0.595052,1
9,0,0,0,0.00299,0,0.513856,0.544286,0.628217,1
9,0.00414,0,0,0.001775,0,0.761225,0.812664,0.943286,1
9,0,0,0,0,0,0.528790,0.559565,0.645264,1
9,0.08982,0.006024,0,0,0,0.209221,0.220080,0.244201,1
9,0.013158,0,0.001317,0.003292,0,0.639771,0.682792,0.792148,1
9,0.040706,0.001359,0,0.006793,0,0.267635,0.283108,0.319124,1
9,0.02268,0,0,0.004132,0,0.133603,0.143147,0.145705,1
9,0,0,0,0.014787,0,0.272729,0.279786,0.308082,1
9,0.035928,0,0,0.006024,0,0.327541,0.345969,0.393290,1
9,0,0,0,0.010204,0,0.411740,0.429131,0.493710,1
9,0,0,0,0.003932,0,0.567430,0.601573,0.693345,1
9,0,0,0,0.006897,0,0.774943,0.825416,0.959575,1
9,0,0,0,0,0,0.474236,0.502895,0.579573,1
9,0,0,0,0.03125,0,0.545714,0.573085,0.661247,1
9,0,0,0,0.001208,0,0.429732,0.453647,0.523005,1
9,0.005222,0,0,0.005229,0,0.573322,0.607813,0.703240,1
9,0,0,0,0.007143,0,0.423242,0.447060,0.509489,1
9,0,0,0,0.013582,0,0.309516,0.315965,0.354063,1
9,0.012012,0,0.000751,0.001503,0,0.644510,0.687931,0.797277,1
9,0.040695,0,0,0.001372,0,0.276123,0.298639,0.337944,1
