@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature25 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.006989,0.010753,0,0,0.003765,0,0.792574,0.845617,0.983915,2
0,0.003268,0,0,0.009836,0,0.774388,0.823409,0.957562,2
0.026144,0.045752,0,0,0.006579,0,0.058141,0.066532,0.058681,2
0.008905,0.09528,0,0,0.000891,0,0.373900,0.396260,0.456019,2
0.001359,0.004076,0,0,0.00136,0,0.766018,0.816838,0.948785,2
0,0.1,0,0,0,0,0.491160,0.514506,0.593824,2
0.001966,0.010319,0,0,0.00295,0,0.777543,0.829578,0.964459,2
0.016473,0.010659,0,0,0.002908,0,0.682037,0.728283,0.845452,2
0,0.066667,0,0,0.008403,0,0.455293,0.476549,0.551024,2
0,0.041475,0,0,0.023148,0,0.547539,0.576086,0.669173,2
0.030176,0.06119,0,0,0.006711,0,0.366063,0.383002,0.437354,2
0.038647,0.043478,0,0,0.009709,0,0.501142,0.532925,0.615296,2
0,0.08,0,0,0,0,0.427976,0.450915,0.514670,2
0,0.049858,0,0,0.007133,0,0.600066,0.635880,0.735745,2
0,0.078652,0,0,0.017685,0,0.298628,0.304392,0.339407,2
0,0.005833,0,0,0.00417,0,0.821189,0.875719,1.018968,2
0,0.127119,0,0,0.008547,0,0.377488,0.393082,0.454953,2
0,0.13465,0,0,0.017986,0,0.311127,0.317544,0.357681,2
0.00309,0.004326,0,0,0.004329,0,0.767734,0.818942,0.952185,2
0.012163,0.004231,0,0,0.004233,0,0.716351,0.764635,0.888670,2
0,0.051178,0,0,0.006065,0,0.669523,0.710989,0.825421,2
0,0.030318,0,0,0.005382,0,0.742646,0.790237,0.918823,2
0,0.007746,0,0,0.002326,0,0.811453,0.865202,1.006506,2
0,0.128205,0,0,0.020183,0,0.284094,0.292523,0.327561,2
0.003831,0.066411,0,0,0.002558,0,0.538365,0.568684,0.658569,2
0.00252,0.006931,0,0,0.001261,0,0.796387,0.849670,0.988380,2
0,0.041237,0,0,0.013769,0,0.277442,0.291476,0.325884,2
0,0.082892,0,0,0.021201,0,0.289675,0.293352,0.326866,0
0.013722,0.036021,0,0,0.024055,0,0.233537,0.233980,0.255415,0
0,0,0,0,0.019608,0,0.574299,0.604242,0.700229,0
0,0.011173,0,0,0.016854,0,0.630637,0.665005,0.770578,0
0,0.101289,0,0,0.01107,0,0.217492,0.220454,0.240062,0
0,0.018868,0,0,0.037975,0,0.500843,0.523507,0.604222,0
0.002894,0.002894,0,0,0.001449,0,0.809668,0.865236,1.006107,0
0,0.008364,0,0,0,0,0.832304,0.889260,1.033909,0
0,0.059972,0,0,0.01676,0,0.456403,0.480872,0.552169,0
0,0.00625,0,0,0.018868,0,0.593201,0.623201,0.720137,0
0,0,0,0,0.032967,0,0.303506,0.300376,0.340117,0
0,0.211765,0,0,0,0,0.111256,0.113400,0.117325,0
0,0.063704,0,0,0.005935,0,0.525813,0.555882,0.640053,0
0,0.042936,0,0,0.009709,0,0.585366,0.619324,0.716708,0
0.009569,0.028708,0,0,0.019231,0,0.382521,0.400744,0.459570,0
0.013464,0.020808,0,0,0.007353,0,0.502884,0.532201,0.613890,0
0.01721,0.039855,0,0,0.00816,0,0.596588,0.633416,0.732177,0
0,0.036842,0,0,0.005291,0,0.551134,0.582267,0.671226,0
0,0.048951,0,0,0.021127,0,0.445211,0.464315,0.532328,0
0.002028,0.034483,0,0,0.020325,0,0.241880,0.244279,0.268890,0
0,0.010204,0,0,0.020619,0,0.142710,0.140551,0.149633,0
0,0.011299,0,0,0,0,0.601173,0.634576,0.734674,0
0,0.00129,0,0,0.002584,0,0.765469,0.816694,0.949390,0
0,0.006369,0,0,0.019231,0,0.620410,0.656925,0.761814,0
0,0,0,0,0.02439,0,0.650783,0.685778,0.796337,0
0.003866,0.060567,0,0,0.009032,0,0.253618,0.264575,0.293437,1
0,0.022472,0,0,0.028249,0,0.623373,0.658307,0.761372,1
0,0.020833,0,0,0,0,0.528821,0.559565,0.645264,1
0,0.009206,0,0,0.004608,0,0.804757,0.857828,0.998044,1
0,0.09403,0,0,0.00299,0,0.513986,0.544286,0.628217,1
0.007874,0,0,0,0.007937,0,0.045823,0.045936,0.037928,1
0.037893,0.012939,0,0,0.0037,0,0.592442,0.631581,0.732049,1
0,0.064401,0,0,0.012545,0,0.205241,0.206991,0.222837,1
0.08982,0.02994,0.006024,0,0,0,0.209292,0.220080,0.244201,1
0.047927,0.047927,0,0.001297,0.003891,0,0.350412,0.371307,0.424280,1
0.000425,0.002124,0,0,0.003825,0,0.742697,0.791419,0.919215,1
0.029375,0.0075,0.000625,0,0.001251,0,0.618700,0.661044,0.766123,1
0,0.011059,0,0,0.003494,0,0.741308,0.789988,0.917163,1
0,0.105882,0,0,0.02381,0,0.235286,0.234997,0.264395,1
0,0.123478,0,0,0.013937,0,0.314003,0.326117,0.365723,1
