@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.18,0.783,0.036,0.054,0.787,0.187,0.403,0
0.013,0.35,0.637,0.058,0.322,0.21,0.336,2
0.02,0.509,0.472,0.048,0.586,0.257,0.606,1
0.248,0.671,0.081,0.489,0.506,0.171,0.454,0
0.316,0.383,0.301,0.176,0.414,0.198,0.403,0
0.117,0.427,0.455,0.037,0.513,0.274,0.344,0
0.739,0.142,0.118,0.954,0.044,0.222,0.381,0
0.741,0.214,0.046,0.956,0.04,0.274,0.433,0
0.293,0.343,0.364,0.823,0.157,0.278,0.367,0
0.156,0.714,0.131,0.191,0.194,0.163,0.337,0
0.169,0.685,0.147,0.409,0.345,0.352,0.385,1
0.23,0.681,0.089,0.057,0.534,0.18,0.352,1
0.711,0.091,0.199,0.374,0.298,0.322,0.403,0
0.871,0.061,0.068,0.881,0.115,0.289,0.422,0
0.131,0.499,0.371,0.009,0.432,0.187,0.381,0
0.015,0.796,0.189,0.446,0.431,0.18,0.353,1
0.796,0.112,0.092,0.496,0.468,0.328,0.387,0
0.008,0.345,0.647,0.003,0.174,0.2,0.337,1
0.202,0.352,0.446,0.001,0.335,0.41,0.406,2
0.028,0.123,0.849,0.007,0.668,0.219,0.439,2
0.073,0.569,0.358,0.388,0.332,0.164,0.353,2
0.414,0.508,0.078,0.795,0.185,0.292,0.418,0
0.011,0.513,0.475,0.002,0.793,0.184,0.397,1
0.202,0.762,0.036,0.914,0.068,0.156,0.36,1
0.709,0.126,0.165,0.813,0.158,0.448,0.329,0
0.354,0.446,0.2,0.655,0.283,0.266,0.393,0
0.214,0.366,0.42,0.318,0.442,0.287,0.356,0
0.586,0.138,0.276,0.59,0.381,0.469,0.287,0
0.272,0.531,0.197,0.249,0.651,0.246,0.424,0
0.087,0.255,0.658,0.488,0.281,0.3,0.389,0
0.721,0.214,0.065,0.459,0.411,0.452,0.336,0
0.571,0.232,0.197,0.948,0.03,0.663,0.204,0
0.063,0.636,0.3,0.266,0.383,0.276,0.377,0
