@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,10,4.479066,1.106564,0
3,12,4.476359,1.557359,2
5,16,5.282326,1.280023,1
1,2,4.185434,0.906719,0
2,8,3.717095,0.996523,0
3,12,3.710519,1.371521,0
4,2,3.489355,0.916216,0
5,8,3.744269,0.778556,0
2,8,3.451455,0.82056,0
3,5,3.226075,1.097786,0
5,7,7.094787,0.94155,1
3,8,2.717923,1.41639,1
5,7,5.802987,0.962011,0
1,2,4.094864,1.256336,2
2,8,4.251957,1.441047,2
3,7,4.352923,1.233063,2
5,7,4.445478,1.000506,0
2,11,5.38112,1.484909,1
3,9,3.762812,1.016419,1
5,6,4.589115,0.984206,0
2,8,4.05231,0.929062,0
3,6,4.063057,1.032324,0
4,2,4.036506,0.97783,0
1,2,3.901367,1.153412,0
2,14,3.400645,1.256363,0
5,6,3.393658,0.855545,0
1,2,4.657121,0.932858,0
2,8,4.515958,1.02166,0
3,7,3.946242,1.036007,0
3,12,4.301709,1.703686,2
3,9,3.57853,1.831597,1
4,2,4.217083,1.017765,0
5,7,5.32793,1.051832,0
1,2,4.445331,1.073359,0
2,8,5.047678,0.990623,1
3,10,3.350088,1.727962,2
4,2,2.916137,0.947023,0
5,7,4.917948,1.160725,0
1,2,3.406422,1.365796,1
2,8,3.649491,0.797218,0
3,7,4.131687,1.339543,1
4,2,4.009388,1.029175,0
5,7,3.817433,0.841326,1
2,10,3.258206,2.02357,0
3,5,2.917086,0.728955,0
4,2,3.016237,1.086224,0
5,7,4.000689,1.138877,0
1,2,3.670158,0.906719,0
3,7,3.438863,1.084895,0
4,1,3.169606,0.916216,0
5,7,3.850844,0.957503,0
1,2,3.685902,0.988405,0
2,8,3.455159,0.712059,0
3,2,3.377466,0.705181,0
2,8,4.94207,0.952404,0
3,18,4.223454,1.970892,1
5,10,4.426974,2.06933,2
1,2,3.953887,0.906719,0
2,8,3.422389,0.864166,0
3,8,3.185894,0.761435,0
4,2,1.627654,0.994945,0
5,7,3.561084,1.146507,0
1,2,3.706473,0.790724,0
2,8,3.358486,1.282526,0
1,2,3.909108,0.844637,0
2,8,3.368784,1.04885,0
3,3,3.104877,0.828571,0
4,2,3.488715,1.176362,0
5,7,3.58635,1.011256,0
1,2,3.784312,1.699076,2
2,8,4.840624,0.655627,0
3,5,2.41161,0.901233,0
4,2,3.247011,0.895678,0
1,2,3.647504,0.702503,0
2,8,3.439014,0.695129,0
3,7,3.92146,1.053252,0
4,2,2.781845,0.974407,0
2,9,4.623354,0.98062,1
3,5,4.459865,0.951627,1
4,2,1.857721,1.026893,0
5,7,4.915703,0.821212,0
1,2,4.892608,1.003109,0
2,8,5.179627,0.75823,0
3,2,1.596783,0.578778,0
4,2,2.224549,0.996086,0
5,8,4.657423,0.937389,0
2,8,4.360455,0.983185,1
3,6,5.654631,1.005369,2
2,10,3.864322,1.064497,1
3,7,3.093536,1.216991,0
1,2,3.066823,0.963899,0
2,8,3.570451,1.241229,0
3,7,3.586543,1.355281,2
5,7,4.149177,0.985247,0
1,2,3.176732,0.874044,0
1,2,3.995587,0.875678,0
3,7,3.620939,0.754404,0
4,2,3.050896,1.063404,0
5,7,3.83573,0.78896,0
2,8,3.797649,1.335879,0
1,2,6.251011,1.024347,1
2,9,4.564996,0.700516,0
3,10,4.219458,1.115868,1
4,3,3.188565,1.198041,0
1,2,4.541616,1.045586,1
2,8,3.995826,0.704107,0
3,6,3.931977,1.098958,0
4,2,3.601488,0.903665,0
2,8,3.765315,0.92624,0
3,9,3.667449,1.05275,0
5,7,4.448673,0.981085,0
3,5,3.758382,0.899056,0
5,7,3.635125,0.886757,0
1,2,5.252722,0.98187,0
2,8,3.371703,0.789267,0
3,8,3.417787,1.059949,0
1,2,5.794505,1.063557,0
3,7,3.754747,0.862893,0
2,8,4.783542,0.860575,1
3,8,4.19326,1.58331,2
4,3,3.476314,1.088506,0
1,2,5.853308,1.290645,0
2,8,3.704572,0.615869,0
3,8,3.672899,0.775666,0
5,7,5.855324,0.919356,0
1,2,5.325631,1.583082,1
2,8,3.483463,0.724627,0
3,6,4.185694,0.840458,0
1,2,5.18147,0.962265,0
2,13,6.312105,1.338701,0
3,7,4.034402,0.883821,0
4,2,2.99686,1.233412,0
5,7,5.47714,1.038306,0
1,2,5.537619,1.369064,1
2,11,5.832212,1.051672,0
3,5,4.701641,0.67086,0
4,2,3.289836,1.057699,0
5,7,5.590564,0.943284,0
1,2,4.727714,0.985138,0
2,8,4.337568,0.880583,0
3,5,4.048899,0.79358,0
1,2,5.945864,0.950829,0
2,8,3.852648,0.685126,0
3,8,3.339058,0.717571,0
5,7,4.668016,1.112868,0
1,2,5.612044,0.944294,0
2,8,5.015264,0.660758,0
3,7,3.981518,1.097786,0
5,7,4.225795,0.934615,0
2,8,4.533209,0.803887,0
5,7,3.879643,0.998078,1
1,2,4.485791,0.860974,0
2,12,4.290601,1.416935,0
3,10,4.128358,1.273077,1
5,9,4.150492,1.345914,1
1,2,3.64003,0.875678,0
2,8,3.250854,0.745917,0
3,2,3.13997,0.585977,0
1,2,4.984469,0.945928,0
2,8,4.892,0.929319,0
3,7,4.414368,0.906088,1
4,2,2.440765,0.912793,0
5,7,4.977835,0.892652,0
3,5,3.006312,1.180325,0
4,2,6.408688,1.080519,0
2,8,5.013164,1.148887,0
3,4,3.506631,0.768132,0
4,2,3.513744,0.934472,0
5,7,4.205279,0.972762,0
2,8,4.629398,0.872374,0
1,2,5.306196,0.84137,0
2,8,3.733265,0.693334,0
5,7,4.985496,0.959931,1
2,8,3.260765,0.780289,0
3,3,4.067144,0.711209,0
4,2,3.791195,0.982394,0
5,7,6.652536,1.204422,0
1,2,4.096242,0.808695,0
2,8,3.18945,1.092456,0
3,5,3.7363,0.649597,0
4,2,3.996101,1.007496,0
5,7,3.730318,0.861441,0
5,7,5.149257,0.948486,2
2,10,4.04139,1.291504,0
3,7,3.437098,1.080039,0
5,7,5.123771,1.036573,0
3,6,3.295283,0.959328,0
2,8,4.702139,0.895716,0
3,4,4.769537,1.252819,1
4,2,3.006776,0.848898,0
5,7,3.703772,0.988021,0
1,2,4.426246,0.893649,0
2,8,3.059064,0.760025,0
3,7,3.351255,0.864735,0
4,2,3.523456,0.923062,0
1,2,4.660529,0.823399,0
2,8,3.968782,0.681278,0
3,3,3.815871,0.590163,0
4,2,2.739084,0.998368,0
5,7,4.289719,1.107319,1
1,2,2.488381,0.996574,0
2,9,3.687866,0.945478,1
3,5,3.541463,0.810322,0
5,8,3.781682,2.091525,0
2,10,4.093473,1.286117,0
3,5,3.879328,0.912282,1
2,8,3.890653,0.692564,0
3,4,4.0526,0.624819,0
5,7,4.804256,0.906524,0
2,8,4.543385,1.005501,2
3,8,4.473364,1.328661,2
4,2,3.152967,1.089647,0
5,7,4.429462,1.010216,2
2,8,3.485899,0.920854,0
3,7,3.585223,1.003193,1
5,7,3.652439,0.874272,1
