@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.015,0.327,0.658,0.097,0.418,0.141,0.244,2
0.056,0.483,0.461,0.392,0.465,0.226,0.676,1
0.107,0.728,0.165,0.333,0.444,0.432,0.398,1
0.35,0.525,0.125,0.141,0.557,0.14,0.272,1
0.043,0.746,0.211,0.3,0.579,0.17,0.291,1
0.012,0.34,0.648,0.008,0.162,0.142,0.246,1
0.164,0.347,0.488,0.131,0.269,0.28,0.52,2
0.088,0.037,0.875,0.114,0.646,0.205,0.468,2
0.147,0.636,0.217,0.363,0.405,0.142,0.28,2
0.046,0.478,0.475,0.269,0.66,0.205,0.384,1
0.135,0.81,0.055,0.686,0.251,0.148,0.299,1
0.018,0.208,0.773,0.042,0.312,0.151,0.268,2
0.021,0.563,0.416,0.03,0.764,0.159,0.42,1
0.301,0.548,0.151,0.222,0.731,0.055,0.804,1
0.022,0.761,0.218,0.026,0.33,0.139,0.271,2
0.123,0.645,0.233,0.209,0.44,0.021,0.888,1
0.05,0.807,0.143,0.099,0.625,0.122,0.382,1
0.737,0.226,0.037,0.644,0.339,0.247,0.522,1
0.007,0.798,0.195,0.018,0.712,0.172,0.288,1
0.055,0.072,0.874,0.012,0.267,0.217,0.38,2
0.051,0.35,0.599,0.074,0.348,0.189,0.272,2
0.191,0.637,0.172,0.361,0.574,0.22,0.377,1
0.133,0.694,0.173,0.179,0.731,0.168,0.319,1
0.386,0.324,0.291,0.3,0.534,0.218,0.353,1
0.016,0.893,0.09,0.554,0.412,0.154,0.25,2
0.438,0.36,0.201,0.24,0.632,0.219,0.462,1
0.064,0.017,0.919,0.134,0.468,0.162,0.266,2
0.065,0.801,0.134,0.378,0.443,0.325,0.459,1
0.106,0.728,0.167,0.154,0.745,0.105,0.606,1
0.241,0.649,0.11,0.129,0.682,0.34,0.527,1
0.447,0.289,0.264,0.141,0.733,0.222,0.409,1
0.015,0.731,0.254,0.05,0.369,0.151,0.263,2
0.064,0.589,0.347,0.187,0.718,0.617,0.187,1
0.056,0.782,0.162,0.257,0.575,0.203,0.386,1
0.67,0.292,0.038,0.348,0.606,0.41,0.396,1
0.054,0.807,0.14,0.095,0.761,0.066,0.78,1
0.319,0.511,0.17,0.164,0.611,0.338,0.462,1
0.056,0.883,0.061,0.306,0.531,0.119,0.247,1
0.478,0.392,0.13,0.351,0.46,0.516,0.334,2
0.023,0.772,0.205,0.172,0.519,0.1,0.204,1
0.475,0.472,0.053,0.253,0.691,0.296,0.524,1
0.523,0.37,0.107,0.287,0.571,0.17,0.617,1
0.193,0.701,0.106,0.526,0.396,0.082,0.255,1
0.246,0.025,0.73,0.048,0.381,0.202,0.389,2
0.025,0.718,0.257,0.042,0.114,0.131,0.261,2
0.472,0.387,0.141,0.447,0.509,0.414,0.407,2
0.154,0.734,0.112,0.184,0.682,0.151,0.266,1
0.785,0.191,0.024,0.54,0.362,0.398,0.447,1
0.483,0.468,0.049,0.403,0.403,0.156,0.281,0
0.215,0.753,0.032,0.717,0.174,0.163,0.319,0
0.85,0.078,0.072,0.895,0.102,0.21,0.376,0
0.146,0.101,0.753,0.674,0.259,0.697,0.152,0
0.299,0.697,0.004,0.755,0.234,0.128,0.253,0
0.485,0.476,0.038,0.37,0.418,0.181,0.463,0
0.522,0.317,0.162,0.124,0.333,0.138,0.253,0
0.074,0.781,0.145,0.328,0.5,0.158,0.28,0
0.797,0.167,0.036,0.601,0.388,0.187,0.425,0
0.628,0.309,0.064,0.635,0.296,0.53,0.318,0
0.596,0.2,0.204,0.834,0.158,0.363,0.453,0
0.532,0.255,0.213,0.28,0.578,0.42,0.327,0
0.172,0.76,0.068,0.311,0.55,0.149,0.301,0
0.04,0.563,0.397,0.141,0.719,0.254,0.44,0
0.729,0.249,0.022,0.676,0.307,0.223,0.606,0
0.493,0.448,0.06,0.206,0.77,0.209,0.472,0
0.115,0.541,0.344,0.242,0.56,0.353,0.35,0
0.298,0.268,0.434,0.223,0.17,0.125,0.248,0
