@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.323,0.591,0.086,0.201,0.712,0.186,0.389,0
0.015,0.327,0.658,0.097,0.418,0.141,0.244,2
0.056,0.483,0.461,0.392,0.465,0.226,0.676,1
0.096,0.881,0.023,0.57,0.416,0.216,0.499,0
0.493,0.226,0.281,0.234,0.519,0.207,0.395,0
0.468,0.13,0.402,0.124,0.552,0.168,0.272,0
0.405,0.321,0.274,0.601,0.353,0.245,0.362,0
0.843,0.129,0.029,0.818,0.165,0.348,0.47,0
0.517,0.195,0.288,0.712,0.247,0.283,0.35,0
0.522,0.317,0.162,0.124,0.333,0.138,0.253,0
0.107,0.728,0.165,0.333,0.444,0.432,0.398,1
0.35,0.525,0.125,0.141,0.557,0.14,0.272,1
0.699,0.092,0.21,0.37,0.365,0.4,0.424,0
0.596,0.2,0.204,0.834,0.158,0.363,0.453,0
0.211,0.389,0.4,0.327,0.359,0.199,0.351,0
0.043,0.746,0.211,0.3,0.579,0.17,0.291,1
0.579,0.244,0.177,0.528,0.432,0.399,0.401,0
0.012,0.34,0.648,0.008,0.162,0.142,0.246,1
0.164,0.347,0.488,0.131,0.269,0.28,0.52,2
0.088,0.037,0.875,0.114,0.646,0.205,0.468,2
0.147,0.636,0.217,0.363,0.405,0.142,0.28,2
0.328,0.604,0.068,0.652,0.309,0.365,0.446,0
0.046,0.478,0.475,0.269,0.66,0.205,0.384,1
0.135,0.81,0.055,0.686,0.251,0.148,0.299,1
0.607,0.188,0.206,0.447,0.441,0.532,0.322,0
0.598,0.27,0.132,0.295,0.546,0.264,0.395,0
0.195,0.468,0.336,0.278,0.493,0.132,0.274,0
0.352,0.288,0.36,0.615,0.341,0.523,0.263,0
0.21,0.637,0.153,0.349,0.579,0.305,0.451,0
0.394,0.03,0.575,0.404,0.441,0.284,0.402,0
0.684,0.253,0.063,0.316,0.56,0.521,0.34,0
0.426,0.325,0.248,0.533,0.229,0.73,0.177,0
0.26,0.462,0.278,0.475,0.237,0.205,0.351,0
0.066,0.904,0.03,0.42,0.33,0.146,0.28,0
0.018,0.208,0.773,0.042,0.312,0.151,0.268,2
0.021,0.563,0.416,0.03,0.764,0.159,0.42,1
0.171,0.019,0.811,0.645,0.265,0.085,0.341,0
0.406,0.423,0.171,0.693,0.275,0.212,0.594,0
0.341,0.435,0.224,0.61,0.228,0.028,0.116,0
0.301,0.548,0.151,0.222,0.731,0.055,0.804,1
0.022,0.761,0.218,0.026,0.33,0.139,0.271,2
0.547,0.192,0.262,0.488,0.458,0.185,0.328,0
0.419,0.381,0.199,0.234,0.691,0.559,0.326,0
0.123,0.645,0.233,0.209,0.44,0.021,0.888,1
0.699,0.28,0.02,0.344,0.633,0.127,0.355,0
0.05,0.807,0.143,0.099,0.625,0.122,0.382,1
0.64,0.127,0.233,0.599,0.359,0.369,0.275,0
0.737,0.226,0.037,0.644,0.339,0.247,0.522,1
0.025,0.176,0.799,0.002,0.058,0.237,0.294,0
0.458,0.506,0.036,0.665,0.292,0.136,0.274,0
0.634,0.027,0.339,0.155,0.597,0.307,0.376,0
0.581,0.262,0.157,0.515,0.447,0.428,0.386,0
0.191,0.782,0.027,0.523,0.309,0.473,0.341,0
0.521,0.369,0.11,0.248,0.497,0.115,0.265,0
0.739,0.05,0.211,0.689,0.283,0.246,0.364,0
0.67,0.228,0.102,0.724,0.245,0.344,0.456,0
0.432,0.524,0.045,0.794,0.193,0.701,0.19,0
0.856,0.057,0.087,0.492,0.465,0.25,0.418,0
0.298,0.268,0.434,0.223,0.17,0.125,0.248,0
