@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1168 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1281 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0.004545,0,0.004545,0,0,0,0.190001,0.189224,0.205403,0
0,0,0,0.017241,0,0,0.017241,0,0,0.353283,0.367113,0.417178,0
0.002865,0,0,0.011494,0,0.002874,0.002874,0,0,0.369459,0.394577,0.461203,0
0.020053,0,0,0.001339,0,0.001339,0,0,0,0.689893,0.744835,0.881168,1
0.013514,0,0,0.013699,0,0,0,0,0,0.205062,0.213892,0.240432,0
0,0,0.003534,0.003534,0,0,0,0,0,0.236715,0.242943,0.267295,0
0,0,0,0,0,0,0,0,0,0.047289,0.060882,0.046192,0
0.010135,0,0,0,0,0,0,0,0,0.039205,0.050797,0.037987,0
0.042636,0,0,0,0,0,0,0,0,0.020544,0.025731,0.017352,0
0,0,0,0,0,0,0,0,0,0.034879,0.044352,0.033614,0
0,0,0.006601,0.016502,0,0.006601,0.0033,0,0,0.225217,0.227636,0.252534,0
0.04,0,0,0.020408,0,0,0,0,0,0.063129,0.055187,0.045923,0
0,0,0.011364,0.015152,0,0.011364,0.011364,0,0,0.376637,0.394006,0.455884,0
0,0,0,0,0,0,0,0,0,0.724904,0.783553,0.927351,0
0.011494,0,0.011628,0.023256,0,0.011628,0.023256,0,0,0.410302,0.428974,0.498432,0
0.003135,0,0,0.006289,0,0.006289,0,0,0,0.229023,0.242359,0.267316,1
0,0,0,0,0,0,0,0,0,0.106102,0.110337,0.112099,0
0.016304,0,0.002725,0.00545,0,0.00545,0,0.002725,0,0.220327,0.235700,0.266847,1
0.008282,0,0,0,0,0,0.002075,0,0,0.633486,0.685231,0.808664,0
0,0,0,0.026667,0,0,0,0,0,0.520162,0.549643,0.645113,0
0.014925,0,0,0.008306,0,0,0,0,0,0.500323,0.536547,0.627362,0
0,0,0,0.026316,0,0,0,0,0,0.153559,0.148144,0.153836,0
0,0,0.002,0.006,0,0.002,0,0,0,0.490065,0.524198,0.611973,0
0.023897,0,0.001842,0.003683,0,0.001842,0.001842,0,0,0.589014,0.636176,0.749662,1
0,0,0.014085,0.028169,0,0,0.014085,0,0,0.417838,0.435066,0.505365,0
0,0,0,0.004115,0,0,0,0,0,0.210429,0.208895,0.225521,0
0,0,0,0.020408,0,0,0,0,0,0.322117,0.331623,0.376514,0
0,0,0,0.014925,0,0.007463,0,0,0,0.331643,0.349653,0.402793,0
0.005362,0,0,0.002688,0,0.005376,0,0,0,0.678077,0.730380,0.862425,0
0,0,0,0.0375,0,0.0125,0,0,0,0.504056,0.531746,0.622332,0
0,0,0,0.011538,0,0,0.007692,0,0,0.232140,0.235648,0.257556,0
0,0,0,0,0,0,0,0,0,0.374231,0.398928,0.457462,1
0.002558,0,0.002564,0.005128,0,0.002564,0.005128,0,0,0.472810,0.506025,0.594152,2
0.001261,0,0.002525,0,0,0.002525,0.002525,0,0,0.730668,0.788634,0.932412,2
0,0,0,0.010638,0,0,0,0,0,0.273599,0.297203,0.340361,0
0,0,0,0.006897,0,0,0,0,0,0.249983,0.263702,0.293581,2
0,0,0,0.015873,0,0,0,0,0,0.378280,0.395378,0.453008,0
0,0,0,0.014006,0,0,0.002801,0,0,0.401894,0.426627,0.494356,0
0.006678,0.001672,0.001672,0,0,0.001672,0,0,0,0.628980,0.677620,0.799807,1
0,0,0,0,0,0,0,0,0,0.552574,0.584625,0.685836,0
0,0,0,0.007968,0,0,0.003984,0,0,0.173492,0.173871,0.184254,1
