@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.003,0.244,0.753,0.163,0.301,0.239,0.209,2
0.037,0.438,0.524,0.231,0.546,0.231,0.673,1
0.049,0.681,0.27,0.294,0.498,0.325,0.485,1
0.02,0.773,0.207,0.125,0.49,0.211,0.231,1
0.055,0.41,0.535,0.118,0.45,0.217,0.574,2
0.006,0.09,0.904,0.073,0.68,0.184,0.444,2
0.135,0.491,0.374,0.415,0.334,0.205,0.235,2
0.004,0.43,0.566,0.17,0.762,0.212,0.349,1
0.051,0.874,0.075,0.692,0.245,0.197,0.251,1
0.003,0.148,0.849,0.036,0.189,0.225,0.228,2
0.001,0.471,0.528,0.032,0.724,0.212,0.399,1
0.059,0.808,0.133,0.152,0.814,0.123,0.703,1
0.002,0.742,0.255,0.006,0.274,0.233,0.239,2
0.049,0.658,0.293,0.104,0.424,0.187,0.571,1
0.003,0.846,0.15,0.053,0.576,0.219,0.261,1
0.691,0.278,0.031,0.589,0.391,0.2,0.549,1
0.001,0.809,0.191,0.029,0.312,0.236,0.248,1
0.002,0.089,0.909,0.003,0.091,0.278,0.37,2
0.011,0.387,0.602,0.118,0.219,0.348,0.26,2
0.042,0.681,0.278,0.478,0.474,0.229,0.349,1
0.333,0.585,0.082,0.051,0.873,0.222,0.281,1
0.136,0.588,0.275,0.41,0.464,0.251,0.327,1
0.036,0.823,0.141,0.278,0.669,0.241,0.212,2
0.06,0.651,0.29,0.4,0.505,0.184,0.438,1
0.028,0.008,0.964,0.202,0.321,0.245,0.229,2
0.052,0.691,0.256,0.486,0.361,0.244,0.502,1
0.15,0.715,0.135,0.077,0.839,0.159,0.48,1
0.653,0.288,0.059,0.157,0.685,0.198,0.636,1
0.192,0.401,0.407,0.251,0.679,0.213,0.383,1
0.007,0.642,0.351,0.024,0.329,0.249,0.232,2
0.018,0.504,0.479,0.381,0.521,0.665,0.21,1
0.012,0.784,0.204,0.32,0.5,0.271,0.376,1
0.175,0.722,0.103,0.63,0.345,0.324,0.466,1
0.035,0.823,0.143,0.051,0.801,0.122,0.647,1
0.061,0.733,0.207,0.237,0.546,0.251,0.518,1
0.116,0.822,0.061,0.156,0.697,0.256,0.23,1
0.134,0.818,0.048,0.219,0.735,0.302,0.508,1
0.222,0.519,0.258,0.268,0.56,0.413,0.432,2
0.037,0.672,0.291,0.14,0.585,0.233,0.183,1
0.099,0.834,0.067,0.243,0.699,0.249,0.569,1
0.292,0.556,0.153,0.279,0.62,0.266,0.456,1
0.244,0.706,0.05,0.403,0.526,0.214,0.239,1
0.072,0.03,0.898,0.33,0.226,0.213,0.356,2
0.023,0.621,0.356,0.336,0.039,0.204,0.218,2
0.411,0.492,0.097,0.417,0.537,0.313,0.487,2
0.198,0.715,0.087,0.239,0.661,0.248,0.235,1
0.697,0.283,0.02,0.683,0.27,0.268,0.545,1
0.152,0.62,0.228,0.345,0.537,0.263,0.389,0
0.108,0.846,0.046,0.077,0.903,0.208,0.465,0
0.826,0.151,0.022,0.875,0.113,0.241,0.538,0
0.391,0.385,0.224,0.735,0.201,0.402,0.445,0
0.208,0.745,0.048,0.623,0.321,0.239,0.232,0
0.554,0.194,0.252,0.821,0.172,0.212,0.43,0
0.245,0.715,0.041,0.378,0.605,0.355,0.495,0
0.724,0.26,0.016,0.691,0.2,0.386,0.469,0
0.723,0.158,0.119,0.793,0.172,0.246,0.395,0
0.522,0.465,0.013,0.857,0.112,0.205,0.212,0
0.212,0.474,0.314,0.27,0.543,0.262,0.406,0
0.082,0.728,0.19,0.382,0.541,0.27,0.503,0
0.559,0.371,0.07,0.573,0.388,0.131,0.648,0
0.303,0.611,0.086,0.401,0.532,0.552,0.361,0
0.593,0.382,0.025,0.826,0.157,0.282,0.238,0
0.816,0.173,0.011,0.758,0.185,0.645,0.262,0
0.137,0.381,0.482,0.258,0.477,0.283,0.338,0
0.778,0.145,0.077,0.72,0.257,0.371,0.459,0
