@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0.006989,0,0,0.003765,0,0.791562,0.859700,0.983915,2
9,0,0,0,0.009836,0,0.773403,0.836981,0.957562,2
9,0.026144,0,0,0.006579,0,0.058090,0.064005,0.058681,2
9,0.008905,0,0,0.000891,0,0.373462,0.401921,0.456019,2
9,0.001359,0,0,0.00136,0,0.765054,0.830342,0.948785,2
9,0,0,0,0,0,0.490558,0.522092,0.593824,2
9,0.001966,0,0,0.00295,0,0.776552,0.843342,0.964459,2
9,0.016473,0,0,0.002908,0,0.681189,0.740342,0.845452,2
9,0,0,0,0.008403,0,0.454702,0.483642,0.551024,2
9,0,0,0,0.023148,0,0.546803,0.585118,0.669173,2
9,0.030176,0,0,0.006711,0,0.365628,0.388146,0.437354,2
9,0.038647,0,0,0.009709,0,0.500533,0.540993,0.615296,2
9,0,0,0,0,0,0.427509,0.457377,0.514670,2
9,0,0,0,0.007133,0,0.599311,0.645923,0.735745,2
9,0,0,0,0.017685,0,0.298359,0.307789,0.339407,2
9,0,0,0,0.00417,0,0.820139,0.890257,1.018968,2
9,0,0,0,0.008547,0,0.377011,0.398691,0.454953,2
9,0,0,0,0.017986,0,0.310842,0.321184,0.357681,2
9,0.00309,0,0,0.004329,0,0.766756,0.832512,0.952185,2
9,0.012163,0,0,0.004233,0,0.715461,0.777345,0.888670,2
9,0,0,0,0.006065,0,0.668682,0.722438,0.825421,2
9,0,0,0,0.005382,0,0.741694,0.803199,0.918823,2
9,0,0,0,0.002326,0,0.810416,0.879581,1.006506,2
9,0,0,0,0.020183,0,0.283832,0.295579,0.327561,2
9,0.003831,0,0,0.002558,0,0.537684,0.577527,0.658569,2
9,0.00252,0,0,0.001261,0,0.795370,0.863808,0.988380,2
9,0,0,0,0.013769,0,0.277116,0.293899,0.325884,2
9,0,0,0,0.002622,0,0.740224,0.803540,0.917777,0
9,0.003049,0,0,0.015267,0,0.290260,0.301954,0.332842,0
9,0,0,0,0.014842,0,0.223774,0.227460,0.245795,0
9,0,0,0,0.003552,0,0.430490,0.458017,0.521782,0
