@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.017,0.339,0.643,0.01,0.394,0.286,0.179,2
0.064,0.471,0.464,0.037,0.586,0.198,0.716,1
0.027,0.75,0.223,0.414,0.291,0.169,0.561,1
0.029,0.766,0.206,0.034,0.606,0.199,0.24,1
0.004,0.805,0.19,0.14,0.753,0.194,0.253,1
0.01,0.339,0.651,0,0.163,0.269,0.184,1
0.151,0.373,0.476,0.014,0.335,0.075,0.765,2
0.049,0.056,0.895,0.015,0.693,0.058,0.63,2
0.031,0.547,0.422,0.172,0.624,0.173,0.254,2
0.018,0.51,0.472,0.005,0.802,0.103,0.44,1
0.032,0.904,0.064,0.537,0.39,0.144,0.29,1
0.015,0.176,0.809,0.003,0.291,0.216,0.221,2
0.008,0.62,0.372,0,0.799,0.178,0.552,1
0.221,0.73,0.049,0.104,0.861,0.088,0.844,1
0.001,0.822,0.177,0,0.338,0.286,0.235,2
0.045,0.668,0.287,0.01,0.53,0.066,0.904,1
0.008,0.845,0.147,0.02,0.631,0.27,0.321,1
0.567,0.394,0.039,0.675,0.315,0.062,0.753,1
0.001,0.817,0.183,0,0.729,0.205,0.246,1
0.005,0.091,0.904,0,0.204,0.292,0.408,2
0.027,0.374,0.598,0.002,0.307,0.614,0.152,2
0.038,0.702,0.259,0.174,0.807,0.122,0.422,1
0.279,0.564,0.157,0.086,0.842,0.181,0.32,1
0.612,0.233,0.155,0.336,0.484,0.181,0.367,1
0.014,0.869,0.116,0.389,0.566,0.25,0.181,2
0.199,0.569,0.232,0.132,0.699,0.05,0.604,1
0.027,0.018,0.954,0.032,0.504,0.252,0.207,2
0.055,0.706,0.239,0.235,0.421,0.081,0.632,1
0.104,0.743,0.152,0.107,0.766,0.095,0.647,1
0.158,0.732,0.11,0.036,0.719,0.038,0.816,1
0.505,0.204,0.291,0.106,0.748,0.089,0.492,1
0.006,0.741,0.253,0.003,0.407,0.303,0.208,2
0.034,0.497,0.469,0.202,0.682,0.862,0.035,1
0.042,0.727,0.231,0.067,0.718,0.299,0.422,1
0.246,0.696,0.059,0.136,0.816,0.177,0.529,1
0.019,0.863,0.119,0.116,0.751,0.059,0.816,1
0.086,0.77,0.143,0.02,0.724,0.089,0.654,1
0.048,0.922,0.03,0.124,0.635,0.471,0.188,1
0.175,0.807,0.019,0.245,0.692,0.192,0.609,1
0.216,0.522,0.262,0.376,0.362,0.319,0.424,2
0.019,0.728,0.253,0.137,0.543,0.423,0.141,1
0.087,0.891,0.022,0.074,0.865,0.139,0.638,1
0.5,0.393,0.107,0.271,0.569,0.189,0.624,1
0.203,0.752,0.045,0.553,0.392,0.431,0.202,1
0.093,0.015,0.893,0.078,0.176,0.109,0.456,2
0.008,0.729,0.262,0.006,0.037,0.193,0.224,2
0.414,0.491,0.095,0.339,0.611,0.155,0.569,2
0.134,0.717,0.149,0.343,0.564,0.305,0.213,1
0.518,0.447,0.036,0.488,0.428,0.092,0.675,1
0.805,0.075,0.12,0.441,0.415,0.982,0.006,0
0.232,0.707,0.061,0.205,0.655,0.229,0.511,0
0.137,0.858,0.004,0.512,0.474,0.363,0.392,0
0.632,0.159,0.209,0.111,0.561,0.147,0.486,0
0.86,0.075,0.066,0.977,0.023,0.357,0.168,0
0.699,0.116,0.185,0.807,0.166,0.354,0.396,0
0.483,0.45,0.067,0.623,0.336,0.012,0.869,0
0.23,0.412,0.358,0.013,0.41,0.177,0.347,0
0.168,0.466,0.366,0.051,0.478,0.136,0.369,0
0.559,0.1,0.342,0.273,0.439,0.252,0.307,0
0.953,0.039,0.008,0.922,0.074,0.023,0.851,0
0.009,0.176,0.815,0,0.071,0.318,0.224,0
0.84,0.049,0.111,0.752,0.199,0.377,0.303,0
0.033,0.921,0.046,0.308,0.539,0.172,0.249,0
0.062,0.082,0.856,0.014,0.749,0.095,0.402,0
0.269,0.34,0.39,0.955,0.044,0.611,0.174,0
0.8,0.174,0.026,0.784,0.152,0.187,0.244,0
0.953,0.008,0.039,0.684,0.271,0.163,0.383,0
