@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute bi_feature327 numeric
@attribute bi_feature1002 numeric
@attribute bi_feature1041 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.008333,0,0.008403,0,0,0.540395,0.567835,0.653387,0
0.004175,0.010438,0,0.009053,0.009053,0,0.581289,0.617819,0.707691,0
0.008065,0.025161,0,0.001613,0.005163,0,0.824661,0.876626,1.017250,2
0,0.035225,0,0,0,0,0.804631,0.853065,0.990047,2
0.004878,0.134959,0,0.009764,0.017087,0,0.527157,0.551027,0.634130,1
0,0.027174,0,0.021858,0.054645,0,0.406868,0.427139,0.482555,0
0.004637,0.047913,0,0.009281,0.017788,0,0.568365,0.600201,0.690282,0
0.016484,0.020513,0,0.003298,0.004764,0,0.719041,0.763849,0.883681,0
0,0.041199,0,0.018797,0.015038,0,0.610843,0.645911,0.742883,0
0.001337,0.078877,0,0.008032,0.032129,0,0.269423,0.275365,0.305452,0
0,0.09434,0,0.018987,0.075949,0,0.424269,0.442465,0.506215,0
0.003752,0.074109,0,0.014085,0.037559,0,0.573480,0.603980,0.694188,0
0,0.009153,0,0.003663,0.007784,0,0.853692,0.908278,1.052984,0
0,0.080153,0,0.003831,0.02682,0,0.652376,0.687656,0.795019,0
0,0.063429,0,0.016865,0.046627,0,0.421492,0.439967,0.498501,0
0,0.004202,0,0.025316,0.07173,0,0.618383,0.655847,0.753966,0
0,0.109224,0,0.004132,0.011019,0,0.653296,0.687461,0.793233,0
0,0.011589,0,0.001657,0.004143,0,0.788809,0.838132,0.969730,0
0,0.102703,0,0,0.00813,0,0.719162,0.757839,0.878268,0
0,0.089602,0,0.015504,0.044297,0,0.297971,0.306784,0.337331,1
0,0.176923,0,0.003861,0.007722,0,0.574737,0.599609,0.692947,1
0,0.078777,0,0.0051,0.016226,0,0.638333,0.673110,0.775184,0
0.00674,0.00674,0,0.005323,0.01171,0,0.793301,0.844107,0.976707,1
0,0.170909,0,0,0,0,0.683456,0.716469,0.830081,0
0,0.084416,0,0.024919,0.055255,0,0.286518,0.293957,0.324955,0
0.005952,0.029762,0,0.02994,0.05988,0,0.279872,0.292429,0.328237,0
0,0.048461,0,0.001966,0.005242,0,0.657711,0.695509,0.803476,0
0.001048,0.026895,0,0.004892,0.009783,0,0.771306,0.818823,0.947857,1
0,0.066066,0,0,0.003012,0,0.711322,0.751621,0.870234,0
0,0.07631,0,0.019384,0.036488,0,0.346203,0.358391,0.403422,0
0,0.171717,0,0.005076,0.015228,0,0.519133,0.540298,0.624188,0
0,0.108959,0,0.012114,0.036947,0,0.582341,0.611674,0.704003,0
0.007475,0.023492,0,0.002136,0.008812,0,0.826062,0.878267,1.018736,1
0,0.129496,0,0,0,0,0.702822,0.738775,0.855978,0
