@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute bi_feature12 numeric
@attribute bi_feature327 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.008333,0,0,0,0.541280,0.567835,0.650652,0
0.004175,0.010438,0,0,0,0.582649,0.617819,0.705296,0
0.008065,0.025161,0,0,0,0.826487,0.876626,1.013849,2
0,0.035225,0,0,0,0.806287,0.853065,0.986615,2
0.004878,0.134959,0,0,0,0.528131,0.551027,0.631702,1
0,0.027174,0,0,0,0.407920,0.427139,0.480640,0
0.004637,0.047913,0,0,0,0.569584,0.600201,0.687814,0
0.016484,0.020513,0,0,0,0.720614,0.763849,0.880719,0
0,0.041199,0,0,0,0.612240,0.645911,0.740183,0
0.001337,0.078877,0,0,0,0.269880,0.275365,0.303957,0
0,0.09434,0,0,0,0.425112,0.442465,0.504240,0
0.003752,0.074109,0,0,0,0.574745,0.603980,0.691584,0
0,0.009153,0,0,0,0.855659,0.908278,1.049404,0
0,0.080153,0,0,0,0.653644,0.687656,0.792101,0
0,0.063429,0,0,0,0.422447,0.439967,0.496376,0
0,0.004202,0,0,0,0.619929,0.655847,0.751342,0
0,0.109224,0,0,0,0.654679,0.687461,0.790228,0
0,0.011589,0,0,0,0.790629,0.838132,0.966338,0
0,0.102703,0,0,0,0.720517,0.757839,0.875064,0
0,0.089602,0,0,0,0.298685,0.306784,0.335722,1
0,0.176923,0,0,0,0.575764,0.599609,0.690287,1
0,0.078777,0,0,0,0.639796,0.673110,0.772267,0
0.00674,0.00674,0,0,0,0.795150,0.844107,0.973406,1
0,0.170909,0,0,0,0.684665,0.716469,0.826962,0
0,0.084416,0,0,0,0.287150,0.293957,0.323457,0
0.005952,0.029762,0,0,0,0.280556,0.292429,0.327153,0
0,0.048461,0,0,0,0.659062,0.695509,0.800654,0
0.001048,0.026895,0,0,0,0.773035,0.818823,0.944564,1
0,0.066066,0,0,0,0.712770,0.751621,0.867129,0
0,0.07631,0,0,0,0.346946,0.358391,0.401708,0
0,0.171717,0,0,0,0.520046,0.540298,0.621843,0
0,0.108959,0,0,0,0.583614,0.611674,0.701372,0
0.007475,0.023492,0,0,0,0.827894,0.878267,1.015345,1
0,0.129496,0,0,0,0.704094,0.738775,0.852834,0
0,0.014756,0,0,0,0.355959,0.367840,0.405888,0
0.035156,0.039062,0,0,0,0.069275,0.078240,0.071678,2
0.020833,0.068376,0,0,0,0.408187,0.429159,0.489288,2
0.00163,0.012225,0,0,0,0.797507,0.845514,0.975392,2
0,0.072165,0,0,0,0.609191,0.637997,0.734769,0
0,0.044745,0,0,0,0.294069,0.301329,0.332096,0
0,0.175214,0,0,0,0.526032,0.546470,0.627404,2
0,0.11353,0,0,0,0.605054,0.634804,0.729020,1
0.001483,0.003955,0,0,0,0.773681,0.820577,0.943373,1
0,0.191781,0,0,0,0.581343,0.603746,0.695298,0
0,0.17037,0,0,0,0.311746,0.315839,0.349683,0
0,0.167173,0,0,0,0.453100,0.468547,0.534627,1
0.011599,0.104391,0,0,0,0.497590,0.520347,0.594761,0
0.02871,0.018978,0,0,0,0.678212,0.719092,0.827817,0
0,0.105263,0,0,0,0.508302,0.531252,0.608026,0
0,0.036949,0,0,0,0.328956,0.339523,0.378814,0
0,0.033951,0,0,0,0.642043,0.677134,0.781461,0
0,0.066895,0,0,0,0.604487,0.635585,0.727969,0
0,0.013477,0,0,0,0.870614,0.923911,1.068244,0
0,0.023256,0,0,0,0.716133,0.757993,0.874741,0
0,0.049065,0,0,0,0.305317,0.313583,0.346125,0
0,0.110638,0,0,0,0.383721,0.399204,0.452141,0
0.011029,0.106005,0,0,0,0.446753,0.465674,0.525658,0
0,0.023826,0,0,0,0.840740,0.891498,1.030447,0
0,0.208333,0,0,0,0.614897,0.640219,0.737619,0
0.00365,0.088808,0,0,0,0.264370,0.268569,0.295966,0
0,0.147368,0,0,0,0.363278,0.373807,0.426220,0
0.014318,0.10324,0,0,0,0.577510,0.606025,0.696014,0
0,0.007274,0,0,0,0.807014,0.856439,0.987038,0
0,0.096667,0,0,0,0.689952,0.724521,0.836067,0
0,0.152952,0,0,0,0.389815,0.400308,0.452000,0
0,0.026432,0,0,0,0.399722,0.414899,0.473711,0
0,0.075452,0,0,0,0.579391,0.608564,0.695580,0
0.002949,0.018873,0,0,0,0.812571,0.861724,0.995237,2
0,0.111486,0,0,0,0.663389,0.695680,0.802930,0
0,0.153012,0,0,0,0.342130,0.350040,0.393440,0
0,0.051643,0,0,0,0.508581,0.533652,0.604388,0
0,0.107567,0,0,0,0.603554,0.632643,0.727450,0
0.050741,0.005211,0,0,0,0.288752,0.311264,0.348297,1
0.124579,0,0,0,0,0.033367,0.043931,0.032160,0
0.024752,0.00198,0,0,0,0.045462,0.059564,0.045851,0
0.197248,0.004587,0.004608,0,0,0.125552,0.129605,0.135189,0
0.059829,0.095571,0,0,0,0.379816,0.398625,0.451771,1
0.021802,0.011919,0,0,0,0.716782,0.761122,0.877709,2
0.036232,0.086957,0,0,0,0.506196,0.533215,0.611491,0
0.011659,0.087892,0,0,0,0.184509,0.190516,0.201182,0
0.115108,0.068345,0,0.00361,0,0.250952,0.262468,0.288687,1
0.07343,0.021256,0,0,0,0.316961,0.337244,0.376749,0
0.04126,0.009377,0.00075,0,0,0.648950,0.689564,0.793369,1
0,0.063333,0,0,0,0.644309,0.680768,0.782844,0
0.030941,0.032178,0,0,0,0.153331,0.163289,0.165526,1
0,0.149254,0,0,0,0.486679,0.504853,0.575178,0
0.004945,0.050209,0,0,0,0.700353,0.740066,0.852136,0
0.004135,0.012405,0,0,0,0.798121,0.847243,0.978201,0
0.018927,0.148265,0,0,0,0.458645,0.478656,0.546764,0
0.005484,0.091408,0,0,0,0.310888,0.319705,0.355536,0
0,0.097826,0,0,0,0.376702,0.390769,0.440810,0
0,0.059493,0,0,0,0.654686,0.690215,0.792638,0
0.041223,0.006948,0,0,0,0.639807,0.679727,0.780381,0
0.003745,0.074906,0,0,0,0.606961,0.639491,0.735961,0
0,0.131522,0,0,0,0.313470,0.320094,0.357067,0
0.00995,0.164179,0,0,0,0.389827,0.399394,0.455533,0
0.015135,0.122162,0,0,0,0.467734,0.487755,0.553726,0
0.003564,0.012117,0,0,0,0.853413,0.906388,1.048165,0
0,0.098859,0,0,0,0.619813,0.650013,0.745938,0
0,0.122538,0,0,0,0.304362,0.310873,0.344847,0
0,0.135,0,0,0,0.500458,0.519349,0.594608,2
0.003234,0.046079,0,0,0,0.501115,0.529197,0.604899,0
0.001275,0.01504,0,0,0,0.776013,0.822296,0.948852,1
0,0.182825,0,0,0,0.580200,0.604580,0.696958,2
0.037223,0.084507,0,0,0,0.394898,0.410364,0.463996,2
0.074534,0.111801,0,0,0,0.249536,0.254856,0.278970,0
0.006002,0.033613,0,0,0,0.689359,0.729722,0.838772,0
0,0.005692,0,0,0,0.855441,0.908235,1.049107,0
0,0.150735,0,0,0,0.642793,0.672630,0.774018,0
0,0.134541,0,0,0,0.256988,0.258912,0.282356,0
0,0.098837,0,0,0,0.258272,0.264246,0.291608,0
0.020558,0.093979,0,0,0,0.538770,0.566088,0.646753,0
0.021831,0.004245,0,0,0,0.747620,0.794271,0.916689,0
0.058309,0.037901,0,0,0,0.397567,0.419477,0.474978,0
0.021627,0.143151,0,0,0,0.256072,0.258449,0.280943,0
0.054913,0.034682,0,0,0,0.530994,0.561769,0.644846,2
0.003525,0.121034,0,0,0,0.442398,0.460954,0.519336,0
0,0.001672,0,0,0,0.865898,0.919871,1.062421,0
0,0.145594,0,0,0,0.550512,0.575743,0.661526,0
0,0.09185,0,0,0,0.297522,0.304588,0.334759,0
0,0.034965,0,0,0,0.158060,0.160461,0.168442,0
0,0.035437,0,0,0,0.613328,0.647442,0.743788,0
0.010496,0.005248,0,0,0,0.723822,0.768603,0.884720,0
0.028169,0.119718,0,0,0,0.537773,0.561905,0.646246,0
0,0.22,0,0,0,0.243715,0.240296,0.265787,0
0,0.09434,0,0,0,0.481849,0.502697,0.572832,0
0,0.059524,0,0,0,0.586018,0.616702,0.704794,0
0,0.011121,0,0,0,0.899899,0.955558,1.105772,0
0,0.167315,0,0,0,0.606957,0.633615,0.729007,0
0,0.095528,0,0,0,0.325746,0.333080,0.372247,1
0,0.041667,0,0,0,0.461109,0.482883,0.546910,2
0,0.023548,0,0,0,0.604280,0.637271,0.730302,1
0.012672,0.013728,0.000528,0,0,0.681489,0.723164,0.834321,1
0.043478,0.187291,0,0,0,0.455914,0.472360,0.541094,0
0.029151,0.031686,0,0,0,0.172398,0.182385,0.191265,0
0.068627,0.083333,0,0,0,0.275233,0.284349,0.320360,0
0.013198,0.026396,0,0,0,0.443740,0.471710,0.538097,0
0.002604,0.003472,0,0,0,0.841408,0.893990,1.033072,0
0.017241,0.12069,0,0,0,0.438024,0.456161,0.520439,0
0,0.078889,0,0,0,0.247742,0.250751,0.273916,0
0,0.062241,0,0,0,0.567568,0.596182,0.683753,1
0,0.079487,0,0,0,0.638098,0.671540,0.771098,2
0,0.006809,0,0,0,0.886483,0.941355,1.089064,1
0,0.064639,0,0,0,0.640099,0.672503,0.773197,0
0,0.086705,0,0,0,0.316199,0.323293,0.360030,2
0,0.063953,0,0,0,0.406794,0.419586,0.477941,0
0.007048,0.068128,0,0,0,0.606088,0.638236,0.733283,1
0,0.02049,0,0,0,0.852297,0.903783,1.045368,2
0,0.084175,0,0,0,0.655693,0.689179,0.793944,1
0,0.079399,0,0,0,0.225220,0.227047,0.245246,1
0,0.152284,0,0,0,0.417652,0.430416,0.493787,2
0.000723,0.095445,0,0,0,0.471640,0.493268,0.562633,1
0.02725,0.004955,0,0,0,0.687875,0.731049,0.841151,0
0,0.05,0,0,0,0.659241,0.694400,0.799011,0
0,0.076426,0,0,0,0.334163,0.342026,0.384520,2
0.127551,0.015306,0,0,0,0.155992,0.159715,0.169557,0
0.001241,0.055831,0,0,0,0.632841,0.668758,0.767244,0
0.004077,0.028169,0,0,0,0.797192,0.845236,0.976325,2
0,0.086957,0,0,0,0.667411,0.701035,0.808480,0
0.031712,0.063425,0,0,0,0.211186,0.217959,0.232511,0
0.02809,0,0,0,0,0.387338,0.407902,0.457501,0
0,0.081778,0,0,0,0.623457,0.655420,0.753025,0
0,0.003759,0,0,0,0.864687,0.917987,1.060955,0
0,0.114754,0,0,0,0.597136,0.624641,0.719074,0
0,0.125152,0,0,0,0.249797,0.251014,0.275514,0
0.011236,0.129213,0,0,0,0.251779,0.255091,0.281343,0
0,0.090997,0,0,0,0.588043,0.616533,0.706519,0
0.000666,0.01932,0,0,0,0.786056,0.833074,0.961041,0
0.022581,0.158065,0,0,0,0.480419,0.500123,0.573477,0
0,0.174142,0,0,0,0.249279,0.249487,0.272212,0
0,0.032864,0,0,0,0.509148,0.534998,0.612516,1
0,0.053026,0,0,0,0.675758,0.713547,0.821176,0
0,0.000725,0,0,0,0.857724,0.910706,1.052139,0
0,0.106529,0,0,0,0.668427,0.701557,0.809871,0
0,0.106638,0,0,0,0.310131,0.315764,0.353714,0
0,0.067308,0,0,0,0.328789,0.347538,0.390110,1
0,0.118681,0,0,0,0.481708,0.501647,0.573694,0
0.013958,0.010806,0,0,0.00045,0.677861,0.719514,0.828421,1
0.020057,0.091691,0,0,0,0.418904,0.437288,0.499005,0
0,0.080717,0,0,0,0.296277,0.303348,0.339976,0
0.023474,0.061033,0,0,0,0.057300,0.058469,0.051271,1
0.045952,0.06674,0,0,0,0.298627,0.317219,0.351947,0
0.05807,0.005944,0,0,0,0.512255,0.545401,0.624956,0
0.030418,0.060837,0,0,0,0.411704,0.434561,0.493702,0
0,0.10962,0,0,0,0.311080,0.317327,0.352710,0
0,0.105023,0,0,0,0.555093,0.579955,0.666329,0
0,0.085619,0,0,0,0.625320,0.657101,0.754657,0
0.004773,0.025776,0,0,0,0.778101,0.824276,0.952194,0
0,0.076642,0,0,0,0.647208,0.679176,0.782985,0
0.011677,0.117834,0,0,0,0.261399,0.264949,0.289464,0
0,0.102151,0,0,0,0.456856,0.472291,0.539841,1
0,0.030023,0,0,0,0.408035,0.426105,0.479054,0
0.005031,0.022918,0,0,0,0.804029,0.852261,0.984952,0
0,0.119522,0,0,0,0.557561,0.581528,0.667068,0
0.002347,0.156103,0,0,0,0.295955,0.300412,0.335721,0
0,0.085,0,0,0,0.434350,0.453216,0.518865,0
0,0.113171,0,0,0,0.502454,0.523280,0.600702,0
0.005213,0.017062,0,0,0,0.793805,0.842185,0.972999,0
0,0.138973,0,0,0,0.671614,0.704145,0.812025,0
0,0.028019,0,0,0,0.316196,0.327542,0.362386,0
0,0.078704,0,0,0,0.391966,0.408318,0.464118,0
0,0.098843,0,0,0,0.505768,0.527042,0.603386,0
0.002912,0.012231,0,0,0,0.832372,0.883029,1.020921,0
0,0.13355,0,0,0,0.642756,0.673541,0.776834,0
0,0.07394,0,0,0,0.310560,0.319125,0.356257,0
0,0.049383,0,0,0,0.394314,0.410591,0.462497,0
0,0.06619,0,0,0,0.555832,0.584297,0.669353,1
0.017449,0.011421,0,0,0,0.749399,0.795555,0.918768,2
0,0.069401,0,0,0,0.576350,0.606469,0.696791,0
0,0.096296,0,0,0,0.305739,0.312270,0.350221,1
0.003802,0.087452,0,0,0,0.522876,0.547536,0.626383,0
0.00625,0.11875,0,0,0,0.460669,0.479092,0.546434,0
0.016839,0.016192,0,0,0,0.655213,0.694803,0.799919,0
0,0.127413,0,0,0,0.604777,0.633021,0.729272,0
0.007928,0.075878,0,0,0,0.201121,0.206806,0.221784,0
0,0.096273,0,0,0,0.579214,0.605957,0.696167,1
0,0.1339,0,0,0,0.472607,0.490633,0.561450,0
0.001793,0.016139,0,0,0,0.802118,0.851113,0.981758,0
0,0.145897,0,0,0,0.652856,0.683353,0.788039,0
0,0.091434,0,0,0,0.294547,0.301578,0.337073,0
0.010204,0.081633,0,0,0,0.276734,0.285302,0.319373,0
