@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.023,0.338,0.64,0.204,0.321,0.137,0.284,2
0.058,0.479,0.463,0.071,0.558,0.278,0.702,1
0.251,0.645,0.104,0.117,0.664,0.534,0.286,1
0.351,0.544,0.105,0.109,0.572,0.141,0.341,1
0.06,0.733,0.207,0.658,0.272,0.164,0.349,1
0.025,0.352,0.623,0.024,0.16,0.137,0.286,1
0.083,0.477,0.44,0.019,0.327,0.371,0.524,2
0.038,0.097,0.865,0.248,0.495,0.388,0.226,2
0.325,0.347,0.328,0.597,0.278,0.141,0.355,2
0.04,0.499,0.461,0.047,0.742,0.288,0.223,1
0.228,0.736,0.036,0.879,0.091,0.149,0.379,1
0.033,0.179,0.788,0.051,0.28,0.147,0.314,2
0.023,0.629,0.348,0.029,0.767,0.188,0.625,1
0.124,0.821,0.055,0.227,0.674,0.198,0.772,1
0.023,0.766,0.21,0.019,0.366,0.155,0.348,2
0.164,0.585,0.251,0.283,0.432,0.054,0.797,1
0.077,0.784,0.139,0.125,0.572,0.131,0.419,1
0.433,0.521,0.046,0.684,0.299,0.293,0.597,1
0.012,0.794,0.194,0.083,0.692,0.157,0.391,1
0.01,0.077,0.913,0.022,0.199,0.329,0.313,2
0.044,0.355,0.602,0.164,0.246,0.245,0.273,2
0.442,0.447,0.11,0.543,0.425,0.284,0.271,1
0.294,0.539,0.167,0.212,0.741,0.167,0.456,1
0.294,0.456,0.25,0.405,0.452,0.266,0.29,1
0.099,0.783,0.118,0.155,0.779,0.138,0.304,2
0.374,0.475,0.151,0.265,0.627,0.381,0.224,1
0.04,0.016,0.943,0.27,0.379,0.15,0.348,2
0.203,0.642,0.154,0.467,0.443,0.303,0.566,1
0.219,0.652,0.129,0.101,0.792,0.171,0.72,1
0.127,0.641,0.232,0.155,0.719,0.261,0.688,1
0.433,0.283,0.285,0.126,0.778,0.345,0.182,1
0.072,0.659,0.269,0.091,0.381,0.152,0.364,2
0.148,0.448,0.403,0.183,0.754,0.343,0.451,1
0.178,0.695,0.127,0.425,0.457,0.209,0.589,1
0.488,0.474,0.039,0.316,0.603,0.579,0.148,1
0.062,0.812,0.126,0.1,0.67,0.118,0.857,1
0.147,0.729,0.124,0.171,0.583,0.425,0.413,1
0.132,0.819,0.049,0.265,0.613,0.157,0.347,1
0.276,0.709,0.015,0.133,0.697,0.524,0.314,1
0.514,0.372,0.113,0.159,0.661,0.637,0.137,2
0.158,0.617,0.225,0.159,0.515,0.114,0.284,1
0.132,0.847,0.021,0.416,0.511,0.294,0.624,1
0.439,0.455,0.106,0.18,0.675,0.194,0.624,1
0.183,0.752,0.065,0.441,0.467,0.122,0.616,1
0.19,0.035,0.775,0.018,0.278,0.289,0.253,2
0.103,0.618,0.28,0.137,0.057,0.131,0.31,2
0.262,0.62,0.118,0.529,0.416,0.402,0.464,2
0.346,0.534,0.12,0.166,0.689,0.153,0.371,1
0.571,0.391,0.038,0.515,0.35,0.312,0.605,1
0.193,0.726,0.08,0.241,0.692,0.273,0.427,0
0.368,0.581,0.051,0.547,0.431,0.306,0.605,0
0.551,0.325,0.124,0.409,0.496,0.345,0.298,0
0.606,0.365,0.029,0.672,0.294,0.166,0.379,0
0.227,0.017,0.755,0.238,0.647,0.149,0.652,0
0.302,0.638,0.06,0.372,0.567,0.454,0.364,0
0.916,0.046,0.038,0.229,0.658,0.351,0.444,0
0.279,0.403,0.318,0.482,0.383,0.24,0.572,0
0.104,0.829,0.068,0.27,0.591,0.155,0.467,0
0.718,0.22,0.062,0.221,0.663,0.442,0.451,0
0.323,0.461,0.217,0.323,0.627,0.246,0.357,0
0.063,0.933,0.004,0.473,0.489,0.233,0.427,0
0.693,0.097,0.21,0.714,0.25,0.567,0.254,0
0.225,0.602,0.173,0.361,0.466,0.158,0.354,0
0.17,0.827,0.003,0.194,0.796,0.12,0.281,0
0.189,0.354,0.457,0.145,0.485,0.219,0.419,0
0.246,0.673,0.082,0.496,0.35,0.383,0.48,0
0.795,0.172,0.033,0.476,0.469,0.28,0.536,0
